number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.050093632958801496	2020-05-12 09:50:27.235400	2020-05-12 09:50:46.915919	256	2	512	0.04171774318917126	1.2202744573975604	0.0	0.050093632958801496	0.0046816479400749065	0.01638576779026217	58.22565543071161	0.029279044607829444	0.0	0.050093632958801496	0.0046816479400749065	0.01638576779026217	58.22565543071161	0.029279044607829444	731000556	150	0.0	0.050093632958801496	0.0046816479400749065	0.01638576779026217	58.22565543071161	0.029279044607829444	0	COMPLETE
1	0.04353932584269663	2020-05-12 09:50:46.933908	2020-05-12 09:51:03.803866	64	1	256	0.007859316465866446	1.2430587753824442	0.0	0.04353932584269663	0.007022471910112359	0.0149812734082397	59.40823970037453	0.028750370313504404	0.0	0.04353932584269663	0.007022471910112359	0.0149812734082397	59.40823970037453	0.028750370313504404	4106830402	150	0.0	0.04353932584269663	0.007022471910112359	0.0149812734082397	59.40823970037453	0.028750370313504404	1	COMPLETE
2	0.05056179775280899	2020-05-12 09:51:03.815615	2020-05-12 09:51:20.823038	256	2	256	0.0022260594640584773	1.2298807843120887	0.0	0.05056179775280899	0.0056179775280898875	0.0149812734082397	58.70739700374532	0.029177048184512562	0.0	0.05056179775280899	0.0056179775280898875	0.0149812734082397	58.70739700374532	0.029177048184512562	3023566476	150	0.0	0.05056179775280899	0.0056179775280898875	0.0149812734082397	58.70739700374532	0.029177048184512562	2	COMPLETE
3	0.04962546816479401	2020-05-12 09:51:20.840446	2020-05-12 09:51:35.432248	128	2	512	0.007148061800236135	1.2170674860885555	0.0	0.04962546816479401	0.0056179775280898875	0.01544943820224719	58.073970037453186	0.029499885464912754	0.0	0.04962546816479401	0.0056179775280898875	0.01544943820224719	58.073970037453186	0.029499885464912754	2376485282	150	0.0	0.04962546816479401	0.0056179775280898875	0.01544943820224719	58.073970037453186	0.029499885464912754	3	COMPLETE
4	0.06460674157303371	2020-05-12 09:51:35.446499	2020-05-12 09:52:19.372231	256	1	128	0.0059071215272791045	1.096722984097005	0.0	0.06460674157303371	0.007958801498127341	0.025749063670411985	52.517790262172284	0.03448361173599757	0.0	0.06460674157303371	0.007958801498127341	0.025749063670411985	52.517790262172284	0.03448361173599757	2310218393	250	0.0	0.06460674157303371	0.007958801498127341	0.025749063670411985	52.517790262172284	0.03448361173599757	4	COMPLETE
5	0.04962546816479401	2020-05-12 09:52:19.389846	2020-05-12 09:52:34.455098	256	2	512	0.16518399920207327	1.2337292675225393	0.0	0.04962546816479401	0.004213483146067416	0.01451310861423221	58.87687265917603	0.028592072357991386	0.0	0.04962546816479401	0.004213483146067416	0.01451310861423221	58.87687265917603	0.028592072357991386	1288115499	150	0.0	0.04962546816479401	0.004213483146067416	0.01451310861423221	58.87687265917603	0.028592072357991386	5	COMPLETE
6	0.013108614232209739	2020-05-12 09:52:34.467258	2020-05-12 09:52:48.872911	64	1	512	0.8412993752535028	1.381424088571709	0.0	0.013108614232209739	0.0032771535580524347	0.006086142322097378	66.39138576779027	0.020542985892434192	0.0	0.013108614232209739	0.0032771535580524347	0.006086142322097378	66.39138576779027	0.020542985892434192	112832218	150	0.0	0.013108614232209739	0.0032771535580524347	0.006086142322097378	66.39138576779027	0.020542985892434192	6	COMPLETE
7	0.0702247191011236	2020-05-12 09:52:48.884596	2020-05-12 09:53:14.680150	256	1	256	0.16507520360905303	1.103991801934212	0.0	0.0702247191011236	0.018258426966292134	0.0299625468164794	52.982209737827716	0.03801830429230209	0.0	0.0702247191011236	0.018258426966292134	0.0299625468164794	52.982209737827716	0.03801830429230209	171273542	200	0.0	0.0702247191011236	0.018258426966292134	0.0299625468164794	52.982209737827716	0.03801830429230209	7	COMPLETE
8	0.05149812734082397	2020-05-12 09:53:14.697577	2020-05-12 09:53:29.458591	128	2	512	0.004867244433677676	1.2103377179267087	0.0	0.05149812734082397	0.005149812734082397	0.015917602996254682	57.73501872659176	0.029829039733776215	0.0	0.05149812734082397	0.005149812734082397	0.015917602996254682	57.73501872659176	0.029829039733776215	896451777	150	0.0	0.05149812734082397	0.005149812734082397	0.015917602996254682	57.73501872659176	0.029829039733776215	8	COMPLETE
9	0.04915730337078652	2020-05-12 09:53:29.470812	2020-05-12 09:53:47.438768	128	2	256	0.028649224258203515	1.2334117807730447	0.0	0.04915730337078652	0.0056179775280898875	0.0149812734082397	58.883426966292134	0.02912458475851255	0.0	0.04915730337078652	0.0056179775280898875	0.0149812734082397	58.883426966292134	0.02912458475851255	1408474037	150	0.0	0.04915730337078652	0.0056179775280898875	0.0149812734082397	58.883426966292134	0.02912458475851255	9	COMPLETE
