searcher	dataset	inverse_relations	model	loss	regularizer	optimizer	training_approach	negative_sampler	model_bytes	replicate	training_time	evaluation_time	hits@10
random	YAGO310	True	RotatE	NSSAL	No Reg.	Adam	sLCWA	Basic	252348416	0	13324.22988319397	69.32141375541687	0.6278602970694499
random	YAGO310	False	ComplEx	SPL	No Reg.	Adam	sLCWA	Basic	252272640	0	6988.109293937683	208.79725646972656	0.6199317543155359
random	YAGO310	True	ComplEx	SPL	No Reg.	Adam	sLCWA	Basic	126174208	0	5192.0094187259665	94.38422203063965	0.6099959855479727
random	YAGO310	False	ComplEx	BCEL	No Reg.	Adam	sLCWA	Basic	126136320	0	4149.03639793396	140.18326091766355	0.6019670814933762
random	YAGO310	False	ERMLP	BCEL	No Reg.	Adam	sLCWA	Basic	63265796	0	3519.3482892513275	157.4219455718994	0.5810919309514251
random	YAGO310	False	DistMult	MRL	No Reg.	Adam	sLCWA	Basic	126136320	0	1906.5350289344788	27.653629064559933	0.4871537535126455
random	YAGO310	False	TransE	MRL	No Reg.	Adam	sLCWA	Basic	126136320	0	950.0389654636383	17.621060371398926	0.40847049377759936
random	YAGO310	False	TransE	SPL	No Reg.	Adam	sLCWA	Basic	63068160	0	939.8010635375977	16.078747749328613	0.16218386190285025
