number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0012393767705382436	2020-04-21 00:10:34.514496	2020-04-21 02:19:09.936923	256	64	0.009774572089487017	256	0.07563589681128778	0.8390353691131854	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.000708215297450425	17011.149433427763	0.0009416504698576978	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.000708215297450425	17011.137747875353	0.0009416521393790855	1245494044	150	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.000708215297450425	17011.16111898017	0.0009416488070437157	0	COMPLETE
1	0.0017705382436260624	2020-04-21 02:19:09.986313	2020-04-21 08:50:07.923805	64	256	0.001424053759319833	128	0.050447239894023686	0.7826914509412684	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0012393767705382436	15868.704054532578	0.0014310595341912435	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0012393767705382436	15868.697946175638	0.0014310596413561283	59583155	150	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0012393767705382436	15868.710162889518	0.0014310594270668022	1	COMPLETE
2	0.0010623229461756375	2020-04-21 08:50:07.970898	2020-04-21 15:46:36.606764	128	256	0.008789125303470003	512	0.0038106849125221012	0.798164807896733	0.0003541076487252125	0.0010623229461756375	0.000708215297450425	0.000708215297450425	16182.647485835694	0.001110867037535087	0.0003541076487252125	0.0010623229461756375	0.000708215297450425	0.000708215297450425	16182.642351274788	0.0011108674006757968	3554579712	150	0.0003541076487252125	0.0010623229461756375	0.000708215297450425	0.000708215297450425	16182.6526203966	0.0011108666748053128	2	COMPLETE
3	0.00141643059490085	2020-04-21 15:46:36.639102	2020-04-21 22:43:05.125358	128	256	0.00366289576776108	512	0.07522194328613746	0.7946157533375272	0.0005311614730878187	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	16110.40943696884	0.0014199127941950395	0.0005311614730878187	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	16110.40138101983	0.001419916718316415	845258589	150	0.0005311614730878187	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	16110.417492917846	0.0014199088809704076	3	COMPLETE
4	0.0008852691218130312	2020-04-21 22:43:05.166633	2020-04-22 00:51:58.165483	128	64	0.013715295506528963	128	0.0623207594778007	0.9245901471188352	0.0003541076487252125	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	18745.518413597732	0.0007988754966254414	0.0003541076487252125	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	18745.514341359773	0.0007988767997383479	876882763	150	0.0003541076487252125	0.0008852691218130312	0.0003541076487252125	0.0005311614730878187	18745.522485835692	0.0007988741964753103	4	COMPLETE
