number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.322806116626726	2020-03-20 17:46:56.225390	2020-03-20 20:54:03.230390	1.493691088321425	64	256	2	74	0.001257611379796189	256	0.11484380370731224	0.08433184982311993	0.322806116626726	0.1764806573091407	0.23448020084445967	805.940859294762	0.16140696418656517	0.08433184982311993	0.322806116626726	0.1764806573091407	0.23448020084445967	805.9405454752939	0.1614069647863696	2605149452	200	0.08433184982311993	0.322806116626726	0.1764806573091407	0.23448020084445967	805.9411731142303	0.16140696359001416	0	COMPLETE
1	0.012267488303092548	2020-03-20 20:54:03.294274	2020-03-20 22:02:48.920736	9.39766718422195	128	128	2	28	0.01646339266384861	256	0.3387969837325748	0.002539084788314504	0.012267488303092548	0.00510669861919434	0.00661873787515691	2410.0605243638024	0.009014354186770686	0.002539084788314504	0.012267488303092548	0.00510669861919434	0.00661873787515691	2410.058085130663	0.00901438155542581	849395245	150	0.002539084788314504	0.012267488303092548	0.00510669861919434	0.00661873787515691	2410.0629635969417	0.009014327502794009	1	COMPLETE
2	0.05566016204496177	2020-03-20 22:02:48.968248	2020-03-20 23:56:54.249318	6.197489803017204	64	128	2	73	0.0018108644239719868	128	0.27386608962729353	0.005962569896154285	0.05566016204496177	0.019342690859294763	0.027102590437064932	1954.8047614972043	0.027717010635220505	0.005962569896154285	0.05566016204496177	0.019342690859294763	0.027102590437064932	1954.802179618852	0.027717012279715403	91174910	150	0.005962569896154285	0.05566016204496177	0.019342690859294763	0.027102590437064932	1954.8073433755562	0.027717009000775738	2	COMPLETE
3	0.007018144471071551	2020-03-20 23:56:54.288217	2020-03-21 01:56:48.134985	6.827058234835361	128	128	1	46	0.07330977501317278	128	0.7123447737987877	0.0007702841492639507	0.007018144471071551	0.0022823234052265205	0.003708775533493096	5076.027002738788	0.003861746575909401	0.0007702841492639507	0.007018144471071551	0.0022823234052265205	0.003708775533493096	5076.025162615542	0.003861747723948962	801641636	150	0.0007702841492639507	0.007018144471071551	0.0022823234052265205	0.003708775533493096	5076.028842862033	0.003861745432773185	3	COMPLETE
4	0.022623530754307886	2020-03-21 01:56:48.168350	2020-03-21 03:37:50.304933	6.392764113982106	128	64	2	76	0.01198403959136811	512	0.20025808783515758	0.00151203925596257	0.022623530754307886	0.005477576172543649	0.007417551066986192	1424.1546416752253	0.013820476049286387	0.00151203925596257	0.022623530754307886	0.005477576172543649	0.007417551066986192	1424.1537715394272	0.01382047660888952	14258783	200	0.00151203925596257	0.022623530754307886	0.005477576172543649	0.007417551066986192	1424.1555118110236	0.013820475491292302	4	COMPLETE
5	0.025077028414926397	2020-03-21 03:37:50.340678	2020-03-21 05:19:56.359288	8.43679522473065	64	256	1	67	0.011429837987860616	512	0.18742972774605818	0.0006276389364372932	0.025077028414926397	0.009557229259386055	0.011383087983567271	1329.6074546388222	0.0152982597357416	0.0006276389364372932	0.025077028414926397	0.009557229259386055	0.011383087983567271	1329.6042451215337	0.015298261196364212	2784946428	150	0.0006276389364372932	0.025077028414926397	0.009557229259386055	0.011383087983567271	1329.610664156111	0.0152982582781447	5	COMPLETE
6	0.09910989387196166	2020-03-21 05:19:56.407481	2020-03-21 09:44:21.119634	3.1700331349353834	256	128	2	88	0.005900085776932433	128	0.15153823379952625	0.020740613944996007	0.09910989387196166	0.04430560310395983	0.06185096428163871	1076.1598054319297	0.05032709471887347	0.020740613944996007	0.09910989387196166	0.04430560310395983	0.06185096428163871	1076.1597055802806	0.050327100017632076	1524805060	150	0.020740613944996007	0.09910989387196166	0.04430560310395983	0.06185096428163871	1076.1599052835786	0.05032708951884272	6	COMPLETE
7	0.14621134314732398	2020-03-21 09:44:21.155959	2020-03-21 10:28:37.378207	3.619898118188381	128	256	2	9	0.001083858191815302	512	0.34648658104820385	0.027359351820152915	0.14621134314732398	0.06016775077028415	0.08784092205865571	2446.5575430788545	0.06733969416027341	0.027359351820152915	0.14621134314732398	0.06016775077028415	0.08784092205865571	2446.5557457491727	0.06733969443590432	71963028	150	0.027359351820152915	0.14621134314732398	0.06016775077028415	0.08784092205865571	2446.5593404085357	0.06733969388502595	7	COMPLETE
8	0.014235992240100422	2020-03-21 10:28:37.429283	2020-03-21 13:39:33.843995	6.461372453705495	128	64	1	96	0.018754318609224677	256	0.2800611173325443	0.0048214081935410245	0.014235992240100422	0.008216364258815475	0.009985164897866028	1992.1084674198335	0.013269171829037089	0.0048214081935410245	0.014235992240100422	0.008216364258815475	0.009985164897866028	1992.1076686066415	0.013269172879092095	2242174816	250	0.0048214081935410245	0.014235992240100422	0.008216364258815475	0.009985164897866028	1992.1092662330252	0.013269170785903724	8	COMPLETE
9	0.07186465822207007	2020-03-21 13:39:33.887917	2020-03-21 17:09:42.264597	5.028606416234684	256	128	1	79	0.0017391185020775618	256	0.30152606174543806	0.009928106812735364	0.07186465822207007	0.022994408307657196	0.04404884172087185	2148.75834474495	0.03394103131521289	0.009928106812735364	0.07186465822207007	0.022994408307657196	0.04404884172087185	2148.756761383088	0.03394106426158099	2556160198	150	0.009928106812735364	0.07186465822207007	0.022994408307657196	0.04404884172087185	2148.759928106813	0.03394099967217846	9	COMPLETE
10	0.04091064703868538	2020-03-21 17:09:42.306977	2020-03-21 19:55:11.707246	7.201337947791849	256	64	1	82	0.002860609010947273	128	0.21891617752374407	0.0027387880862718246	0.04091064703868538	0.007816957662900833	0.02596142873445167	1559.9447392445509	0.01975108133837748	0.0027387880862718246	0.04091064703868538	0.007816957662900833	0.02596142873445167	1559.943826315189	0.019751081604920537	1634154057	150	0.0027387880862718246	0.04091064703868538	0.007816957662900833	0.02596142873445167	1559.945652173913	0.019751081072294716	10	COMPLETE
