number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10159176029962547	2020-03-13 13:20:20.702711	2020-03-13 13:20:30.243782	7.108020701774519	0.023377753533557817	128	0.04039270303300153	512	0.4551858210805787	1.0046286974738836	0.006554307116104869	0.10159176029962547	0.020599250936329586	0.0449438202247191	48.40262172284644	0.04861738456806339	0.006554307116104869	0.10159176029962547	0.020599250936329586	0.0449438202247191	48.40262172284644	0.04861738456806339	3407087630	150	0.006554307116104869	0.10159176029962547	0.020599250936329586	0.0449438202247191	48.40262172284644	0.04861738456806339	0	COMPLETE
1	0.10393258426966293	2020-03-13 13:20:30.261732	2020-03-13 13:20:41.529696	3.2870445410107845	0.08642572680578382	256	0.003100392555905289	256	0.5780282565755492	1.0025420797080122	0.010767790262172285	0.10393258426966293	0.02902621722846442	0.054307116104868915	48.36985018726592	0.053378727415147285	0.010767790262172285	0.10393258426966293	0.02902621722846442	0.054307116104868915	48.36985018726592	0.053378727415147285	3621851915	150	0.010767790262172285	0.10393258426966293	0.02902621722846442	0.054307116104868915	48.36985018726592	0.053378727415147285	1	COMPLETE
2	0.11142322097378277	2020-03-13 13:20:41.547729	2020-03-13 13:20:50.874590	1.3518721053862464	0.01631147805309227	128	0.0031137697203101567	512	0.2145659410287276	0.9919767223415401	0.006554307116104869	0.11142322097378277	0.025749063670411985	0.05102996254681648	47.84925093632959	0.05042475334340488	0.006554307116104869	0.11142322097378277	0.025749063670411985	0.05102996254681648	47.84925093632959	0.05042475334340488	3852705589	150	0.006554307116104869	0.11142322097378277	0.025749063670411985	0.05102996254681648	47.84925093632959	0.05042475334340488	2	COMPLETE
3	0.11142322097378277	2020-03-13 13:20:50.892558	2020-03-13 13:20:59.917821	6.928451551051994	0.014936432078924438	64	0.0012284812088716156	512	0.03642413571231669	1.0038061873771056	0.00749063670411985	0.11142322097378277	0.026685393258426966	0.052434456928838954	48.46161048689139	0.051076632113431227	0.00749063670411985	0.11142322097378277	0.026685393258426966	0.052434456928838954	48.46161048689139	0.051076632113431227	287920656	150	0.00749063670411985	0.11142322097378277	0.026685393258426966	0.052434456928838954	48.46161048689139	0.051076632113431227	3	COMPLETE
4	0.10112359550561797	2020-03-13 13:20:59.929825	2020-03-13 13:21:10.217622	3.628085527035505	0.04977143953113562	256	0.011017921727600789	512	0.056078092673340255	0.996564833264212	0.011235955056179775	0.10112359550561797	0.026685393258426966	0.04962546816479401	48.048689138576776	0.0524260135675746	0.011235955056179775	0.10112359550561797	0.026685393258426966	0.04962546816479401	48.048689138576776	0.0524260135675746	4039674802	150	0.011235955056179775	0.10112359550561797	0.026685393258426966	0.04962546816479401	48.048689138576776	0.0524260135675746	4	COMPLETE
5	0.10580524344569288	2020-03-13 13:21:10.229512	2020-03-13 13:21:25.133324	9.769434588649425	0.020420888071436022	128	0.003318821116181959	128	0.11314945654101399	0.9933929578174422	0.013576779026217229	0.10580524344569288	0.03885767790262172	0.05711610486891386	47.90121722846442	0.057399379546627285	0.013576779026217229	0.10580524344569288	0.03885767790262172	0.05711610486891386	47.90121722846442	0.057399379546627285	3857074950	150	0.013576779026217229	0.10580524344569288	0.03885767790262172	0.05711610486891386	47.90121722846442	0.057399379546627285	5	COMPLETE
6	0.10908239700374532	2020-03-13 13:21:25.145397	2020-03-13 13:21:34.191589	9.393715511561808	0.015911934452385194	64	0.002785244539998563	512	0.012002535527329966	1.0009912131694303	0.012172284644194757	0.10908239700374532	0.03277153558052434	0.0552434456928839	48.32724719101124	0.05604054986658998	0.012172284644194757	0.10908239700374532	0.03277153558052434	0.0552434456928839	48.32724719101124	0.05604054986658998	4107542384	150	0.012172284644194757	0.10908239700374532	0.03277153558052434	0.0552434456928839	48.32724719101124	0.05604054986658998	6	COMPLETE
7	0.10393258426966293	2020-03-13 13:21:34.202607	2020-03-13 13:21:44.884511	1.9028083539474219	0.035457255638497075	256	0.0016451061809914004	512	0.25718650319572156	1.0224390748987664	0.0056179775280898875	0.10393258426966293	0.02902621722846442	0.047752808988764044	49.219569288389515	0.05011326199904641	0.0056179775280898875	0.10393258426966293	0.02902621722846442	0.047752808988764044	49.219569288389515	0.05011326199904641	3665687140	150	0.0056179775280898875	0.10393258426966293	0.02902621722846442	0.047752808988764044	49.219569288389515	0.05011326199904641	7	COMPLETE
8	0.09831460674157304	2020-03-13 13:21:44.896704	2020-03-13 13:22:00.072294	1.554705696095597	0.04795106919028091	256	0.0036750049632837322	128	0.03412952692591523	1.010720491104093	0.012172284644194757	0.09831460674157304	0.0299625468164794	0.048220973782771535	48.754681647940075	0.05270303388844456	0.012172284644194757	0.09831460674157304	0.0299625468164794	0.048220973782771535	48.754681647940075	0.05270303388844456	910234787	150	0.012172284644194757	0.09831460674157304	0.0299625468164794	0.048220973782771535	48.754681647940075	0.05270303388844456	8	COMPLETE
9	0.09222846441947566	2020-03-13 13:22:00.084364	2020-03-13 13:22:11.809975	8.460524335094949	0.012155761426874145	256	0.0024213911598735764	256	0.024718448718303802	1.0063872091665738	0.010299625468164793	0.09222846441947566	0.03417602996254682	0.05149812734082397	48.58005617977528	0.05346371849687311	0.010299625468164793	0.09222846441947566	0.03417602996254682	0.05149812734082397	48.58005617977528	0.05346371849687311	3086560582	150	0.010299625468164793	0.09222846441947566	0.03417602996254682	0.05149812734082397	48.58005617977528	0.05346371849687311	9	COMPLETE
