number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11329588014981273	2020-03-07 06:54:18.576208	2020-03-07 06:54:37.075909	256	2	0.05974274321879497	0.08344857184591224	256	0.02762834806784398	1.0013964850235773	0.0032771535580524347	0.11329588014981273	0.031835205992509365	0.052434456928838954	48.243679775280896	0.050448832418410576	0.0032771535580524347	0.11376404494382023	0.031835205992509365	0.052434456928838954	48.243445692883896	0.050451061774572516	2470432370	200.0	0.0032771535580524347	0.11329588014981273	0.031835205992509365	0.052434456928838954	48.2439138576779	0.05044680573099063	0	COMPLETE
1	0.18258426966292135	2020-03-07 06:54:37.094083	2020-03-07 06:55:51.189055	64	1	0.002121242782509806	0.26751729078085834	128	0.018352725563873074	0.7949720495127574	0.01544943820224719	0.18258426966292135	0.0650749063670412	0.10159176029962547	38.31741573033708	0.08021893644406014	0.01544943820224719	0.18258426966292135	0.0650749063670412	0.10159176029962547	38.31741573033708	0.08021893644406014	1366813635	500.0	0.01544943820224719	0.18258426966292135	0.0650749063670412	0.10159176029962547	38.31741573033708	0.08021893644406014	1	COMPLETE
2	0.11376404494382023	2020-03-07 06:55:51.207838	2020-03-07 06:56:05.531295	256	1	0.0043252689360768525	0.0152443907218205	512	0.05357045556155822	0.9551430317287225	0.0	0.11376404494382023	0.02762172284644195	0.048220973782771535	46.05711610486891	0.048998778234934086	0.0	0.11376404494382023	0.02762172284644195	0.048220973782771535	46.05711610486891	0.048998778234934086	1787824902	200.0	0.0	0.11376404494382023	0.02762172284644195	0.048220973782771535	46.05711610486891	0.048998778234934086	2	COMPLETE
3	0.17415730337078653	2020-03-07 06:56:05.543555	2020-03-07 06:56:30.891899	128	2	0.025390565711448893	0.02067658284947952	128	0.0015824795644972338	0.7942992729720858	0.020131086142322098	0.17415730337078653	0.056179775280898875	0.09597378277153558	38.29073033707865	0.0816478835546578	0.020131086142322098	0.17415730337078653	0.056179775280898875	0.09597378277153558	38.29073033707865	0.0816478835546578	39532357	200.0	0.020131086142322098	0.17415730337078653	0.056179775280898875	0.09597378277153558	38.29073033707865	0.0816478835546578	3	COMPLETE
4	0.15215355805243447	2020-03-07 06:56:30.904033	2020-03-07 06:57:12.418040	256	2	0.02311157316542063	0.1719193790093002	128	0.007443492318532696	0.896721035952781	0.013108614232209739	0.15215355805243447	0.0449438202247191	0.07865168539325842	43.16619850187266	0.0668563413500877	0.013108614232209739	0.15215355805243447	0.0449438202247191	0.07865168539325842	43.16619850187266	0.0668563413500877	3431530598	300.0	0.013108614232209739	0.15215355805243447	0.0449438202247191	0.07865168539325842	43.16619850187266	0.0668563413500877	4	COMPLETE
5	0.08895131086142322	2020-03-07 06:57:12.430326	2020-03-07 06:57:37.665487	256	1	0.01069661490841419	0.04516738014943769	128	0.7271693391131013	1.008458513872042	0.012640449438202247	0.08895131086142322	0.03136704119850187	0.040262172284644196	48.66502808988764	0.052791389349279357	0.012640449438202247	0.08895131086142322	0.03136704119850187	0.040262172284644196	48.664794007490634	0.05279143960312156	1284536411	200.0	0.012640449438202247	0.08895131086142322	0.03136704119850187	0.040262172284644196	48.66526217228464	0.05279133982375369	5	COMPLETE
6	0.10346441947565543	2020-03-07 06:57:37.676432	2020-03-07 06:57:54.070278	64	2	0.0017590498373301435	0.03632369216575881	256	0.00354856276252909	0.9779435953313715	0.0	0.10346441947565543	0.026685393258426966	0.04962546816479401	47.09878277153558	0.046815307098775176	0.0	0.10346441947565543	0.026685393258426966	0.04962546816479401	47.09878277153558	0.046815307098775176	2305846575	200.0	0.0	0.10346441947565543	0.026685393258426966	0.04962546816479401	47.09878277153558	0.046815307098775176	6	COMPLETE
7	0.19288389513108614	2020-03-07 06:57:54.082479	2020-03-07 06:59:40.510658	64	2	0.0015849530993104059	0.024347717341023416	256	0.3225360540388397	0.7750449860826037	0.025280898876404494	0.19288389513108614	0.06601123595505617	0.10533707865168539	37.33567415730337	0.08881548332840615	0.025280898876404494	0.19288389513108614	0.06601123595505617	0.10533707865168539	37.33567415730337	0.08881548332840615	2628998931	1000.0	0.025280898876404494	0.19288389513108614	0.06601123595505617	0.10533707865168539	37.33567415730337	0.08881548332840615	7	COMPLETE
8	0.19850187265917604	2020-03-07 06:59:40.527409	2020-03-07 07:00:05.316455	128	2	0.0203051220349168	0.019608934959327206	128	0.001036252511455953	0.7639741611262358	0.035580524344569285	0.19850187265917604	0.07209737827715355	0.1104868913857678	36.81203183520599	0.09710661162154899	0.035580524344569285	0.19850187265917604	0.07209737827715355	0.1104868913857678	36.811797752808985	0.09711107033387287	4128481606	200.0	0.035580524344569285	0.19850187265917604	0.07209737827715355	0.1104868913857678	36.81226591760299	0.0971027102482656	8	COMPLETE
9	0.16853932584269662	2020-03-07 07:00:05.338630	2020-03-07 07:00:45.563025	128	2	0.025551981555068472	0.019584812171319004	128	0.10321768791758043	0.8040736533251455	0.016853932584269662	0.16853932584269662	0.054307116104868915	0.08333333333333333	38.74765917602996	0.0762467345822095	0.016853932584269662	0.16853932584269662	0.054307116104868915	0.08333333333333333	38.74765917602996	0.0762467345822095	232911108	300.0	0.016853932584269662	0.16853932584269662	0.054307116104868915	0.08333333333333333	38.74765917602996	0.0762467345822095	9	COMPLETE
