number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0	2020-05-10 17:28:20.649696	2020-05-10 18:33:22.218297	256	0.14897037270466207	0.32076232378365616	33	0.4263208764331753	24	0.03392297031405268	512	1.0123757277900223	0.0	0.0	0.0	0.0	20524.19077549575	0.00019275428608481378	0.0	0.0	0.0	0.0	20524.187145892352	0.00019275430382108662	1434017593	150	0.0	0.0	0.0	0.0	20524.19440509915	0.0001927542683515021	0	COMPLETE
1	0.10817988668555241	2020-05-10 18:33:22.296316	2020-05-10 19:16:37.399834	128	0.33276560875350203	0.22845816212132736	34	0.3677014993053566	19	0.00688250153560519	512	0.44214911110927807	0.024079320113314446	0.10817988668555241	0.0568342776203966	0.0766643059490085	8963.758410056656	0.05217308960778113	0.024079320113314446	0.10817988668555241	0.0568342776203966	0.0766643059490085	8963.757790368272	0.0521730896118523	2001216909	200	0.024079320113314446	0.10817988668555241	0.0568342776203966	0.0766643059490085	8963.759029745042	0.05217308960371046	1	COMPLETE
2	0.40138101983002833	2020-05-10 19:16:37.519204	2020-05-10 20:11:22.641395	256	0.06454224714471152	0.11562778303770804	18	0.3428642201298995	8	0.0010514974741021523	128	0.22989988888786075	0.19475920679886685	0.40138101983002833	0.3234773371104816	0.3606586402266289	4659.565155807365	0.26970510015361276	0.19475920679886685	0.40138101983002833	0.3234773371104816	0.3606586402266289	4659.564978753541	0.2697051001918091	1452122710	200	0.19475920679886685	0.40138101983002833	0.3234773371104816	0.3606586402266289	4659.56533286119	0.2697051001154413	2	COMPLETE
3	0.3156869688385269	2020-05-10 20:11:22.778750	2020-05-10 23:20:31.314004	256	0.4355375059323167	0.40547620904117576	33	0.14432830474263175	44	0.0024909539050104327	128	0.2637078179926852	0.10906515580736544	0.3156869688385269	0.21388101983002833	0.26203966005665724	5345.739288243626	0.1780871382180159	0.10906515580736544	0.3156869688385269	0.21388101983002833	0.26203966005665724	5345.738137393768	0.1780871382291448	3253323585	200	0.10906515580736544	0.3156869688385269	0.21388101983002833	0.26203966005665724	5345.740439093484	0.17808713820688846	3	COMPLETE
4	0.026026912181303118	2020-05-10 23:20:31.417020	2020-05-11 00:02:45.497525	64	0.48054746839490087	0.07838893448629697	16	0.059992914104078476	8	0.011449147394905863	128	0.4136243636520994	0.004957507082152974	0.026026912181303118	0.01080028328611898	0.015226628895184136	8384.680152266288	0.01328890134323915	0.004957507082152974	0.026026912181303118	0.01080028328611898	0.015226628895184136	8384.67900141643	0.013288901381809623	3184104966	200	0.004957507082152974	0.026026912181303118	0.01080028328611898	0.015226628895184136	8384.681303116147	0.01328890130468031	4	COMPLETE
5	0.0	2020-05-11 00:02:45.545836	2020-05-11 00:34:07.191313	64	0.056094869492653576	0.4502580071504818	29	0.20012015816473527	14	0.04066552846784279	128	0.7500541585754442	0.0	0.0	0.0	0.0	15202.334631728045	0.000501012255455483	0.0	0.0	0.0	0.0	15202.332861189801	0.000501012284228406	3615459424	150	0.0	0.0	0.0	0.0	15202.336402266288	0.0005010122266881458	5	COMPLETE
6	0.002124645892351275	2020-05-11 00:34:07.235022	2020-05-11 01:23:36.810277	64	0.10050486524838748	0.048936258671337995	22	0.1668356854090136	53	0.03496032587581917	128	0.677358729117809	0.0003541076487252125	0.002124645892351275	0.0010623229461756375	0.00141643059490085	13732.318431303116	0.0013121059281081431	0.0003541076487252125	0.002124645892351275	0.0010623229461756375	0.00141643059490085	13732.31657223796	0.0013121059438239914	3018117206	150	0.0003541076487252125	0.002124645892351275	0.0010623229461756375	0.00141643059490085	13732.320290368272	0.0013121059123945374	6	COMPLETE
7	0.013810198300283285	2020-05-11 01:23:36.852354	2020-05-11 03:46:19.731317	128	0.12309092940827909	0.269154674228295	62	0.44991108237711863	60	0.005004066453384125	512	0.5552297687037295	0.003718130311614731	0.013810198300283285	0.006728045325779037	0.009029745042492918	11254.956621813031	0.008368156106324175	0.003718130311614731	0.013810198300283285	0.006728045325779037	0.009029745042492918	11254.955913597734	0.00836815612382468	1947249036	200	0.003718130311614731	0.013810198300283285	0.006728045325779037	0.009029745042492918	11254.957330028328	0.00836815608882711	7	COMPLETE
8	0.0	2020-05-11 03:46:19.768077	2020-05-11 06:39:13.314721	256	0.08397932433406613	0.15891891235534317	45	0.20101228965935292	57	0.02114302562102047	256	0.916024981381986	0.0	0.0	0.0	0.0	18572.092687677054	0.00019320123742680486	0.0	0.0	0.0	0.0	18572.090120396602	0.00019320154796874202	4030064519	150	0.0	0.0	0.0	0.0	18572.09525495751	0.00019320092737146405	8	COMPLETE
9	0.09206798866855524	2020-05-11 06:39:13.361122	2020-05-11 10:48:51.397064	256	0.44066806384875545	0.24389466940401366	18	0.22936653649693683	85	0.002622163170628495	128	0.317964744510516	0.021246458923512748	0.09206798866855524	0.04337818696883853	0.06055240793201133	6445.907223796034	0.045584772911242556	0.021246458923512748	0.09206798866855524	0.04337818696883853	0.06055240793201133	6445.904745042493	0.045584773033357395	335743538	200	0.021246458923512748	0.09206798866855524	0.04337818696883853	0.06055240793201133	6445.909702549575	0.0455847727891799	9	COMPLETE
10	0.00141643059490085	2020-05-11 10:48:51.462505	2020-05-11 11:43:11.330576	128	0.49246103179890793	0.057467312113373525	33	0.4475165468175918	43	0.033059846299367646	512	0.8672715619470869	0.0008852691218130312	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	17580.956887393768	0.0012503422161815895	0.0008852691218130312	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	17580.954320113313	0.001250342253525967	612101607	150	0.0008852691218130312	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	17580.95945467422	0.001250342178842978	10	COMPLETE
11	0.0026558073654390935	2020-05-11 11:43:11.367609	2020-05-11 12:08:41.693453	64	0.015411803407013924	0.09720637473861615	43	0.1877629103840504	1	0.012479299888784632	128	0.4858473384268614	0.0	0.0026558073654390935	0.0012393767705382436	0.0017705382436260624	9848.155718838527	0.0022690035681652977	0.0	0.0026558073654390935	0.0012393767705382436	0.0017705382436260624	9848.154036827196	0.002269003628880983	311603974	150	0.0	0.0026558073654390935	0.0012393767705382436	0.0017705382436260624	9848.15740084986	0.002269003507482106	11	COMPLETE
12	0.2386685552407932	2020-05-11 12:08:41.733615	2020-05-11 15:29:48.362811	128	0.1069424898714415	0.2085727619542505	51	0.3571609684985909	94	0.0019408091665623498	256	0.2127731405810499	0.08162181303116148	0.2386685552407932	0.14872521246458922	0.18218838526912182	4312.542404390935	0.13263739080036674	0.08162181303116148	0.2386685552407932	0.14872521246458922	0.18218838526912182	4312.542138810199	0.1326373911478303	1648061798	200	0.08162181303116148	0.2386685552407932	0.14872521246458922	0.18218838526912182	4312.542669971672	0.1326373904535886	12	COMPLETE
13	0.2661118980169972	2020-05-11 15:29:48.402719	2020-05-11 19:04:42.713400	256	0.24718911448463027	0.36709789634290274	19	0.22219125360918102	77	0.0021552167174265055	256	0.3345829528107743	0.10322237960339943	0.2661118980169972	0.18519830028328613	0.22220254957507082	6782.476009206799	0.1587532701976034	0.10322237960339943	0.2661118980169972	0.18519830028328613	0.22220254957507082	6782.474858356941	0.15875327026379413	3402543992	200	0.10322237960339943	0.2661118980169972	0.18519830028328613	0.22220254957507082	6782.477160056657	0.15875327013144766	13	COMPLETE
