number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.06267577340297308	2020-05-21 03:04:21.754153	2020-05-21 03:48:15.167105	256	2	24	0.0035763361692312877	4096	0.17354939119297902	0.033848935315387706	0.06267577340297308	0.04519887505022097	0.05182804339092005	10514.121986741664	0.04594964472331314	0.033848935315387706	0.06267577340297308	0.04519887505022097	0.05182804339092005	10514.098232221775	0.04594987153995461	1524724692	90	0.033848935315387706	0.06267577340297308	0.04519887505022097	0.05182804339092005	10514.145741261551	0.045949423382161056	0	COMPLETE
1	0.11239453595821615	2020-05-21 03:48:15.255123	2020-05-21 04:05:35.515415	64	1	6	0.0029553324363198914	8192	0.035445677351979205	0.0340498192044998	0.11239453595821615	0.06317798312575332	0.08035355564483729	2067.3058959421455	0.06445880246523515	0.0340498192044998	0.11239453595821615	0.06317798312575332	0.08035355564483729	2067.3055443953394	0.06445880249737582	130261939	70	0.0340498192044998	0.11239453595821615	0.06317798312575332	0.08035355564483729	2067.3062474889516	0.06445880243311997	1	COMPLETE
2	0.040176777822418644	2020-05-21 04:05:35.626002	2020-05-21 04:28:16.796091	128	2	33	0.026191193219773822	4096	0.22029601817688146	0.02812374447569305	0.040176777822418644	0.03284451586982724	0.03435114503816794	13341.64905584572	0.033536982892280576	0.02812374447569305	0.040176777822418644	0.03284451586982724	0.03435114503816794	13341.625552430694	0.03353721646386051	768410441	60	0.02812374447569305	0.040176777822418644	0.03284451586982724	0.03435114503816794	13341.672559260747	0.033536756314769926	2	COMPLETE
3	0.04951787866613098	2020-05-21 04:28:16.855880	2020-05-21 04:55:25.606797	64	2	40	0.005848135707286356	2048	0.19096989438284126	0.031137002812374446	0.04951787866613098	0.03756528726396143	0.04168340699075934	11582.780484130173	0.03899556399159353	0.031137002812374446	0.04951787866613098	0.03756528726396143	0.04168340699075934	11582.739754921655	0.0389959313643196	3461368213	70	0.031137002812374446	0.04951787866613098	0.03756528726396143	0.04168340699075934	11582.82121333869	0.03899520420021232	3	COMPLETE
4	0.09511852149457614	2020-05-21 04:55:25.670597	2020-05-21 05:12:01.728211	128	2	7	0.005372549128713282	8192	0.08024628107060855	0.03425070309361189	0.09511852149457614	0.05875853756528726	0.07040980313378867	4783.403023302531	0.05862151858697557	0.03425070309361189	0.09511852149457614	0.05875853756528726	0.07040980313378867	4783.4008638007235	0.05862153277974566	1762654678	60	0.03425070309361189	0.09511852149457614	0.05875853756528726	0.07040980313378867	4783.405182804339	0.05862150456236549	4	COMPLETE
5	0.03806749698674166	2020-05-21 05:12:01.790584	2020-05-21 05:30:06.058947	64	2	38	0.045981742522213535	8192	0.20784275438494995	0.027922860586580955	0.03806749698674166	0.03244274809160305	0.034451586982723985	12608.451185214946	0.03335166139011634	0.027922860586580955	0.03806749698674166	0.03244274809160305	0.034451586982723985	12608.420349537968	0.03335204647249171	1618810867	60	0.027922860586580955	0.03806749698674166	0.03244274809160305	0.034451586982723985	12608.482020891925	0.03335128817134866	5	COMPLETE
6	0.04077942948975492	2020-05-21 05:30:06.133789	2020-05-21 05:59:17.511935	64	2	11	0.06641361790233813	1024	0.4216001457602705	0.026215347529128165	0.04077942948975492	0.03565689031739654	0.03746484531940538	25326.639815186823	0.03329336978524997	0.026215347529128165	0.04077942948975492	0.03565689031739654	0.03746484531940538	25326.631277621535	0.03329338073781724	1955984388	60	0.026215347529128165	0.04077942948975492	0.03565689031739654	0.03746484531940538	25326.64835275211	0.03329335895539047	6	COMPLETE
7	0.039272800321414225	2020-05-21 05:59:17.575286	2020-05-21 06:39:35.910561	256	1	7	0.006070552208375476	2048	0.30299525123640625	0.026516673362796304	0.039272800321414225	0.035154680594616315	0.03656086781840096	18447.306398151868	0.03280347109317311	0.026516673362796304	0.039272800321414225	0.035154680594616315	0.03656086781840096	18447.302732020893	0.03280347163827952	1122052908	80	0.026516673362796304	0.039272800321414225	0.035154680594616315	0.03656086781840096	18447.310064282843	0.032803470549084404	7	COMPLETE
8	0.07673764564081961	2020-05-21 06:39:35.971950	2020-05-21 06:56:42.300057	64	2	1	0.0010544255745273277	8192	0.05113600987299275	0.027420650863800723	0.07673764564081961	0.04851345922057051	0.0575532342306147	3016.1523704298916	0.048024107303182184	0.027420650863800723	0.07673764564081961	0.04851345922057051	0.0575532342306147	3016.1518682201686	0.048024107748769855	3034690118	70	0.027420650863800723	0.07673764564081961	0.04851345922057051	0.0575532342306147	3016.152872639614	0.04802410685857203	8	COMPLETE
9	0.042687826436319805	2020-05-21 06:56:42.359292	2020-05-21 07:17:55.254819	128	1	50	0.04707393083403744	8192	0.4738309465237444	0.020590598633989553	0.042687826436319805	0.03565689031739654	0.038368822820409806	28574.461781840095	0.03004211158250832	0.020590598633989553	0.042687826436319805	0.03565689031739654	0.038368822820409806	28574.450883889112	0.030042112819011396	3152965796	60	0.020590598633989553	0.042687826436319805	0.03565689031739654	0.038368822820409806	28574.47267979108	0.030042110350936808	9	COMPLETE
