number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.40173512747875356	2020-04-26 21:29:32.293987	2020-04-26 21:52:58.879545	0.5336628072129501	22.7208463699908	3.576013426810557	0.05682463053496309	128	48	0.027089728299533204	512	0.43031877108859956	0.23158640226628896	0.40173512747875356	0.34755665722379603	0.3764164305949009	8721.926699716714	0.2980892902092531	0.23158640226628896	0.40173512747875356	0.34755665722379603	0.3764164305949009	8721.921565155808	0.29808929426171826	2262088409	450	0.23158640226628896	0.40173512747875356	0.34755665722379603	0.3764164305949009	8721.93183427762	0.29808928618233305	0	COMPLETE
1	0.4213881019830028	2020-04-26 21:52:58.926387	2020-04-26 22:17:33.983135	0.9770379179345179	14.637307985125654	8.019500775591624	0.08196685608674982	64	41	0.0014432225214086698	256	0.38630559866539066	0.23672096317280453	0.4213881019830028	0.37322946175637395	0.3980169971671388	7829.007082152974	0.3112541785883246	0.23672096317280453	0.4213881019830028	0.37322946175637395	0.3980169971671388	7829.004249291785	0.31125417864967114	4013560412	300	0.23672096317280453	0.4213881019830028	0.37322946175637395	0.3980169971671388	7829.009915014164	0.311254178527005	1	COMPLETE
2	0.42492917847025496	2020-04-26 22:17:34.038083	2020-04-26 23:02:51.557978	0.6493810175765644	7.275089888454429	9.620440024504251	0.08525655641855875	256	58	0.042262565960379896	128	0.4071119590328644	0.1958215297450425	0.42492917847025496	0.34206798866855526	0.3886331444759207	8252.298512747875	0.2812849416051031	0.1958215297450425	0.42492917847025496	0.34206798866855526	0.3886331444759207	8252.28895184136	0.2812849569760475	1056401813	250	0.1958215297450425	0.42492917847025496	0.34206798866855526	0.3886331444759207	8252.30807365439	0.2812849263722525	2	COMPLETE
3	0.38792492917847027	2020-04-26 23:02:51.616917	2020-04-26 23:32:57.873757	0.33519883075877926	18.896833255449458	6.451730384087907	0.06232891759986686	128	16	0.06264573397901652	256	0.44154204442620076	0.20980878186968838	0.38792492917847027	0.33091359773371104	0.35339943342776203	8949.56205736544	0.27914820773452986	0.20980878186968838	0.38792492917847027	0.33091359773371104	0.35339943342776203	8949.558604815864	0.27914820846399035	983436299	350	0.20980878186968838	0.38792492917847027	0.33091359773371104	0.35339943342776203	8949.565509915014	0.27914820700659526	3	COMPLETE
4	0.4290014164305949	2020-04-26 23:32:57.910220	2020-04-26 23:56:23.398314	0.30281410785331725	7.896146434779794	2.966482681805319	0.024332418132807863	128	93	0.00528281926413455	512	0.39240400435455264	0.20520538243626063	0.4290014164305949	0.3495042492917847	0.39288243626062325	7953.933604815864	0.28886413857432947	0.20520538243626063	0.4290014164305949	0.3495042492917847	0.39288243626062325	7953.928824362606	0.2888641401247734	378513156	400	0.20520538243626063	0.4290014164305949	0.3495042492917847	0.39288243626062325	7953.938385269122	0.2888641370271506	4	COMPLETE
5	0.08905807365439093	2020-04-26 23:56:23.448379	2020-04-27 00:18:45.492906	0.48055176183002474	16.32907922077184	3.019884370785141	0.07854562779844414	128	89	0.08519403884829399	256	0.4337645659566001	0.0339943342776204	0.08905807365439093	0.05506373937677054	0.0679886685552408	8792.425106232295	0.05331080593884361	0.0339943342776204	0.08905807365439093	0.05506373937677054	0.0679886685552408	8792.416961756375	0.053310808629265245	221808365	250	0.0339943342776204	0.08905807365439093	0.05506373937677054	0.0679886685552408	8792.433250708214	0.05331080325615198	5	COMPLETE
6	0.414128895184136	2020-04-27 00:18:45.547883	2020-04-27 00:47:58.160925	0.49079699410902855	26.746625196055685	3.444316030500217	0.038090453676245126	128	47	0.0014211387075333808	512	0.4110050023206036	0.2593838526912181	0.414128895184136	0.375	0.3969546742209632	8329.56736898017	0.3224483706019384	0.2593838526912181	0.414128895184136	0.375	0.3969546742209632	8329.563385269123	0.3224483711408182	4289156852	550	0.2593838526912181	0.414128895184136	0.375	0.3969546742209632	8329.571352691219	0.3224483700637146	6	COMPLETE
7	0.46122521246458925	2020-04-27 00:47:58.197398	2020-04-27 01:13:08.425123	0.24709108064502147	3.5492179877785826	3.106806963513694	0.04848933050946526	128	25	0.0025727448525891296	256	0.3369720265576793	0.21954674220963172	0.46122521246458925	0.36791784702549574	0.4143059490084986	6830.730169971672	0.30740103572364896	0.21954674220963172	0.46122521246458925	0.36791784702549574	0.4143059490084986	6830.725212464589	0.3074010367251257	3775521953	300	0.21954674220963172	0.46122521246458925	0.36791784702549574	0.4143059490084986	6830.735127478753	0.3074010347245023	7	COMPLETE
8	0.4229815864022663	2020-04-27 01:13:08.476037	2020-04-27 01:22:17.333710	0.950034384149864	6.6383703586915255	7.297261177127949	0.07443724199489019	64	54	0.006919611105300134	512	0.37967358957565556	0.2354815864022663	0.4229815864022663	0.37092776203966005	0.397485835694051	7694.626504957507	0.3099854094273963	0.2354815864022663	0.4229815864022663	0.37092776203966005	0.397485835694051	7694.621458923512	0.30998540953937137	3454704856	200	0.2354815864022663	0.4229815864022663	0.37092776203966005	0.397485835694051	7694.631550991501	0.30998540931546675	8	COMPLETE
9	0.42191926345609065	2020-04-27 01:22:17.370087	2020-04-27 01:55:56.732385	0.10463652330020137	16.654876634629172	5.111121912782055	0.018590057336776822	64	87	0.0010752223967899677	512	0.3773932091436829	0.24645892351274787	0.42191926345609065	0.37322946175637395	0.39925637393767704	7648.089058073654	0.3165933652207786	0.24645892351274787	0.42191926345609065	0.37322946175637395	0.39925637393767704	7648.087110481586	0.3165933656611542	3533420455	600	0.24645892351274787	0.42191926345609065	0.37322946175637395	0.39925637393767704	7648.091005665722	0.31659336478127587	9	COMPLETE
10	0.37305240793201133	2020-04-27 01:55:56.768002	2020-04-27 02:51:40.099306	0.13617179675935226	23.968758391193468	8.62222189618029	0.0355118363548156	128	41	0.07572624392990528	128	0.4381853248045672	0.18289660056657223	0.37305240793201133	0.29621104815864024	0.3298512747875354	8881.469723796034	0.25172217288143395	0.18289660056657223	0.37305240793201133	0.29621104815864024	0.3298512747875354	8881.465828611897	0.2517221772581069	1029477004	350	0.18289660056657223	0.37305240793201133	0.29621104815864024	0.3298512747875354	8881.47361898017	0.25172216852568635	10	COMPLETE
11	0.43572946175637395	2020-04-27 02:51:40.135093	2020-04-27 03:22:34.937440	0.1450688205968257	20.616708630374696	6.30917101269177	0.05082328412212004	256	67	0.0032005567874700616	256	0.42136339020219105	0.2710694050991501	0.43572946175637395	0.39412181303116145	0.41395184135977336	8540.413863314448	0.337832897942568	0.2710694050991501	0.43572946175637395	0.39412181303116145	0.41395184135977336	8540.40545325779	0.33783289824461893	1779159952	300	0.2710694050991501	0.43572946175637395	0.39412181303116145	0.41395184135977336	8540.422273371105	0.3378328976407215	11	COMPLETE
12	0.3923512747875354	2020-04-27 03:22:34.975324	2020-04-27 03:34:14.376675	0.6017902528042662	27.621882914691223	1.951410468173316	0.01952795588388083	128	14	0.008443367885239752	512	0.446387479149249	0.20361189801699717	0.3923512747875354	0.33675637393767704	0.36455382436260625	9047.17085694051	0.2774504496608747	0.20361189801699717	0.3923512747875354	0.33675637393767704	0.36455382436260625	9047.166607648725	0.27745044999342755	1366467167	250	0.20361189801699717	0.3923512747875354	0.33675637393767704	0.36455382436260625	9047.175106232295	0.2774504493285771	12	COMPLETE
