number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.0008558712769599452	2020-01-20 02:03:59.555865	2020-01-20 04:39:54.185493	0.6821730330312907	50.0	41.0	0.0010716485905633588	900.0	0.9860221521659192	8.558712769599452e-05	0.0008558712769599452	0.0002567613830879836	0.00048499372361063563	7046.110093575259	0.000769033223448767	8.558712769599452e-05	0.0008558712769599452	0.0002567613830879836	0.00048499372361063563	7046.110036517174	0.0007690332247334225	397486513	8.558712769599452e-05	0.0008558712769599452	0.0002567613830879836	0.00048499372361063563	7046.110150633344	0.0007690332221643479	0
1	TrialState.COMPLETE	0.26352276617596715	2020-01-20 04:39:54.186307	2020-01-20 06:05:22.804686	0.8656833933779764	150.0	31.0	0.033847467922279335	500.0	0.1345273925569636	0.08638594088782381	0.26352276617596715	0.16076115485564305	0.20161474380919775	952.1586214766633	0.14604614718870473	0.08638594088782381	0.26352276617596715	0.16076115485564305	0.20161474380919775	952.1585644185781	0.14604614725608972	3693167201	0.08638594088782381	0.26352276617596715	0.16076115485564305	0.20161474380919775	952.1586785347483	0.14604614712143713	1
2	TrialState.COMPLETE	0.12786716877781582	2020-01-20 06:05:22.805501	2020-01-20 08:59:24.884988	3.8819202821361256	250.0	31.0	0.003698106960342933	1000.0	0.2609262075310923	0.03600365171744836	0.12786716877781582	0.06638708204952642	0.09126440716649549	1853.0114972041538	0.06674895394797807	0.03600365171744836	0.12786716877781582	0.06638708204952642	0.09126440716649549	1853.011354558941	0.0667489541054799	3568873125	0.03600365171744836	0.12786716877781582	0.06638708204952642	0.09126440716649549	1853.0116398493667	0.06674895379070384	2
3	TrialState.COMPLETE	0.01135455894100194	2020-01-20 08:59:24.885793	2020-01-20 11:33:01.861520	9.846675223457924	150.0	31.0	0.0012920927644132123	900.0	0.9409658248575928	0.004364943512495721	0.01135455894100194	0.00681844117311423	0.008416067556772796	6722.823390961999	0.007066067284743848	0.004364943512495721	0.01135455894100194	0.00681844117311423	0.008416067556772796	6722.823262581308	0.007066067289813717	1512803537	0.004364943512495721	0.01135455894100194	0.00681844117311423	0.008416067556772796	6722.823519342691	0.007066067279675272	3
4	TrialState.COMPLETE	0.22081478945566588	2020-01-20 11:33:01.862337	2020-01-20 13:49:38.252496	8.424535523845373	150.0	31.0	0.04524910401677339	800.0	0.09439092129217252	0.0562307428962684	0.22081478945566588	0.11477233824032866	0.15605386283236333	663.1080822777587	0.11100600716342487	0.0562307428962684	0.22081478945566588	0.11477233824032866	0.15605386283236333	663.1080680132375	0.11100600732930008	2619582301	0.0562307428962684	0.22081478945566588	0.11477233824032866	0.15605386283236333	663.10809654228	0.11100600699811386	4
5	TrialState.COMPLETE	0.280640191715166	2020-01-20 13:49:38.253303	2020-01-20 15:35:01.856619	1.069954287306803	150.0	41.0	0.07158175478718523	600.0	0.08591074686167981	0.0930902658906767	0.280640191715166	0.1640705237932215	0.20991669519570924	602.1611177678877	0.15491551484052565	0.0930902658906767	0.280640191715166	0.1640705237932215	0.20991669519570924	602.1610179162387	0.1549155149446199	1782330890	0.0930902658906767	0.280640191715166	0.1640705237932215	0.20991669519570924	602.1612176195367	0.15491551473655657	5
6	TrialState.COMPLETE	0.13497090037658335	2020-01-20 15:35:01.857433	2020-01-20 17:47:14.664026	4.765541271789962	50.0	21.0	0.014496271891771318	800.0	0.1943975500955604	0.037344516718018944	0.13497090037658335	0.06467533949560653	0.08786945110122105	1375.0148778956977	0.0691120226272337	0.037344516718018944	0.13497090037658335	0.06467533949560653	0.08786945110122105	1375.0147495150063	0.06911202270912742	1016690818	0.037344516718018944	0.13497090037658335	0.06467533949560653	0.08786945110122105	1375.0150062763894	0.06911202254541791	6
7	TrialState.COMPLETE	0.2957320552322264	2020-01-20 17:47:14.664844	2020-01-20 19:49:14.853359	1.7214877155255972	250.0	31.0	0.08445936903400805	700.0	0.10252426774037522	0.09077941344288486	0.2957320552322264	0.1713169006048157	0.22207006732854045	716.0668007531667	0.15819469927714663	0.09077941344288486	0.2957320552322264	0.1713169006048157	0.22207006732854045	716.0667579596029	0.1581946993025806	339318886	0.09077941344288486	0.2957320552322264	0.1713169006048157	0.22207006732854045	716.0668435467305	0.1581946992517352	7
8	TrialState.COMPLETE	0.281324888736734	2020-01-20 19:49:14.854173	2020-01-20 21:18:21.121477	2.220091215221364	250.0	36.0	0.053738864631102605	500.0	0.08042283016547686	0.08313363003537601	0.281324888736734	0.1597055802807258	0.20749172657765605	561.8395526646126	0.14821885805144522	0.08313363003537601	0.281324888736734	0.1597055802807258	0.20749172657765605	561.8394670774849	0.14821890375439528	708612928	0.08313363003537601	0.281324888736734	0.1597055802807258	0.20749172657765605	561.8396382517403	0.14821881463220535	8
