number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
48	0.7968164794007491	2020-05-15 12:09:12.872084	2020-05-15 12:14:25.801327	64	0.49010711228128495	0.37704622056628695	55	0.03829862974324094	128	0.35163509661104936	0.14434747762754838	0.22331460674157302	0.7968164794007491	0.4747191011235955	0.5987827715355806	7.002340823970037	0.3980937973415664	0.22331460674157302	0.7968164794007491	0.4747191011235955	0.5987827715355806	7.002340823970037	0.3980937973415664		3261067435.0		0.22331460674157302	0.7968164794007491	0.4747191011235955	0.5987827715355806	7.002340823970037	0.3980937973415664	48		COMPLETE
49	0.6437265917602997	2020-05-15 12:14:25.828436	2020-05-15 12:16:37.008909	64	0.123425212564159	0.49028329358768585	33	0.07782174633005573	512	0.019869128679773643	0.24439608041207525	0.17696629213483145	0.6437265917602997	0.3604868913857678	0.46722846441947563	11.778558052434457	0.32157748931891533	0.17696629213483145	0.6437265917602997	0.3604868913857678	0.46722846441947563	11.778558052434457	0.32157748931891533		3070039762.0		0.17696629213483145	0.6437265917602997	0.3604868913857678	0.46722846441947563	11.778558052434457	0.32157748931891533	49		COMPLETE
50	0.8693820224719101	2020-05-15 12:16:37.032597	2020-05-15 12:19:05.128645	128	0.2748602957920267	0.2504210901146799	23	0.011254811273212983	256	0.020746917877186462	0.11625781550581396	0.2794943820224719	0.8693820224719101	0.5795880149812734	0.727996254681648	5.6315543071161045	0.47035822368512464	0.2794943820224719	0.8693820224719101	0.5795880149812734	0.727996254681648	5.6315543071161045	0.47035822368512464		275827873.0	900.0	0.2794943820224719	0.8693820224719101	0.5795880149812734	0.727996254681648	5.6315543071161045	0.47035822368512464	50		COMPLETE
51	0.12125468164794008	2020-05-15 12:19:05.157247	2020-05-15 12:19:29.093392	64	0.21811582407853425	0.4010291038312595	43	0.05616111244440147	256	0.3758585899039926	0.9549340891882023	0.012172284644194757	0.12125468164794008	0.0351123595505618	0.062265917602996254	45.87172284644195	0.05959683955090357	0.012172284644194757	0.12125468164794008	0.0351123595505618	0.062265917602996254	45.87172284644195	0.05959683955090357		1674795367.0	150.0	0.012172284644194757	0.12125468164794008	0.0351123595505618	0.062265917602996254	45.87172284644195	0.05959683955090357	51		COMPLETE
52	0.8707865168539326	2020-05-15 12:19:29.139579	2020-05-15 12:21:56.626737	256	0.3637975673479752	0.3209913334532487	31	0.42801025894788125	512	0.0018213674327461655	0.1110562835706656	0.2851123595505618	0.8707865168539326	0.5702247191011236	0.7050561797752809	5.370786516853933	0.46918956454572064	0.2851123595505618	0.8707865168539326	0.5702247191011236	0.7050561797752809	5.370786516853933	0.46918956454572064		1749818390.0		0.2851123595505618	0.8707865168539326	0.5702247191011236	0.7050561797752809	5.370786516853933	0.46918956454572064	52		COMPLETE
53	0.8792134831460674	2020-05-15 12:21:56.654295	2020-05-15 12:24:41.056234	128	0.3814200519302969	0.11460259817533591	16	0.030844776123503448	128	0.056392106894476705	0.11197208507555059	0.30337078651685395	0.8792134831460674	0.6025280898876404	0.7476591760299626	5.433052434456929	0.4906614582803656	0.30337078651685395	0.8792134831460674	0.6025280898876404	0.7476591760299626	5.433052434456929	0.4906614582803656		3101741175.0	600.0	0.30337078651685395	0.8792134831460674	0.6025280898876404	0.7476591760299626	5.433052434456929	0.4906614582803656	53		COMPLETE
54	0.849250936329588	2020-05-15 12:24:41.100867	2020-05-15 12:26:55.452717	256	0.2714342390848218	0.33051980712561174	53	0.12784255852842974	128	0.006842487028411316	0.12814379958366132	0.25374531835205993	0.849250936329588	0.5416666666666666	0.6863295880149812	6.2027153558052435	0.442564319155751	0.25374531835205993	0.849250936329588	0.5416666666666666	0.6863295880149812	6.2027153558052435	0.442564319155751		566419312.0	450.0	0.25374531835205993	0.849250936329588	0.5416666666666666	0.6863295880149812	6.2027153558052435	0.442564319155751	54		COMPLETE
55	0.8590823970037453	2020-05-15 12:26:55.499198	2020-05-15 12:29:10.412159	64	0.3498002182563062	0.21708888845682023	46	0.003117149193270663	512	0.010433991098989955	0.12091200099647575	0.28792134831460675	0.8590823970037453	0.5669475655430711	0.6900749063670412	5.860486891385768	0.46776960507831966	0.28792134831460675	0.8590823970037453	0.5669475655430711	0.6900749063670412	5.860486891385768	0.46776960507831966		1171951707.0		0.28792134831460675	0.8590823970037453	0.5669475655430711	0.6900749063670412	5.860486891385768	0.46776960507831966	55		COMPLETE
56	0.8389513108614233	2020-05-15 12:29:10.449772	2020-05-15 12:32:26.732636	256	0.19767739861319494	0.27165831001999147	57	0.35584261497973946	256	0.3256475527843184	0.12861436793723663	0.2645131086142322	0.8389513108614233	0.5444756554307116	0.6718164794007491	6.230337078651686	0.4486983381044798	0.2645131086142322	0.8389513108614233	0.5444756554307116	0.6718164794007491	6.230337078651686	0.4486983381044798		1833997023.0		0.2645131086142322	0.8389513108614233	0.5444756554307116	0.6718164794007491	6.230337078651686	0.4486983381044798	56		COMPLETE
57	0.11189138576779026	2020-05-15 12:32:26.753704	2020-05-15 12:33:02.388521	64	0.10368353106927514	0.3187134320261212	25	0.17745263005326994	128	0.611611911616896	0.995938802702171	0.009831460674157303	0.11189138576779026	0.037921348314606744	0.05898876404494382	48.16573033707865	0.05617021505021851	0.009831460674157303	0.11189138576779026	0.037921348314606744	0.05898876404494382	48.16573033707865	0.05617021505021851		3600922003.0	150.0	0.009831460674157303	0.11189138576779026	0.037921348314606744	0.05898876404494382	48.16573033707865	0.05617021505021851	57		COMPLETE
58	0.8618913857677902	2020-05-15 12:33:02.415512	2020-05-15 12:35:16.089205	64	0.09913441474170637	0.07542422492067885	26	0.3288241418506902	512	0.046174813619450215	0.11411766413065573	0.2752808988764045	0.8618913857677902	0.545880149812734	0.6919475655430711	5.51310861423221	0.45893474557044117	0.2752808988764045	0.8618913857677902	0.545880149812734	0.6919475655430711	5.51310861423221	0.45893474557044117		305368653.0		0.2752808988764045	0.8618913857677902	0.545880149812734	0.6919475655430711	5.51310861423221	0.45893474557044117	58		COMPLETE
59	0.9147940074906367	2020-05-15 12:35:16.139198	2020-05-15 12:37:50.795656	128	0.12238041635413038	0.10690366668359064	63	0.30388676841164775	256	0.01605416584568091	0.09904053340027674	0.3487827715355805	0.9147940074906367	0.6821161048689138	0.7968164794007491	4.806179775280899	0.5416404617766021	0.3487827715355805	0.9147940074906367	0.6821161048689138	0.7968164794007491	4.806179775280899	0.5416404617766021		983368987.0	900.0	0.3487827715355805	0.9147940074906367	0.6821161048689138	0.7968164794007491	4.806179775280899	0.5416404617766021	59		COMPLETE
60	0.798689138576779	2020-05-15 12:37:50.839893	2020-05-15 12:43:13.101874	256	0.0335691014292504	0.2560282545727738	55	0.22309044720074955	128	0.4341332071960283	0.15758703510566485	0.2401685393258427	0.798689138576779	0.4887640449438202	0.6175093632958801	7.667602996254682	0.41346445070431975	0.2401685393258427	0.798689138576779	0.4887640449438202	0.6175093632958801	7.667602996254682	0.41346445070431975		1375526767.0		0.2401685393258427	0.798689138576779	0.4887640449438202	0.6175093632958801	7.667602996254682	0.41346445070431975	60		COMPLETE
61	0.8927902621722846	2020-05-15 12:43:13.129231	2020-05-15 12:45:25.651050	128	0.4383815475210101	0.028063782318955566	31	0.22303076213200612	512	0.08578073773077055	0.11198960261921702	0.3146067415730337	0.8927902621722846	0.6072097378277154	0.7368913857677902	5.424157303370786	0.4991361600179922	0.3146067415730337	0.8927902621722846	0.6072097378277154	0.7368913857677902	5.424157303370786	0.4991361600179922		154297878.0		0.3146067415730337	0.8927902621722846	0.6072097378277154	0.7368913857677902	5.424157303370786	0.4991361600179922	61		COMPLETE
62	0.8721910112359551	2020-05-15 12:45:25.673528	2020-05-15 12:47:42.448094	64	0.05300276908422319	0.015364993053953502	54	0.0649593803239803	512	0.003576557248124115	0.1124138155810828	0.2818352059925094	0.8721910112359551	0.5978464419475655	0.7294007490636704	5.4517790262172285	0.47632313741115323	0.2818352059925094	0.8721910112359551	0.5978464419475655	0.7294007490636704	5.4517790262172285	0.47632313741115323		1636800137.0		0.2818352059925094	0.8721910112359551	0.5978464419475655	0.7294007490636704	5.4517790262172285	0.47632313741115323	62		COMPLETE
63	0.8876404494382022	2020-05-15 12:47:42.475971	2020-05-15 12:52:00.897010	256	0.3274539489059712	0.34549792824782327	45	0.4686581997768581	128	0.10355823711520727	0.10061213564239303	0.32162921348314605	0.8876404494382022	0.6352996254681648	0.7485955056179775	4.865168539325842	0.5119336940904604	0.32162921348314605	0.8876404494382022	0.6352996254681648	0.7485955056179775	4.865168539325842	0.5119336940904604		3942515570.0	850.0	0.32162921348314605	0.8876404494382022	0.6352996254681648	0.7485955056179775	4.865168539325842	0.5119336940904604	63		COMPLETE
64	0.9325842696629213	2020-05-15 12:52:00.930464	2020-05-15 12:57:08.804040	64	0.20431853700167074	0.21961901653504934	55	0.36618308272865346	128	0.007658740423699203	0.08293969762225527	0.3838951310861423	0.9325842696629213	0.7055243445692884	0.8197565543071161	4.009831460674158	0.5721984630021266	0.3838951310861423	0.9325842696629213	0.7055243445692884	0.8197565543071161	4.009831460674158	0.5721984630021266		1247295954.0		0.3838951310861423	0.9325842696629213	0.7055243445692884	0.8197565543071161	4.009831460674158	0.5721984630021266	64		COMPLETE
65	0.8857677902621723	2020-05-15 12:57:08.842258	2020-05-15 12:59:55.316494	256	0.37957751890431024	0.38292084142043514	22	0.48195868075366877	256	0.06546336687469606	0.10348068010881682	0.32069288389513106	0.8857677902621723	0.6123595505617978	0.7364232209737828	5.002808988764045	0.5025709337503623	0.32069288389513106	0.8857677902621723	0.6123595505617978	0.7364232209737828	5.002808988764045	0.5025709337503623		1959819262.0	950.0	0.32069288389513106	0.8857677902621723	0.6123595505617978	0.7364232209737828	5.002808988764045	0.5025709337503623	65		COMPLETE
66	0.8946629213483146	2020-05-15 12:59:55.341863	2020-05-15 13:03:00.667251	64	0.4392819168712416	0.21029581355558818	27	0.30852757344499915	256	0.001629266937479508	0.09963153696563165	0.3300561797752809	0.8946629213483146	0.6259363295880149	0.7542134831460674	4.806647940074907	0.5160723655282711	0.3300561797752809	0.8946629213483146	0.6259363295880149	0.7542134831460674	4.806647940074907	0.5160723655282711		3673638332.0		0.3300561797752809	0.8946629213483146	0.6259363295880149	0.7542134831460674	4.806647940074907	0.5160723655282711	66		COMPLETE
67	0.8984082397003745	2020-05-15 13:03:00.695458	2020-05-15 13:05:45.851539	128	0.16462047956845	0.1221282424191496	16	0.1388572199695952	256	0.030151957958179296	0.10468394042791498	0.35252808988764045	0.8984082397003745	0.6493445692883895	0.7715355805243446	5.077247191011236	0.5339181953941049	0.35252808988764045	0.8984082397003745	0.6493445692883895	0.7715355805243446	5.077247191011236	0.5339181953941049		3133095597.0	1000.0	0.35252808988764045	0.8984082397003745	0.6493445692883895	0.7715355805243446	5.077247191011236	0.5339181953941049	67		COMPLETE
68	0.7954119850187266	2020-05-15 13:05:45.878580	2020-05-15 13:08:11.792036	256	0.2651405712274316	0.31602452258021446	29	0.4878002102945848	512	0.24756659005632692	0.14408257266433303	0.24110486891385768	0.7954119850187266	0.4794007490636704	0.6193820224719101	6.968164794007491	0.41058313252648687	0.24110486891385768	0.7954119850187266	0.4794007490636704	0.6193820224719101	6.968164794007491	0.41058313252648687		2800717321.0		0.24110486891385768	0.7954119850187266	0.4794007490636704	0.6193820224719101	6.968164794007491	0.41058313252648687	68		COMPLETE
69	0.09878277153558053	2020-05-15 13:08:11.833358	2020-05-15 13:08:31.058843	64	0.14271087165330448	0.21506766688759227	50	0.4625442153698765	512	0.016835160156084186	0.9779351019232503	0.010767790262172285	0.09878277153558053	0.025749063670411985	0.048220973782771535	47.037921348314605	0.05349018072737473	0.010767790262172285	0.09878277153558053	0.025749063670411985	0.048220973782771535	47.037921348314605	0.05349018072737473		4123588795.0	150.0	0.010767790262172285	0.09878277153558053	0.025749063670411985	0.048220973782771535	47.037921348314605	0.05349018072737473	69		COMPLETE
70	0.8810861423220974	2020-05-15 13:08:31.086455	2020-05-15 13:10:24.245863	128	0.0325467183826913	0.08488792800290196	55	0.2090150542518422	512	0.011528842141916152	0.11288107988033932	0.30664794007490637	0.8810861423220974	0.6203183520599251	0.7528089887640449	5.475187265917603	0.49780277005899687	0.30664794007490637	0.8810861423220974	0.6203183520599251	0.7528089887640449	5.475187265917603	0.49780277005899687		3641975171.0	850.0	0.30664794007490637	0.8810861423220974	0.6203183520599251	0.7528089887640449	5.475187265917603	0.49780277005899687	70		COMPLETE
71	0.850187265917603	2020-05-15 13:10:24.308239	2020-05-15 13:12:33.446590	128	0.13623559812222696	0.13014005654765592	18	0.04944087801724739	512	0.1744951247300896	0.12926499180980586	0.2542134831460674	0.850187265917603	0.5426029962546817	0.6699438202247191	6.2565543071161045	0.44068455207719504	0.2542134831460674	0.850187265917603	0.5426029962546817	0.6699438202247191	6.2565543071161045	0.44068455207719504		4293192802.0		0.2542134831460674	0.850187265917603	0.5426029962546817	0.6699438202247191	6.2565543071161045	0.44068455207719504	71		COMPLETE
72	0.9171348314606742	2020-05-15 13:12:33.473860	2020-05-15 13:16:05.605322	128	0.3722139835802133	0.048996968827512255	56	0.3264137412388796	128	0.0012102400123158595	0.09614533336034345	0.3899812734082397	0.9171348314606742	0.7078651685393258	0.8089887640449438	4.648876404494382	0.5710995135404178	0.3899812734082397	0.9171348314606742	0.7078651685393258	0.8089887640449438	4.648876404494382	0.5710995135404178		302585113.0	750.0	0.3899812734082397	0.9171348314606742	0.7078651685393258	0.8089887640449438	4.648876404494382	0.5710995135404178	72		COMPLETE
73	0.9157303370786517	2020-05-15 13:16:05.632420	2020-05-15 13:21:04.032753	64	0.38205150055567033	0.259542493899807	64	0.4181787369818771	128	0.004247570374650164	0.08868263937770092	0.36142322097378277	0.9157303370786517	0.6694756554307116	0.7963483146067416	4.283707865168539	0.5472034897974279	0.36142322097378277	0.9157303370786517	0.6694756554307116	0.7963483146067416	4.283707865168539	0.5472034897974279		1522406501.0	1000.0	0.36142322097378277	0.9157303370786517	0.6694756554307116	0.7963483146067416	4.283707865168539	0.5472034897974279	73		COMPLETE
74	0.8913857677902621	2020-05-15 13:21:04.056392	2020-05-15 13:25:04.232968	256	0.17377780689402889	0.06796538470896057	40	0.35151249855425976	128	0.18433176618694763	0.10939743061120925	0.33192883895131087	0.8913857677902621	0.6315543071161048	0.7645131086142322	5.2972846441947565	0.5159460211561547	0.33192883895131087	0.8913857677902621	0.6315543071161048	0.7645131086142322	5.2972846441947565	0.5159460211561547		2263691217.0	800.0	0.33192883895131087	0.8913857677902621	0.6315543071161048	0.7645131086142322	5.2972846441947565	0.5159460211561547	74		COMPLETE
75	0.7406367041198502	2020-05-15 13:25:04.260001	2020-05-15 13:27:31.165198	256	0.1749164630756032	0.08848899419633494	29	0.2508306867044712	512	0.3562913781351104	0.18830539679594255	0.20692883895131087	0.7406367041198502	0.4307116104868914	0.5514981273408239	9.132022471910112	0.36849619802940176	0.20692883895131087	0.7406367041198502	0.4307116104868914	0.5514981273408239	9.132022471910112	0.36849619802940176		1349549481.0		0.20692883895131087	0.7406367041198502	0.4307116104868914	0.5514981273408239	9.132022471910112	0.36849619802940176	75		COMPLETE
76	0.10627340823970037	2020-05-15 13:27:31.192551	2020-05-15 13:28:23.208850	64	0.47184895117484166	0.3762485186522587	40	0.14286508377224288	128	0.5788353874717063	1.0147353162464061	0.011704119850187267	0.10627340823970037	0.03604868913857678	0.05711610486891386	49.16151685393258	0.055693057437423706	0.011704119850187267	0.10627340823970037	0.03604868913857678	0.05711610486891386	49.16151685393258	0.055693057437423706		627608375.0	200.0	0.011704119850187267	0.10627340823970037	0.03604868913857678	0.05711610486891386	49.16151685393258	0.055693057437423706	76		COMPLETE
77	0.10720973782771535	2020-05-15 13:28:23.236993	2020-05-15 13:28:55.510475	64	0.007358739548857629	0.07338794191563436	16	0.4432534106551639	256	0.6061049788464616	0.992726605176256	0.010299625468164793	0.10720973782771535	0.03651685393258427	0.05664794007490637	47.93562734082397	0.055890156776495135	0.010299625468164793	0.10720973782771535	0.03651685393258427	0.05664794007490637	47.93539325842696	0.05589055487580977		3688409608.0	200.0	0.010299625468164793	0.10720973782771535	0.03651685393258427	0.05664794007490637	47.93586142322097	0.05588977460115308	77		COMPLETE
78	0.10674157303370786	2020-05-15 13:28:55.537668	2020-05-15 13:29:29.062552	128	0.3269139240426274	0.15837786011343247	60	0.17922981370552682	256	0.9760071384307719	1.0211526130575492	0.012172284644194757	0.10674157303370786	0.02902621722846442	0.04962546816479401	49.32537453183521	0.05352269193159359	0.012172284644194757	0.10674157303370786	0.02902621722846442	0.04962546816479401	49.32537453183521	0.05352269193159359		2796400886.0	200.0	0.012172284644194757	0.10674157303370786	0.02902621722846442	0.04962546816479401	49.32537453183521	0.05352269193159359	78		COMPLETE
79	0.9087078651685393	2020-05-15 13:29:29.090020	2020-05-15 13:32:06.782506	128	0.3864027748240042	0.01523374514399628	16	0.24392557206762916	256	0.05427113228120765	0.09737918278627963	0.34176029962546817	0.9087078651685393	0.6493445692883895	0.776685393258427	4.708333333333333	0.5281964481681528	0.34176029962546817	0.9087078651685393	0.6493445692883895	0.776685393258427	4.708333333333333	0.5281964481681528		1011096121.0	950.0	0.34176029962546817	0.9087078651685393	0.6493445692883895	0.776685393258427	4.708333333333333	0.5281964481681528	79		COMPLETE
80	0.8871722846441947	2020-05-15 13:32:06.812772	2020-05-15 13:34:57.747958	256	0.44998343574912014	0.08058708869173808	55	0.33895583809836183	128	0.06362138766158235	0.10697464318335587	0.31647940074906367	0.8871722846441947	0.6334269662921348	0.7556179775280899	5.175093632958801	0.5077633575557915	0.31647940074906367	0.8871722846441947	0.6334269662921348	0.7556179775280899	5.175093632958801	0.5077633575557915		4173833219.0	600.0	0.31647940074906367	0.8871722846441947	0.6334269662921348	0.7556179775280899	5.175093632958801	0.5077633575557915	80		COMPLETE
81	0.8375468164794008	2020-05-15 13:34:57.789280	2020-05-15 13:37:23.126734	256	0.1634928342901198	0.3688618383653582	29	0.05360292593736282	128	0.035493082742518514	0.1338160079842859	0.2406367041198502	0.8375468164794008	0.5243445692883895	0.6629213483146067	6.495786516853933	0.42821539846842027	0.2406367041198502	0.8375468164794008	0.5243445692883895	0.6629213483146067	6.495786516853933	0.42821539846842027		1159586726.0	500.0	0.2406367041198502	0.8375468164794008	0.5243445692883895	0.6629213483146067	6.495786516853933	0.42821539846842027	81		COMPLETE
82	0.8642322097378277	2020-05-15 13:37:23.154030	2020-05-15 13:39:29.126540	256	0.13544970625572234	0.08867837203803464	17	0.259676583745684	512	0.12454835904460983	0.11987401237135774	0.29213483146067415	0.8642322097378277	0.5692883895131086	0.7125468164794008	5.805711610486892	0.4744251849079746	0.29213483146067415	0.8642322097378277	0.5692883895131086	0.7125468164794008	5.805711610486892	0.4744251849079746		1501868125.0	950.0	0.29213483146067415	0.8642322097378277	0.5692883895131086	0.7125468164794008	5.805711610486892	0.4744251849079746	82		COMPLETE
83	0.8319288389513109	2020-05-15 13:39:29.156790	2020-05-15 13:41:46.018952	64	0.06808800687082733	0.13357649948702194	54	0.3364108343415745	512	0.13440096392562503	0.13855288057563625	0.2808988764044944	0.8319288389513109	0.5323033707865169	0.6601123595505618	6.721441947565543	0.4523619587686668	0.2808988764044944	0.8319288389513109	0.5323033707865169	0.6601123595505618	6.721441947565543	0.4523619587686668		2542096518.0		0.2808988764044944	0.8319288389513109	0.5323033707865169	0.6601123595505618	6.721441947565543	0.4523619587686668	83		COMPLETE
84	0.7162921348314607	2020-05-15 13:41:46.064844	2020-05-15 13:46:46.691292	128	0.056531954552173413	0.34676656292508334	34	0.033675178102719194	128	0.44119499874891244	0.21501230779243458	0.199438202247191	0.7162921348314607	0.41198501872659177	0.5351123595505618	10.44943820224719	0.35633466706093325	0.199438202247191	0.7162921348314607	0.41198501872659177	0.5351123595505618	10.44943820224719	0.35633466706093325		1858985452.0		0.199438202247191	0.7162921348314607	0.41198501872659177	0.5351123595505618	10.44943820224719	0.35633466706093325	84		COMPLETE
85	0.9176029962546817	2020-05-15 13:46:46.719484	2020-05-15 13:49:30.512462	128	0.1632444810941746	0.21596485968350942	52	0.3000435278432387	256	0.01633077334711763	0.09277387976049958	0.3539325842696629	0.9176029962546817	0.6685393258426966	0.7944756554307116	4.48876404494382	0.5424747380997873	0.3539325842696629	0.9176029962546817	0.6685393258426966	0.7944756554307116	4.48876404494382	0.5424747380997873		3596169906.0	950.0	0.3539325842696629	0.9176029962546817	0.6685393258426966	0.7944756554307116	4.48876404494382	0.5424747380997873	85		COMPLETE
86	0.8094569288389513	2020-05-15 13:49:30.539750	2020-05-15 13:51:42.826708	64	0.10033218643307529	0.21440903037097253	19	0.20444491335017123	512	0.1445619005276466	0.146534729598104	0.23876404494382023	0.8094569288389513	0.5065543071161048	0.6399812734082397	7.099250936329588	0.41900567699518904	0.23876404494382023	0.8094569288389513	0.5065543071161048	0.6399812734082397	7.099250936329588	0.41900567699518904		2393362795.0		0.23876404494382023	0.8094569288389513	0.5065543071161048	0.6399812734082397	7.099250936329588	0.41900567699518904	86		COMPLETE
87	0.8567415730337079	2020-05-15 13:51:42.855027	2020-05-15 13:54:00.768043	128	0.39766035471053995	0.42970559978816797	57	0.20957005399579798	512	0.013601107188761223	0.11525734346482051	0.28745318352059923	0.8567415730337079	0.5650749063670412	0.6910112359550562	5.577247191011236	0.4693046577341705	0.28745318352059923	0.8567415730337079	0.5650749063670412	0.6910112359550562	5.577247191011236	0.4693046577341705		2951723064.0		0.28745318352059923	0.8567415730337079	0.5650749063670412	0.6910112359550562	5.577247191011236	0.4693046577341705	87		COMPLETE
88	0.7668539325842697	2020-05-15 13:54:00.812279	2020-05-15 13:56:13.382479	64	0.30522934941324703	0.1236167944517535	19	0.4071579300928259	512	0.001997739372604689	0.16723416899313473	0.23923220973782772	0.7668539325842697	0.47752808988764045	0.5969101123595506	8.083333333333334	0.4068841307443055	0.23923220973782772	0.7668539325842697	0.47752808988764045	0.5969101123595506	8.083333333333334	0.4068841307443055		1401310803.0		0.23923220973782772	0.7668539325842697	0.47752808988764045	0.5969101123595506	8.083333333333334	0.4068841307443055	88		COMPLETE
89	0.8993445692883895	2020-05-15 13:56:13.410024	2020-05-15 13:59:53.792815	256	0.07171008999164924	0.3177928993627097	26	0.44073672878364595	128	0.0023643908277900796	0.0984681446570903	0.3497191011235955	0.8993445692883895	0.6512172284644194	0.7612359550561798	4.762172284644195	0.5331709659956884	0.3497191011235955	0.8993445692883895	0.6512172284644194	0.7612359550561798	4.762172284644195	0.5331709659956884		690364001.0	750.0	0.3497191011235955	0.8993445692883895	0.6512172284644194	0.7612359550561798	4.762172284644195	0.5331709659956884	89		COMPLETE
90	0.900749063670412	2020-05-15 13:59:53.817542	2020-05-15 14:02:54.963493	64	0.22748068896610552	0.17029454071891348	62	0.16822317854669594	256	0.0020520662784293997	0.10011314386972801	0.3295880149812734	0.900749063670412	0.6437265917602997	0.7687265917602997	4.840823970037453	0.5196248715924688	0.3295880149812734	0.900749063670412	0.6437265917602997	0.7687265917602997	4.840823970037453	0.5196248715924688		3614746803.0	1000.0	0.3295880149812734	0.900749063670412	0.6437265917602997	0.7687265917602997	4.840823970037453	0.5196248715924688	90		COMPLETE
91	0.10393258426966293	2020-05-15 14:02:55.007266	2020-05-15 14:03:21.737776	128	0.2498872843657784	0.42931879706468457	63	0.2743583875614339	512	0.8875074599968491	0.9904898985433793	0.012640449438202247	0.10393258426966293	0.033707865168539325	0.05571161048689138	47.767790262172284	0.05629912977735273	0.012640449438202247	0.10393258426966293	0.033707865168539325	0.05571161048689138	47.767790262172284	0.05629912977735273		3121334299.0	200.0	0.012640449438202247	0.10393258426966293	0.033707865168539325	0.05571161048689138	47.767790262172284	0.05629912977735273	91		COMPLETE
92	0.8838951310861424	2020-05-15 14:03:21.778077	2020-05-15 14:07:05.734483	256	0.49677952216703086	0.4407062089041042	33	0.33650356111283747	128	0.0205958611543489	0.10715761314554328	0.31179775280898875	0.8838951310861424	0.6053370786516854	0.7411048689138576	5.1844569288389515	0.49876293115799686	0.31179775280898875	0.8838951310861424	0.6053370786516854	0.7411048689138576	5.1844569288389515	0.49876293115799686		2039025713.0	750.0	0.31179775280898875	0.8838951310861424	0.6053370786516854	0.7411048689138576	5.1844569288389515	0.49876293115799686	92		COMPLETE
93	0.8567415730337079	2020-05-15 14:07:05.785985	2020-05-15 14:09:59.606974	256	0.4707404854651631	0.29720740007906477	64	0.28346074250848136	512	0.01630100900479208	0.12238352257175866	0.2598314606741573	0.8567415730337079	0.5463483146067416	0.6807116104868914	5.926029962546816	0.44815334307457627	0.2598314606741573	0.8567415730337079	0.5463483146067416	0.6807116104868914	5.926029962546816	0.44815334307457627		837194650.0		0.2598314606741573	0.8567415730337079	0.5463483146067416	0.6807116104868914	5.926029962546816	0.44815334307457627	93		COMPLETE
94	0.8665730337078652	2020-05-15 14:09:59.634670	2020-05-15 14:14:56.627398	128	0.34642762377979996	0.48856311697872395	33	0.3988157738003192	128	0.30686836292092934	0.11069837843298158	0.2907303370786517	0.8665730337078652	0.5758426966292135	0.7073970037453183	5.351123595505618	0.47614424711074055	0.2907303370786517	0.8665730337078652	0.5758426966292135	0.7073970037453183	5.351123595505618	0.47614424711074055		1414756390.0		0.2907303370786517	0.8665730337078652	0.5758426966292135	0.7073970037453183	5.351123595505618	0.47614424711074055	94		COMPLETE
95	0.9077715355805244	2020-05-15 14:14:56.667921	2020-05-15 14:18:14.752602	256	0.11102323036641937	0.2911474347932345	52	0.4184430163885017	256	0.05638374510121719	0.0958102529917317	0.3291198501872659	0.9077715355805244	0.6441947565543071	0.7715355805243446	4.632022471910112	0.5192361898051904	0.3291198501872659	0.9077715355805244	0.6441947565543071	0.7715355805243446	4.632022471910112	0.5192361898051904		2029693623.0		0.3291198501872659	0.9077715355805244	0.6441947565543071	0.7715355805243446	4.632022471910112	0.5192361898051904	95		COMPLETE
96	0.8759363295880149	2020-05-15 14:18:14.774872	2020-05-15 14:21:22.913067	64	0.07966478752521677	0.10632681356955603	45	0.4324213069389037	256	0.17555174845240865	0.10878283887829505	0.30711610486891383	0.8759363295880149	0.6015917602996255	0.7429775280898876	5.252808988764045	0.493559481475595	0.30711610486891383	0.8759363295880149	0.6015917602996255	0.7429775280898876	5.252808988764045	0.493559481475595		3140864230.0		0.30711610486891383	0.8759363295880149	0.6015917602996255	0.7429775280898876	5.252808988764045	0.493559481475595	96		COMPLETE
97	0.8684456928838952	2020-05-15 14:21:22.947208	2020-05-15 14:24:33.103281	64	0.285760485879605	0.457036865262259	57	0.08402046459286061	256	0.04241499791739491	0.10720165828260339	0.2940074906367041	0.8684456928838952	0.5838014981273408	0.7162921348314607	5.189138576779026	0.4807946781554419	0.2940074906367041	0.8684456928838952	0.5838014981273408	0.7162921348314607	5.189138576779026	0.4807946781554419		1717562220.0		0.2940074906367041	0.8684456928838952	0.5838014981273408	0.7162921348314607	5.189138576779026	0.4807946781554419	97		COMPLETE
