number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3796816479400749	2020-03-08 12:13:45.221193	2020-03-08 12:18:21.457079	5.40544821152139	64	1	72	0.0013529457096515024	0.016834431650298468	256	0.5256783505151753	0.06460674157303371	0.3796816479400749	0.15589887640449437	0.23923220973782772	25.33005617977528	0.16515823376399155	0.06460674157303371	0.3796816479400749	0.15589887640449437	0.23923220973782772	25.33005617977528	0.16515823376399155	3144779934	350	0.06460674157303371	0.3796816479400749	0.15589887640449437	0.23923220973782772	25.33005617977528	0.16515823376399155	0	COMPLETE
1	0.37453183520599254	2020-03-08 12:18:21.475221	2020-03-08 12:22:57.569752	7.948372686445888	256	2	40	0.0019777265972597464	0.0462668960435148	256	0.5264180484934177	0.05149812734082397	0.37453183520599254	0.14747191011235955	0.22752808988764045	25.382958801498127	0.15394873571259607	0.05149812734082397	0.37453183520599254	0.14747191011235955	0.22752808988764045	25.382958801498127	0.15394873571259607	2545374694	350	0.05149812734082397	0.37453183520599254	0.14747191011235955	0.22752808988764045	25.382958801498127	0.15394873571259607	1	COMPLETE
2	0.22705992509363296	2020-03-08 12:22:57.582029	2020-03-08 12:28:38.131030	9.680039889440993	256	2	37	0.021469230840178617	0.04678851531325834	128	0.679205803426457	0.025749063670411985	0.22705992509363296	0.07116104868913857	0.12219101123595505	32.68211610486891	0.09568375579471539	0.025749063670411985	0.22705992509363296	0.07116104868913857	0.12219101123595505	32.68211610486891	0.09568375579471539	3909263088	250	0.025749063670411985	0.22705992509363296	0.07116104868913857	0.12219101123595505	32.68211610486891	0.09568375579471539	2	COMPLETE
3	0.3852996254681648	2020-03-08 12:28:38.143369	2020-03-08 12:37:51.900987	4.01126519510563	128	1	72	0.0064542158973641866	0.0936764238739268	128	0.530654904511077	0.05196629213483146	0.3852996254681648	0.15262172284644196	0.23876404494382023	25.576779026217228	0.15750548876264384	0.05196629213483146	0.3852996254681648	0.15262172284644196	0.23876404494382023	25.576779026217228	0.15750548876264384	3306781367	350	0.05196629213483146	0.3852996254681648	0.15262172284644196	0.23876404494382023	25.576779026217228	0.15750548876264384	3	COMPLETE
4	0.3047752808988764	2020-03-08 12:37:51.919063	2020-03-08 12:42:00.162921	9.221776402580389	64	1	38	0.039979399624319345	0.018275559834666034	128	0.5988667433443113	0.03698501872659176	0.3047752808988764	0.10861423220973783	0.175561797752809	28.961844569288388	0.12512575195199305	0.03698501872659176	0.3047752808988764	0.10861423220973783	0.175561797752809	28.961142322097377	0.12512603125854413	2714323769	200	0.03698501872659176	0.3047752808988764	0.10861423220973783	0.175561797752809	28.9625468164794	0.12512548126537823	4	COMPLETE
5	0.13717228464419476	2020-03-08 12:42:00.174878	2020-03-08 12:45:08.229910	5.182823884694198	256	1	34	0.0918144152930222	0.2557169894160501	512	0.8960482564446087	0.017322097378277154	0.13717228464419476	0.04541198501872659	0.06647940074906367	43.254447565543074	0.06886784500190235	0.017322097378277154	0.13717228464419476	0.04541198501872659	0.06647940074906367	43.25140449438202	0.06887113142698116	2296921954	400	0.017322097378277154	0.13717228464419476	0.04541198501872659	0.06647940074906367	43.25749063670412	0.06886473312317866	5	COMPLETE
6	0.1989700374531835	2020-03-08 12:45:08.242865	2020-03-08 12:46:42.626927	2.7438877020148023	64	2	27	0.09110612130801597	0.0324650234421398	512	0.7155167070873193	0.03089887640449438	0.1989700374531835	0.08146067415730338	0.11657303370786516	34.427434456928836	0.09799328052483758	0.03089887640449438	0.1989700374531835	0.08146067415730338	0.11657303370786516	34.427434456928836	0.09799328052483758	1537060065	250	0.03089887640449438	0.1989700374531835	0.08146067415730338	0.11657303370786516	34.427434456928836	0.09799328052483758	6	COMPLETE
7	0.34176029962546817	2020-03-08 12:46:42.639091	2020-03-08 12:48:53.290991	5.593365593216679	64	2	32	0.009679100462513347	0.019829146966049222	256	0.5345757932477188	0.02200374531835206	0.34176029962546817	0.10299625468164794	0.18211610486891386	25.76310861423221	0.12092288760262587	0.02200374531835206	0.34176029962546817	0.10299625468164794	0.18211610486891386	25.76310861423221	0.12092288760262587	596423351	200	0.02200374531835206	0.34176029962546817	0.10299625468164794	0.18211610486891386	25.76310861423221	0.12092288760262587	7	COMPLETE
8	0.19709737827715357	2020-03-08 12:48:53.303253	2020-03-08 12:51:00.621824	6.66802263460475	256	1	17	0.022640792513661048	0.08282401664998036	256	0.7175356287767323	0.0149812734082397	0.19709737827715357	0.06413857677902622	0.11189138576779026	34.53885767790262	0.08578190530355687	0.0149812734082397	0.19709737827715357	0.06413857677902622	0.11189138576779026	34.53885767790262	0.08578190530355687	3126370683	200	0.0149812734082397	0.19709737827715357	0.06413857677902622	0.11189138576779026	34.53885767790262	0.08578190530355687	8	COMPLETE
9	0.19194756554307116	2020-03-08 12:51:00.633823	2020-03-08 12:55:16.829278	7.87554277597615	128	2	21	0.04136963444483716	0.05025385712749979	128	0.7218659042672007	0.017322097378277154	0.19194756554307116	0.06554307116104868	0.1203183520599251	34.74578651685393	0.08576871347227234	0.017322097378277154	0.19194756554307116	0.06554307116104868	0.1203183520599251	34.74578651685393	0.08576871347227234	1984461689	200	0.017322097378277154	0.19194756554307116	0.06554307116104868	0.1203183520599251	34.74578651685393	0.08576871347227234	9	COMPLETE
