number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0013123359580052493	2020-03-24 14:14:12.722501	2020-03-24 14:54:56.067503	64	2	0.009864183127730564	0.01600965343646364	128	0.5362561882696739	1.1340172284737728	0.0006276389364372932	0.0013123359580052493	0.0006276389364372932	0.0006846970215679561	8113.184269085929	0.0012525251268324723	0.0006276389364372932	0.0013123359580052493	0.0006276389364372932	0.0006846970215679561	8113.0346057286315	0.0012525421099191978	1169784364	150	0.0006276389364372932	0.0013123359580052493	0.0006276389364372932	0.0006846970215679561	8113.333932443227	0.00125250818984343	0	COMPLETE
1	0.125042793563848	2020-03-24 14:54:56.121304	2020-03-24 17:03:56.014818	128	1	0.0034857050271885834	0.03823243266780428	128	0.02650822259885458	0.49011614356998856	0.05557457491726578	0.125042793563848	0.07520255620221386	0.0941743695081593	3459.2271767659477	0.07794469049165063	0.05557457491726578	0.125042793563848	0.07520255620221386	0.0941743695081593	3459.217847769029	0.0779447114281874	4201003338	250	0.05557457491726578	0.125042793563848	0.07520255620221386	0.0941743695081593	3459.2365057628667	0.0779446700599732	1	COMPLETE
2	0.14019171516603904	2020-03-24 17:03:56.069067	2020-03-24 18:20:56.303367	64	1	0.0030156306705235716	0.020756250074591028	256	0.04917345899419515	0.478444878347568	0.07785575716078968	0.14019171516603904	0.10073604929818555	0.11842405568869109	3369.968047472327	0.10018027496418969	0.07785575716078968	0.14019171516603904	0.10073604929818555	0.11842405568869109	3369.961229031154	0.1001802941623568	526578391	250	0.07785575716078968	0.14019171516603904	0.10073604929818555	0.11842405568869109	3369.9748659135	0.100180256116375	2	COMPLETE
3	0.00022823234052265205	2020-03-24 18:20:56.349884	2020-03-24 20:15:15.869630	256	1	0.0819707095448887	0.08454693179029733	128	0.22285432090303908	1.017803527921071	5.705808513066301e-05	0.00022823234052265205	5.705808513066301e-05	8.558712769599452e-05	7275.683398950131	0.0005722403133672374	5.705808513066301e-05	0.00022823234052265205	5.705808513066301e-05	8.558712769599452e-05	7275.586500057058	0.0005722497180812997	1574808254	150	5.705808513066301e-05	0.00022823234052265205	5.705808513066301e-05	8.558712769599452e-05	7275.780297843205	0.0005722309159887529	3	COMPLETE
4	0.09970900376583362	2020-03-24 20:15:15.904127	2020-03-24 22:07:42.505881	64	2	0.010091927879774214	0.09700007563107683	512	0.15005123717707908	0.8911253233714376	0.06059568640876412	0.09970900376583362	0.08093689375784549	0.08872532237818098	6353.419548099966	0.07472267688739277	0.06059568640876412	0.09970900376583362	0.08093689375784549	0.08872532237818098	6353.4061965080455	0.07472267882033133	2148402642	350	0.06059568640876412	0.09970900376583362	0.08093689375784549	0.08872532237818098	6353.432899691887	0.07472267496047069	4	COMPLETE
5	0.0027387880862718246	2020-03-24 22:07:42.548702	2020-03-24 22:45:41.289454	64	2	0.0031046208134082203	0.13185450383734967	512	0.7361388904187689	1.0102687947060196	2.8529042565331506e-05	0.0027387880862718246	0.00034234851078397807	0.0011126326600479288	7220.162658336186	0.0011104505845188316	2.8529042565331506e-05	0.0027387880862718246	0.00034234851078397807	0.0011126326600479288	7220.136882346228	0.001110455897817674	4139446407	150	2.8529042565331506e-05	0.0027387880862718246	0.00034234851078397807	0.0011126326600479288	7220.188434326144	0.001110445297236708	5	COMPLETE
6	0.1952242382745635	2020-03-24 22:45:41.321843	2020-03-25 02:32:40.355173	256	2	0.001003201482580494	0.10556456970593811	128	0.35345194006555314	0.39966339601352924	0.07808398950131233	0.1952242382745635	0.12983567271482369	0.15539769485336072	2811.2808398950133	0.11934004257385646	0.07808398950131233	0.1952242382745635	0.12983567271482369	0.15539769485336072	2811.272395298414	0.11934006432189913	1673445370	250	0.07808398950131233	0.1952242382745635	0.12983567271482369	0.15539769485336072	2811.2892844916123	0.11934002113557886	6	COMPLETE
7	0.09816843546730572	2020-03-25 02:32:40.407774	2020-03-25 05:09:14.246396	128	2	0.013672219445812374	0.1923188355062819	256	0.062380872949704895	0.6407908688079815	0.046873216934839666	0.09816843546730572	0.06778500513522766	0.07933926737418692	4549.18004678763	0.06596137104396141	0.046873216934839666	0.09816843546730572	0.06778500513522766	0.07933926737418692	4549.164954924113	0.0659613794908802	4146218860	300	0.046873216934839666	0.09816843546730572	0.06778500513522766	0.07933926737418692	4549.195138651147	0.0659613626440781	7	COMPLETE
8	0.2110578568983225	2020-03-25 05:09:14.285738	2020-03-25 06:29:47.137447	64	2	0.0014062383671173163	0.07452494988230658	128	0.002566931283432715	0.3841707977071684	0.07979573205523223	0.2110578568983225	0.1290083304804291	0.15671003081136597	2699.950102704553	0.12399509993055613	0.07979573205523223	0.2110578568983225	0.1290083304804291	0.15671003081136597	2699.946108638594	0.1239951615483455	1614044724	250	0.07979573205523223	0.2110578568983225	0.1290083304804291	0.15671003081136597	2699.9540967705125	0.12399504052735735	8	COMPLETE
9	0.0013693940431359123	2020-03-25 06:29:47.193760	2020-03-25 08:02:38.499872	128	1	0.03939810622937287	0.2862658585146639	512	0.403086254386729	1.0155025603109136	0.00028529042565331506	0.0013693940431359123	0.0007988131918292822	0.0009129293620906082	7257.788542736505	0.001094276001010372	0.00028529042565331506	0.0013693940431359123	0.0007988131918292822	0.0009129293620906082	7257.748545018829	0.001094331285368691	3101230580	200	0.00028529042565331506	0.0013693940431359123	0.0007988131918292822	0.0009129293620906082	7257.828540454182	0.0010942233985767446	9	COMPLETE
10	0.20135798242610978	2020-03-25 08:02:38.538683	2020-03-25 10:39:12.438775	128	2	0.0016956084919431177	0.020669071257353535	256	0.004120152193078891	0.42748489479764706	0.09474495035946594	0.20135798242610978	0.13539883601506333	0.1619023165582563	3006.9888166153146	0.1302214836048093	0.09474495035946594	0.20135798242610978	0.13539883601506333	0.1619023165582563	3006.9821978774394	0.1302217244190839	3688992932	300	0.09474495035946594	0.20135798242610978	0.13539883601506333	0.1619023165582563	3006.9954353531894	0.1302212673572015	10	COMPLETE
11	0.018287116284377496	2020-03-25 10:39:12.477861	2020-03-25 13:29:52.468946	256	1	0.02353947349538614	0.0512195676269518	128	0.02669317959729815	0.986644931180565	0.012609836813876526	0.018287116284377496	0.016775077028414926	0.017288599794590895	7047.677222412416	0.015432876926579407	0.012609836813876526	0.018287116284377496	0.016775077028414926	0.017288599794590895	7047.6308341892045	0.015432900319094002	690383143	200	0.012609836813876526	0.018287116284377496	0.016775077028414926	0.017288599794590895	7047.723610635627	0.015432853743315558	11	COMPLETE
12	0.0007988131918292822	2020-03-25 13:29:52.504966	2020-03-25 15:21:51.189325	256	2	0.06507345902103608	0.019302994890073453	512	0.034250521519527816	0.9916433256002332	0.0003138194682186466	0.0007988131918292822	0.0005420518087412986	0.0006846970215679561	7085.509428848568	0.0009751310234901814	0.0003138194682186466	0.0007988131918292822	0.0005420518087412986	0.0006846970215679561	7085.44750656168	0.0009751368173862872	1070600220	150	0.0003138194682186466	0.0007988131918292822	0.0005420518087412986	0.0006846970215679561	7085.571351135456	0.0009751252354367146	12	COMPLETE
