number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.03009915014164306	2020-04-05 17:24:32.566492	2020-04-05 17:40:09.659243	0.40588867039927656	1.4877430992770266	64	1	58	0.01715849633358601	0.1295987672641778	512	0.6399709571945684	0.002478753541076487	0.03009915014164306	0.013101983002832862	0.02018413597733711	12972.312765580737	0.012840139148797856	0.002478753541076487	0.03009915014164306	0.013101983002832862	0.02018413597733711	12972.307719546743	0.012840139297009926	3497993405	250	0.002478753541076487	0.03009915014164306	0.013101983002832862	0.02018413597733711	12972.31781161473	0.01284013900065363	0	COMPLETE
1	0.018767705382436262	2020-04-05 17:40:09.707457	2020-04-05 18:13:23.229867	0.7199707848091522	19.26745032443448	128	1	11	0.0017000215062757673	0.2760389566550658	128	1.126041636251485	0.002124645892351275	0.018767705382436262	0.00796742209631728	0.009915014164305949	22828.192811614732	0.008332695939853495	0.002124645892351275	0.018767705382436262	0.00796742209631728	0.009915014164305949	22828.119157223795	0.008332697981984038	759203840	200	0.002124645892351275	0.018767705382436262	0.00796742209631728	0.009915014164305949	22828.266466005665	0.00833269390356814	1	COMPLETE
2	0.0003541076487252125	2020-04-05 18:13:23.262334	2020-04-05 18:21:29.317699	0.7160801232365819	2.579998936866074	128	1	39	0.04069260983873924	0.0965348369771332	512	0.9983826136162758	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20240.620662181303	0.0005396089896264835	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20240.594900849857	0.0005396097285660627	2456827535	150	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20240.64642351275	0.0005396082510175432	2	COMPLETE
3	0.014695467422096316	2020-04-05 18:21:29.351930	2020-04-05 18:41:20.355827	0.3812419893557206	7.64642503811552	256	1	38	0.008700882042893135	0.24786081343702324	256	1.0969141424972286	0.0017705382436260624	0.014695467422096316	0.005488668555240793	0.009029745042492918	22237.55603753541	0.006608417237468324	0.0017705382436260624	0.014695467422096316	0.005488668555240793	0.009029745042492918	22237.53452549575	0.006608417635094723	1073133313	200	0.0017705382436260624	0.014695467422096316	0.005488668555240793	0.009029745042492918	22237.57754957507	0.00660841684013333	3	COMPLETE
4	0.00017705382436260624	2020-04-05 18:41:20.388960	2020-04-05 19:04:22.134512	0.6814325680077584	19.973042705456965	256	2	26	0.05224989812006157	0.11633923840381571	128	0.9722455962067243	0.0	0.00017705382436260624	0.0	0.0	19710.383321529745	0.00026803568152164865	0.0	0.00017705382436260624	0.0	0.0	19709.905099150143	0.00026804331338646666	2456066202	150	0.0	0.00017705382436260624	0.0	0.0	19710.86154390935	0.00026802806072741443	4	COMPLETE
5	0.016643059490084985	2020-04-05 19:04:22.172092	2020-04-05 19:37:59.751500	0.5935912275638388	25.627748855841226	128	2	52	0.001056179394302068	0.04904828090302575	128	1.162606598973737	0.005488668555240793	0.016643059490084985	0.007259206798866855	0.010092067988668555	23569.708392351276	0.009409594229542807	0.005488668555240793	0.016643059490084985	0.007259206798866855	0.010092067988668555	23569.619511331446	0.009409604111692598	789510934	200	0.005488668555240793	0.016643059490084985	0.007259206798866855	0.010092067988668555	23569.797273371103	0.009409584392623047	5	COMPLETE
6	0.02779745042492918	2020-04-05 19:37:59.785553	2020-04-05 19:49:37.904807	0.5597593177191441	14.371231551646055	64	1	30	0.007205114510958703	0.029528781760260366	512	1.0919954163637815	0.009737960339943343	0.02779745042492918	0.018059490084985835	0.021777620396600566	22137.829320113313	0.016859303673303065	0.009737960339943343	0.02779745042492918	0.018059490084985835	0.021777620396600566	22137.787535410764	0.016859304026295655	2261130297	200	0.009737960339943343	0.02779745042492918	0.018059490084985835	0.021777620396600566	22137.871104815866	0.016859303320470358	6	COMPLETE
7	0.019652974504249292	2020-04-05 19:49:37.939055	2020-04-05 20:01:59.608800	0.39126401100691255	19.879804430829658	128	2	65	0.0013852035764212384	0.024403519762100846	512	1.1691705637264542	0.004603399433427762	0.019652974504249292	0.012039660056657223	0.016111898016997167	23702.831267705384	0.010781806832984075	0.004603399433427762	0.019652974504249292	0.012039660056657223	0.016111898016997167	23702.751770538245	0.010781934799617143	2521110545	200	0.004603399433427762	0.019652974504249292	0.012039660056657223	0.016111898016997167	23702.910764872522	0.010781683185230491	7	COMPLETE
8	0.019121813031161474	2020-04-05 20:01:59.643811	2020-04-05 20:45:30.709477	0.4305731013172398	29.41357747674021	64	2	13	0.0010690755231421184	0.01533889565698169	128	1.1582450008621132	0.003718130311614731	0.019121813031161474	0.009206798866855524	0.012747875354107648	23481.464235127478	0.009529629499407565	0.003718130311614731	0.019121813031161474	0.009206798866855524	0.012747875354107648	23481.385269121813	0.009530080553751978	860547693	250	0.003718130311614731	0.019121813031161474	0.009206798866855524	0.012747875354107648	23481.543201133143	0.009529207628038874	8	COMPLETE
9	0.02301699716713881	2020-04-05 20:45:30.746087	2020-04-05 21:15:11.820291	0.2564657216589645	23.173994762084497	128	2	2	0.0015811985041028008	0.016767431719009587	128	1.1140661745623255	0.004603399433427762	0.02301699716713881	0.012747875354107648	0.016643059490084985	22585.53284348442	0.012122117167298597	0.004603399433427762	0.02301699716713881	0.012747875354107648	0.016643059490084985	22585.420325779036	0.01212222708680164	3895386615	200	0.004603399433427762	0.02301699716713881	0.012747875354107648	0.016643059490084985	22585.645361189803	0.012122009054867783	9	COMPLETE
