number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.16041076487252123	2020-04-06 18:00:56.432785	2020-04-06 18:10:42.201915	4.92973749067809	64	2	29	0.007797050004220391	0.20374051123582396	512	0.6477273503404536	0.007790368271954674	0.16041076487252123	0.11597025495750708	0.13987252124645894	13129.973707507083	0.06797193425144077	0.007790368271954674	0.16041076487252123	0.11597025495750708	0.13987252124645894	13129.970254957507	0.06797193487525703	420131772	300	0.007790368271954674	0.16041076487252123	0.11597025495750708	0.13987252124645894	13129.977160056656	0.0679719336291973	0	COMPLETE
1	0.12429178470254958	2020-04-06 18:10:42.249659	2020-04-06 18:34:52.636006	3.719624647834024	64	1	69	0.013744437850376913	0.157332569560841	256	0.659449565499165	0.004603399433427762	0.12429178470254958	0.07737252124645892	0.10694050991501416	13367.089766288951	0.04806384911994659	0.004603399433427762	0.12429178470254958	0.07737252124645892	0.10694050991501416	13367.085516997167	0.04806384917308295	1814544772	400	0.004603399433427762	0.12429178470254958	0.07737252124645892	0.10694050991501416	13367.094015580737	0.04806384906682417	1	COMPLETE
2	0.17669971671388102	2020-04-06 18:34:52.667976	2020-04-06 18:56:04.429488	6.317193640117343	256	1	100	0.003784697312309583	0.012706697380628903	128	0.4781830415680778	0.011862606232294617	0.17669971671388102	0.1163243626062323	0.13934135977337112	9691.402089235127	0.07472213955254943	0.011862606232294617	0.17669971671388102	0.1163243626062323	0.13934135977337112	9691.399433427761	0.0747221401365201	2250076778	200	0.011862606232294617	0.17669971671388102	0.1163243626062323	0.13934135977337112	9691.404745042493	0.07472213896987799	2	COMPLETE
3	0.34773371104815864	2020-04-06 18:56:04.476273	2020-04-06 19:19:04.169423	3.846478901484688	128	1	32	0.001932493789708279	0.09101989641861112	128	0.1367887295590986	0.023548158640226628	0.34773371104815864	0.2073300283286119	0.2728399433427762	2772.534171388102	0.13735048833306887	0.023548158640226628	0.34773371104815864	0.2073300283286119	0.2728399433427762	2772.5329320113315	0.13735048914729092	1504467207	250	0.023548158640226628	0.34773371104815864	0.2073300283286119	0.2728399433427762	2772.5354107648727	0.1373504875211429	3	COMPLETE
4	0.07595609065155808	2020-04-06 19:19:04.218824	2020-04-06 19:45:18.586001	7.181226686751129	128	1	92	0.019377038118105597	0.04471447535726843	128	0.7351150891192805	0.006905099150141643	0.07595609065155808	0.06692634560906516	0.07170679886685552	14900.962110481587	0.03847578860322044	0.006905099150141643	0.07595609065155808	0.06692634560906516	0.07170679886685552	14900.891288951841	0.03847579079544776	2324885309	250	0.006905099150141643	0.07595609065155808	0.06692634560906516	0.07170679886685552	14901.03293201133	0.03847578641287405	4	COMPLETE
5	0.1329674220963173	2020-04-06 19:45:18.619241	2020-04-06 20:05:35.910319	9.280256227910805	256	2	84	0.007044127196307333	0.04443983126354159	128	0.6681412877751285	0.008675637393767706	0.1329674220963173	0.10410764872521247	0.12075070821529744	13542.968484419263	0.06068279416360021	0.008675637393767706	0.1329674220963173	0.10410764872521247	0.12075070821529744	13542.947769121813	0.060682795142162	1565149989	200	0.008675637393767706	0.1329674220963173	0.10410764872521247	0.12075070821529744	13542.989199716714	0.06068279318648887	5	COMPLETE
6	0.4148371104815864	2020-04-06 20:05:35.944135	2020-04-06 20:15:23.801340	6.284916937502395	128	2	20	0.0011500245963045055	0.014163022803165299	512	0.08258844300316034	0.044263456090651555	0.4148371104815864	0.2623937677053824	0.3294971671388102	1674.0246990084986	0.17762045394608642	0.044263456090651555	0.4148371104815864	0.2623937677053824	0.3294971671388102	1674.0240793201133	0.1776204598785651	3479155700	300	0.044263456090651555	0.4148371104815864	0.2623937677053824	0.3294971671388102	1674.025318696884	0.17762044806176813	6	COMPLETE
7	0.031161473087818695	2020-04-06 20:15:23.853196	2020-04-06 20:41:56.789363	2.1040783314953813	128	2	97	0.030720574745434572	0.032319247729148765	128	0.8800142712437118	0.006373937677053824	0.031161473087818695	0.02496458923512748	0.02762039660056657	17839.537269830027	0.0173157983138804	0.006373937677053824	0.031161473087818695	0.02496458923512748	0.02762039660056657	17838.22202549575	0.01731587473344244	1447678025	250	0.006373937677053824	0.031161473087818695	0.02496458923512748	0.02762039660056657	17840.852514164308	0.017315722452729797	7	COMPLETE
8	0.3618980169971671	2020-04-06 20:41:56.836058	2020-04-06 21:11:50.361446	6.145815467402301	256	2	37	0.0015576472257863997	0.056106976103646046	128	0.10481841103954026	0.02531869688385269	0.3618980169971671	0.21211048158640228	0.284171388101983	2124.5572769121814	0.14346121090807565	0.02531869688385269	0.3618980169971671	0.21211048158640228	0.284171388101983	2124.5564801699716	0.14346121091495107	667902577	300	0.02531869688385269	0.3618980169971671	0.21211048158640228	0.284171388101983	2124.558073654391	0.1434612109012012	8	COMPLETE
9	0.0	2020-04-06 21:11:50.436214	2020-04-06 21:18:34.058344	5.833279919387805	64	2	44	0.09119858701426904	0.11025298700075113	256	0.9626040045814981	0.0	0.0	0.0	0.0	19514.841536827196	0.00018106165710941866	0.0	0.0	0.0	0.0	19511.782400849857	0.00018108809607037947	2649609143	150	0.0	0.0	0.0	0.0	19517.90067280453	0.00018103526104703633	9	COMPLETE
