number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.1946504875296385	2020-01-21 16:55:01.176407	2020-01-21 19:46:24.774050	450.0	1	11.0	0.0036289601710315367	1300.0	0.6033733292828501	0.009549832840943191	0.1946504875296385	0.12470572820909463	0.15770643403874032	4285.722076935432	0.07802172315610431	0.009549832840943191	0.19465154416084463	0.12470572820909463	0.15770749066994644	4285.717066918568	0.07802199151614951	0.009549832840943191	0.1946504875296385	0.12470572820909463	0.15770643403874032	4285.727086952295	0.07802153485420332	9						
10	TrialState.COMPLETE	0.0056487504279356384	2020-01-21 19:46:24.774940	2020-01-21 20:00:26.496625	250.0	2	51.0	0.003503990532930469	900.0	1.0331086681177934	0.005163756704325003	0.0056487504279356384	0.005320666438434326	0.0053777245235649895	7386.958754136711	0.005730726575139796	0.005163756704325003	0.0056487504279356384	0.005320666438434326	0.0053777245235649895	7386.951236733995	0.005730728258053585	0.005163756704325003	0.0056487504279356384	0.005320666438434326	0.0053777245235649895	7386.966271539427	0.0057307249020471605	10	0.005705808513066302	0.00566776978964586				
11	TrialState.COMPLETE	0.006169405454752939	2020-01-21 20:00:26.497530	2020-01-21 20:17:51.433320	450.0	2	51.0	0.022894663738542976	1000.0	1.1071705998039107	0.005135227661759671	0.006169405454752939	0.005342063220358325	0.0055702955608809765	7921.8237939347255	0.005812065246501466	0.005135227661759671	0.006169405454752939	0.005342063220358325	0.0055702955608809765	7921.812521396782	0.0058120677832481735	0.005135227661759671	0.006169405454752939	0.005342063220358325	0.0055702955608809765	7921.8350664726695	0.005812062726029082	11	0.006090950587698277	0.006143253832401384				
12	TrialState.COMPLETE	0.08396097226977063	2020-01-21 20:17:51.434147	2020-01-21 21:43:50.776499	50.0	1	11.0	0.006736806291873009	800.0	0.8025354747672686	0.010701747319948178	0.08396097226977063	0.05898295641433567	0.07073692195125225	5715.541456055205	0.03883602013782874	0.010701747319948178	0.08396097226977063	0.05898295641433567	0.07073692195125225	5715.539128420968	0.03883602044820667	0.010701747319948178	0.08396097226977063	0.05898295641433567	0.07073692195125225	5715.5437836894425	0.038836019828457996	12						
13	TrialState.COMPLETE	0.20935908209102322	2020-01-21 21:43:50.777315	2020-01-21 22:42:13.429562	450.0	1	1.0	0.0027401785499619642	500.0	0.5317151468931988	0.021954395028684657	0.20935908209102322	0.1304295955100474	0.16608052451941532	3773.695187928584	0.08955622542077431	0.021954395028684657	0.20936686273899557	0.13043737615801979	0.16608830516738768	3773.6907503656903	0.089557236872124	0.021954395028684657	0.20935908209102322	0.1304295955100474	0.16608052451941532	3773.6996254914775	0.08955539751182583	13						
14	TrialState.COMPLETE	0.005712940773707634	2020-01-21 22:42:13.430421	2020-01-21 22:55:05.952323	250.0	2	31.0	0.012897191037578738	500.0	1.0734727507252957	0.005135227661759671	0.005712940773707634	0.005235079310738332	0.005349195480999658	7679.610953012667	0.005670439142571737	0.005135227661759671	0.005712940773707634	0.005235079310738332	0.005349195480999658	7679.602676024193	0.0056704400228978855	0.005135227661759671	0.005712940773707634	0.005235079310738332	0.005349195480999658	7679.619230001141	0.005670438264062569	14	0.005663014949218304	0.005696298832211191				
15	TrialState.COMPLETE	0.2000344829297094	2020-01-21 22:55:05.953162	2020-01-22 00:55:53.978925	150.0	1	31.0	0.030250380362911836	1100.0	0.5482701340145876	0.021471205513299497	0.2000344829297094	0.12195545500101712	0.1565587028464542	3892.375575542424	0.0848833063533434	0.02147740747907457	0.2000493676475696	0.12196289735994721	0.1565661452053843	3892.372824970603	0.08488791697660364	0.021471205513299497	0.2000344829297094	0.12195545500101712	0.1565587028464542	3892.3783261142453	0.08488024339731476	15						
16	TrialState.COMPLETE	0.18152459203469132	2020-01-22 00:55:53.979756	2020-01-22 02:21:50.820465	350.0	2	21.0	0.09655929259128472	700.0	0.6565723732717905	0.08491003841911066	0.18152459203469132	0.13266194986496252	0.15361748259728403	4660.119638441934	0.11761320103350031	0.08491003841911066	0.18152459203469132	0.13266194986496252	0.15361748259728403	4660.1109912891325	0.11761323514942044	0.08491003841911066	0.18152459203469132	0.13266194986496252	0.15361748259728403	4660.128285594736	0.11761317063490563	16						
17	TrialState.COMPLETE	0.17745749172657765	2020-01-22 02:21:50.821362	2020-01-22 05:06:39.102552	250.0	1	71.0	0.024747986474126252	1200.0	0.6530595897425535	0.006336870934611435	0.17745749172657765	0.11943626611890905	0.14617710829624558	4639.749210886683	0.07126540294070892	0.006336870934611435	0.17745749172657765	0.11943626611890905	0.14617710829624558	4639.744620563734	0.07126552498335173	0.006336870934611435	0.17745749172657765	0.11943626611890905	0.14617710829624558	4639.753801209631	0.0712653193884678	17						
18	TrialState.COMPLETE	0.20274428256854365	2020-01-22 05:06:39.103401	2020-01-22 08:20:10.864166	450.0	2	31.0	0.09612239754683453	1300.0	0.6109867428779686	0.0931304178765094	0.20274428256854365	0.14604756531037486	0.1700753589376207	4332.882282302273	0.13019160984242506	0.0931304178765094	0.2027453391997498	0.14604756531037486	0.1700753589376207	4332.87306900647	0.13019163551735047	0.0931304178765094	0.20274428256854365	0.14604756531037486	0.1700753589376207	4332.8914955980745	0.13019158578053522	18						
