number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1104868913857678	2020-03-13 21:46:49.996642	2020-03-13 21:47:19.305081	8.104734125571019	0.06036517310884643	128	17	0.05811009731536848	512	0.9930549421720904	0.013576779026217229	0.1104868913857678	0.04073033707865169	0.0599250936329588	47.85299625468165	0.05908368668915073	0.013576779026217229	0.1104868913857678	0.04073033707865169	0.0599250936329588	47.85299625468165	0.05908368668915073	337494523	150	0.013576779026217229	0.1104868913857678	0.04073033707865169	0.0599250936329588	47.85299625468165	0.05908368668915073	0	COMPLETE
1	0.11235955056179775	2020-03-13 21:47:19.321538	2020-03-13 21:48:12.181323	2.290193164723944	0.07052407963155259	64	37	0.08592203638635594	256	0.9991968662158869	0.01451310861423221	0.11235955056179775	0.03464419475655431	0.05571161048689138	48.25889513108614	0.05686929372754786	0.01451310861423221	0.11235955056179775	0.03464419475655431	0.05571161048689138	48.25889513108614	0.05686929372754786	245868692	150	0.01451310861423221	0.11235955056179775	0.03464419475655431	0.05571161048689138	48.25889513108614	0.05686929372754786	1	COMPLETE
2	0.11470037453183521	2020-03-13 21:48:12.199525	2020-03-13 21:48:50.789280	8.617606458890299	0.028448940597045752	256	59	0.02013266333278856	512	1.007262274480777	0.01451310861423221	0.11470037453183521	0.03651685393258427	0.0650749063670412	48.64840823970037	0.058746811510271786	0.01451310861423221	0.11470037453183521	0.03651685393258427	0.0650749063670412	48.64840823970037	0.058746811510271786	1489126028	150	0.01451310861423221	0.11470037453183521	0.03651685393258427	0.0650749063670412	48.64840823970037	0.058746811510271786	2	COMPLETE
3	0.10486891385767791	2020-03-13 21:48:50.807137	2020-03-13 21:50:29.715772	4.441125377437812	0.014737103447603017	256	34	0.014655426630654096	128	0.9966312309793347	0.006086142322097378	0.10486891385767791	0.031835205992509365	0.052434456928838954	48.09129213483146	0.05126645386833323	0.006086142322097378	0.10486891385767791	0.031835205992509365	0.052434456928838954	48.09129213483146	0.05126645386833323	2725000624	150	0.006086142322097378	0.10486891385767791	0.031835205992509365	0.052434456928838954	48.09129213483146	0.05126645386833323	3	COMPLETE
4	0.09176029962546817	2020-03-13 21:50:29.728235	2020-03-13 21:51:22.041976	2.9578069486816734	0.03709769186448081	64	31	0.004065181569992549	256	1.0137964022007495	0.008895131086142321	0.09176029962546817	0.027153558052434457	0.04447565543071161	48.90496254681648	0.05009009700657339	0.008895131086142321	0.09176029962546817	0.027153558052434457	0.04447565543071161	48.90496254681648	0.05009009700657339	3830189981	150	0.008895131086142321	0.09176029962546817	0.027153558052434457	0.04447565543071161	48.90496254681648	0.05009009700657339	4	COMPLETE
5	0.09737827715355805	2020-03-13 21:51:22.054549	2020-03-13 21:52:14.488988	8.513360145413277	0.06497896440284268	64	29	0.043114785010361825	256	0.9872729697662375	0.009831460674157303	0.09737827715355805	0.03089887640449438	0.05149812734082397	47.688202247191015	0.0533229816118595	0.009831460674157303	0.09737827715355805	0.03089887640449438	0.05149812734082397	47.688202247191015	0.0533229816118595	257382945	150	0.009831460674157303	0.09737827715355805	0.03089887640449438	0.05149812734082397	47.688202247191015	0.0533229816118595	5	COMPLETE
6	0.10346441947565543	2020-03-13 21:52:14.501144	2020-03-13 21:53:07.741186	8.905837854902671	0.047115938221216895	128	38	0.005755820994645461	256	0.9918126087123005	0.012172284644194757	0.10346441947565543	0.0351123595505618	0.056179775280898875	47.879681647940075	0.05557537979066463	0.012172284644194757	0.10346441947565543	0.0351123595505618	0.056179775280898875	47.879681647940075	0.05557537979066463	2226353761	150	0.012172284644194757	0.10346441947565543	0.0351123595505618	0.056179775280898875	47.879681647940075	0.05557537979066463	6	COMPLETE
7	0.10580524344569288	2020-03-13 21:53:07.753324	2020-03-13 21:54:05.001564	3.752916879025924	0.05736903833632688	128	100	0.04801020134077871	256	1.0300996744890143	0.01451310861423221	0.10580524344569288	0.03604868913857678	0.05805243445692884	49.72612359550562	0.05688468177552133	0.01451310861423221	0.10580524344569288	0.03604868913857678	0.05805243445692884	49.72612359550562	0.05688468177552133	1105535126	150	0.01451310861423221	0.10580524344569288	0.03604868913857678	0.05805243445692884	49.72612359550562	0.05688468177552133	7	COMPLETE
8	0.09925093632958802	2020-03-13 21:54:05.013598	2020-03-13 21:55:08.839691	5.98177923790936	0.03703061762378647	256	82	0.0018994879649978568	256	1.0001090571348823	0.008895131086142321	0.09925093632958802	0.02902621722846442	0.050093632958801496	48.22612359550562	0.05217830467950452	0.008895131086142321	0.09925093632958802	0.02902621722846442	0.050093632958801496	48.22612359550562	0.05217830467950452	3016800597	150	0.008895131086142321	0.09925093632958802	0.02902621722846442	0.050093632958801496	48.22612359550562	0.05217830467950452	8	COMPLETE
9	0.11704119850187265	2020-03-13 21:55:08.851855	2020-03-13 21:56:53.062308	1.641635912372878	0.06570241664496332	256	70	0.003037266005152995	128	0.9752390203449861	0.00749063670411985	0.11704119850187265	0.02762172284644195	0.05758426966292135	47.104166666666664	0.05397913505631026	0.00749063670411985	0.11704119850187265	0.02762172284644195	0.05758426966292135	47.103932584269664	0.053979209039368724	2888627681	150	0.00749063670411985	0.11704119850187265	0.02762172284644195	0.05758426966292135	47.10440074906367	0.053979062371200176	9	COMPLETE
