number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3714589235127479	2020-05-05 16:21:19.948437	2020-05-05 16:43:02.137961	64	1	26	0.0010488143488475432	512	0.38866859304878115	0.18661473087818697	0.3714589235127479	0.2813385269121813	0.324185552407932	7878.5448831444755	0.24774217191727607	0.18661473087818697	0.3714589235127479	0.2813385269121813	0.324185552407932	7878.544440509915	0.2477421719182461	2925277489	250	0.18661473087818697	0.3714589235127479	0.2813385269121813	0.324185552407932	7878.545325779037	0.24774217191630604	0	COMPLETE
1	0.403328611898017	2020-05-05 16:43:02.183512	2020-05-05 17:47:25.220788	64	2	16	0.0019174571071782509	256	0.17555664759123746	0.18803116147308782	0.403328611898017	0.29479461756373937	0.34330736543909346	3558.412181303116	0.25945301141148425	0.18803116147308782	0.403328611898017	0.29479461756373937	0.34330736543909346	3558.4114730878186	0.25945301143000105	1814779288	500	0.18803116147308782	0.403328611898017	0.29479461756373937	0.34330736543909346	3558.4128895184135	0.2594530113929735	1	COMPLETE
2	0.0005311614730878187	2020-05-05 17:47:25.270184	2020-05-05 19:42:33.225773	256	2	57	0.09921484003077194	128	1.0718867086907422	0.0	0.0005311614730878187	0.0	0.0003541076487252125	21731.102956798866	0.00032654857556400793	0.0	0.0005311614730878187	0.0	0.0003541076487252125	21731.098973087817	0.0003265486069710688	4241880062	150	0.0	0.0005311614730878187	0.0	0.0003541076487252125	21731.106940509915	0.00032654854416302396	2	COMPLETE
3	0.12942634560906516	2020-05-05 19:42:33.267187	2020-05-05 20:34:13.375696	64	1	95	0.01135073039673663	512	0.15038111924002706	0.03186968838526912	0.12942634560906516	0.06781161473087818	0.08976628895184136	3048.273902266289	0.06627961393924978	0.03186968838526912	0.12942634560906516	0.06781161473087818	0.08976628895184136	3048.2731940509916	0.06628020414913607	1130855027	350	0.03186968838526912	0.12942634560906516	0.06781161473087818	0.08976628895184136	3048.2746104815865	0.06627906912778948	3	COMPLETE
4	0.12623937677053823	2020-05-05 20:34:13.413341	2020-05-06 00:52:53.108891	256	2	48	0.004654368904722144	256	0.16417580485405442	0.025672804532577902	0.12623937677053823	0.06108356940509915	0.08392351274787535	3327.448565864023	0.06112858598830359	0.025672804532577902	0.12623937677053823	0.06108356940509915	0.08392351274787535	3327.447769121813	0.061128586007986006	1133657416	350	0.025672804532577902	0.12623937677053823	0.06108356940509915	0.08392351274787535	3327.449362606232	0.061128585968626616	4	COMPLETE
5	0.010977337110481586	2020-05-06 00:52:53.147357	2020-05-06 02:11:14.360396	256	1	14	0.008391718706523608	128	0.9609030789943507	0.002478753541076487	0.010977337110481586	0.0056657223796034	0.009029745042492918	19480.38872167139	0.005487955254595738	0.002478753541076487	0.010977337110481586	0.0056657223796034	0.009029745042492918	19480.380311614732	0.005487955330940033	2121554624	200	0.002478753541076487	0.010977337110481586	0.0056657223796034	0.009029745042492918	19480.397131728045	0.005487955178267539	5	COMPLETE
6	0.0026558073654390935	2020-05-06 02:11:14.396208	2020-05-06 02:49:53.385531	128	2	76	0.036864838924135016	512	0.6311070560005323	0.0003541076487252125	0.0026558073654390935	0.0012393767705382436	0.001593484419263456	12792.212730169971	0.0016340261592888	0.0003541076487252125	0.0026558073654390935	0.0012393767705382436	0.001593484419263456	12792.208569405098	0.0016340262399333245	2823877255	150	0.0003541076487252125	0.0026558073654390935	0.0012393767705382436	0.001593484419263456	12792.216890934844	0.001634026078667486	6	COMPLETE
7	0.00017705382436260624	2020-05-06 02:49:53.420091	2020-05-06 03:04:50.803585	64	1	57	0.055148510303245434	512	0.9920527413779426	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20112.251859065156	0.0002940582479433039	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20112.245396600567	0.00029405831393401847	1751836549	150	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20112.258321529745	0.00029405818197156464	7	COMPLETE
8	0.01788243626062323	2020-05-06 03:04:50.840307	2020-05-06 05:25:44.281983	256	1	45	0.00680993902326362	128	0.935828800425583	0.004603399433427762	0.01788243626062323	0.010269121813031162	0.014872521246458924	18971.73291430595	0.009444613901745004	0.004603399433427762	0.01788243626062323	0.010269121813031162	0.014872521246458924	18971.722202549576	0.009444615389607093	1747822093	200	0.004603399433427762	0.01788243626062323	0.010269121813031162	0.014872521246458924	18971.74362606232	0.009444612419077392	8	COMPLETE
9	0.00017705382436260624	2020-05-06 05:25:44.317110	2020-05-06 06:03:24.874501	256	1	2	0.0934816250579497	128	1.0388700701479825	0.0	0.00017705382436260624	0.0	0.0	21061.374645892352	0.00017434056012519196	0.0	0.00017705382436260624	0.0	0.0	21061.369511331446	0.00017434058309506639	2289278790	150	0.0	0.00017705382436260624	0.0	0.0	21061.37978045326	0.00017434053715792674	9	COMPLETE
