number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10346441947565543	2020-04-09 20:35:46.906816	2020-04-09 20:36:17.955563	128	256	256	0.7076583218999991	0.9776472358821372	0.0	0.10346441947565543	0.023876404494382022	0.04400749063670412	47.15777153558052	0.045992031190488336	0.0	0.10346441947565543	0.023876404494382022	0.04400749063670412	47.15777153558052	0.045992031190488336	4104343668	300.0	0.0	0.10346441947565543	0.023876404494382022	0.04400749063670412	47.15777153558052	0.045992031190488336	0	COMPLETE
1	0.13389513108614232	2020-04-09 20:36:17.989823	2020-04-09 20:36:54.659116	128	256	256	0.011971117494970521	0.8714977004896668	0.0	0.13389513108614232	0.02902621722846442	0.06273408239700375	41.99765917602996	0.055051870156407466	0.0	0.13389513108614232	0.02902621722846442	0.06273408239700375	41.99765917602996	0.055051870156407466	2699772396	350.0	0.0	0.13389513108614232	0.02902621722846442	0.06273408239700375	41.99765917602996	0.055051870156407466	1	COMPLETE
2	0.149812734082397	2020-04-09 20:36:54.710168	2020-04-09 20:37:32.266723	128	64	512	0.00813400523098092	0.8256286923818932	0.0	0.149812734082397	0.0351123595505618	0.06694756554307116	39.74297752808989	0.05916250240830843	0.0	0.149812734082397	0.0351123595505618	0.06694756554307116	39.74297752808989	0.05916250240830843	1438377931	450.0	0.0	0.149812734082397	0.0351123595505618	0.06694756554307116	39.74297752808989	0.05916250240830843	2	COMPLETE
3	0.1446629213483146	2020-04-09 20:37:32.299980	2020-04-09 20:38:19.803902	64	128	256	0.056938920655897264	0.871115682327471	0.0	0.1446629213483146	0.028089887640449437	0.06460674157303371	41.94850187265918	0.05550934560049151	0.0	0.1446629213483146	0.028089887640449437	0.06460674157303371	41.94850187265918	0.05550934560049151	1115756508	450.0	0.0	0.1446629213483146	0.028089887640449437	0.06460674157303371	41.94850187265918	0.05550934560049151	3	COMPLETE
4	0.09644194756554307	2020-04-09 20:38:19.844485	2020-04-09 20:38:30.486854	256	128	512	0.5482139548836915	1.0130013087624858	0.0	0.09644194756554307	0.02200374531835206	0.04728464419475655	48.90262172284644	0.04526428062752794	0.0	0.09644194756554307	0.02200374531835206	0.04728464419475655	48.90262172284644	0.04526428062752794	1489851880	150.0	0.0	0.09644194756554307	0.02200374531835206	0.04728464419475655	48.90262172284644	0.04526428062752794	4	COMPLETE
5	0.08192883895131087	2020-04-09 20:38:30.508343	2020-04-09 20:38:49.102164	64	256	128	0.9412346079878455	1.0441087119103398	0.0	0.08192883895131087	0.01451310861423221	0.035580524344569285	50.381554307116104	0.039430203059491964	0.0	0.08192883895131087	0.01451310861423221	0.035580524344569285	50.381554307116104	0.039430203059491964	1477196593	150.0	0.0	0.08192883895131087	0.01451310861423221	0.035580524344569285	50.381554307116104	0.039430203059491964	5	COMPLETE
6	0.24250936329588016	2020-04-09 20:38:49.128758	2020-04-09 20:40:15.280961	128	64	512	0.007391720189476129	0.6668602147223324	0.003745318352059925	0.24250936329588016	0.07724719101123595	0.13108614232209737	32.212312734082396	0.08882565140374914	0.003745318352059925	0.24250936329588016	0.07724719101123595	0.13108614232209737	32.212078651685395	0.08882576572970616	3746447144	1000.0	0.003745318352059925	0.24250936329588016	0.07724719101123595	0.13108614232209737	32.2125468164794	0.088825539563139	6	COMPLETE
7	0.26685393258426965	2020-04-09 20:40:15.341899	2020-04-09 20:42:11.082634	128	128	256	0.001640371162085156	0.6402529455417914	0.005149812734082397	0.26685393258426965	0.07818352059925093	0.14185393258426968	30.915730337078653	0.09324585493674624	0.005149812734082397	0.26685393258426965	0.07818352059925093	0.14185393258426968	30.915730337078653	0.09324585493674624	3894358549		0.005149812734082397	0.26685393258426965	0.07818352059925093	0.14185393258426968	30.915730337078653	0.09324585493674624	7	COMPLETE
8	0.13717228464419476	2020-04-09 20:42:11.131416	2020-04-09 20:43:08.254778	128	256	512	0.001727190897729847	0.8521815556684014	0.0	0.13717228464419476	0.037921348314606744	0.06741573033707865	41.017790262172284	0.058747317613740566	0.0	0.13717228464419476	0.037921348314606744	0.06741573033707865	41.017790262172284	0.058747317613740566	2262446010	600.0	0.0	0.13717228464419476	0.037921348314606744	0.06741573033707865	41.017790262172284	0.058747317613740566	8	COMPLETE
9	0.16573033707865167	2020-04-09 20:43:08.281448	2020-04-09 20:43:58.787741	256	256	512	0.007069678438182918	0.8107404495948709	0.0	0.16573033707865167	0.04681647940074907	0.075374531835206	39.052434456928836	0.06384945990635207	0.0	0.16573033707865167	0.04681647940074907	0.075374531835206	39.052434456928836	0.06384945990635207	725173066	500.0	0.0	0.16573033707865167	0.04681647940074907	0.075374531835206	39.052434456928836	0.06384945990635207	9	COMPLETE
10	0.1441947565543071	2020-04-09 20:43:58.814549	2020-04-09 20:44:36.685832	128	256	256	0.03036729489893123	0.8550035388327522	0.0	0.1441947565543071	0.040262172284644196	0.07397003745318352	41.19428838951311	0.060612624318740906	0.0	0.1441947565543071	0.040262172284644196	0.07397003745318352	41.19428838951311	0.060612624318740906	97434151	350.0	0.0	0.1441947565543071	0.040262172284644196	0.07397003745318352	41.19428838951311	0.060612624318740906	10	COMPLETE
