number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0005311614730878187	2019-12-30 10:20:25.375647	2019-12-30 10:31:57.010223	50.0	81.0	0.006731641643824915	900.0	0.9948678798901921	0.0	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	20169.01011419972	0.0003636004539112113	0.0	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	20169.009693696884	0.0003636004632367649	0.0	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	20169.01053470255	0.00036360044458915537	0	0.0005311614730878187	0.0005311614730878187
1	TrialState.COMPLETE	0.00017705382436260624	2019-12-30 10:31:57.012610	2019-12-30 10:48:27.473385	450.0	61.0	0.002095880059715377	700.0	0.9978711294840081	0.0	0.00017705382436260624	0.0	0.0	20230.216647485835	0.0001937430199325055	0.0	0.00017705382436260624	0.0	0.0	20230.216404036826	0.000193743021048013	0.0	0.00017705382436260624	0.0	0.0	20230.216890934844	0.00019374301881712423	1	0.00017705382436260624	0.00017705382436260624
2	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 10:48:27.474497	2019-12-30 11:00:39.523521	250.0	21.0	0.04364802995509253	700.0	1.0027041306454054	0.0	0.0003541076487252125	0.0	0.0001327903682719547	20328.503120573656	0.00025410549594900937	0.0	0.0003541076487252125	0.0	0.0001327903682719547	20328.50283286119	0.0002541054977196546	0.0	0.0003541076487252125	0.0	0.0001327903682719547	20328.50340828612	0.0002541054941786519	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 11:00:39.526448	2019-12-30 11:11:35.897292	50.0	21.0	0.009575529815502186	700.0	1.0052371827003803	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20379.510933073656	0.0003000811384188173	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20379.51062322946	0.00030008114336030676	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20379.511242917848	0.0003000811334783115	3	0.0003541076487252125	0.0003541076487252125
4	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 11:11:35.898308	2019-12-30 11:23:25.899780	150.0	61.0	0.010093661310531963	800.0	0.9979993293963092	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20232.44929621105	0.00023728365610523855	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20232.44905276204	0.0002372836647797278	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20232.449539660058	0.00023728364743403517	4	0.0003541076487252125	0.0003541076487252125
5	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 11:23:25.900882	2019-12-30 11:35:24.471726	150.0	81.0	0.050962975714171785	600.0	1.0073878189589136	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20423.144652974504	0.00029198584850377725	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20423.144387393768	0.0002919858517886657	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20423.14491855524	0.0002919858452196291	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0008852691218130312	2019-12-30 11:35:24.472947	2019-12-30 11:50:09.864795	350.0	61.0	0.02357537868425171	500.0	0.9955992436511889	0.00017705382436260624	0.0008852691218130312	0.00017705382436260624	0.0003541076487252125	20184.418201133143	0.0005124669862360072	0.00017705382436260624	0.0008852691218130312	0.00017705382436260624	0.0003541076487252125	20184.41771423513	0.000512467108500023	0.00017705382436260624	0.0008852691218130312	0.00017705382436260624	0.0003541076487252125	20184.41868803116	0.0005124668641617841	6	0.0008852691218130312	0.0008852691218130312
7	TrialState.COMPLETE	0.00017705382436260624	2019-12-30 11:50:09.866985	2019-12-30 12:05:48.763825	350.0	81.0	0.07436334258081219	500.0	0.993555669487039	0.0	0.00017705382436260624	0.0	0.0	20142.900761331446	0.00022577388966594106	0.0	0.00017705382436260624	0.0	0.0	20142.900407223795	0.00022577391296574897	0.0	0.00017705382436260624	0.0	0.0	20142.901115439094	0.000225773866384867	7	0.00017705382436260624	0.00017705382436260624
8	TrialState.COMPLETE	0.0	2019-12-30 12:05:48.764847	2019-12-30 12:18:30.074967	250.0	31.0	0.07404884985429702	1000.0	0.9951353371732117	0.0	0.0	0.0	0.0	20174.938827903683	0.00025006981101130787	0.0	0.0	0.0	0.0	20174.93838526912	0.00025006984726114856	0.0	0.0	0.0	0.0	20174.939270538245	0.0002500697748022965	8	0.0	0.0
9	TrialState.COMPLETE	0.00017705382436260624	2019-12-30 12:18:30.076292	2019-12-30 12:30:35.895926	150.0	61.0	0.0012810379260238668	900.0	1.0114337673862006	0.0	0.00017705382436260624	0.0	0.0	20505.03215740085	0.0002414551206940309	0.0	0.00017705382436260624	0.0	0.0	20505.03182542493	0.0002414551251821588	0.0	0.00017705382436260624	0.0	0.0	20505.032489376772	0.00024145511620718598	9	0.00017705382436260624	0.00017705382436260624
10	TrialState.COMPLETE	0.0	2019-12-30 12:30:35.899748	2019-12-30 12:45:00.195362	450.0	11.0	0.02126659102432312	600.0	0.9851261979414239	0.0	0.0	0.0	0.0	19971.74367032578	0.0002238683862151012	0.0	0.0	0.0	0.0	19971.743271954674	0.00022386838713484003	0.0	0.0	0.0	0.0	19971.744068696884	0.0002238683852954248	10	0.0	0.0
11	TrialState.COMPLETE	0.0	2019-12-30 12:45:00.196450	2019-12-30 12:58:42.264708	450.0	1.0	0.08918379432750292	600.0	0.9982674890693295	0.0	0.0	0.0	0.0	20238.17050283286	0.00022157382628676934	0.0	0.0	0.0	0.0	20238.170015934844	0.00022157383513698008	0.0	0.0	0.0	0.0	20238.17098973088	0.00022157381743849659	11	0.0	0.0
12	TrialState.COMPLETE	0.00017705382436260624	2019-12-30 12:58:42.265793	2019-12-30 13:16:12.923210	450.0	71.0	0.0037823490999399287	800.0	0.9963390526929865	0.0	0.00017705382436260624	0.0	0.0	20199.141222556656	0.00022336214558899247	0.0	0.00017705382436260624	0.0	0.0	20199.140669263455	0.00022336214783910793	0.0	0.00017705382436260624	0.0	0.0	20199.141775849857	0.00022336214333911372	12	0.00017705382436260624	0.00017705382436260624
