number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00017705382436260624	2020-05-06 17:39:43.814093	2020-05-06 17:50:56.885503	9.899767986931952	256	256	2	6	0.05025381624323266	512	0.8511077172609066	0.0	0.00017705382436260624	0.0	0.0	17254.80444405099	0.00033531778335463595	0.0	0.00017705382436260624	0.0	0.0	17254.43254249292	0.000335529364462399	3239121826	150	0.0	0.00017705382436260624	0.0	0.0	17255.176345609067	0.0003351143000127275	0	COMPLETE
1	0.0010623229461756375	2020-05-06 17:50:56.934293	2020-05-06 18:16:27.064443	9.01812259803853	128	256	1	16	0.004920397523926068	128	0.7909261398797163	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	16034.71910410765	0.0006708407535322609	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	16034.481940509915	0.0006721830812538806	3985370878	150	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	16034.956267705382	0.0006696439041316066	1	COMPLETE
2	0.0010623229461756375	2020-05-06 18:16:27.121037	2020-05-06 18:28:47.493138	6.697693481221102	128	64	1	59	0.042250173371098765	512	0.7870119910861723	0.00017705382436260624	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	15955.85632082153	0.0007956780186762546	0.00017705382436260624	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	15955.835162889518	0.000796268656854185	135651218	150	0.00017705382436260624	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	15955.87747875354	0.0007951484109160428	2	COMPLETE
3	0.0005311614730878187	2020-05-06 18:28:47.526899	2020-05-06 19:06:51.075130	9.745313656863692	128	128	2	81	0.05477806863617508	128	0.9398756305623741	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	19053.884915014165	0.00040420811498552726	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	19053.83233002833	0.0004042084539385046	641680106	150	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	19053.9375	0.00040420777613691647	3	COMPLETE
4	0.0008852691218130312	2020-05-06 19:06:51.116941	2020-05-06 19:38:39.507714	8.704710059442267	256	128	1	32	0.0024320328105139665	128	0.7575367052955743	0.0	0.0008852691218130312	0.0003541076487252125	0.000708215297450425	15357.790014164306	0.0009036148724039591	0.0	0.0008852691218130312	0.0003541076487252125	0.000708215297450425	15357.729107648725	0.0009036171471246012	1275500802	150	0.0	0.0008852691218130312	0.0003541076487252125	0.000708215297450425	15357.850920679886	0.0009036126043799261	4	COMPLETE
5	0.016111898016997167	2020-05-06 19:38:39.552969	2020-05-06 20:03:25.524866	2.598630272627153	64	256	2	67	0.010309584024528584	256	0.3054059944743317	0.00141643059490085	0.016111898016997167	0.006373937677053824	0.009029745042492918	6191.082152974504	0.008544040931830726	0.00141643059490085	0.016111898016997167	0.006373937677053824	0.009029745042492918	6191.081090651558	0.008544040966963094	4001839792	150	0.00141643059490085	0.016111898016997167	0.006373937677053824	0.009029745042492918	6191.083215297451	0.008544040896712912	5	COMPLETE
6	0.026203966005665724	2020-05-06 20:03:25.582211	2020-05-06 21:35:10.882343	0.8080116647006517	64	64	2	51	0.024405338231272847	128	0.43593004829992255	0.002124645892351275	0.026203966005665724	0.014341359773371105	0.018767705382436262	8837.888810198301	0.01208610448501371	0.002124645892351275	0.026203966005665724	0.014341359773371105	0.018767705382436262	8837.885092067989	0.012086125971771257	1098834048	400	0.002124645892351275	0.026203966005665724	0.014341359773371105	0.018767705382436262	8837.892528328612	0.012086083328193654	6	COMPLETE
7	0.004072237960339943	2020-05-06 21:35:10.937619	2020-05-06 21:49:24.647863	5.214046492126282	256	128	2	22	0.0013280023479185653	512	0.7748612533740179	0.000708215297450425	0.004072237960339943	0.0012393767705382436	0.002124645892351275	15709.222733711049	0.002314308116781428	0.000708215297450425	0.004072237960339943	0.0012393767705382436	0.002124645892351275	15709.214058073654	0.002314308183461556	1705300605	150	0.000708215297450425	0.004072237960339943	0.0012393767705382436	0.002124645892351275	15709.231409348442	0.0023143080501159038	7	COMPLETE
8	0.0012393767705382436	2020-05-06 21:49:24.684447	2020-05-06 22:01:19.549306	9.749799726514903	64	64	2	94	0.01770715904823227	512	0.7651960090328901	0.0	0.0012393767705382436	0.0003541076487252125	0.000708215297450425	15513.869422804533	0.0008615780269431541	0.0	0.0012393767705382436	0.0003541076487252125	0.000708215297450425	15513.839943342777	0.0008615786246174219	3290056687	150	0.0	0.0012393767705382436	0.0003541076487252125	0.000708215297450425	15513.898902266288	0.0008615774304950473	8	COMPLETE
9	0.0003541076487252125	2020-05-06 22:01:19.586686	2020-05-06 22:16:37.720554	5.293391905045092	64	64	1	54	0.012473027966803997	256	0.7395157213350644	0.0	0.0003541076487252125	0.0	0.00017705382436260624	14992.60348796034	0.0005559132212140876	0.0	0.0003541076487252125	0.0	0.00017705382436260624	14992.516466005665	0.0005559138959193909	2091289228	150	0.0	0.0003541076487252125	0.0	0.00017705382436260624	14992.690509915014	0.0005559125473734074	9	COMPLETE
10	0.014164305949008499	2020-05-06 22:16:37.761093	2020-05-07 00:14:59.694755	1.223526701496657	256	256	1	71	0.04765202422397879	512	0.5770626323360961	0.002124645892351275	0.014164305949008499	0.006550991501416431	0.009206798866855524	11699.662535410765	0.007350347642947926	0.002124645892351275	0.014164305949008499	0.006550991501416431	0.009206798866855524	11699.65864022663	0.007350347766291322	3794070411	250	0.002124645892351275	0.014164305949008499	0.006550991501416431	0.009206798866855524	11699.666430594902	0.007350347519676212	10	COMPLETE
