number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501
0	TrialState.COMPLETE	0.0005754249291784702	2019-12-30 10:31:14.603479	2019-12-30 10:37:52.418513	0.4206521630416675	20.634791364334756	150.0	140.0	0.0224786427609196	800.0	0.9756270925316102	0.0001327903682719547	0.0005754249291784702	0.0001327903682719547	0.0003541076487252125	19778.94022220255	0.0004222805066459283	0.0001327903682719547	0.0005754249291784702	0.0001327903682719547	0.0003541076487252125	19778.935862252125	0.00042228055865598093	0.0001327903682719547	0.0005754249291784702	0.0001327903682719547	0.0003541076487252125	19778.944582152973	0.0004222804546732764	0	0.0004426345609065156	0.0005311614730878187								
1	TrialState.COMPLETE	0.0012836402266288953	2019-12-30 10:37:52.420465	2019-12-30 10:46:25.363923	0.9246212035085003	2.6058087825163896	450.0	80.0	0.07200760446702441	700.0	0.8577248256549188	8.852691218130312e-05	0.0012836402266288953	0.0006639518413597734	0.000796742209631728	17388.69633055949	0.0007757609216202057	8.852691218130312e-05	0.0012836402266288953	0.0006639518413597734	0.000796742209631728	17388.694360835692	0.0007757609264430473	8.852691218130312e-05	0.0012836402266288953	0.0006639518413597734	0.000796742209631728	17388.698300283286	0.0007757609167977092	1	0.0016820113314447592	0.00141643059490085								
2	TrialState.COMPLETE	0.02762039660056657	2019-12-30 10:46:25.365676	2019-12-30 11:06:46.733227	0.23135704952474856	15.704579125962132	350.0	30.0	0.0044603557521822245	1000.0	0.5253517542940276	0.015956975920679888	0.02762039660056657	0.02091448300283286	0.023769475920679888	10649.858235216007	0.020356558762292244	0.015956975920679888	0.02762039660056657	0.02091448300283286	0.023769475920679888	10649.853620750708	0.020356558799567534	0.015956975920679888	0.02762039660056657	0.02091448300283286	0.023769475920679888	10649.862849681303	0.02035655872502637	2					0.027443342776203965	0.027544516390125454				
3	TrialState.COMPLETE	0.0007524787535410764	2019-12-30 11:06:46.734337	2019-12-30 11:13:12.197291	0.7051743017888099	16.904765813622237	150.0	80.0	0.03410719891561226	500.0	0.9857406363171907	0.0001327903682719547	0.0007524787535410764	0.0002655807365439094	0.0005754249291784702	19983.812787712464	0.0005153755799041323	0.0001327903682719547	0.0007524787535410764	0.0002655807365439094	0.0005754249291784702	19983.807940864022	0.0005153756410588791	0.0001327903682719547	0.0007524787535410764	0.0002655807365439094	0.0005754249291784702	19983.817634560906	0.0005153755187911275	3	0.0006196883852691218	0.000708215297450425								
4	TrialState.COMPLETE	0.000398371104815864	2019-12-30 11:13:12.198448	2019-12-30 11:19:34.965315	0.24262801574871298	5.362191040101408	250.0	10.0	0.07813539213717625	500.0	0.9668185432640933	0.0	0.000398371104815864	4.426345609065156e-05	8.852691218130312e-05	19600.490239907933	0.00027597405954418285	0.0	0.000398371104815864	4.426345609065156e-05	8.852691218130312e-05	19600.488845609067	0.0002759740947303606	0.0	0.000398371104815864	4.426345609065156e-05	8.852691218130312e-05	19600.4916342068	0.0002759740243825177	4	0.0002655807365439094	0.0003541076487252125								
5	TrialState.COMPLETE	0.39996458923512745	2019-12-30 11:19:34.967199	2019-12-30 12:13:47.555287	0.6897260291269895	2.7946573312736023	150.0	60.0	0.00259541388796992	900.0	0.335744180498951	0.15196809303712538	0.39996458923512745	0.28995825257193975	0.3457768003578351	6805.910457357984	0.23791385831738102	0.15196809303712538	0.39996458923512745	0.28995825257193975	0.3457768003578351	6805.909572088863	0.237913858344461	0.15196809303712538	0.39996458923512745	0.28995825257193975	0.3457768003578351	6805.911342627106	0.2379138582903311	5										
6	TrialState.COMPLETE	0.30350244656193665	2019-12-30 12:13:47.556513	2019-12-30 12:49:39.275453	0.5657007810595178	13.495330019437828	250.0	160.0	0.0015148653644553448	500.0	0.4680093194855608	0.09523886170486737	0.30350244656193665	0.19987767190316766	0.24830994076744786	9486.887321336595	0.1650480766388836	0.09523886170486737	0.30350244656193665	0.19987767190316766	0.24830994076744786	9486.884818439352	0.16504807674624877	0.09523886170486737	0.30350244656193665	0.19987767190316766	0.24830994076744786	9486.88982423384	0.16504807653171003	6										
7	TrialState.COMPLETE	0.0004868980169971671	2019-12-30 12:49:39.276532	2019-12-30 12:57:30.777544	0.9869159565878121	23.40298062142109	250.0	190.0	0.01979317422981868	700.0	1.0013072104656007	4.426345609065156e-05	0.0004868980169971671	8.852691218130312e-05	0.00017705382436260624	20299.98278151558	0.00030687258994784353	4.426345609065156e-05	0.0004868980169971671	8.852691218130312e-05	0.00017705382436260624	20299.975168201134	0.0003068726497929834	4.426345609065156e-05	0.0004868980169971671	8.852691218130312e-05	0.00017705382436260624	20299.990394830027	0.0003068725301316252	7	0.000796742209631728	0.0005901794145420207								
8	TrialState.COMPLETE	0.011272426817752597	2019-12-30 12:57:30.778620	2019-12-30 13:19:15.407770	0.3625178240501711	19.61396541330004	150.0	90.0	0.009496296034651562	600.0	0.7265940895473503	0.006472300912810828	0.011272426817752597	0.0085182562165565	0.009619924457034938	14730.291597812402	0.008443201870253868	0.006472300912810828	0.011272426817752597	0.0085182562165565	0.009619924457034938	14730.287653446649	0.00844320190288678	0.006472300912810828	0.011272426817752597	0.0085182562165565	0.009619924457034938	14730.295542178155	0.00844320183763203	8						0.013582557668959935	0.012283109065155808			
9	TrialState.COMPLETE	0.37208542166049247	2019-12-30 13:19:15.412749	2019-12-30 14:01:44.148291	0.43488079362534693	5.103769659423193	450.0	10.0	0.0013234244234221067	600.0	0.3607029110067763	0.1785928306820658	0.37208542166049247	0.2875762693397254	0.3285846589670952	7311.967939638265	0.24686063543242423	0.1785928306820658	0.37208542166049247	0.2875762693397254	0.3285846589670952	7311.966781978645	0.24686063767318997	0.1785928306820658	0.37208542166049247	0.2875762693397254	0.3285846589670952	7311.969097297886	0.2468606332295418	9										
10	TrialState.COMPLETE	0.03731409348441926	2019-12-30 14:01:44.149496	2019-12-30 14:17:49.492150	0.8793708944702298	19.35079885956124	50.0	10.0	0.005701468837217043	1000.0	0.5013394716417108	0.017661118980169973	0.03731409348441926	0.02536296033994334	0.02936880311614731	10163.34256595255	0.02555213139852372	0.017661118980169973	0.03731409348441926	0.02536296033994334	0.02936880311614731	10163.341691749292	0.025552131513546808	0.017661118980169973	0.03731409348441926	0.02536296033994334	0.02936880311614731	10163.343440155808	0.025552131283700534	10					0.03629603399433428	0.03687778227438284				
11	TrialState.COMPLETE	0.02703864832051801	2019-12-30 14:17:49.493218	2019-12-30 14:34:12.954518	0.5039574996966022	10.220089525278839	250.0	100.0	0.0061917537032202315	600.0	0.5519226606109957	0.014265479562929988	0.02703864832051801	0.019830028328611898	0.02281464993929583	11188.795060198301	0.019135726556153844	0.014265479562929988	0.02703864832051801	0.019830028328611898	0.02281464993929583	11188.792796438689	0.019135726606331994	0.014265479562929988	0.02703864832051801	0.019830028328611898	0.02281464993929583	11188.797323957911	0.019135726506032166	11				0.026239376770538243	0.02670561850802644					
12	TrialState.COMPLETE	0.0010623229461756375	2019-12-30 14:34:12.956541	2019-12-30 14:39:52.129604	0.3250656499240412	14.516623600850165	50.0	90.0	0.028414182288119576	1000.0	0.9360549051239085	0.00017705382436260624	0.0010623229461756375	0.0004868980169971671	0.000796742209631728	18977.00205825071	0.000675885991173213	0.00017705382436260624	0.0010623229461756375	0.0004868980169971671	0.000796742209631728	18976.99760977337	0.0006758860283647161	0.00017705382436260624	0.0010623229461756375	0.0004868980169971671	0.000796742209631728	18977.006506728045	0.0006758859539955926	12	0.0005311614730878187	0.0008852691218130312								
13	TrialState.COMPLETE	0.0003098441926345609	2019-12-30 14:39:52.130729	2019-12-30 14:46:05.835311	0.6574403387832577	25.9622622564544	150.0	110.0	0.08646291868654826	500.0	0.9906252893378463	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20082.697636331446	0.0003749496732722822	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20082.693342776205	0.00037494969519512734	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20082.701929886687	0.00037494965135654803	13	0.0004426345609065156	0.0003541076487252125								
