number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
14	TrialState.COMPLETE	0.30123665286554807	2019-12-30 14:46:05.836717	2019-12-30 15:21:13.870063	0.15638977265958204	14.62031295614079	150.0	100.0	0.0017151073525058702	600.0	0.47152821492252317	0.0941517759860536	0.30123665286554807	0.19454129439965134	0.2427544127260841	9558.434135977337	0.16320158053347655	0.0941517759860536	0.30123665286554807	0.19454129439965134	0.2427544127260841	9558.432120287644	0.1632015806631884	0.0941517759860536	0.30123665286554807	0.19454129439965134	0.2427544127260841	9558.43615166703	0.16320158040401522	14										
15	TrialState.COMPLETE	0.0009737960339943342	2019-12-30 15:21:13.873340	2019-12-30 15:30:11.068287	0.14731801333600136	28.19354800602193	350.0	170.0	0.039524953869430376	800.0	0.9961292749840095	0.00017705382436260624	0.0009737960339943342	0.0003541076487252125	0.0005311614730878187	20194.810375354107	0.0005968435496987652	0.00017705382436260624	0.0009737960339943342	0.0003541076487252125	0.0005311614730878187	20194.803381728045	0.0005968436148067419	0.00017705382436260624	0.0009737960339943342	0.0003541076487252125	0.0005311614730878187	20194.81736898017	0.0005968434846560361	15	0.0012393767705382436	0.0010623229461756375								
16	TrialState.COMPLETE	0.06868078805047644	2019-12-30 15:30:11.070287	2019-12-30 15:55:52.354034	0.15867368616619945	2.306974768099747	150.0	40.0	0.011636259853403807	1000.0	0.422705045429097	0.03708472830285862	0.06868078805047644	0.05181238732938449	0.058765773886170485	8568.90342518671	0.04901080559278083	0.03708472830285862	0.06868078805047644	0.05181238732938449	0.058765773886170485	8568.902765258821	0.049010805595809656	0.03708472830285862	0.06868078805047644	0.05181238732938449	0.058765773886170485	8568.904085114602	0.04901080558975232	16								0.06887393767705383	0.06876770538243626	
17	TrialState.COMPLETE	0.021246458923512748	2019-12-30 15:55:52.355175	2019-12-30 16:07:10.357993	0.7483098635201525	8.657500082583967	50.0	140.0	0.011661920734832383	1000.0	0.5676867791343927	0.010859301227573183	0.021246458923512748	0.015580736543909348	0.017764400377714824	11508.44377065628	0.015105457920356587	0.010859301227573183	0.021246458923512748	0.015580736543909348	0.017764400377714824	11508.440834513693	0.015105457934821726	0.010859301227573183	0.021246458923512748	0.015580736543909348	0.017764400377714824	11508.446706798866	0.015105457905893722	17			0.020095609065155808	0.020786118980169972						
18	TrialState.COMPLETE	0.07587740006295247	2019-12-30 16:07:10.359163	2019-12-30 16:36:06.210819	0.6232273891028707	2.8898151767517204	350.0	150.0	0.00561548411757331	800.0	0.44170496489563205	0.034564841045011015	0.07587740006295247	0.051916115832546426	0.06072946175637394	8954.205107019201	0.04972564936176492	0.034564841045011015	0.07587740006295247	0.051916115832546426	0.06072946175637394	8954.203415171545	0.04972564961294263	0.034564841045011015	0.07587740006295247	0.051916115832546426	0.06072946175637394	8954.206798866855	0.04972564911168564	18						0.0747420072845002	0.0753806657223796			
19	TrialState.COMPLETE	0.019918555240793202	2019-12-30 16:36:06.212652	2019-12-30 16:58:16.760083	0.6991889550198261	24.228267543605668	350.0	90.0	0.003626681680148627	700.0	0.5313800489703125	0.010092067988668555	0.019918555240793202	0.014341359773371105	0.016864376770538245	10772.143657046743	0.014166067354335392	0.010092067988668555	0.019918555240793202	0.014341359773371105	0.016864376770538245	10772.139407754958	0.014166067407324689	0.010092067988668555	0.019918555240793202	0.014341359773371105	0.016864376770538245	10772.147906338527	0.014166067301367694	19					0.019121813031161474	0.019577094293808175				
20	TrialState.COMPLETE	0.0004868980169971671	2019-12-30 16:58:16.761145	2019-12-30 17:04:28.594057	0.7656543153228539	29.83792559914059	250.0	30.0	0.0796596514521648	700.0	1.0059129978215344	0.0002213172804532578	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	20393.219591005665	0.000503795933714553	0.0002213172804532578	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	20393.213040014165	0.0005037959516688835	0.0002213172804532578	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	20393.226141997166	0.0005037959157621018	20	0.0004426345609065156	0.00047214353163361664								
21	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 17:04:28.595234	2019-12-30 17:12:09.509999	0.39003728878143284	29.072236879427415	350.0	90.0	0.03424675886899088	800.0	0.996062354973612	0.00017705382436260624	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	20193.41924132436	0.0004946973276849274	0.00017705382436260624	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	20193.412181303116	0.0004946973485857988	0.00017705382436260624	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	20193.426301345607	0.0004946973067863089	21	0.0005311614730878187	0.00041312559017941453								
22	TrialState.COMPLETE	0.052924338999055714	2019-12-30 17:12:09.511717	2019-12-30 17:48:09.260771	0.3674856493715757	21.787529360536777	450.0	20.0	0.002208912727660868	900.0	0.5023308463214341	0.016082389046270067	0.052924338999055714	0.026941690273843247	0.034879603399433426	10183.072555181776	0.030515569867876277	0.016082389046270067	0.052924338999055714	0.026941690273843247	0.034879603399433426	10183.070703493862	0.030515570065549707	0.016082389046270067	0.052924338999055714	0.026941690273843247	0.034879603399433426	10183.074406869688	0.030515569670724472	22									0.05320467422096317	0.05305176409992274
23	TrialState.COMPLETE	0.13250435824798432	2019-12-30 17:48:09.261932	2019-12-30 18:26:30.799767	0.8815218407027199	9.94179051153443	250.0	90.0	0.0028973231807257935	600.0	0.4547218598102836	0.026503595554587055	0.13250435824798432	0.05262584441054696	0.07718184789714534	9217.889675038135	0.0583205021288665	0.026503595554587055	0.13250435824798432	0.05262584441054696	0.07718184789714534	9217.887012421006	0.05832050289640448	0.026503595554587055	0.13250435824798432	0.05262584441054696	0.07718184789714534	9217.892337655263	0.05832050136871828	23										
24	TrialState.COMPLETE	0.018666531768514773	2019-12-30 18:26:30.800984	2019-12-30 18:45:26.874133	0.5340585192171065	24.088275148302888	250.0	200.0	0.004754725696958689	500.0	0.5607357305394028	0.00971266693646297	0.018666531768514773	0.01406313233508701	0.0158083771752327	11367.41140985431	0.013263868023280409	0.00971266693646297	0.018666531768514773	0.01406313233508701	0.0158083771752327	11367.407729664104	0.013263868063941298	0.00971266693646297	0.018666531768514773	0.01406313233508701	0.0158083771752327	11367.415090044517	0.013263867982640499	24				0.019971671388101984	0.019210339943342775					
25	TrialState.COMPLETE	0.02552104411169567	2019-12-30 18:45:26.875196	2019-12-30 19:05:10.788312	0.5303433674110456	13.771280503725073	450.0	60.0	0.00437695290594616	800.0	0.5425254666763936	0.013228450020234723	0.02552104411169567	0.01884358559287738	0.021195872116552	10998.076272258195	0.0180017472765163	0.013228450020234723	0.02552104411169567	0.01884358559287738	0.021195872116552	10998.072769121813	0.018001747308317446	0.013228450020234723	0.02552104411169567	0.01884358559287738	0.021195872116552	10998.079775394577	0.018001747244724323	25				0.02446883852691218	0.025082625118035884					
26	TrialState.COMPLETE	0.05427683349071451	2019-12-30 19:05:10.789969	2019-12-30 19:36:36.030625	0.13188768556902622	4.090832915481473	450.0	130.0	0.004931533334122913	800.0	0.4770605599085715	0.02667610953729934	0.05427683349071451	0.03822395341517155	0.044971671388101986	9670.976412496066	0.037236591796850606	0.02667610953729934	0.05427683349071451	0.03822395341517155	0.044971671388101986	9670.97438621341	0.037236591817821185	0.02667610953729934	0.05427683349071451	0.03822395341517155	0.044971671388101986	9670.978438778722	0.03723659177588907	26						0.052079117766086605	0.0533153328611898			
27	TrialState.COMPLETE	0.016010724403075677	2019-12-30 19:36:36.031985	2019-12-30 19:50:13.622225	0.8971626666076106	15.970682693987671	50.0	80.0	0.011449754855324639	700.0	0.5758579504310698	0.007942128692836907	0.016010724403075677	0.011154390934844192	0.013177863213273978	11674.17724352489	0.011219461264940845	0.007942128692836907	0.016010724403075677	0.011154390934844192	0.013177863213273978	11674.175005058682	0.011219461283830903	0.007942128692836907	0.016010724403075677	0.011154390934844192	0.013177863213273978	11674.179481991097	0.011219461246055119	27				0.016111898016997167	0.016052880075542966					
28	TrialState.COMPLETE	0.016488137393767706	2019-12-30 19:50:13.623373	2019-12-30 20:16:31.771950	0.9664707551036353	22.472841183094165	450.0	110.0	0.0030172938771052833	1000.0	0.5125221053117714	0.007679709631728046	0.016488137393767706	0.01137570821529745	0.013124114730878187	10389.817269387393	0.01189321373753083	0.007679709631728046	0.016488137393767706	0.01137570821529745	0.013124114730878187	10389.81365084986	0.011893214167749518	0.007679709631728046	0.016488137393767706	0.01137570821529745	0.013124114730878187	10389.820887924929	0.011893213309229706	28					0.018679178470254958	0.017427154997976528				
29	TrialState.COMPLETE	0.0009737960339943342	2019-12-30 20:16:31.773131	2019-12-30 20:27:08.064855	0.8899791295865473	28.185390907821432	450.0	190.0	0.0113182973382875	900.0	0.9518280736151052	0.0004426345609065156	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	19296.548734065156	0.000824401211871387	0.0004426345609065156	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	19296.54129780453	0.0008244012495016451	0.0004426345609065156	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	19296.55617032578	0.000824401174249787	29	0.000708215297450425	0.0008852691218130312								
30	TrialState.COMPLETE	0.000398371104815864	2019-12-30 20:27:08.066099	2019-12-30 20:33:03.993123	0.6468790473701426	26.07376737270675	50.0	150.0	0.0711858417602017	900.0	1.0009167904716763	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	20291.760468307366	0.0003939526297778541	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	20291.75610835694	0.00039395273842289167	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0003098441926345609	20291.76482825779	0.00039395252129713094	30	0.000796742209631728	0.0005311614730878187								
31	TrialState.COMPLETE	0.06635977337110481	2019-12-30 20:33:03.994256	2019-12-30 21:07:09.325180	0.6367974811725889	8.296375828538238	450.0	100.0	0.0027917050184089456	700.0	0.47351640596805944	0.025478045325779037	0.06635977337110481	0.041660764872521246	0.05046033994334278	9598.919874291785	0.041680715447718286	0.025478045325779037	0.06635977337110481	0.041660764872521246	0.05046033994334278	9598.917245042492	0.04168071580878278	0.025478045325779037	0.06635977337110481	0.041660764872521246	0.05046033994334278	9598.922503541076	0.04168071508866285	31							0.06975920679886685	0.06787063267233238		
32	TrialState.COMPLETE	0.0005311614730878187	2019-12-30 21:07:09.326262	2019-12-30 21:14:14.007904	0.9381378944220717	17.42068343126786	250.0	120.0	0.01882353096857397	1000.0	0.9646454078534874	8.852691218130312e-05	0.0005311614730878187	0.0003098441926345609	0.0003098441926345609	19556.4471273017	0.00044150346616714264	8.852691218130312e-05	0.0005311614730878187	0.0003098441926345609	0.0003098441926345609	19556.437322946174	0.00044150349444135997	8.852691218130312e-05	0.0005311614730878187	0.0003098441926345609	0.0003098441926345609	19556.456931657223	0.00044150343789705764	32	0.0003541076487252125	0.00047214353163361664								
33	TrialState.COMPLETE	0.015846317280453256	2019-12-30 21:14:14.009786	2019-12-30 21:28:18.765676	0.6744008842769462	28.627052807919558	350.0	60.0	0.006508331420602509	900.0	0.6641917197006755	0.010711756373937677	0.015846317280453256	0.013220018885741265	0.0141938149197356	13465.026956444759	0.012796507617474924	0.010711756373937677	0.015846317280453256	0.013220018885741265	0.0141938149197356	13465.023430122757	0.012796507640686825	0.010711756373937677	0.015846317280453256	0.013220018885741265	0.0141938149197356	13465.03048276676	0.0127965075942721	33			0.015182365439093485	0.015580736543909348						
34	TrialState.COMPLETE	0.21877414370332218	2019-12-30 21:28:18.768613	2019-12-30 22:04:50.692013	0.4176787252740508	25.63656290199022	350.0	90.0	0.0015973686143027012	500.0	0.5214647151125139	0.05561099665207314	0.21877414370332218	0.12001030131341746	0.15931625032191604	10570.871893510173	0.10678268452885033	0.05561099665207314	0.21877414370332218	0.12001030131341746	0.15931625032191604	10570.608872006182	0.10678268601346153	0.05561099665207314	0.21877414370332218	0.12001030131341746	0.15931625032191604	10571.134915014165	0.10678268304636085	34										
35	TrialState.COMPLETE	0.0002213172804532578	2019-12-30 22:04:50.693116	2019-12-30 22:13:26.163546	0.2588810878283956	19.735278563210677	350.0	150.0	0.025736529021017057	800.0	0.9990367256592962	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	20253.808007259206	0.00031704761774911606	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	20253.79846848442	0.00031704765083799845	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	20253.817546033995	0.0003170475846649043	35	0.0002655807365439094	0.00023607176581680832								
36	TrialState.COMPLETE	0.09715426216842647	2019-12-30 22:13:26.165141	2019-12-30 22:38:57.954238	0.19958474506644108	8.31899244650335	50.0	170.0	0.004684064681165472	500.0	0.4679389360380065	0.027507725985063094	0.09715426216842647	0.04880247231522019	0.06518799896986865	9486.013496330157	0.052602367160564316	0.027507725985063094	0.09715426216842647	0.04880247231522019	0.06518799896986865	9486.011218774143	0.05260236724481583	0.027507725985063094	0.09715426216842647	0.04880247231522019	0.06518799896986865	9486.01577388617	0.05260236707639078	36								0.10025180988353793	0.09854815864022663	
37	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 22:38:57.955985	2019-12-30 22:45:04.614737	0.6097009299715053	20.829780943355512	150.0	90.0	0.07968783846981976	800.0	1.0003416410290717	8.852691218130312e-05	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20279.97758055949	0.00047911328942064655	8.852691218130312e-05	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20279.97180417847	0.000479113348412046	8.852691218130312e-05	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20279.98335694051	0.000479113230484771	37	0.00017705382436260624	0.0002950897072710104								
38	TrialState.COMPLETE	0.0003098441926345609	2019-12-30 22:45:04.616749	2019-12-30 22:50:57.976356	0.17667398064634623	27.725178492970958	150.0	10.0	0.05602426232325465	600.0	1.0122489060662758	4.426345609065156e-05	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20521.74760977337	0.0003019111277194009	4.426345609065156e-05	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20521.743847379603	0.0003019111501734043	4.426345609065156e-05	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20521.75137216714	0.00030191110527235705	38	0.0004426345609065156	0.0003541076487252125								
39	TrialState.COMPLETE	0.0009737960339943342	2019-12-30 22:50:57.977535	2019-12-30 22:58:54.040552	0.4675928702087705	10.671723998141843	250.0	200.0	0.01885631053533394	900.0	0.9481458402414271	0.0003098441926345609	0.0009737960339943342	0.0004868980169971671	0.0006196883852691218	19222.19307719547	0.000742160228240621	0.0003098441926345609	0.0009737960339943342	0.0004868980169971671	0.0006196883852691218	19222.187765580737	0.0007421602501924266	0.0003098441926345609	0.0009737960339943342	0.0004868980169971671	0.0006196883852691218	19222.198388810197	0.0007421602062917888	39	0.0012393767705382436	0.0010623229461756375								
40	TrialState.COMPLETE	0.003098441926345609	2019-12-30 22:58:54.041686	2019-12-30 23:05:51.087446	0.27736318170341756	1.530796515361189	350.0	30.0	0.0790072128216564	700.0	0.8673516582258781	0.0011508498583569404	0.003098441926345609	0.0019475920679886685	0.0021689093484419265	17583.811526203965	0.002076867388399045	0.0011508498583569404	0.003098441926345609	0.0019475920679886685	0.0021689093484419265	17583.810375354107	0.00207686739188691	0.0011508498583569404	0.003098441926345609	0.0019475920679886685	0.0021689093484419265	17583.812677053826	0.002076867384911458	40	0.002478753541076487	0.002891879131255902								
41	TrialState.COMPLETE	0.000796742209631728	2019-12-30 23:05:51.089097	2019-12-30 23:15:23.344372	0.848822449429775	15.006048978076693	450.0	140.0	0.04098588322178676	800.0	0.995373973044799	0.0	0.000796742209631728	0.0003541076487252125	0.0004868980169971671	20179.478133852692	0.0004358794049211104	0.0	0.000796742209631728	0.0003541076487252125	0.0004868980169971671	20179.46976805949	0.0004358794454674096	0.0	0.000796742209631728	0.0003541076487252125	0.0004868980169971671	20179.486499645893	0.00043587936439479604	41	0.00141643059490085	0.0010033050047214354								
42	TrialState.COMPLETE	0.05881728045325779	2019-12-30 23:15:23.345623	2019-12-30 23:45:46.445414	0.213300098760572	4.190619893198672	450.0	50.0	0.005668072263373972	700.0	0.47279093424763835	0.032011331444759206	0.05881728045325779	0.04376770538243626	0.049610481586402265	9584.310251416431	0.041831735855516056	0.032011331444759206	0.05881728045325779	0.04376770538243626	0.049610481586402265	9584.30807365439	0.04183173587167337	0.032011331444759206	0.05881728045325779	0.04376770538243626	0.049610481586402265	9584.31242917847	0.04183173583936333	42							0.05851628895184136	0.058683506452628265		
43	TrialState.COMPLETE	0.2760269121813031	2019-12-30 23:45:46.446478	2019-12-31 00:54:00.287036	0.819837861001496	23.66257236444605	450.0	60.0	0.0012721344700598993	900.0	0.4968743977105983	0.08095087222305054	0.2760269121813031	0.17177948412106755	0.2178414343223498	10072.470110518861	0.14526670889514212	0.08095087222305054	0.2760269121813031	0.17177948412106755	0.2178414343223498	10070.294598926495	0.14526675089107272	0.08095087222305054	0.2760269121813031	0.17177948412106755	0.2178414343223498	10074.645622111228	0.14526666751634867	43										
44	TrialState.COMPLETE	0.0003098441926345609	2019-12-31 00:54:00.288128	2019-12-31 01:02:08.277258	0.9744647985340357	27.25806897987181	350.0	130.0	0.02207820787370478	600.0	0.9905894827744944	0.0001327903682719547	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20082.75159348442	0.00038204122468579933	0.0001327903682719547	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20082.744290014165	0.0003820412472163061	0.0001327903682719547	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20082.758896954674	0.0003820412021574132	44	0.0002655807365439094	0.0002950897072710104								
45	TrialState.COMPLETE	0.0011508498583569404	2019-12-31 01:02:08.282095	2019-12-31 01:09:42.116855	0.5995148392686344	13.14418900900585	450.0	20.0	0.026778887142482527	900.0	0.9994035417441038	0.0006639518413597734	0.0011508498583569404	0.001106586402266289	0.001106586402266289	20260.976916607648	0.0010623078435818582	0.0006639518413597734	0.0011508498583569404	0.001106586402266289	0.001106586402266289	20260.972866501415	0.0010623079502124636	0.0006639518413597734	0.0011508498583569404	0.001106586402266289	0.001106586402266289	20260.98096671388	0.001062307737086641	45	0.000708215297450425	0.0010033050047214354								
