number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.000708215297450425	2020-01-08 03:23:32.730966	2020-01-08 03:27:06.720506	150.0	1	41.0	0.001554755205741638	900.0	1.002372730646681	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20321.702638101982	0.0009013450319127694	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20321.69245750708	0.0009013451382326509	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20321.712818696884	0.0009013449256264972	9	0.000708215297450425	0.000708215297450425				
10	TrialState.COMPLETE	0.000708215297450425	2020-01-08 03:27:06.721554	2020-01-08 03:31:32.248778	250.0	1	91.0	0.03527454915700593	1900.0	0.9927439453216998	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20126.453257790366	0.0009665254953749243	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20126.439447592067	0.000966525575068787	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20126.46706798867	0.0009665254156959543	10	0.000708215297450425	0.000708215297450425				
11	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 03:31:32.249579	2020-01-08 03:37:32.993458	450.0	1	71.0	0.006869917815070223	1400.0	0.9971701878037585	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20215.716536827196	0.0009395620424193669	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20215.69794617564	0.0009395625705303895	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20215.735127478754	0.0009395615149679541	11	0.0010623229461756375	0.0010623229461756375				
12	TrialState.COMPLETE	0.000708215297450425	2020-01-08 03:37:32.994509	2020-01-08 03:41:12.114784	50.0	2	61.0	0.04193207950549088	900.0	0.9812651325679743	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19893.281781161473	0.0008910401372264197	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19893.27208746459	0.0008910402257290464	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19893.291474858357	0.0008910400487440278	12	0.000708215297450425	0.000708215297450425				
13	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 03:41:12.115836	2020-01-08 03:46:34.285479	350.0	1	81.0	0.0014884235779611872	800.0	0.9941828134399221	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20155.562322946174	0.0009823549572013242	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20155.543555240794	0.0009823553935177256	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20155.581090651558	0.0009823545213049378	13	0.0010623229461756375	0.0010623229461756375				
14	TrialState.COMPLETE	0.000708215297450425	2020-01-08 03:46:34.286541	2020-01-08 03:50:14.474850	150.0	1	31.0	0.014076450983966496	2000.0	0.9818162632012354	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19904.660145184134	0.0008882265202510745	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19904.650318696884	0.0008882266027781589	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19904.66997167139	0.0008882264377447318	14	0.000708215297450425	0.000708215297450425				
15	TrialState.COMPLETE	0.000708215297450425	2020-01-08 03:50:14.475896	2020-01-08 03:54:07.118396	150.0	2	71.0	0.013633619978567045	1900.0	1.009636344899668	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20468.79074451133	0.0008807247993118349	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20468.774212110482	0.0008807250504091933	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20468.807276912183	0.0008807245483431488	15	0.000708215297450425	0.000708215297450425				
16	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 03:54:07.119461	2020-01-08 03:58:01.613840	150.0	2	71.0	0.0010587840893665395	1300.0	1.013354315329542	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20543.859375	0.0010438852533606441	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20543.84206798867	0.0010438855638228515	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20543.87668201133	0.0010438849430446703	16	0.0012393767705382436	0.0012393767705382436				
17	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 03:58:01.614894	2020-01-08 04:03:26.246052	350.0	2	81.0	0.0013642589582525651	700.0	0.9851006808438998	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19971.567214058072	0.0010593780727637522	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19971.542404390933	0.001059379201215037	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19971.592023725214	0.0010593769481795834	17	0.0012393767705382436	0.0012393767705382436				
18	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 04:03:26.247110	2020-01-08 04:09:31.815970	450.0	2	61.0	0.015081931625461993	1500.0	0.9990171866717666	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20253.35189447592	0.0009506732494364	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20253.324008498585	0.0009506740397282095	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20253.37978045326	0.0009506724609816265	18	0.0010623229461756375	0.0010623229461756375				
19	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 04:09:31.817000	2020-01-08 04:14:08.780673	250.0	2	81.0	0.003470675069557359	1500.0	0.9957269586749488	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20186.320821529745	0.000942146396414394	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20186.298734065156	0.0009421468458670994	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20186.342908994335	0.0009421459472744018	19	0.0008852691218130312	0.0008852691218130312				
20	TrialState.COMPLETE	0.001106586402266289	2020-01-08 04:14:08.781706	2020-01-08 04:20:21.864920	450.0	2	81.0	0.02882536412212615	800.0	0.9603063915969007	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008852691218130312	19468.503319759206	0.0010754770254921642	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008852691218130312	19468.474902620397	0.0010754775956753014	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008852691218130312	19468.531736898018	0.0010754764558003349	20	0.000796742209631728	0.0010033050047214354				
21	TrialState.COMPLETE	0.014670174018615945	2020-01-08 04:20:21.866022	2020-01-08 04:34:11.885656	450.0	2	11.0	0.04246432357600231	1300.0	0.8269451545234238	0.000708215297450425	0.014670174018615945	0.0047804532577903685	0.008093889113719142	16763.146183225414	0.0055596219793932556	0.000708215297450425	0.014670174018615945	0.0047804532577903685	0.008093889113719142	16763.1213830433	0.00555962446750313	0.000708215297450425	0.014670174018615945	0.0047804532577903685	0.008093889113719142	16763.170983407526	0.005559619504512111	21			0.013739376770538244	0.014282341831916902		
22	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 04:34:11.886710	2020-01-08 04:39:37.641347	350.0	2	81.0	0.0036774864063086094	800.0	0.9953304979488079	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20178.68918201133	0.0009806925448268304	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20178.662845254956	0.0009806929046197697	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20178.715518767705	0.0009806921851795956	22	0.0012393767705382436	0.0012393767705382436				
23	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 04:39:37.642170	2020-01-08 04:44:30.661895	350.0	1	31.0	0.026866800135372328	600.0	1.0078684733778098	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	20432.69723796034	0.000984994155389096	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	20432.678116147308	0.0009849944117606623	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	20432.71635977337	0.0009849938991411018	23	0.0012393767705382436	0.0012393767705382436				
24	TrialState.COMPLETE	0.000708215297450425	2020-01-08 04:44:30.662939	2020-01-08 04:50:24.686211	450.0	1	61.0	0.008039635011757649	500.0	1.0082161852310583	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20439.99070467422	0.0009143342851400487	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20439.973973087817	0.0009143345669737389	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20440.007436260625	0.0009143340034534674	24	0.000708215297450425	0.000708215297450425				
25	TrialState.COMPLETE	0.0011508498583569404	2020-01-08 04:50:24.687268	2020-01-08 04:56:14.323902	450.0	2	51.0	0.021596608126800053	1900.0	0.9676924670637159	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009737960339943342	19617.843705736545	0.0010861352967926697	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009737960339943342	19617.814845963174	0.0010861357093863058	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009737960339943342	19617.872565509915	0.0010861348844210135	25	0.000708215297450425	0.0010033050047214354				
26	TrialState.COMPLETE	0.01268148016997167	2020-01-08 04:56:14.325001	2020-01-08 05:11:17.995533	350.0	2	51.0	0.05912399046925579	1200.0	0.9099122030126059	0.000708215297450425	0.01268148016997167	0.004271423512747875	0.007414128895184136	18445.98159746813	0.004616618702488	0.000708215297450425	0.01268148016997167	0.004271423512747875	0.007414128895184136	18445.957839058072	0.004616619835564161	0.000708215297450425	0.01268148016997167	0.004271423512747875	0.007414128895184136	18446.005355878187	0.00461661757483466	26				0.011242917847025496	0.012064953460137596	
27	TrialState.COMPLETE	0.000708215297450425	2020-01-08 05:11:17.997502	2020-01-08 05:16:27.012012	350.0	1	61.0	0.0035339869808379974	1200.0	0.9868759343196319	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20007.107029036826	0.000894112062252476	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20007.08817280453	0.0008941122559104923	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20007.12588526912	0.0008941118686445435	27	0.000708215297450425	0.000708215297450425				
28	TrialState.COMPLETE	0.001593484419263456	2020-01-08 05:16:27.013062	2020-01-08 05:19:28.236584	50.0	2	1.0	0.00987387066354279	1500.0	0.9578405279023453	0.000708215297450425	0.001593484419263456	0.000796742209631728	0.0010623229461756375	19418.27208746459	0.0011972420485866445	0.000708215297450425	0.001593484419263456	0.000796742209631728	0.0010623229461756375	19418.26358888102	0.0011972421665071165	0.000708215297450425	0.001593484419263456	0.000796742209631728	0.0010623229461756375	19418.28058604816	0.0011972419307121698	28	0.0010623229461756375	0.00141643059490085				
29	TrialState.COMPLETE	0.0011508498583569404	2020-01-08 05:19:28.237645	2020-01-08 05:23:58.227649	250.0	2	71.0	0.009263201792202783	800.0	0.9868303819892894	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20006.244732648724	0.001084234889434962	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20006.223796033995	0.0010842352319723732	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20006.265669263455	0.001084234547135288	29	0.0010623229461756375	0.0011213408876298394				
30	TrialState.COMPLETE	0.012964274472773056	2020-01-08 05:23:58.228675	2020-01-08 05:43:21.431594	450.0	2	41.0	0.036339899484158604	1400.0	0.8928193795828157	0.000708215297450425	0.012964274472773056	0.004367327667610953	0.007298552093169657	18099.646885819955	0.004634756814213215	0.000708215297450425	0.012964274472773056	0.004367327667610953	0.007298552093169657	18099.619806421153	0.0046347575879783255	0.000708215297450425	0.012964274472773056	0.004367327667610953	0.007298552093169657	18099.67396521876	0.0046347560413694585	30					0.01166025900445164	0.012393767705382436
31	TrialState.COMPLETE	0.0009737960339943342	2020-01-08 05:43:21.432620	2020-01-08 05:47:47.923514	250.0	2	61.0	0.007569596856379015	600.0	0.9992175884621834	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20257.294086402268	0.0009407490479037893	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20257.273725212464	0.0009407494573725035	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20257.314447592067	0.0009407486387264895	31	0.0008852691218130312	0.0009442870632672333				
32	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 05:47:47.924570	2020-01-08 05:53:55.419105	450.0	1	81.0	0.0049045554784107066	1000.0	1.0047739112629441	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20370.281072946174	0.0009272107121282932	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20370.261508498585	0.0009272108679525583	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20370.300637393768	0.0009272105563461025	32	0.0012393767705382436	0.0012393767705382436				
33	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 05:53:55.420138	2020-01-08 05:59:56.975007	450.0	1	71.0	0.04325715601189227	1100.0	0.9966630112921977	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20205.353665014165	0.0009456346396904902	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20205.333392351276	0.0009456348905087701	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20205.373937677054	0.0009456343889544643	33	0.0010623229461756375	0.0010623229461756375				
34	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 05:59:56.976053	2020-01-08 06:03:26.658912	50.0	1	11.0	0.016279584071192607	1200.0	0.9827326198325191	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	19923.612163597732	0.0010598461206655014	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	19923.606409348442	0.0010598462905898577	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	19923.617917847027	0.0010598459508639778	34	0.0012393767705382436	0.0012393767705382436				
35	TrialState.COMPLETE	0.00141643059490085	2020-01-08 06:03:26.660591	2020-01-08 06:08:49.231658	350.0	1	81.0	0.02691203719456987	500.0	0.9786737130886338	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	19840.9680417847	0.0011365592131116573	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	19840.949185552407	0.001136559484016815	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	19840.986898016996	0.0011365589423166615	35	0.00141643059490085	0.00141643059490085				
36	TrialState.COMPLETE	0.000708215297450425	2020-01-08 06:08:49.233340	2020-01-08 06:12:32.067244	150.0	1	21.0	0.012901364084195208	1700.0	0.983983519175961	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19948.509472379603	0.0009276350817672408	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19948.501947592067	0.0009276352754868199	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19948.51699716714	0.000927634888233478	36	0.000708215297450425	0.000708215297450425				
37	TrialState.COMPLETE	0.000708215297450425	2020-01-08 06:12:32.068282	2020-01-08 06:16:09.424695	150.0	1	21.0	0.0027345383935781604	800.0	1.0073601651956212	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20422.760888810197	0.0009623430132764551	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20422.749645892352	0.0009623431631079433	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20422.772131728045	0.0009623428635145172	37	0.000708215297450425	0.000708215297450425				
38	TrialState.COMPLETE	0.00424929178470255	2020-01-08 06:16:09.426391	2020-01-08 06:20:43.137075	250.0	2	91.0	0.09627522383956989	1300.0	0.9457946211118131	0.000708215297450425	0.00424929178470255	0.001903328611898017	0.0030099150141643057	19174.019320998585	0.0020593045798301696	0.000708215297450425	0.00424929178470255	0.001903328611898017	0.0030099150141643057	19173.998937677054	0.0020593048353756862	0.000708215297450425	0.00424929178470255	0.001903328611898017	0.0030099150141643057	19174.039704320112	0.0020593043243818426	38	0.0017705382436260624	0.0034230406043437205				
39	TrialState.COMPLETE	0.000708215297450425	2020-01-08 06:20:43.137905	2020-01-08 06:24:22.007286	150.0	1	41.0	0.017239294381425053	800.0	1.0170786075552969	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20619.650761331446	0.0009196959074591162	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20619.642174220964	0.0009196960480378573	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20619.659348441928	0.0009196957669634258	39	0.000708215297450425	0.000708215297450425				
40	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 06:24:22.008325	2020-01-08 06:28:02.368897	150.0	1	41.0	0.08149977587401615	2000.0	1.0000518076472542	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20274.29054532578	0.0009228488624180339	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20274.280984419263	0.000922849071433445	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20274.300106232295	0.0009228486535481477	40	0.0008852691218130312	0.0008852691218130312				
41	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 06:28:02.369944	2020-01-08 06:31:39.975651	50.0	1	71.0	0.02103420080381769	500.0	1.0013957101866031	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20301.56002124646	0.0010048075678043198	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20301.55559490085	0.0010048076109477999	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20301.564447592067	0.0010048075246715945	41	0.0010623229461756375	0.0010623229461756375				
42	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 06:31:39.976730	2020-01-08 06:37:04.505080	350.0	2	81.0	0.0017373852635141562	1900.0	0.9940173401285878	0.000708215297450425	0.0012393767705382436	0.0010180594900849858	0.0011951133144475921	20152.045945467424	0.0010894105654117726	0.000708215297450425	0.0012393767705382436	0.0010180594900849858	0.0011951133144475921	20152.021689093486	0.0010894111148697422	0.000708215297450425	0.0012393767705382436	0.0010180594900849858	0.0011951133144475921	20152.07020184136	0.0010894100164583823	42	0.0012393767705382436	0.0012393767705382436				
43	TrialState.COMPLETE	0.000708215297450425	2020-01-08 06:37:04.506165	2020-01-08 06:42:38.674610	450.0	1	31.0	0.001346831746447439	1600.0	0.9911895818177227	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20095.06736898017	0.0008991805543849255	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20095.046919263455	0.0008991811734202134	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20095.087818696884	0.0008991799359515009	43	0.000708215297450425	0.000708215297450425				
44	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 06:42:38.675662	2020-01-08 06:46:19.913667	50.0	2	21.0	0.0018027760557921709	1900.0	1.004973669968834	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20374.01064536119	0.0009054233900022893	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20374.000752478754	0.0009054235447040602	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20374.020538243625	0.0009054232353769154	44	0.0008852691218130312	0.0008852691218130312				
45	TrialState.COMPLETE	0.000708215297450425	2020-01-08 06:46:19.914739	2020-01-08 06:50:02.242108	50.0	2	61.0	0.023734503753767944	600.0	1.001639826905978	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20306.55205382436	0.0009491312766233633	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20306.543156869688	0.0009491314964354261	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20306.560950779036	0.0009491310570209811	45	0.000708215297450425	0.000708215297450425				
46	TrialState.COMPLETE	0.013683731282881424	2020-01-08 06:50:02.243183	2020-01-08 06:59:07.857903	250.0	2	1.0	0.00756084250279095	800.0	0.8597215636446001	0.000708215297450425	0.013683731282881424	0.003895184135977337	0.0073097936058276	17428.350263051398	0.00513308138315127	0.000708215297450425	0.013683731282881424	0.003895184135977337	0.0073097936058276	17428.330205382437	0.005133081736490069	0.000708215297450425	0.013683731282881424	0.003895184135977337	0.0073097936058276	17428.370320720354	0.0051330810300182555	46			0.0125	0.013190509915014165		
47	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 06:59:07.858725	2020-01-08 07:01:59.495821	50.0	1	1.0	0.09045019230690926	500.0	0.9937559405706035	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20146.66359773371	0.0010091197345100634	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20146.658463172804	0.0010091198667165331	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	20146.668732294616	0.0010091196023895978	47	0.0010623229461756375	0.0010623229461756375				
