number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201
0	TrialState.COMPLETE	0.0002213172804532578	2019-12-31 15:50:15.532298	2019-12-31 16:06:19.388376	0.22565889707301634	18.036233949032226	50.0	100.0	0.001005465011442984	1100.0	0.9942463787280643	8.852691218130312e-05	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20156.432697415014	0.0003246682175410449	8.852691218130312e-05	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20156.403904036826	0.0003246690212129794	8.852691218130312e-05	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20156.4614907932	0.0003246674146741267	0	8.852691218130312e-05	0.00017705382436260624		
1	TrialState.COMPLETE	0.0024344900849858357	2019-12-31 16:06:19.389373	2019-12-31 16:38:28.194640	0.5284848018590664	26.493485506187653	200.0	100.0	0.004927679404187095	1500.0	0.9560832710327127	0.000708215297450425	0.0024344900849858357	0.0013279036827195468	0.001593484419263456	19382.793201133143	0.0014987957954398024	0.000708215297450425	0.0024344900849858357	0.0013279036827195468	0.001593484419263456	19382.755931303116	0.0014987980019068392	0.000708215297450425	0.0024344900849858357	0.0013279036827195468	0.001593484419263456	19382.830470963174	0.0014987935971284407	1	0.0006196883852691218	0.0018295561850802645		
2	TrialState.COMPLETE	0.004898489140698773	2019-12-31 16:38:28.195640	2019-12-31 17:09:05.330398	0.7398539466999721	6.848603484332498	50.0	100.0	0.025028830272578382	1300.0	0.9571055215174109	0.0010033050047214354	0.004898489140698773	0.0025672804532577906	0.0034525495750708213	19403.04289128895	0.002591779237736492	0.0010033050047214354	0.004898489140698773	0.0025672804532577906	0.0034525495750708213	19403.022161237015	0.002591779582413775	0.0010033050047214354	0.004898489140698773	0.0025672804532577906	0.0034525495750708213	19403.063621340887	0.0025917788933250835	2			0.004603399433427762	0.0047804532577903685
3	TrialState.COMPLETE	0.002584985835694051	2019-12-31 17:09:05.331214	2019-12-31 17:32:34.827319	0.12123843121224316	8.196926879417317	50.0	100.0	0.04925235530710197	1100.0	0.9188493014024299	0.0010269121813031162	0.002584985835694051	0.0017705382436260624	0.0019121813031161474	18627.455718838526	0.0019160518187075887	0.0010269121813031162	0.002584985835694051	0.0017705382436260624	0.0019121813031161474	18627.427655807365	0.0019160521494265262	0.0010269121813031162	0.002584985835694051	0.0017705382436260624	0.0019121813031161474	18627.483781869687	0.0019160514881082515	3		0.0025377714825306893	0.0025672804532577906	
4	TrialState.COMPLETE	0.001593484419263456	2019-12-31 17:32:34.828173	2019-12-31 17:51:22.966104	0.954312809712318	3.1731380606632404	100.0	20.0	0.005782512181502622	900.0	0.9650531759499266	0.0003541076487252125	0.001593484419263456	0.0008410056657223796	0.001106586402266289	19564.69880931303	0.0010398436761176154	0.0003541076487252125	0.001593484419263456	0.0008410056657223796	0.001106586402266289	19564.694139518415	0.0010398437264396317	0.0003541076487252125	0.001593484419263456	0.0008410056657223796	0.001106586402266289	19564.703479107648	0.001039843625807475	4	0.0005311614730878187	0.0012393767705382436		
5	TrialState.COMPLETE	0.003186968838526912	2019-12-31 17:51:22.967209	2019-12-31 18:34:52.028504	0.3068181686064494	15.044819139202817	200.0	50.0	0.023331575883035735	600.0	0.9091384043971168	0.0008498583569405099	0.003186968838526912	0.0019121813031161474	0.0026203966005665723	18430.318572946177	0.002042282482353905	0.0008498583569405099	0.003186968838526912	0.0019121813031161474	0.0026203966005665723	18430.30485127479	0.002042282803747922	0.0008498583569405099	0.003186968838526912	0.0019121813031161474	0.0026203966005665723	18430.332294617565	0.00204228216127712	5		0.003186968838526912	0.003186968838526912	
6	TrialState.COMPLETE	0.0031161473087818695	2019-12-31 18:34:52.029412	2019-12-31 19:10:17.423661	0.7276841229621939	3.1002960381580666	150.0	100.0	0.03481001846503461	1000.0	0.9179632036699626	0.0008852691218130312	0.0031161473087818695	0.0014872521246458925	0.00198300283286119	18609.303381728045	0.0019619079754838644	0.0008852691218130312	0.0031161473087818695	0.0014872521246458925	0.00198300283286119	18609.299681303117	0.001961908120521713	0.0008852691218130312	0.0031161473087818695	0.0014872521246458925	0.00198300283286119	18609.307082152973	0.0019619078307020698	6		0.003659112370160529	0.003319759206798867	
7	TrialState.COMPLETE	0.003434844192634561	2019-12-31 19:10:17.424504	2019-12-31 19:53:05.021565	0.5949252678848576	22.97112480922079	200.0	30.0	0.032288681149397085	2000.0	0.8982318513465457	0.0003541076487252125	0.003434844192634561	0.0012393767705382436	0.002195467422096317	18209.318572946177	0.0016632555146552912	0.0003541076487252125	0.003434844192634561	0.0012393767705382436	0.002195467422096317	18209.296388101982	0.0016632583536984639	0.0003541076487252125	0.003434844192634561	0.0012393767705382436	0.002195467422096317	18209.340757790367	0.0016632526997778763	7		0.003718130311614731	0.0035410764872521247	
8	TrialState.COMPLETE	0.005636213408876298	2019-12-31 19:53:05.022563	2019-12-31 20:37:39.913859	0.43517003709485036	28.19334270654431	150.0	40.0	0.01054502819501524	1700.0	0.9251473702862415	0.0011508498583569404	0.005636213408876298	0.0028328611898017	0.003659112370160529	18755.44509855996	0.0028838336812746046	0.0011508498583569404	0.005636213408876298	0.0028328611898017	0.003659112370160529	18755.406840179414	0.002883834612693303	0.0011508498583569404	0.005636213408876298	0.0028328611898017	0.003659112370160529	18755.48335694051	0.0028838327507511464	8			0.00482471671388102	0.005311614730878187
