number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.19121813031161472	2020-05-11 20:18:49.731092	2020-05-11 20:56:03.289239	0.2329801823633577	8.465963220589607	64	0.45032191478561046	0.2687376062082373	57	0.13648288983555767	22	0.0010348438248689233	512	0.2743229385547295	0.0596671388101983	0.19121813031161472	0.1193342776203966	0.1471317280453258	5560.757347733711	0.10440343661824843	0.0596671388101983	0.19121813031161472	0.1193342776203966	0.1471317280453258	5560.756019830028	0.10440343663593965	1801778023	300	0.0596671388101983	0.19121813031161472	0.1193342776203966	0.1471317280453258	5560.758675637394	0.10440343660056065	0	COMPLETE
1	0.0012393767705382436	2020-05-11 20:56:03.340767	2020-05-11 22:00:58.434550	0.16180642442151547	17.073771616356716	128	0.29000394039117205	0.14946254902560185	51	0.20242874223432245	77	0.00967702209432577	256	0.5724471818695487	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0008852691218130312	11604.86968838527	0.0012620069260227513	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0008852691218130312	11577.875708215297	0.0012623943189249089	1094259676	150	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0008852691218130312	11631.863668555241	0.0012617369858739934	1	COMPLETE
2	0.0005311614730878187	2020-05-11 22:00:58.521813	2020-05-11 23:56:59.427481	0.5594583425518855	6.967666738432565	256	0.1147880651365698	0.3193585883402403	36	0.3790544943679649	79	0.015321743573259732	512	0.8653581785974842	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	17542.528240084986	0.0007483518939844636	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	17542.52390226629	0.0007483519975328369	944929412	150	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	17542.532577903683	0.0007483517904837424	2	COMPLETE
3	0.0005311614730878187	2020-05-11 23:56:59.477665	2020-05-12 01:30:05.152134	0.39861453831539373	16.09100989534341	256	0.13271711006267534	0.048498660418899775	17	0.17157469379334733	89	0.010960993998567417	128	0.6236596940387904	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	12641.635888810199	0.000647264107348946	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	12641.594369688386	0.0006472687167718117	1378459385	150	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	12641.677407932011	0.000647259610743483	3	COMPLETE
4	0.0033640226628895184	2020-05-12 01:30:05.311482	2020-05-12 06:13:32.460372	0.970053462328024	7.2529003308676385	256	0.012557884688824517	0.3011326947317549	61	0.45653808613085306	98	0.002500019569532971	512	0.8253679723661752	0.0003541076487252125	0.0033640226628895184	0.0010623229461756375	0.0017705382436260624	16732.68192280453	0.0018818729718793846	0.006196883852691218	0.009560906515580737	0.007259206798866855	0.00796742209631728	16673.179178470255	0.00790602020956591	3617831044	200	0.0003541076487252125	0.0033640226628895184	0.0010623229461756375	0.0017705382436260624	16792.18466713881	0.0018797739845472139	4	COMPLETE
5	0.0012393767705382436	2020-05-12 06:13:32.493734	2020-05-12 08:10:48.983874	0.8734042419675961	5.464282137838166	128	0.24340909961321638	0.48922345920258686	57	0.12322491645887212	97	0.030877067713409753	512	0.8174765106419353	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.000708215297450425	16572.78771246459	0.001084566182484149	0.08197592067988668	0.08303824362606232	0.0823300283286119	0.0825070821529745	14887.462110481587	0.08320807929328332	1673698251	200	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.000708215297450425	18258.113314447593	0.0010801935573241483	5	COMPLETE
6	0.0017705382436260624	2020-05-12 08:10:49.021242	2020-05-12 09:24:41.077532	0.5426632638471411	23.129163869162287	128	0.29425383277953315	0.46715911920869246	18	0.4162882081305308	71	0.020508139687769506	512	0.9146803025960459	0.0003541076487252125	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	18540.646246458924	0.001625973206127459	0.0003541076487252125	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	18540.51752832861	0.0016259804162225063	1339163451	250	0.0003541076487252125	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	18540.774964589236	0.001625966030122219	6	COMPLETE
7	0.002124645892351275	2020-05-12 09:24:41.113830	2020-05-12 10:20:25.328466	0.706701662216066	16.926691316880298	256	0.3401626002653153	0.07562226657186344	28	0.2277989492090255	40	0.004110290419749088	256	0.5830555038929353	0.0003541076487252125	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11819.935375354107	0.0014447546513958378	0.0003541076487252125	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11819.927939093484	0.0014447550605597135	1070685738	150	0.0003541076487252125	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11819.94281161473	0.0014447542425105393	7	COMPLETE
8	0.009029745042492918	2020-05-12 10:20:25.363970	2020-05-12 13:36:36.241044	0.7307309725296909	7.089791427714308	256	0.40338249299494006	0.06403416233301529	49	0.2599217881631669	75	0.0028332690958576636	256	0.4407335835033107	0.0008852691218130312	0.009029745042492918	0.0035410764872521247	0.0047804532577903685	8935.129249291786	0.004846415532306008	0.0008852691218130312	0.009029745042492918	0.0035410764872521247	0.0047804532577903685	8935.125885269123	0.004846415749233899	113969281	200	0.0008852691218130312	0.009029745042492918	0.0035410764872521247	0.0047804532577903685	8935.132613314448	0.004846415315498303	8	COMPLETE
9	0.0003541076487252125	2020-05-12 13:36:37.006891	2020-05-12 15:33:50.819857	0.7001318501674346	13.365280125163375	256	0.29406090080046343	0.35668489646819973	55	0.4683847739087055	55	0.002136241683045153	128	0.8888054659675371	0.0	0.0003541076487252125	0.0	0.00017705382436260624	18020.54258144476	0.0005289862591665105	0.0	0.0003541076487252125	0.0	0.00017705382436260624	18020.5210694051	0.0005289866302747101	121118839	150	0.0	0.0003541076487252125	0.0	0.00017705382436260624	18020.56409348442	0.0005289858882570991	9	COMPLETE
10	0.0019475920679886685	2020-05-12 15:33:50.855901	2020-05-12 17:13:32.116205	0.6513529737500894	13.423056471962646	128	0.04888145510676917	0.3694478212847131	32	0.1322752777335704	98	0.011916518747677476	128	0.6829646990539406	0.000708215297450425	0.0019475920679886685	0.0008852691218130312	0.0010623229461756375	13846.360570113315	0.0018251789897485206	0.000708215297450425	0.0019475920679886685	0.0008852691218130312	0.0010623229461756375	13846.353399433428	0.0018251857653460446	3195971365	200	0.000708215297450425	0.0019475920679886685	0.0008852691218130312	0.0010623229461756375	13846.367740793201	0.001825172285805566	10	COMPLETE
11	0.0012393767705382436	2020-05-12 17:13:32.154759	2020-05-12 17:47:16.822915	0.4694019570051255	26.840012075269108	64	0.3548251848076326	0.28666342535124667	36	0.14887003291965878	82	0.004275040161895094	512	0.5269374838130864	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0005311614730878187	10683.285764872522	0.0009060497813343742	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0005311614730878187	10683.26097733711	0.0009060505708317183	2918920504	150	0.00017705382436260624	0.0012393767705382436	0.0003541076487252125	0.0005311614730878187	10683.310552407933	0.000906048992175735	11	COMPLETE
12	0.012747875354107648	2020-05-12 17:47:16.859654	2020-05-12 21:48:14.668555	0.6420355826439509	28.569792680869124	256	0.30403211956389886	0.24916033448985037	53	0.3415834067131241	48	0.0035750270773009943	128	0.974339262872906	0.003718130311614731	0.012747875354107648	0.006905099150141643	0.010092067988668555	19751.53603045326	0.007247490880629055	0.003718130311614731	0.012747875354107648	0.006905099150141643	0.010092067988668555	19434.028151558072	0.007247935105442437	2545625017	300	0.003718130311614731	0.012747875354107648	0.006905099150141643	0.010092067988668555	20069.043909348442	0.007247153350872372	12	COMPLETE
