number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501	551	601	651	701	801	851
0	TrialState.COMPLETE	0.034259915014164304	2019-12-31 04:51:48.083075	2019-12-31 04:56:22.852443	250.0	1	51.0	0.019958659297616324	1800.0	1.0505443911058168	0.000708215297450425	0.034259915014164304	0.027930240793201132	0.030851628895184138	21297.836136685553	0.01530250108073417	0.000708215297450425	0.034259915014164304	0.027930240793201132	0.030851628895184138	21297.824583923513	0.015302501395992351	0.000708215297450425	0.034259915014164304	0.027930240793201132	0.030851628895184138	21297.847689447593	0.015302500765769698	0	0.034702549575070823	0.03440745986779981														
1	TrialState.COMPLETE	0.2830001089561996	2019-12-31 04:56:22.853283	2019-12-31 05:20:24.985546	250.0	1	41.0	0.0010811262629542755	600.0	0.10660091357389828	0.006251361952495097	0.2830001089561996	0.140294726519939	0.2024678579211157	2160.589766288952	0.10086067988572725	0.006251361952495097	0.2830001089561996	0.140294726519939	0.2024678579211157	2160.588322619307	0.10086069610704369	0.006251361952495097	0.2830001089561996	0.140294726519939	0.2024678579211157	2160.5912099585967	0.10086066425515613	1										0.28130633530775173	0.28222379603399433					
2	TrialState.COMPLETE	0.11158817280453258	2019-12-31 05:20:24.986371	2019-12-31 05:24:57.743852	250.0	1	21.0	0.0028929132535336953	700.0	0.4387972198360127	0.000708215297450425	0.11158817280453258	0.06736898016997167	0.08746458923512748	8894.378032046743	0.041470335663360204	0.000708215297450425	0.11158817280453258	0.06736898016997167	0.08746458923512748	8894.373362252125	0.0414703537366963	0.000708215297450425	0.11158817280453258	0.06736898016997167	0.08746458923512748	8894.38270184136	0.0414703180851501	2	0.18103753541076487	0.13473796033994334														
3	TrialState.COMPLETE	0.025717067988668556	2019-12-31 05:24:57.744837	2019-12-31 05:30:16.943025	350.0	2	21.0	0.0335163449276703	1400.0	0.8902501700320083	0.006373937677053824	0.025717067988668556	0.0127921388101983	0.017129957507082152	18047.79120927762	0.01312062222869185	0.006373937677053824	0.025717067988668556	0.0127921388101983	0.017129957507082152	18047.780099150143	0.013120622453057836	0.006373937677053824	0.025717067988668556	0.0127921388101983	0.017129957507082152	18047.8023194051	0.013120622004519616	3	0.027000708215297452	0.02614494806421152														
4	TrialState.COMPLETE	0.013854461756373938	2019-12-31 05:30:16.944046	2019-12-31 05:34:23.003890	50.0	1	11.0	0.05607013435280623	1400.0	1.0721667642981025	0.000708215297450425	0.013854461756373938	0.010003541076487252	0.011464235127478753	21736.773614553826	0.006338989405784215	0.000708215297450425	0.013854461756373938	0.010003541076487252	0.011464235127478753	21736.76779390935	0.006338989830642057	0.000708215297450425	0.013854461756373938	0.010003541076487252	0.011464235127478753	21736.7794351983	0.006338988981869281	4	0.01195113314447592	0.013220018885741265														
5	TrialState.COMPLETE	0.025451487252124646	2019-12-31 05:34:23.004945	2019-12-31 05:39:18.082732	250.0	2	71.0	0.05745932348227453	1000.0	0.8925686880156732	0.0053558781869688385	0.025451487252124646	0.011774079320113314	0.016156161473087818	18094.708060375353	0.012194875768585483	0.0053558781869688385	0.025451487252124646	0.011774079320113314	0.016156161473087818	18094.685862252125	0.012194879126661624	0.0053558781869688385	0.025451487252124646	0.011774079320113314	0.016156161473087818	18094.730258498585	0.012194872433689354	5	0.02646954674220963	0.025790840415486307														
6	TrialState.COMPLETE	0.024610481586402267	2019-12-31 05:39:18.083552	2019-12-31 05:52:39.290085	450.0	2	91.0	0.02231481306325953	600.0	0.8857315544163191	0.005488668555240793	0.024610481586402267	0.012452785646836639	0.016584041548630784	17956.107132318226	0.012394842238044101	0.005488668555240793	0.024639990557129367	0.012452785646836639	0.016584041548630784	17956.084572710104	0.012394986734749919	0.005488668555240793	0.024610481586402267	0.012452785646836639	0.016584041548630784	17956.129691926344	0.012394710556744232	6			0.023105524079320112	0.024008498583569404												
7	TrialState.COMPLETE	0.010888810198300283	2019-12-31 05:52:39.291079	2019-12-31 05:56:51.592944	50.0	1	91.0	0.04448082101065084	1200.0	1.0480380177604778	0.000708215297450425	0.010888810198300283	0.008587110481586403	0.00964943342776204	21247.61353576487	0.005378475713273478	0.000708215297450425	0.010888810198300283	0.008587110481586403	0.00964943342776204	21247.60733888102	0.005378482139250387	0.000708215297450425	0.010888810198300283	0.008587110481586403	0.00964943342776204	21247.619732648724	0.005378469384592307	7	0.008675637393767706	0.010151085930122757														
8	TrialState.COMPLETE	0.30604860127478756	2019-12-31 05:56:51.593761	2019-12-31 06:26:02.907754	150.0	2	11.0	0.001034565352262945	1900.0	0.2947517458632995	0.032987340651558075	0.30604860127478756	0.13441705028328613	0.20988624291784702	5974.010213792493	0.11412032356900793	0.032987340651558075	0.30604860127478756	0.13441705028328613	0.20988624291784702	5974.006750177054	0.11412042283460697	0.032987340651558075	0.30604860127478756	0.13441705028328613	0.20988624291784702	5974.013677407932	0.11412023407554005	8													0.3043175839740996	0.3052407932011331		
9	TrialState.COMPLETE	0.030630311614730878	2019-12-31 06:26:02.909372	2019-12-31 06:38:25.533713	50.0	2	51.0	0.0333568311915313	1800.0	0.8255042051564088	0.006882967422096317	0.030630311614730878	0.015979107648725212	0.02202106940509915	16735.226352248585	0.015162126468024215	0.006882967422096317	0.030630311614730878	0.015979107648725212	0.02202106940509915	16735.215673689803	0.015162127270289249	0.006882967422096317	0.030630311614730878	0.015979107648725212	0.02202106940509915	16735.237030807366	0.015162125668315325	9					0.029686024551463644	0.03022561715904492										
10	TrialState.COMPLETE	0.10113314447592069	2019-12-31 06:38:25.534783	2019-12-31 06:56:27.319798	250.0	2	21.0	0.005385458915112204	1700.0	0.3856199175949815	0.03229461756373938	0.10113314447592069	0.06080028328611898	0.0759029745042493	7816.368148016997	0.05609419485784929	0.03229461756373938	0.10113314447592069	0.06080028328611898	0.0759029745042493	7816.362836402266	0.05609420328354783	0.03229461756373938	0.10113314447592069	0.06080028328611898	0.0759029745042493	7816.373459631728	0.05609418657390459	10							0.09976983002832861	0.10052722694365754								
11	TrialState.COMPLETE	0.12252124645892351	2019-12-31 06:56:27.320601	2019-12-31 07:01:10.463738	250.0	1	71.0	0.003143694310692076	1700.0	0.35690973344520915	0.000708215297450425	0.12252124645892351	0.07175106232294617	0.09552053824362607	7234.215164660057	0.04597956074430368	0.000708215297450425	0.12252124645892351	0.07175106232294617	0.09552053824362607	7234.211003895184	0.0459795609518621	0.000708215297450425	0.12252124645892351	0.07175106232294617	0.09552053824362607	7234.21932542493	0.04597956053701182	11	0.18891643059490085	0.1446529745042493														
