number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0001004419445560466	2020-05-24 14:52:55.658725	2020-05-24 15:31:50.931522	0.768086759600852	7.410926875761916	64	256	19	0.0032076926656590256	8192	1.229348899319361	0.0	0.0001004419445560466	0.0	0.0	74857.17567296104	9.9923048791882e-05	0.0	0.0001004419445560466	0.0	0.0	74857.12806347931	9.992310031972957e-05	1795185462	60	0.0	0.0001004419445560466	0.0	0.0	74857.22328244275	9.992299727751847e-05	0	COMPLETE
1	0.0002008838891120932	2020-05-24 15:31:51.030704	2020-05-24 16:10:18.954659	0.16824853590023106	14.434486669830076	256	64	41	0.015275627044348943	8192	1.3147137185876656	0.0	0.0002008838891120932	0.0	0.0	79924.72961028526	6.170144005031826e-05	0.0	0.0002008838891120932	0.0	0.0	79837.15498192045	6.64558906766484e-05	146340991	60	0.0	0.0	0.0	0.0	80012.30423865006	5.839877008129966e-05	1	COMPLETE
2	0.007934913619927682	2020-05-24 16:10:19.053030	2020-05-24 17:10:39.262470	0.2992893335895591	2.8150121535387624	256	256	6	0.00549652867073074	2048	0.11181290756019722	0.0007030936118923262	0.007934913619927682	0.0017075130574527922	0.004017677782241864	6463.422961028526	0.004616639892993469	0.0007030936118923262	0.007934913619927682	0.0017075130574527922	0.004017677782241864	6463.419445560466	0.004616640503793238	3032735819	60	0.0007030936118923262	0.007934913619927682	0.0017075130574527922	0.004017677782241864	6463.426476496585	0.004616639283364682	2	COMPLETE
3	0.0003013258336681398	2020-05-24 17:10:39.365246	2020-05-24 17:47:05.978346	0.7238571159491533	4.776988125177913	64	128	38	0.03176825267099617	4096	0.6415545738033953	0.0	0.0003013258336681398	0.0	0.0	38928.99467657694	0.00017648266923495242	0.0	0.0003013258336681398	0.0	0.0	38928.982523101644	0.00017648274371996503	598216641	60	0.0	0.0003013258336681398	0.0	0.0	38929.00683005223	0.00017648259477618658	3	COMPLETE
4	0.009341100843712334	2020-05-24 17:47:06.055483	2020-05-24 18:41:33.967575	0.2997070247296517	2.8237358637851244	128	128	46	0.004290523751351746	2048	0.07908772219212885	0.0011048613901165126	0.009341100843712334	0.0029128163921253516	0.004620329449578144	4453.665528324628	0.005561779197986259	0.0011048613901165126	0.009341100843712334	0.0029128163921253516	0.004620329449578144	4453.663419043793	0.0055617795754692575	2850618452	60	0.0011048613901165126	0.009341100843712334	0.0029128163921253516	0.004620329449578144	4453.667637605464	0.00556177882112668	4	COMPLETE
5	0.0029128163921253516	2020-05-24 18:41:34.060159	2020-05-24 19:47:02.285503	0.9756034714289531	1.1430315517528156	128	64	12	0.04722874807097709	1024	0.931238229594854	0.0003013258336681398	0.0029128163921253516	0.001506629168340699	0.002109280835676979	56379.43958417035	0.0015406386760105177	0.0003013258336681398	0.0029128163921253516	0.001506629168340699	0.002109280835676979	56370.28445158698	0.0015407101215228285	2376028862	70	0.0003013258336681398	0.0029128163921253516	0.001506629168340699	0.002109280835676979	56388.594716753716	0.0015405680017573965	5	COMPLETE
6	0.0	2020-05-24 19:47:02.352966	2020-05-24 20:08:32.197247	0.6819903802976588	17.9148016737304	64	64	20	0.03946418052932834	8192	1.478564610229986	0.0	0.0	0.0	0.0	90003.91552832462	2.97446306732755e-05	0.0	0.0	0.0	0.0	89732.76476496585	3.0014935956482976e-05	3794146729	60	0.0	0.0	0.0	0.0	90275.06629168341	2.9489763389046677e-05	6	COMPLETE
7	0.0	2020-05-24 20:08:32.271257	2020-05-24 20:48:34.651103	0.7123199774567645	18.562820497563752	64	128	32	0.007518733089909469	2048	1.0281555127066606	0.0	0.0	0.0	0.0	62077.38459220571	8.730238511029456e-05	0.0	0.0	0.0	0.0	61458.6300723182	9.868394580207968e-05	139596582	60	0.0	0.0	0.0	0.0	62696.13911209321	8.28607787385879e-05	7	COMPLETE
8	0.0	2020-05-24 20:48:34.713432	2020-05-24 21:22:11.850991	0.15956621041994812	5.385641368626031	256	128	5	0.09946013695901008	4096	1.1391458241728234	0.0	0.0	0.0	0.0	69222.87550220972	5.951179176528378e-05	0.0	0.0	0.0	0.0	69214.41874246685	5.952389114825487e-05	3695058398	60	0.0	0.0	0.0	0.0	69231.33226195259	5.9499728792350315e-05	8	COMPLETE
9	0.0012053033346725592	2020-05-24 21:22:11.919431	2020-05-24 22:09:17.562137	0.8376045937956398	23.006672905238737	256	64	44	0.002468057786811411	4096	1.4588170316019562	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.000502209722780233	88442.00853756529	0.0004731812196276033	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.000502209722780233	88298.13408999598	0.00047321813367205245	4137624972	60	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.000502209722780233	88585.8829851346	0.00047314559050058865	9	COMPLETE
10	0.0	2020-05-24 22:09:17.625872	2020-05-24 23:00:04.495313	0.6151038711620944	9.18096470985681	64	128	25	0.004691288254760139	1024	1.553374665132985	0.0	0.0	0.0	0.0	94423.26607071114	8.660166982912734e-05	0.0	0.0	0.0	0.0	94423.23694254721	8.660168126230619e-05	3530708598	60	0.0	0.0	0.0	0.0	94423.29519887506	8.660165839828432e-05	10	COMPLETE
