number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3902266288951841	2020-05-05 16:21:19.947253	2020-05-05 20:15:00.417628	256	1	95	0.00172164120195968	256	0.33599885248742867	0.19139518413597734	0.3902266288951841	0.2878895184135977	0.3353399433427762	6811.140138101983	0.25668855879359925	0.19139518413597734	0.3902266288951841	0.2878895184135977	0.3353399433427762	6811.138456090652	0.25668855880004654	3590564464	200	0.19139518413597734	0.3902266288951841	0.2878895184135977	0.3353399433427762	6811.141820113315	0.2566885587871525	0	COMPLETE
1	0.011685552407932011	2020-05-05 20:15:00.467530	2020-05-05 20:39:29.007678	64	1	21	0.010853465889179577	256	0.5946280991455212	0.002124645892351275	0.011685552407932011	0.0056657223796034	0.007082152974504249	12054.098707507083	0.005965274735883925	0.002124645892351275	0.011685552407932011	0.0056657223796034	0.007082152974504249	12054.096317280453	0.005965274769245	1828364429	200	0.002124645892351275	0.011685552407932011	0.0056657223796034	0.007082152974504249	12054.101097733712	0.005965274702531468	1	COMPLETE
2	0.43289660056657225	2020-05-05 20:39:29.046783	2020-05-05 23:23:28.521286	64	1	84	0.0010222652254190158	128	0.2819658297765835	0.2133498583569405	0.43289660056657225	0.33339235127478756	0.3868626062322946	5715.586225212464	0.28905937989627106	0.2133498583569405	0.43289660056657225	0.33339235127478756	0.3868626062322946	5715.585162889518	0.2890593799067875	1948140110	550	0.2133498583569405	0.43289660056657225	0.33339235127478756	0.3868626062322946	5715.587287535411	0.28905937988575675	2	COMPLETE
3	0.09472379603399433	2020-05-05 23:23:28.575246	2020-05-06 00:30:31.160021	128	1	50	0.005363895538799881	256	0.21102553878664798	0.01593484419263456	0.09472379603399433	0.04408640226628895	0.06232294617563739	4277.027000708215	0.04433699791279137	0.01593484419263456	0.09472379603399433	0.04408640226628895	0.06232294617563739	4277.026026912181	0.04433699791832776	2462979863	250	0.01593484419263456	0.09472379603399433	0.04408640226628895	0.06232294617563739	4277.027974504249	0.044336997907255545	3	COMPLETE
4	0.0010623229461756375	2020-05-06 00:30:31.199314	2020-05-06 00:52:28.402457	128	1	14	0.04381515938338281	256	1.0272140236296288	0.00017705382436260624	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20824.985216005665	0.0007207444275173011	0.00017705382436260624	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20824.975035410764	0.0007207444957392015	1127894372	150	0.00017705382436260624	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20824.995396600567	0.0007207443593054205	4	COMPLETE
5	0.1620042492917847	2020-05-06 00:52:28.444139	2020-05-06 02:41:15.468933	128	2	16	0.003274309177513038	128	0.15503036938893244	0.03647308781869688	0.1620042492917847	0.07595609065155808	0.10747167138810199	3141.6183604815865	0.07893495592181686	0.03647308781869688	0.1620042492917847	0.07595609065155808	0.10747167138810199	3141.618271954674	0.0789349559231654	3079512105	400	0.03647308781869688	0.1620042492917847	0.07595609065155808	0.10747167138810199	3141.6184490084984	0.0789349559204685	5	COMPLETE
6	0.36508498583569404	2020-05-06 02:41:15.505310	2020-05-06 03:37:35.611580	128	1	35	0.002115731167672687	128	0.27298409844776855	0.13934135977337112	0.36508498583569404	0.24893767705382436	0.2955028328611898	5533.317546033994	0.21261451614008398	0.13934135977337112	0.36508498583569404	0.24893767705382436	0.2955028328611898	5533.316395184136	0.21261451638756432	3011450049	200	0.13934135977337112	0.36508498583569404	0.24893767705382436	0.2955028328611898	5533.318696883853	0.2126145158928759	6	COMPLETE
7	0.00017705382436260624	2020-05-06 03:37:35.645103	2020-05-06 04:10:41.013628	128	2	16	0.041626418957546776	128	1.020870806147786	0.0	0.00017705382436260624	0.0	0.0	20696.498672096317	0.00024155131242717469	0.0	0.00017705382436260624	0.0	0.0	20696.49185552408	0.00024155149859436293	1006111923	150	0.0	0.00017705382436260624	0.0	0.0	20696.505488668554	0.0002415511264552508	7	COMPLETE
8	0.003895184135977337	2020-05-06 04:10:41.049445	2020-05-06 06:05:54.675465	256	1	56	0.018602647815676977	128	1.0216127715693801	0.002301699716713881	0.003895184135977337	0.0030099150141643057	0.0030099150141643057	20711.88712818697	0.003070143543922547	0.002301699716713881	0.003895184135977337	0.0030099150141643057	0.0030099150141643057	20711.876062322946	0.0030701436650362748	905327443	150	0.002301699716713881	0.003895184135977337	0.0030099150141643057	0.0030099150141643057	20711.89819405099	0.0030701434228579128	8	COMPLETE
9	0.0035410764872521247	2020-05-06 06:05:54.711446	2020-05-06 07:00:50.670535	256	1	13	0.02069330620000196	128	1.0377770120114695	0.001593484419263456	0.0035410764872521247	0.002478753541076487	0.0030099150141643057	21039.39660056657	0.0023982769832010284	0.001593484419263456	0.0035410764872521247	0.002478753541076487	0.0030099150141643057	21039.3815509915	0.002398277131631145	76159344	150	0.001593484419263456	0.0035410764872521247	0.002478753541076487	0.0030099150141643057	21039.411650141643	0.002398276834814256	9	COMPLETE
