number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.01080028328611898	2020-04-06 17:42:02.754743	2020-04-06 17:58:57.702855	0.4001231068949612	24.04791210434506	128	2	37	0.004647605099999779	0.2635887233159223	128	1.110805984420289	0.004957507082152974	0.01080028328611898	0.008675637393767706	0.009737960339943343	22519.45210694051	0.00799775250619229	0.004957507082152974	0.01080028328611898	0.008675637393767706	0.009737960339943343	22519.35711756374	0.00799775887772756	3606660254	200	0.004957507082152974	0.01080028328611898	0.008675637393767706	0.009737960339943343	22519.54709631728	0.00799774616463778	0	COMPLETE
1	0.016111898016997167	2020-04-06 17:58:57.752088	2020-04-06 18:07:48.840484	0.6818176980977031	8.5104033995426	128	2	100	0.010273030076217366	0.02307327518517174	512	0.8896337924583659	0.003895184135977337	0.016111898016997167	0.009737960339943343	0.012039660056657223	18034.036296033995	0.008627960119657592	0.003895184135977337	0.016111898016997167	0.009737960339943343	0.012039660056657223	18033.950779036826	0.00862796161308142	3721614514	250	0.003895184135977337	0.016111898016997167	0.009737960339943343	0.012039660056657223	18034.12181303116	0.008627958627277036	1	COMPLETE
2	0.0017705382436260624	2020-04-06 18:07:48.887552	2020-04-06 18:19:01.960252	0.778814770385485	23.514721103251077	64	2	57	0.03186224005578611	0.04505816116495883	128	0.9410636286087687	0.000708215297450425	0.0017705382436260624	0.0008852691218130312	0.0010623229461756375	19077.73087818697	0.0014889216575325744	0.000708215297450425	0.0017705382436260624	0.0008852691218130312	0.0010623229461756375	19077.568519830027	0.0014889262838162106	4056020900	150	0.000708215297450425	0.0017705382436260624	0.0008852691218130312	0.0010623229461756375	19077.89323654391	0.0014889170382823137	2	COMPLETE
3	0.03151558073654391	2020-04-06 18:19:01.992972	2020-04-06 18:32:57.845670	0.6675487087949015	1.1575000996750673	256	2	62	0.023664164504805203	0.026845679845586497	256	0.8387197264213845	0.002124645892351275	0.03151558073654391	0.01823654390934844	0.024079320113314446	17003.206444759206	0.013978426283707792	0.002124645892351275	0.03151558073654391	0.01823654390934844	0.024079320113314446	17003.2013101983	0.013978426445301721	225544329	250	0.002124645892351275	0.03151558073654391	0.01823654390934844	0.024079320113314446	17003.211579320112	0.013978426122187578	3	COMPLETE
4	0.02443342776203966	2020-04-06 18:32:57.893304	2020-04-06 18:38:44.641012	0.5471613961411324	27.146253147449006	64	2	2	0.0018245042092224814	0.028631511718619395	512	1.1396348607365394	0.006905099150141643	0.02443342776203966	0.012393767705382436	0.01593484419263456	23103.3684490085	0.013620033994186709	0.006905099150141643	0.02443342776203966	0.012393767705382436	0.01593484419263456	23103.251770538245	0.01362004216984462	1817371533	200	0.006905099150141643	0.02443342776203966	0.012393767705382436	0.01593484419263456	23103.485127478754	0.013620025859922022	4	COMPLETE
5	0.0003541076487252125	2020-04-06 18:38:44.675408	2020-04-06 18:50:01.520669	0.9793019823740536	21.491296165588672	64	1	89	0.06039318125194543	0.22045926748324896	128	0.9981961155153015	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20236.864642351276	0.00028042576073859256	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20236.67050283286	0.0002804275899197878	3735957495	150	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20237.058781869688	0.00028042393261928515	5	COMPLETE
6	0.023371104815864022	2020-04-06 18:50:01.554634	2020-04-06 18:59:54.017234	0.1151018283738774	4.0132315793818005	128	1	84	0.0012744253747952992	0.2806491495819814	256	0.9492874255442695	0.0033640226628895184	0.023371104815864022	0.010446175637393768	0.014341359773371105	19244.104019121813	0.010860398466928916	0.0033640226628895184	0.023371104815864022	0.010446175637393768	0.014341359773371105	19244.07666430595	0.010860398832047582	1485601977	200	0.0033640226628895184	0.023371104815864022	0.010446175637393768	0.014341359773371105	19244.13137393768	0.01086039810195996	6	COMPLETE
7	0.022131728045325778	2020-04-06 18:59:54.052538	2020-04-06 19:09:45.010481	0.8834022957199309	13.15401352124969	256	2	70	0.008005951919425552	0.011188049298376896	512	0.9493492615973375	0.011154390934844192	0.022131728045325778	0.01504957507082153	0.017174220963172806	19245.326487252125	0.015205637205213538	0.011154390934844192	0.022131728045325778	0.01504957507082153	0.017174220963172806	19245.206444759206	0.015205646037091203	3165211568	250	0.011154390934844192	0.022131728045325778	0.01504957507082153	0.017174220963172806	19245.446529745044	0.015205628411365316	7	COMPLETE
8	0.014164305949008499	2020-04-06 19:09:45.049643	2020-04-06 19:21:05.750954	0.7496525431040485	19.184607031401132	128	1	31	0.009877247781943226	0.030313311407660436	128	0.935851758144408	0.0047804532577903685	0.014164305949008499	0.010623229461756374	0.011862606232294617	18971.280718838527	0.009141582019830135	0.0047804532577903685	0.014164305949008499	0.010623229461756374	0.011862606232294617	18971.063739376772	0.009141585812707175	2191446547	150	0.0047804532577903685	0.014164305949008499	0.010623229461756374	0.011862606232294617	18971.49769830028	0.00914157823049718	8	COMPLETE
9	0.015757790368271955	2020-04-06 19:21:05.786306	2020-04-06 19:37:45.601716	0.6819884203537842	25.27196113061092	64	1	59	0.0011171536990504695	0.22992752214733486	128	1.169629877489044	0.005134560906515581	0.015757790368271955	0.007082152974504249	0.009206798866855524	23712.15775495751	0.009470995058015578	0.005134560906515581	0.015757790368271955	0.007082152974504249	0.009206798866855524	23712.104992917848	0.009470997469777849	3403145370	200	0.005134560906515581	0.015757790368271955	0.007082152974504249	0.009206798866855524	23712.210516997166	0.009470992651321541	9	COMPLETE
