number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	551	601	701	751
0	TrialState.COMPLETE	0.13429333561565673	2020-01-21 03:29:56.696372	2020-01-21 03:59:50.056580	0.6500178263704235	1.985168437516029	250.0	1	100.0	0.018219600354506222	700.0	0.573312411940855	0.00604815702385028	0.13429333561565673	0.07980999657651489	0.10224808855414812	4072.1499379493325	0.05374007251848798	0.00604815702385028	0.13429333561565673	0.07980999657651489	0.10224808855414812	4072.146853246605	0.05374007677885945	0.00604815702385028	0.13429333561565673	0.07980999657651489	0.10224808855414812	4072.15302265206	0.05374006835062859	0	0.14539826543421203	0.1379949788885085									
1	TrialState.COMPLETE	0.045746319753509075	2020-01-21 03:59:50.057580	2020-01-21 04:28:48.435953	0.6681990933901127	24.120585602718702	250.0	1	90.0	0.08329545445615956	1700.0	0.8978315251372851	0.005263608353303663	0.045746319753509075	0.02424968618053178	0.03421345429647381	6404.99644100194	0.01917185434075844	0.005263608353303663	0.045746319753509075	0.02424968618053178	0.03421345429647381	6404.991805032523	0.019171859152018068	0.005263608353303663	0.045746319753509075	0.02424968618053178	0.03421345429647381	6405.001076971357	0.01917184960589681	1	0.04379208033778387	0.045094906614934004									
2	TrialState.COMPLETE	0.08722754764350109	2020-01-21 04:28:48.436882	2020-01-21 04:53:27.444340	0.35131019403915864	24.02903989236715	150.0	1	80.0	0.0581007723582944	1700.0	0.7037244948233655	0.032537373045760584	0.08722754764350109	0.05199418007531667	0.06521739130434782	5013.524395897523	0.050658201914947576	0.032537373045760584	0.08722754764350109	0.05199418007531667	0.06521739130434782	5013.520676423599	0.05065821250326938	0.032537373045760584	0.08722754764350109	0.05199418007531667	0.06521739130434782	5013.528115371448	0.050658191636367096	2	0.08866826429305033	0.08770778652668416									
3	TrialState.COMPLETE	0.18315645326942828	2020-01-21 04:53:27.445311	2020-01-21 05:23:02.257567	0.5397804092425705	10.686555883550396	450.0	2	40.0	0.05946302185498152	1900.0	0.30805087020052485	0.059433127924226864	0.18315645326942828	0.10702670318384115	0.13508501654684468	2182.0633059454526	0.10076999906255045	0.0594616569667922	0.18316358553006962	0.10704096770512382	0.13509928106812735	2182.0584274791736	0.1007819384048474	0.059433127924226864	0.18315645326942828	0.10702670318384115	0.13508501654684468	2182.068184411731	0.10076338044771702	3	0.18692228688805204	0.18441173114230286									
4	TrialState.COMPLETE	0.22632089467077485	2020-01-21 05:23:02.258496	2020-01-21 06:09:56.327362	0.18735741764888914	21.929488067991105	150.0	1	60.0	0.005153558649560917	1800.0	0.05412557585684006	0.07038114800867283	0.22632089467077485	0.12485735478717334	0.1588401993229107	375.4614929247974	0.12405282225416762	0.07038114800867283	0.22632089467077485	0.12485735478717334	0.1588401993229107	375.461210011792	0.12405288536102121	0.07038114800867283	0.22632089467077485	0.12485735478717334	0.1588401993229107	375.46177583780286	0.12405276489019605	4			0.22947335387424397	0.2275818783521625							
5	TrialState.COMPLETE	0.03970608746370472	2020-01-21 06:09:56.328271	2020-01-21 07:52:15.775579	0.5275376843981743	14.749849165336625	250.0	1	100.0	0.06433148520462725	1300.0	0.9605604463147562	0.004929184576565611	0.03970608746370472	0.029045735225125845	0.03409220586557115	6861.657169665386	0.01902020642135259	0.004929184576565611	0.03970608746370472	0.029045735225125845	0.03409220586557115	6861.6520407775115	0.01902020858430398	0.004929184576565611	0.03970608746370472	0.029045735225125845	0.03409220586557115	6861.66229855326	0.019020204287844844	5						0.03797623123196557	0.03894927536231884				
6	TrialState.COMPLETE	0.20082408177238714	2020-01-21 07:52:15.776473	2020-01-21 08:59:03.762050	0.43048246258685374	28.45988828998605	350.0	2	40.0	0.005580792358446783	1100.0	0.14610035724955983	0.05010107432223146	0.20082408177238714	0.10630736375344386	0.140778598327383	1030.64684509545	0.10119955493436529	0.05021926607000212	0.20086483754748047	0.10649076474136385	0.14085603430006033	1030.6368782706509	0.10126957644478331	0.05010107432223146	0.20082408177238714	0.10630736375344386	0.140778598327383	1030.656811920249	0.10115743784169878	6				0.20243638023507932	0.2014958727985089						
7	TrialState.COMPLETE	0.2666739286047742	2020-01-21 08:59:03.763050	2020-01-21 10:52:02.713146	0.863005149780238	25.9410107171839	50.0	1	80.0	0.0025105740195453564	500.0	0.07369220486923671	0.08081759048893591	0.2666739286047742	0.15059444150508855	0.1927733341632691	512.3286597574513	0.14297746963939048	0.08081759048893591	0.2666739286047742	0.15059444150508855	0.1927733341632691	512.327985434627	0.14297753390107407	0.08081759048893591	0.2666739286047742	0.15059444150508855	0.1927733341632691	512.3293340802755	0.14297741154177904	7											
8	TrialState.COMPLETE	0.22040111833846857	2020-01-21 10:52:02.714050	2020-01-21 11:15:34.097087	0.7379324729089901	17.635329236525095	150.0	1	30.0	0.006005120268247624	900.0	0.05915056940730971	0.06984622846057287	0.22040111833846857	0.12317414127581879	0.15718789227433527	410.7332427536232	0.12188951330278124	0.06984622846057287	0.22040111833846857	0.12317414127581879	0.15718789227433527	410.733018087413	0.12188952304455448	0.06984622846057287	0.22040111833846857	0.12317414127581879	0.15718789227433527	410.7334674198334	0.12188950389901226	8	0.22158507360492982	0.22079577009395565									
