number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3888101983002833	2020-05-08 21:19:55.423059	2020-05-08 22:22:24.531158	8.403220210897553	64	0.42591633676471263	16	12	0.05704501892692497	128	0.43305110311158007	0.1106586402266289	0.3888101983002833	0.2834631728045326	0.34242209631728043	8779.102956798866	0.20926963744624863	0.1106586402266289	0.3888101983002833	0.2834631728045326	0.34242209631728043	8779.101983002833	0.20926963745023924	3559468552	250	0.1106586402266289	0.3888101983002833	0.2834631728045326	0.34242209631728043	8779.103930594902	0.20926963744225827	0	COMPLETE
1	0.3719900849858357	2020-05-08 22:22:24.601531	2020-05-09 00:58:24.948812	2.1113652977615756	32	0.2161987831775318	256	28	0.0010431276929026923	512	0.41912256109925133	0.12039660056657224	0.3719900849858357	0.2896600566572238	0.34118271954674223	8494.998583569404	0.21410524938566272	0.12039660056657224	0.3719900849858357	0.2896600566572238	0.34118271954674223	8494.99840651558	0.21410524938683198	3994913658	350	0.12039660056657224	0.3719900849858357	0.2896600566572238	0.34118271954674223	8494.99876062323	0.21410524938449355	1	COMPLETE
2	0.2237960339943343	2020-05-09 00:58:25.271518	2020-05-09 03:23:43.764759	5.059475934759293	16	0.265930565126932	512	14	0.08190886815765483	256	0.4068305186626911	0.04302407932011332	0.2237960339943343	0.10003541076487252	0.14341359773371104	8247.434844192634	0.09785708281106621	0.06621813031161473	0.2530099150141643	0.13385269121813032	0.1795325779036827	8246.537535410765	0.12367344536820496	2380239647	450	0.04302407932011332	0.20662181303116148	0.09702549575070822	0.13686260623229463	8248.332152974504	0.09425981210846576	2	COMPLETE
3	0.3162181303116147	2020-05-09 03:23:43.797600	2020-05-09 09:04:39.245085	2.6927412727359803	16	0.21848663590680317	512	37	0.00518517359805719	128	0.2976270447197497	0.09773371104815864	0.3162181303116147	0.2020184135977337	0.25424929178470257	6033.446352691218	0.16930210090173814	0.09773371104815864	0.3162181303116147	0.2020184135977337	0.25424929178470257	6033.445821529745	0.16930210110707164	4006184590	500	0.09773371104815864	0.3162181303116147	0.2020184135977337	0.25424929178470257	6033.446883852691	0.16930210069670254	3	COMPLETE
4	0.41342067988668557	2020-05-09 09:04:39.278736	2020-05-09 13:45:26.668224	6.118243503848916	128	0.33755393420224644	64	37	0.016467561245904688	256	0.30012201354225254	0.1450070821529745	0.41342067988668557	0.3413597733711048	0.3813739376770538	6084.476363314448	0.2511691267961901	0.1450070821529745	0.41342067988668557	0.3413597733711048	0.3813739376770538	6084.476097733711	0.25116912679757725	3435356618	450	0.1450070821529745	0.41342067988668557	0.3413597733711048	0.3813739376770538	6084.476628895184	0.251169126794803	4	COMPLETE
5	0.3314447592067989	2020-05-09 13:45:26.715002	2020-05-09 16:05:16.753725	7.599869040936717	16	0.1938775086475355	256	48	0.023089086540654984	512	0.28083458842363296	0.11703257790368272	0.3314447592067989	0.22184844192634562	0.27638101983002833	5692.414837110482	0.1879766253684566	0.11703257790368272	0.3314447592067989	0.22184844192634562	0.27638101983002833	5692.413951841359	0.18797662537722193	2368329014	350	0.11703257790368272	0.3314447592067989	0.22184844192634562	0.27638101983002833	5692.415722379604	0.18797662535969276	5	COMPLETE
6	0.29479461756373937	2020-05-09 16:05:17.085531	2020-05-09 17:16:20.217234	2.9956510495290587	16	0.1753641706506044	64	32	0.022701684792519074	256	0.24249041832638438	0.08109065155807366	0.29479461756373937	0.16890934844192634	0.22609773371104816	4915.681745750709	0.14831871507638406	0.08109065155807366	0.29479461756373937	0.16890934844192634	0.22609773371104816	4915.681480169972	0.14831871507711258	2121860991	350	0.08109065155807366	0.29479461756373937	0.16890934844192634	0.22609773371104816	4915.682011331445	0.14831871507565556	6	COMPLETE
7	0.3960694050991501	2020-05-09 17:16:20.249655	2020-05-09 23:48:40.879283	8.98657459009642	64	0.34413837473464304	512	8	0.013699107756617559	256	0.31457279277651906	0.1419971671388102	0.3960694050991501	0.330028328611898	0.370042492917847	6377.435995042493	0.24359335037086632	0.1419971671388102	0.3960694050991501	0.330028328611898	0.370042492917847	6377.435729461757	0.24359335037358937	2881476745	600	0.1419971671388102	0.3960694050991501	0.330028328611898	0.370042492917847	6377.43626062323	0.24359335036814367	7	COMPLETE
