number	value	datetime_start	datetime_complete	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.8834269662921348	2020-04-08 06:13:48.731803	2020-04-08 06:16:11.199428	2.734334678015899	1.5959062671465267	0.07553927459817467	64	5	512	0.10885442632916714	0.272940074906367	0.8834269662921348	0.5706928838951311	0.7205056179775281	5.22565543071161	0.4678819859938473	0.272940074906367	0.8834269662921348	0.5706928838951311	0.7205056179775281	5.22565543071161	0.4678819859938473	2334914082	600	0.272940074906367	0.8834269662921348	0.5706928838951311	0.7205056179775281	5.22565543071161	0.4678819859938473	10	COMPLETE
11	0.8136704119850188	2020-04-08 06:16:11.232706	2020-04-08 06:21:36.519428	1.3471829990785273	4.62676817201536	0.01393459855316165	128	81	256	0.14785120884403027	0.22191011235955055	0.8136704119850188	0.47237827715355807	0.6212546816479401	7.080992509363296	0.40046576066628803	0.22191011235955055	0.8136704119850188	0.47237827715355807	0.6212546816479401	7.080992509363296	0.40046576066628803	4198871182	650	0.22191011235955055	0.8136704119850188	0.47237827715355807	0.6212546816479401	7.080992509363296	0.40046576066628803	11	COMPLETE
12	0.8796816479400749	2020-04-08 06:21:36.546089	2020-04-08 06:30:13.713070	8.583535729766202	4.446438172978845	0.010617450533883781	128	69	128	0.1110097030125391	0.2818352059925094	0.8796816479400749	0.5875468164794008	0.724250936329588	5.323501872659176	0.47335227087135623	0.2818352059925094	0.8796816479400749	0.5875468164794008	0.724250936329588	5.323501872659176	0.47335227087135623	428185521	600	0.2818352059925094	0.8796816479400749	0.5875468164794008	0.724250936329588	5.323501872659176	0.47335227087135623	12	COMPLETE
13	0.8000936329588015	2020-04-08 06:30:13.740205	2020-04-08 06:32:33.826470	2.511576771965153	7.441878156474813	0.02051654583321927	256	56	512	0.15868254999319711	0.1999063670411985	0.8000936329588015	0.43913857677902624	0.5945692883895131	7.617041198501872	0.3785322736240117	0.1999063670411985	0.8000936329588015	0.43913857677902624	0.5945692883895131	7.617041198501872	0.3785322736240117	2866246037	450	0.1999063670411985	0.8000936329588015	0.43913857677902624	0.5945692883895131	7.617041198501872	0.3785322736240117	13	COMPLETE
14	0.8071161048689138	2020-04-08 06:32:33.852980	2020-04-08 06:37:30.203507	0.9033116064752245	7.375285427794654	0.02578830280180853	128	11	128	0.14959378197635717	0.21769662921348315	0.8071161048689138	0.45692883895131087	0.6104868913857678	7.185861423220974	0.39269090875678453	0.21769662921348315	0.8071161048689138	0.45692883895131087	0.6104868913857678	7.185861423220974	0.39269090875678453	3751873976	400	0.21769662921348315	0.8071161048689138	0.45692883895131087	0.6104868913857678	7.185861423220974	0.39269090875678453	14	COMPLETE
15	0.8932584269662921	2020-04-08 06:37:30.227575	2020-04-08 06:44:07.350042	6.651319379036143	2.603464014648944	0.03946665298074501	64	16	128	0.1067612378933024	0.29775280898876405	0.8932584269662921	0.601123595505618	0.7397003745318352	5.1331928838951315	0.4872319124379066	0.29775280898876405	0.8932584269662921	0.601123595505618	0.7397003745318352	5.132958801498128	0.4872346502437194	3477087460	500	0.29775280898876405	0.8932584269662921	0.601123595505618	0.7397003745318352	5.133426966292135	0.4872294484126748	15	COMPLETE
16	0.8328651685393258	2020-04-08 06:44:07.397497	2020-04-08 06:59:18.354097	7.6231013922760145	6.975425388864682	0.08392145413721577	64	48	128	0.13804983264550372	0.2209737827715356	0.8328651685393258	0.4737827715355805	0.6352996254681648	6.6427902621722845	0.4029249714974396	0.2209737827715356	0.8328651685393258	0.4737827715355805	0.6352996254681648	6.6427902621722845	0.4029249714974396	1061123898	900	0.2209737827715356	0.8328651685393258	0.4737827715355805	0.6352996254681648	6.6427902621722845	0.4029249714974396	16	COMPLETE
17	0.7972846441947565	2020-04-08 06:59:18.389844	2020-04-08 07:13:01.409108	9.57744758955891	2.3401302601106817	0.08013400672198227	64	87	128	0.16042055841273722	0.22144194756554308	0.7972846441947565	0.4737827715355805	0.6207865168539326	7.707162921348314	0.39824032993665337	0.22144194756554308	0.7972846441947565	0.4737827715355805	0.6207865168539326	7.706928838951311	0.3982406696788842	1870431266	850	0.22144194756554308	0.7972846441947565	0.4737827715355805	0.6207865168539326	7.707397003745318	0.39824000277746824	17	COMPLETE
18	0.9073033707865169	2020-04-08 07:13:01.432802	2020-04-08 07:21:38.396951	8.787896278268548	1.474449999685976	0.019153225298339942	128	56	128	0.10080146557766567	0.31086142322097376	0.9073033707865169	0.6086142322097379	0.7509363295880149	4.833333333333333	0.4990111786874673	0.31086142322097376	0.9073033707865169	0.6086142322097379	0.7509363295880149	4.833333333333333	0.4990111786874673	1116796390	600	0.31086142322097376	0.9073033707865169	0.6086142322097379	0.7509363295880149	4.833333333333333	0.4990111786874673	18	COMPLETE
19	0.8061797752808989	2020-04-08 07:21:38.430380	2020-04-08 07:29:48.256152	5.455907787028738	6.17059462325309	0.06214078346878737	256	50	128	0.15204715552523537	0.18117977528089887	0.8061797752808989	0.4386704119850187	0.5978464419475655	7.32373595505618	0.3663890835832157	0.18117977528089887	0.8061797752808989	0.4386704119850187	0.598314606741573	7.323501872659176	0.3663975956703795	2644386910	550	0.18117977528089887	0.8061797752808989	0.4386704119850187	0.5978464419475655	7.323970037453184	0.36638199017724593	19	COMPLETE
20	0.8684456928838952	2020-04-08 07:29:48.317315	2020-04-08 07:37:44.531300	6.899925436059709	6.224728815175206	0.01921286415356959	256	25	128	0.12444255296367636	0.2448501872659176	0.8684456928838952	0.524812734082397	0.6811797752808989	5.979400749063671	0.4356471254649052	0.2448501872659176	0.8684456928838952	0.524812734082397	0.6811797752808989	5.979400749063671	0.4356471254649052	1697804434	550	0.2448501872659176	0.8684456928838952	0.524812734082397	0.6811797752808989	5.979400749063671	0.4356471254649052	20	COMPLETE
21	0.850187265917603	2020-04-08 07:37:44.558267	2020-04-08 07:47:24.136662	1.8381231591095393	2.7891545254280197	0.019618391532480933	256	70	128	0.12864180233884143	0.26357677902621723	0.850187265917603	0.5449438202247191	0.6760299625468165	6.160814606741573	0.4473179468788764	0.26357677902621723	0.850187265917603	0.5449438202247191	0.6760299625468165	6.160580524344569	0.44732240559120023	1494499335	600	0.26357677902621723	0.850187265917603	0.5449438202247191	0.6760299625468165	6.1610486891385765	0.447314045505593	21	COMPLETE
22	0.8515917602996255	2020-04-08 07:47:24.163819	2020-04-08 07:49:20.243111	6.1316077257408	2.30161262846179	0.016874724599567587	128	72	512	0.12964027244527912	0.25280898876404495	0.8515917602996255	0.5252808988764045	0.6783707865168539	6.232443820224719	0.4384610597304304	0.25280898876404495	0.8515917602996255	0.5252808988764045	0.6783707865168539	6.2322097378277155	0.43846262027974375	3031344707	400	0.25280898876404495	0.8515917602996255	0.5252808988764045	0.6783707865168539	6.232677902621723	0.4384596192233719	22	COMPLETE
23	0.8108614232209738	2020-04-08 07:49:20.284886	2020-04-08 07:51:47.710404	4.1206082122573875	3.327974897459467	0.04387717685202148	256	79	512	0.15521492703455023	0.18211610486891386	0.8108614232209738	0.45365168539325845	0.6128277153558053	7.4492041198501875	0.3707168906804161	0.18211610486891386	0.8108614232209738	0.45365168539325845	0.6128277153558053	7.448970037453184	0.370716942439929	3099055254	400	0.18211610486891386	0.8108614232209738	0.45365168539325845	0.6128277153558053	7.449438202247191	0.3707168396820726	23	COMPLETE
24	0.8043071161048689	2020-04-08 07:51:47.732278	2020-04-08 07:54:23.147270	3.020490644388279	6.888613405734656	0.014161342979054881	256	72	512	0.15277660118541522	0.20739700374531836	0.8043071161048689	0.4658239700374532	0.6128277153558053	7.317883895131086	0.3871757693293613	0.20739700374531836	0.8043071161048689	0.4658239700374532	0.6128277153558053	7.317883895131086	0.3871757693293613	1649516542	450	0.20739700374531836	0.8043071161048689	0.4658239700374532	0.6128277153558053	7.317883895131086	0.3871757693293613	24	COMPLETE
25	0.8815543071161048	2020-04-08 07:54:23.207372	2020-04-08 07:58:44.350353	9.155981698974077	3.8538100971479077	0.03104358159732802	64	97	256	0.11242050530950536	0.2804307116104869	0.8815543071161048	0.5650749063670412	0.7158239700374532	5.402153558052435	0.4709112887029111	0.2804307116104869	0.8815543071161048	0.5650749063670412	0.7158239700374532	5.402153558052435	0.4709112887029111	1897376162	550	0.2804307116104869	0.8815543071161048	0.5650749063670412	0.7158239700374532	5.402153558052435	0.4709112887029111	25	COMPLETE
26	0.8735955056179775	2020-04-08 07:58:44.383872	2020-04-08 08:02:37.730883	7.875606214398661	9.819724647463426	0.013317083155910684	128	72	256	0.12049568147129948	0.27247191011235955	0.8735955056179775	0.5561797752808989	0.6942883895131086	5.767322097378277	0.4582880639733855	0.27247191011235955	0.8735955056179775	0.5561797752808989	0.6942883895131086	5.767322097378277	0.4582880639733855	15430928	500	0.27247191011235955	0.8735955056179775	0.5561797752808989	0.6942883895131086	5.767322097378277	0.4582880639733855	26	COMPLETE
27	0.7504681647940075	2020-04-08 08:02:37.752489	2020-04-08 08:05:41.875979	1.091435934900899	4.552794018389638	0.02365117921133626	256	12	256	0.1811352893169481	0.17088014981273408	0.7504681647940075	0.39091760299625467	0.5407303370786517	8.684456928838951	0.34207220832390955	0.17088014981273408	0.7504681647940075	0.39091760299625467	0.5407303370786517	8.684456928838951	0.34207220832390955	1018214277	450	0.17088014981273408	0.7504681647940075	0.39091760299625467	0.5407303370786517	8.684456928838951	0.34207220832390955	27	COMPLETE
28	0.8661048689138576	2020-04-08 08:05:41.923450	2020-04-08 08:07:45.782756	5.907936523179641	9.824818673189299	0.04053207579954264	128	40	512	0.12382283174582802	0.2303370786516854	0.8661048689138576	0.522003745318352	0.6750936329588015	5.954588014981273	0.42451515288659575	0.2303370786516854	0.8661048689138576	0.522003745318352	0.6750936329588015	5.954588014981273	0.42451515288659575	1751050310	450	0.2303370786516854	0.8661048689138576	0.522003745318352	0.6750936329588015	5.954588014981273	0.42451515288659575	28	COMPLETE
29	0.8375468164794008	2020-04-08 08:07:45.810069	2020-04-08 08:12:43.039343	8.280755835849272	9.878430075400244	0.06597517856846899	64	75	128	0.13332771255254522	0.22705992509363296	0.8375468164794008	0.5046816479400749	0.6629213483146067	6.414794007490637	0.4157592107565477	0.22705992509363296	0.8375468164794008	0.5046816479400749	0.6629213483146067	6.414794007490637	0.4157592107565477	2894862418	350	0.22705992509363296	0.8375468164794008	0.5046816479400749	0.6629213483146067	6.414794007490637	0.4157592107565477	29	COMPLETE
30	0.8946629213483146	2020-04-08 08:12:43.103089	2020-04-08 08:18:58.258747	7.3426734608607775	1.4666003322835768	0.03900481047056963	128	76	128	0.106110357235566	0.27715355805243447	0.8946629213483146	0.5706928838951311	0.724250936329588	5.0950374531835205	0.46997445724642656	0.27715355805243447	0.8946629213483146	0.5706928838951311	0.724250936329588	5.0950374531835205	0.46997445724642656	3252828074	450	0.27715355805243447	0.8946629213483146	0.5706928838951311	0.724250936329588	5.0950374531835205	0.46997445724642656	30	COMPLETE
31	0.8824906367041199	2020-04-08 08:18:58.292547	2020-04-08 08:22:47.836898	7.2472889918107795	6.599418031209805	0.04427684343254661	64	69	256	0.11558898016008154	0.2687265917602996	0.8824906367041199	0.5674157303370787	0.7176966292134831	5.557584269662922	0.4621080848484655	0.2687265917602996	0.8824906367041199	0.5674157303370787	0.7176966292134831	5.557584269662922	0.4621080848484655	3507934126	500	0.2687265917602996	0.8824906367041199	0.5674157303370787	0.7176966292134831	5.557584269662922	0.4621080848484655	31	COMPLETE
32	0.8075842696629213	2020-04-08 08:22:47.857973	2020-04-08 08:25:46.123559	1.1881432392236204	3.76314777282879	0.015203384184552752	128	78	512	0.15594332002291686	0.20271535580524344	0.8075842696629213	0.46254681647940077	0.6212546816479401	7.468632958801498	0.3867677065865878	0.20271535580524344	0.8075842696629213	0.46254681647940077	0.6212546816479401	7.468632958801498	0.3867677065865878	1479097482	600	0.20271535580524344	0.8075842696629213	0.46254681647940077	0.6212546816479401	7.468632958801498	0.3867677065865878	32	COMPLETE
33	0.8323970037453183	2020-04-08 08:25:46.147292	2020-04-08 08:37:38.421738	2.14213309009277	4.720461586840453	0.01361825517588184	256	85	128	0.13797545288985924	0.2340823970037453	0.8323970037453183	0.5177902621722846	0.6587078651685393	6.603932584269663	0.42195340172573836	0.2340823970037453	0.8323970037453183	0.5177902621722846	0.6587078651685393	6.603932584269663	0.42195340172573836	4120973948	750	0.2340823970037453	0.8323970037453183	0.5177902621722846	0.6587078651685393	6.603932584269663	0.42195340172573836	33	COMPLETE
34	0.8689138576779026	2020-04-08 08:37:38.459602	2020-04-08 08:42:40.156883	4.949967983816474	7.424678420985782	0.014804428897269944	64	4	128	0.12118211369054595	0.25842696629213485	0.8689138576779026	0.5472846441947565	0.6970973782771536	5.83567415730337	0.4478557622736003	0.25842696629213485	0.8689138576779026	0.5472846441947565	0.6970973782771536	5.83567415730337	0.4478557622736003	2084538607	550	0.25842696629213485	0.8689138576779026	0.5472846441947565	0.6970973782771536	5.83567415730337	0.4478557622736003	34	COMPLETE
35	0.8295880149812734	2020-04-08 08:42:40.184888	2020-04-08 08:44:52.958868	0.9850943039037319	9.230907578129049	0.015277920011972469	64	70	512	0.13405844552114551	0.2247191011235955	0.8295880149812734	0.4943820224719101	0.6413857677902621	6.4293071161048685	0.4094428750602772	0.2247191011235955	0.8295880149812734	0.4943820224719101	0.6413857677902621	6.4293071161048685	0.4094428750602772	3880351920	500	0.2247191011235955	0.8295880149812734	0.4943820224719101	0.6413857677902621	6.4293071161048685	0.4094428750602772	35	COMPLETE
36	0.8544007490636704	2020-04-08 08:44:53.003505	2020-04-08 08:47:13.886724	8.879685977083616	1.923637567685693	0.013299305946551385	256	22	512	0.13157925003710505	0.24110486891385768	0.8544007490636704	0.5032771535580525	0.6610486891385767	6.300093632958801	0.4249394622245728	0.24110486891385768	0.8544007490636704	0.5032771535580525	0.6610486891385767	6.300093632958801	0.4249394622245728	1060138479	550	0.24110486891385768	0.8544007490636704	0.5032771535580525	0.6610486891385767	6.300093632958801	0.4249394622245728	36	COMPLETE
37	0.9087078651685393	2020-04-08 08:47:13.914148	2020-04-08 08:57:09.254374	3.48215062148018	3.284902129340178	0.018063724382590136	64	44	128	0.10022843090384807	0.31226591760299627	0.9087078651685393	0.6217228464419475	0.7579588014981273	4.811095505617978	0.5052138859914379	0.31226591760299627	0.9087078651685393	0.6221910112359551	0.7579588014981273	4.810861423220974	0.5052361795530573	3160817637	700	0.31226591760299627	0.9087078651685393	0.6217228464419475	0.7579588014981273	4.811329588014981	0.5051971658202233	37	COMPLETE
38	0.7921348314606742	2020-04-08 08:57:09.305641	2020-04-08 09:03:56.673321	6.234559403344749	2.5599790492949484	0.05142287474824989	256	75	256	0.16285972255596032	0.15636704119850187	0.7921348314606742	0.4157303370786517	0.5678838951310862	7.834269662921348	0.34445580296857264	0.15636704119850187	0.7921348314606742	0.4157303370786517	0.5678838951310862	7.834269662921348	0.34445580296857264	779022504	650	0.15636704119850187	0.7921348314606742	0.4157303370786517	0.5678838951310862	7.834269662921348	0.34445580296857264	38	COMPLETE
39	0.8721910112359551	2020-04-08 09:03:56.695684	2020-04-08 09:16:09.100443	7.416378839402599	5.7013636139819415	0.024863142456869262	256	85	128	0.12163098348384856	0.25046816479400746	0.8721910112359551	0.5360486891385767	0.6896067415730337	5.836376404494382	0.4422872305254972	0.25046816479400746	0.8721910112359551	0.5365168539325843	0.6896067415730337	5.836142322097379	0.4423095240871166	1023782052	700	0.25046816479400746	0.8721910112359551	0.5360486891385767	0.6896067415730337	5.836610486891386	0.4422705103542826	39	COMPLETE
40	0.8319288389513109	2020-04-08 09:16:09.136651	2020-04-08 09:23:02.773003	5.6809222109501105	8.508238800794283	0.017343807007645543	256	94	256	0.13914402579620117	0.2308052434456929	0.8319288389513109	0.4943820224719101	0.6587078651685393	6.64185393258427	0.41609667998894057	0.2308052434456929	0.8319288389513109	0.4943820224719101	0.6587078651685393	6.64185393258427	0.41609667998894057	2455139264	700	0.2308052434456929	0.8319288389513109	0.4943820224719101	0.6587078651685393	6.64185393258427	0.41609667998894057	40	COMPLETE
41	0.7991573033707865	2020-04-08 09:23:02.800767	2020-04-08 09:26:10.390799	5.241334533318438	4.6636020264877	0.021241568656462925	256	71	256	0.15743498085502688	0.18398876404494383	0.7991573033707865	0.4232209737827715	0.5856741573033708	7.569756554307116	0.3638669226556852	0.18398876404494383	0.7991573033707865	0.4232209737827715	0.5856741573033708	7.569756554307116	0.3638669226556852	3556425855	350	0.18398876404494383	0.7991573033707865	0.4232209737827715	0.5856741573033708	7.569756554307116	0.3638669226556852	41	COMPLETE
42	0.7724719101123596	2020-04-08 09:26:10.412304	2020-04-08 09:31:55.799746	6.038596580897968	3.755660694489661	0.05403343072787022	256	12	128	0.16523630870157358	0.14232209737827714	0.7724719101123596	0.39419475655430714	0.5580524344569289	7.96371722846442	0.33053691953805564	0.14232209737827714	0.7724719101123596	0.39419475655430714	0.5580524344569289	7.963483146067416	0.3305403619262469	1795376235	400	0.14232209737827714	0.7724719101123596	0.39419475655430714	0.5580524344569289	7.9639513108614235	0.33053385963744125	42	COMPLETE
43	0.8927902621722846	2020-04-08 09:31:55.828575	2020-04-08 09:33:55.283554	7.233868227303185	7.206312627675205	0.019967741548742465	64	20	512	0.11134482981385978	0.29213483146067415	0.8927902621722846	0.5866104868913857	0.7350187265917603	5.351123595505618	0.48252941980282854	0.29213483146067415	0.8927902621722846	0.5866104868913857	0.7350187265917603	5.351123595505618	0.48252941980282854	1057671371	500	0.29213483146067415	0.8927902621722846	0.5866104868913857	0.7350187265917603	5.351123595505618	0.48252941980282854	43	COMPLETE
44	0.8721910112359551	2020-04-08 09:33:55.326170	2020-04-08 09:47:51.340781	2.538615594152712	3.3732280883366883	0.0944209616239949	256	22	128	0.11490176352480433	0.2640449438202247	0.8721910112359551	0.5430711610486891	0.6980337078651685	5.521535580524344	0.4519687296467348	0.2640449438202247	0.8721910112359551	0.5430711610486891	0.6985018726591761	5.521067415730337	0.4520240582132993	4066153513	900	0.2640449438202247	0.8721910112359551	0.5430711610486891	0.6980337078651685	5.522003745318352	0.4519304252544978	44	COMPLETE
45	0.8801498127340824	2020-04-08 09:47:51.367375	2020-04-08 09:52:20.585093	4.248777031437408	7.757580751012599	0.0569075426557582	64	30	128	0.11660243759946792	0.2762172284644195	0.8801498127340824	0.5669475655430711	0.7219101123595506	5.603932584269663	0.4652491683225402	0.2762172284644195	0.8801498127340824	0.5669475655430711	0.7219101123595506	5.603932584269663	0.4652491683225402	3429771367	350	0.2762172284644195	0.8801498127340824	0.5669475655430711	0.7219101123595506	5.603932584269663	0.4652491683225402	45	COMPLETE
46	0.87687265917603	2020-04-08 09:52:20.626798	2020-04-08 09:54:17.391281	7.997528154182457	9.4069797845245	0.017881742801754856	128	88	512	0.11712408377021578	0.2701310861423221	0.87687265917603	0.552434456928839	0.7064606741573034	5.617977528089888	0.45937613511737974	0.2701310861423221	0.87687265917603	0.552434456928839	0.7064606741573034	5.617977528089888	0.45937613511737974	2782646125	400	0.2701310861423221	0.87687265917603	0.552434456928839	0.7064606741573034	5.617977528089888	0.45937613511737974	46	COMPLETE
47	0.7209737827715356	2020-04-08 09:54:17.438281	2020-04-08 10:00:56.531813	7.763552249589842	6.647555867496061	0.0825967555969012	256	28	128	0.2007789373212958	0.12219101123595505	0.7209737827715356	0.3441011235955056	0.5084269662921348	9.676029962546817	0.2981922927321502	0.12219101123595505	0.7209737827715356	0.3441011235955056	0.5084269662921348	9.676029962546817	0.2981922927321502	3153458872	500	0.12219101123595505	0.7209737827715356	0.3441011235955056	0.5084269662921348	9.676029962546817	0.2981922927321502	47	COMPLETE
48	0.8436329588014981	2020-04-08 10:00:56.570351	2020-04-08 10:14:43.101213	0.974648683469304	9.414705758058636	0.038987775169331926	256	73	128	0.13769973925932238	0.225187265917603	0.8436329588014981	0.48080524344569286	0.6432584269662921	6.610486891385768	0.4083728684820971	0.225187265917603	0.8436329588014981	0.48080524344569286	0.6432584269662921	6.61001872659176	0.4084326895391092	2507770099	850	0.225187265917603	0.8436329588014981	0.48080524344569286	0.6432584269662921	6.610955056179775	0.4083312538337409	48	COMPLETE
49	0.6849250936329588	2020-04-08 10:14:43.140242	2020-04-08 10:22:16.783257	9.422198015163605	1.8299669456979593	0.08300710660105798	256	79	128	0.2164698624669501	0.12780898876404495	0.6849250936329588	0.32865168539325845	0.47237827715355807	10.436563670411985	0.29277833623534055	0.12780898876404495	0.6849250936329588	0.32865168539325845	0.47237827715355807	10.436329588014981	0.292778391216526	4131735874	500	0.12780898876404495	0.6849250936329588	0.32865168539325845	0.47237827715355807	10.436797752808989	0.29277828208720336	49	COMPLETE
