number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.08848314606741572	2020-03-12 13:09:03.458099	2020-03-12 13:09:20.764388	64	128	0.007121953587059436	512	0.4867051347136199	1.0053418053868697	0.0	0.08848314606741572	0.028089887640449437	0.04307116104868914	48.511470037453186	0.04450240286671294	0.0	0.08848314606741572	0.028089887640449437	0.04307116104868914	48.51123595505618	0.04450246954735587	1333008992	150	0.0	0.08848314606741572	0.028089887640449437	0.04307116104868914	48.51170411985019	0.04450233729741407	0	COMPLETE
1	0.09269662921348315	2020-03-12 13:09:20.784597	2020-03-12 13:09:46.302568	64	256	0.03491322304749052	256	0.019200743595741317	0.9999037807884065	0.0	0.09269662921348315	0.017790262172284643	0.04307116104868914	48.262172284644194	0.043719947309051335	0.0	0.09269662921348315	0.017790262172284643	0.04307116104868914	48.262172284644194	0.043719947309051335	606334687	150	0.0	0.09269662921348315	0.017790262172284643	0.04307116104868914	48.262172284644194	0.043719947309051335	1	COMPLETE
2	0.10861423220973783	2020-03-12 13:09:46.320445	2020-03-12 13:11:11.375367	256	256	0.062022755182828404	128	0.15781091037550193	0.9768732451774487	0.0	0.10861423220973783	0.020599250936329586	0.04588014981273408	47.12827715355805	0.04547220116303482	0.0	0.10861423220973783	0.020599250936329586	0.04588014981273408	47.12827715355805	0.04547220116303482	282713948	300	0.0	0.10861423220973783	0.020599250936329586	0.04588014981273408	47.12827715355805	0.04547220116303482	2	COMPLETE
3	0.10908239700374532	2020-03-12 13:11:11.393655	2020-03-12 13:11:50.297056	256	256	0.004265495523875852	128	0.007075832881314237	0.9839052418211984	0.0	0.10908239700374532	0.021067415730337078	0.046348314606741575	47.45880149812734	0.045842843198900265	0.0	0.10908239700374532	0.021067415730337078	0.046348314606741575	47.45880149812734	0.045842843198900265	3147283269	150	0.0	0.10908239700374532	0.021067415730337078	0.046348314606741575	47.45880149812734	0.045842843198900265	3	COMPLETE
4	0.09784644194756555	2020-03-12 13:11:50.312745	2020-03-12 13:12:24.428218	64	64	0.006773700626247122	128	0.523503381371068	1.0148604402025596	0.0	0.09784644194756555	0.019662921348314606	0.04307116104868914	48.98033707865169	0.04346022805929335	0.0	0.09784644194756555	0.019662921348314606	0.04307116104868914	48.98033707865169	0.04346022805929335	2644507409	150	0.0	0.09784644194756555	0.019662921348314606	0.04307116104868914	48.98033707865169	0.04346022805929335	4	COMPLETE
5	0.09737827715355805	2020-03-12 13:12:24.440388	2020-03-12 13:12:57.774429	256	128	0.008993378667602813	128	0.10659566193792751	1.0016871071926385	0.0	0.09737827715355805	0.020131086142322098	0.04073033707865169	48.318820224719104	0.044207361847600254	0.0	0.09737827715355805	0.020131086142322098	0.04073033707865169	48.318820224719104	0.044207361847600254	3950402313	150	0.0	0.09737827715355805	0.020131086142322098	0.04073033707865169	48.318820224719104	0.044207361847600254	5	COMPLETE
6	0.09035580524344569	2020-03-12 13:12:57.786507	2020-03-12 13:13:21.042192	256	64	0.0012457972762533356	256	0.039193472426891814	0.9972979466357593	0.00046816479400749064	0.09035580524344569	0.02294007490636704	0.04400749063670412	48.09878277153558	0.043919070067433244	0.00046816479400749064	0.09035580524344569	0.02294007490636704	0.04400749063670412	48.09878277153558	0.043919070067433244	4064688125	150	0.00046816479400749064	0.09035580524344569	0.02294007490636704	0.04400749063670412	48.09878277153558	0.043919070067433244	6	COMPLETE
7	0.10533707865168539	2020-03-12 13:13:21.054077	2020-03-12 13:13:54.012415	64	128	0.00323260364722981	128	0.46884157766840817	0.9740800945914947	0.0	0.10533707865168539	0.018726591760299626	0.042134831460674156	47.01966292134831	0.04466484852961355	0.0	0.10533707865168539	0.018726591760299626	0.042134831460674156	47.01966292134831	0.04466484852961355	1041958955	150	0.0	0.10533707865168539	0.018726591760299626	0.042134831460674156	47.01966292134831	0.04466484852961355	7	COMPLETE
8	0.09316479400749064	2020-03-12 13:13:54.024545	2020-03-12 13:14:41.473207	128	128	0.005695738865306208	128	0.002788085922221998	1.0149112036399375	0.0	0.09316479400749064	0.02200374531835206	0.04119850187265917	48.96488764044944	0.043289458980298054	0.0	0.09316479400749064	0.02200374531835206	0.04119850187265917	48.96488764044944	0.043289458980298054	3895219932	200	0.0	0.09316479400749064	0.02200374531835206	0.04119850187265917	48.96488764044944	0.043289458980298054	8	COMPLETE
9	0.10065543071161048	2020-03-12 13:14:41.485399	2020-03-12 13:15:48.482670	128	128	0.035634724802921645	256	0.04416504869018676	1.0000006228873737	0.0	0.10065543071161048	0.023408239700374533	0.04681647940074907	48.27762172284644	0.0453813686745906	0.0	0.10065543071161048	0.023408239700374533	0.04681647940074907	48.27762172284644	0.0453813686745906	2408512544	350	0.0	0.10065543071161048	0.023408239700374533	0.04681647940074907	48.27762172284644	0.0453813686745906	9	COMPLETE
10	0.08895131086142322	2020-03-12 13:15:48.493220	2020-03-12 13:16:24.049357	64	64	0.001340309250994098	128	0.038767331020217725	1.013479914882461	0.0	0.08895131086142322	0.020599250936329586	0.04073033707865169	48.923689138576776	0.04276402957851309	0.0	0.08895131086142322	0.020599250936329586	0.04073033707865169	48.923689138576776	0.04276402957851309	952380765	150	0.0	0.08895131086142322	0.020599250936329586	0.04073033707865169	48.923689138576776	0.04276402957851309	10	COMPLETE
11	0.09363295880149813	2020-03-12 13:16:24.061523	2020-03-12 13:16:45.818490	128	64	0.007614977855978872	256	0.21846616392218698	1.012924883872173	0.0	0.09363295880149813	0.02200374531835206	0.040262172284644196	48.88670411985019	0.04338770345538729	0.0	0.09363295880149813	0.02200374531835206	0.040262172284644196	48.88670411985019	0.04338770345538729	1136234433	150	0.0	0.09363295880149813	0.02200374531835206	0.040262172284644196	48.88670411985019	0.04338770345538729	11	COMPLETE
12	0.09129213483146068	2020-03-12 13:16:45.830673	2020-03-12 13:17:19.872225	64	64	0.0027737521021309846	128	0.7941193754573461	1.0220331659833535	0.0	0.09129213483146068	0.018726591760299626	0.0351123595505618	49.368445692883896	0.04223092464217973	0.0	0.09129213483146068	0.018726591760299626	0.0351123595505618	49.368445692883896	0.04223092464217973	353130281	150	0.0	0.09129213483146068	0.018726591760299626	0.0351123595505618	49.368445692883896	0.04223092464217973	12	COMPLETE
13	0.09316479400749064	2020-03-12 13:17:19.886223	2020-03-12 13:17:52.419569	256	64	0.011622725962276377	128	0.032156543857789634	1.0216967021882506	0.0	0.09316479400749064	0.020131086142322098	0.04073033707865169	49.2813670411985	0.043384876157999144	0.0	0.09316479400749064	0.020131086142322098	0.04073033707865169	49.2813670411985	0.043384876157999144	2266679793	150	0.0	0.09316479400749064	0.020131086142322098	0.04073033707865169	49.2813670411985	0.043384876157999144	13	COMPLETE
14	0.10018726591760299	2020-03-12 13:17:52.431445	2020-03-12 13:18:32.207310	256	256	0.0890516063868125	512	0.4582654115595132	0.9929522786129001	0.0	0.10018726591760299	0.016853932584269662	0.03838951310861423	47.94101123595506	0.04401997841198688	0.0	0.10018726591760299	0.016853932584269662	0.03838951310861423	47.94101123595506	0.04401997841198688	392153846	250	0.0	0.10018726591760299	0.016853932584269662	0.03838951310861423	47.94101123595506	0.04401997841198688	14	COMPLETE
15	0.10065543071161048	2020-03-12 13:18:32.218793	2020-03-12 13:18:50.039423	128	128	0.001738382957287045	512	0.0022590544881202794	1.0001173759723423	0.0	0.10065543071161048	0.020599250936329586	0.042134831460674156	48.23548689138577	0.04433463719992194	0.0	0.10065543071161048	0.020599250936329586	0.042134831460674156	48.23548689138577	0.04433463719992194	2177060259	150	0.0	0.10065543071161048	0.020599250936329586	0.042134831460674156	48.23548689138577	0.04433463719992194	15	COMPLETE
16	0.09082397003745318	2020-03-12 13:18:50.051501	2020-03-12 13:19:09.850628	128	256	0.0041668320933303	512	0.08395103884356996	1.0161155441196894	0.0	0.09082397003745318	0.018258426966292134	0.03698501872659176	49.07116104868914	0.042202705893491475	0.0	0.09082397003745318	0.018258426966292134	0.03698501872659176	49.07116104868914	0.042202705893491475	2857535327	150	0.0	0.09082397003745318	0.018258426966292134	0.03698501872659176	49.07116104868914	0.042202705893491475	16	COMPLETE
17	0.09269662921348315	2020-03-12 13:19:09.861596	2020-03-12 13:19:34.021431	128	64	0.08983595239601339	256	0.396843315771197	0.9896949732393613	0.0	0.09269662921348315	0.019194756554307114	0.041666666666666664	47.76076779026217	0.043519742805848534	0.0	0.09269662921348315	0.019194756554307114	0.041666666666666664	47.76076779026217	0.043519742805848534	3170191089	150	0.0	0.09269662921348315	0.019194756554307114	0.041666666666666664	47.76076779026217	0.043519742805848534	17	COMPLETE
18	0.10346441947565543	2020-03-12 13:19:34.033273	2020-03-12 13:19:57.527298	256	256	0.008067809977775826	256	0.0014892946994263963	1.015258418207758	0.0	0.10346441947565543	0.02200374531835206	0.04447565543071161	49.03511235955056	0.044940351232044796	0.0	0.10346441947565543	0.02200374531835206	0.04447565543071161	49.03511235955056	0.044940351232044796	1479192926	150	0.0	0.10346441947565543	0.02200374531835206	0.04447565543071161	49.03511235955056	0.044940351232044796	18	COMPLETE
19	0.09784644194756555	2020-03-12 13:19:57.538008	2020-03-12 13:20:32.049581	128	128	0.061264479735563836	128	0.039563431911505624	1.0167135095663284	0.0	0.09784644194756555	0.015917602996254682	0.037921348314606744	49.03932584269663	0.042233142208538584	0.0	0.09784644194756555	0.015917602996254682	0.037921348314606744	49.03932584269663	0.042233142208538584	3372023744	150	0.0	0.09784644194756555	0.015917602996254682	0.037921348314606744	49.03932584269663	0.042233142208538584	19	COMPLETE
20	0.09363295880149813	2020-03-12 13:20:32.060251	2020-03-12 13:20:57.162580	256	128	0.0012418891242712935	256	0.18787275299266265	1.0044678793975923	0.0	0.09363295880149813	0.025749063670411985	0.04447565543071161	48.52949438202247	0.044784338788165574	0.0	0.09363295880149813	0.025749063670411985	0.04447565543071161	48.52949438202247	0.044784338788165574	3612798516	150	0.0	0.09363295880149813	0.025749063670411985	0.04447565543071161	48.52949438202247	0.044784338788165574	20	COMPLETE
21	0.08614232209737828	2020-03-12 13:20:57.174569	2020-03-12 13:21:21.420267	256	64	0.02468423900919656	256	0.2314723187819957	1.0127464598341243	0.0	0.08614232209737828	0.019194756554307114	0.04400749063670412	48.79190074906367	0.04302316998739187	0.0	0.08614232209737828	0.019194756554307114	0.04400749063670412	48.791666666666664	0.04302368844231325	930212258	150	0.0	0.08614232209737828	0.019194756554307114	0.04400749063670412	48.79213483146067	0.043022675098603275	21	COMPLETE
