number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11376404494382023	2020-04-28 18:57:40.676046	2020-04-28 19:00:57.315714	0.6111590617714777	17.861328903359265	128	46	256	0.9868951368429925	0.0	0.11376404494382023	0.02949438202247191	0.0552434456928839	47.60533707865169	0.050124444926377354	0.05290262172284644	0.1399812734082397	0.05945692883895131	0.07818352059925093	45.57022471910113	0.09027664327716166	1349830580	150	0.0	0.09269662921348315	0.011704119850187267	0.032303370786516857	49.640449438202246	0.04042549546034083	0	COMPLETE
1	0.11797752808988764	2020-04-28 19:00:57.347370	2020-04-28 19:10:54.421220	0.5548039270110405	25.890412413493895	128	58	256	0.9637309686413335	0.0009363295880149813	0.11797752808988764	0.02902621722846442	0.060393258426966294	46.45224719101124	0.05136755983511539	0.05664794007490637	0.1399812734082397	0.06413857677902622	0.08426966292134831	44.36376404494382	0.09512693057382483	2454472972	300	0.0009363295880149813	0.09363295880149813	0.008426966292134831	0.03417602996254682	48.54073033707865	0.04123927911251211	1	COMPLETE
2	0.10814606741573034	2020-04-28 19:10:54.473122	2020-04-28 19:24:07.150809	0.6565254408586656	9.498216914837068	256	37	128	0.9933319726831555	0.00046816479400749064	0.10814606741573034	0.02949438202247191	0.06273408239700375	47.97752808988764	0.049287559972724555	0.06367041198501873	0.13857677902621723	0.06835205992509363	0.08146067415730338	45.37874531835206	0.09815837689848253	575702853	150	0.00046816479400749064	0.08707865168539326	0.008426966292134831	0.032303370786516857	50.576310861423224	0.03850022809342669	2	COMPLETE
3	0.09597378277153558	2020-04-28 19:24:07.177925	2020-04-28 19:37:45.769095	0.6612248509205282	15.51171506184079	256	29	128	0.9981159077249189	0.0	0.09597378277153558	0.01638576779026217	0.04681647940074907	48.21676029962547	0.044820431481192385	0.04681647940074907	0.12406367041198502	0.05196629213483146	0.07162921348314606	45.541666666666664	0.08331612307709345	2974606557	200	0.0	0.07584269662921349	0.005149812734082397	0.018258426966292134	50.89185393258427	0.035774926438679557	3	COMPLETE
4	0.11844569288389513	2020-04-28 19:37:45.832771	2020-04-28 20:07:29.608839	0.6864809424557592	7.224573429693004	256	56	128	0.9756326956241932	0.0009363295880149813	0.11844569288389513	0.025280898876404494	0.06367041198501873	47.07209737827716	0.05118967084302648	0.06273408239700375	0.15355805243445692	0.06835205992509363	0.0852059925093633	44.52247191011236	0.10047867725320883	4086327101	200	0.0009363295880149813	0.08941947565543071	0.006554307116104869	0.026685393258426966	49.62172284644195	0.03992818231388203	4	COMPLETE
5	0.0852059925093633	2020-04-28 20:07:29.637088	2020-04-28 20:45:17.832719	0.42610702128291544	20.673728589078358	256	54	512	1.0214305959741343	0.0	0.0852059925093633	0.02247191011235955	0.050093632958801496	49.3000936329588	0.04442810830283425	0.050093632958801496	0.11282771535580524	0.05337078651685393	0.06413857677902622	46.877808988764045	0.0834777675865196	1575667755	250	0.0	0.06788389513108614	0.007958801498127341	0.024344569288389514	51.72237827715356	0.03559922025592565	5	COMPLETE
6	0.09831460674157304	2020-04-28 20:45:17.876867	2020-04-28 21:06:23.626592	0.23559887388236211	27.06645128309744	256	61	512	0.9950348183788248	0.0	0.09831460674157304	0.016853932584269662	0.04728464419475655	47.991573033707866	0.04466771142508437	0.04681647940074907	0.13155430711610486	0.05337078651685393	0.06975655430711611	45.53323970037453	0.08431877194915767	211492831	150	0.0	0.0749063670411985	0.0023408239700374533	0.018726591760299626	50.4499063670412	0.03584862913528116	6	COMPLETE
7	0.10955056179775281	2020-04-28 21:06:23.653837	2020-04-28 21:08:28.835867	0.10580609327046192	1.3352491607959256	128	22	256	1.001529911142331	0.0	0.10955056179775281	0.025280898876404494	0.0599250936329588	48.32116104868914	0.0491814266169091	0.054307116104868915	0.13108614232209737	0.060393258426966294	0.07256554307116105	46.296816479400746	0.08986678434131808	2051867050	150	0.0	0.09035580524344569	0.009363295880149813	0.02902621722846442	50.34550561797753	0.039772791678671905	7	COMPLETE
8	0.09035580524344569	2020-04-28 21:08:28.877320	2020-04-28 21:29:08.418432	0.6009577601279482	2.3036841238619425	256	59	128	1.004358406555368	0.0	0.09035580524344569	0.017322097378277154	0.04681647940074907	48.46816479400749	0.04375931392874755	0.047752808988764044	0.11938202247191011	0.05102996254681648	0.06601123595505617	45.95973782771536	0.08271742350528945	1114043987	150	0.0	0.07116104868913857	0.0046816479400749065	0.019194756554307114	50.97659176029963	0.03511120252815262	8	COMPLETE
9	0.1100187265917603	2020-04-28 21:29:08.455482	2020-04-28 22:04:12.203512	0.78587898039511	18.780854294704575	256	41	512	1.0018214262552796	0.0009363295880149813	0.1100187265917603	0.021067415730337078	0.060861423220973786	48.339185393258425	0.04836353873322761	0.05805243445692884	0.13576779026217228	0.06273408239700375	0.07865168539325842	45.912921348314605	0.09353436681030212	1305471884	300	0.0009363295880149813	0.08099250936329588	0.007022471910112359	0.026217228464419477	50.765449438202246	0.03853304080424611	9	COMPLETE
