number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.012010151085930123	2019-12-27 20:46:06.348775	2019-12-27 21:08:33.004390	0.7442561837664967	23.73529305086165	450.0	2	30.0	0.0066895050954339005	1200.0	0.9529592060656975	0.00227219074598678	0.012010151085930123	0.005636213408876298	0.008114966949952786	19318.409820585457	0.006255416062391043	0.00227219074598678	0.012010151085930123	0.005636213408876298	0.008114966949952786	19318.319287063267	0.00625617635796032	0.00227219074598678	0.012010151085930123	0.005636213408876298	0.008114966949952786	19318.500354107648	0.006254741545468351	9			0.010667492917847025	0.011473087818696884											
10	TrialState.COMPLETE	0.013574126534466479	2019-12-27 21:08:33.005209	2019-12-27 21:24:59.163664	0.8170285266969535	13.088314978581698	50.0	2	20.0	0.001346474342388721	900.0	1.0292830215183943	0.0031574598677998112	0.013574126534466479	0.0054591595845136925	0.008173984891406987	20866.68804591596	0.007245531693791962	0.0031574598677998112	0.013574126534466479	0.0054591595845136925	0.008173984891406987	20866.656574598677	0.00724593419694397	0.0031574598677998112	0.013574126534466479	0.0054591595845136925	0.008173984891406987	20866.71951723324	0.007245170790195845	10			0.012570821529745042	0.013172804532577903											
11	TrialState.COMPLETE	0.014240186159449615	2019-12-27 21:24:59.164488	2019-12-27 21:45:24.646228	0.47823276627278943	25.21460154105334	50.0	2	30.0	0.0023182147771580413	1200.0	1.0887197004892408	0.0033893160663698908	0.014240186159449615	0.0060198300283286115	0.008473290165924727	22071.847708417645	0.007596752421968725	0.0033893160663698908	0.014240186159449615	0.0060198300283286115	0.008473290165924727	22071.794996964793	0.007598350591273964	0.0033893160663698908	0.014240186159449615	0.0060198300283286115	0.008473290165924727	22071.900419870497	0.007595376424483321	11				0.01334985835694051	0.013869216241737488										
12	TrialState.COMPLETE	0.012865911237016053	2019-12-27 21:45:24.647334	2019-12-27 22:01:56.552888	0.8991068108868453	16.562469474548156	50.0	2	90.0	0.007047480726945	1900.0	0.9872641915753051	0.0032754957507082154	0.012865911237016053	0.005636213408876298	0.00823300283286119	20014.115542374882	0.0071743110444627235	0.0032754957507082154	0.012865911237016053	0.005636213408876298	0.00823300283286119	20014.055712936733	0.007174480553976208	0.0032754957507082154	0.012865911237016053	0.005636213408876298	0.00823300283286119	20014.17537181303	0.007174148561199963	12			0.011685552407932011	0.012393767705382436											
13	TrialState.COMPLETE	0.45448452043707	2019-12-27 22:01:56.553754	2019-12-27 22:56:36.900416	0.8382902591948129	17.275968362888833	250.0	1	100.0	0.0018722939653986479	1000.0	0.11829568549251368	0.006791278834479967	0.45448452043707	0.2937449413193039	0.3735456292998786	2397.4754401052205	0.1730545007774345	0.006791278834479967	0.45448452043707	0.2937449413193039	0.3735456292998786	2397.4725187171184	0.17305450377977838	0.006791278834479967	0.45448452043707	0.2937449413193039	0.3735456292998786	2397.4783614933226	0.17305449781489182	13											0.45277089235127477	0.453693615166703			
14	TrialState.COMPLETE	0.015606029947389721	2019-12-27 22:56:36.901288	2019-12-27 23:22:41.034912	0.4696472500168859	14.146948089110714	350.0	2	70.0	0.0020522046851208075	900.0	0.9522712085742231	0.003414609469850263	0.015606029947389721	0.006702751922298664	0.009282679077296642	19304.825766390124	0.008067498210048527	0.003414609469850263	0.015606029947389721	0.006702751922298664	0.009282679077296642	19304.7797956293	0.008067589144213575	0.003414609469850263	0.015606029947389721	0.006702751922298664	0.009282679077296642	19304.871737150952	0.00806741079825965	14				0.014128895184135978	0.014990557129367327										
15	TrialState.COMPLETE	0.011473087818696884	2019-12-27 23:22:41.036604	2019-12-27 23:41:58.152228	0.52321920374036	29.791171593593738	450.0	2	100.0	0.001494547336860632	700.0	1.0437716749411763	0.0029390934844192636	0.011473087818696884	0.005594900849858357	0.00764872521246459	21160.517563739377	0.006889630317436838	0.0029390934844192636	0.011473087818696884	0.005594900849858357	0.00764872521246459	21160.469971671388	0.0068971017645045405	0.0029390934844192636	0.011473087818696884	0.005594900849858357	0.00764872521246459	21160.565155807366	0.006884553129395813	15		0.010387157695939566	0.011065864022662889												
16	TrialState.COMPLETE	0.023194050991501416	2019-12-27 23:41:58.153283	2019-12-27 23:50:08.500375	0.7940375016813425	6.153066603502981	150.0	1	20.0	0.017721254303343988	500.0	0.960305247284411	0.000708215297450425	0.023194050991501416	0.015226628895184136	0.018015226628895185	19467.617143236545	0.010008529066500516	0.000708215297450425	0.023194050991501416	0.015226628895184136	0.018015226628895185	19467.6100832153	0.01000852925279002	0.000708215297450425	0.023194050991501416	0.015226628895184136	0.018015226628895185	19467.62420325779	0.010008528880364442	16	0.02531869688385269	0.02390226628895184													
17	TrialState.COMPLETE	0.00340828611898017	2019-12-27 23:50:08.501239	2019-12-27 23:58:11.225076	0.983756660719612	20.94151291416322	50.0	1	50.0	0.03446854074761838	1600.0	0.9188423165946428	0.0003541076487252125	0.00340828611898017	0.0008410056657223796	0.0015492209631728046	18627.643856232295	0.001860810547710101	0.0003541076487252125	0.00340828611898017	0.0008410056657223796	0.0015492209631728046	18627.634605169973	0.001860810980099996	0.0003541076487252125	0.00340828611898017	0.0008410056657223796	0.0015492209631728046	18627.653107294616	0.0018608101160262464	17	0.004691926345609066	0.0038361661945231352													
18	TrialState.COMPLETE	0.12418850330500472	2019-12-27 23:58:11.225918	2019-12-28 00:38:02.882614	0.3018904567826737	28.999480499164278	50.0	1	80.0	0.003834427984543655	1100.0	0.1714941384384896	0.014680712936732766	0.12418850330500472	0.04176994806421152	0.0671181539187913	3476.0066026322	0.05109882324605684	0.014680712936732766	0.12418850330500472	0.04176994806421152	0.0671181539187913	3476.0036000944287	0.05109885665209814	0.014680712936732766	0.12418850330500472	0.04176994806421152	0.0671181539187913	3476.0096051699716	0.05109879074056104	18									0.12285764872521246	0.12358356940509915					
19	TrialState.COMPLETE	0.02306126062322946	2019-12-28 00:38:02.883691	2019-12-28 01:11:01.832005	0.1816732016430981	6.926697653398168	450.0	2	20.0	0.002160191422056281	800.0	0.576917123720828	0.004426345609065156	0.02306126062322946	0.008830559490084986	0.013411827195467423	11693.179477248583	0.012432733685121945	0.004426345609065156	0.02306126062322946	0.008830559490084986	0.013411827195467423	11693.163398548159	0.012432896752744354	0.004426345609065156	0.02306126062322946	0.008830559490084986	0.013411827195467423	11693.195555949009	0.012432578867372307	19					0.02307601510859301	0.023067583974099554									
20	TrialState.COMPLETE	0.015125455281262646	2019-12-28 01:11:01.832833	2019-12-28 01:32:07.534437	0.7126083123665745	13.617900942027699	150.0	2	20.0	0.0018203294230580782	600.0	0.9884760423902044	0.0031616754350465397	0.015125455281262646	0.006298057466612708	0.009333265884257386	20039.080003035207	0.007769781777868126	0.0031616754350465397	0.015125455281262646	0.006298057466612708	0.009358559287737758	20039.03771246459	0.007770363338211526	0.0031616754350465397	0.015125455281262646	0.006298057466612708	0.009333265884257386	20039.12229360583	0.007769281467324681	20				0.014305949008498584	0.014783994334277621										
21	TrialState.COMPLETE	0.013765934844192635	2019-12-28 01:32:07.535532	2019-12-28 01:42:48.229262	0.12809912613615945	8.817768593547415	350.0	2	70.0	0.02334017242452995	600.0	0.8968015874119892	0.0018590651558073655	0.013765934844192635	0.004957507082152974	0.007303470254957507	18180.195910056656	0.006160790646709972	0.0018590651558073655	0.013765934844192635	0.004957507082152974	0.007303470254957507	18180.154612252125	0.006160842015747823	0.0018590651558073655	0.013765934844192635	0.004957507082152974	0.007303470254957507	18180.23720786119	0.006160740498071263	21	0.012659348441926345	0.013397072710103871													
22	TrialState.COMPLETE	0.03244511331444759	2019-12-28 01:42:48.230336	2019-12-28 01:52:13.560783	0.6793454094186351	5.685029862601902	250.0	1	100.0	0.015847379638936444	1900.0	1.0186025293152132	0.000708215297450425	0.03244511331444759	0.021954674220963172	0.026779390934844192	20649.798534879603	0.013505876558255143	0.000708215297450425	0.03244511331444759	0.021954674220963172	0.026779390934844192	20649.784702549576	0.01350587704488166	0.000708215297450425	0.03244511331444759	0.021954674220963172	0.026779390934844192	20649.812367209634	0.013505876072228926	22	0.032489376770538245	0.032459867799811144													
23	TrialState.COMPLETE	0.02531869688385269	2019-12-28 01:52:13.561631	2019-12-28 02:01:25.109456	0.25355900461329484	11.698427423159275	250.0	1	70.0	0.013119378275389759	500.0	0.921401731999517	0.000708215297450425	0.02531869688385269	0.01509383852691218	0.018679178470254958	18678.389075779036	0.010502108917080585	0.000708215297450425	0.02531869688385269	0.01509383852691218	0.018679178470254958	18678.375929532576	0.010502109148000833	0.000708215297450425	0.02531869688385269	0.01509383852691218	0.018679178470254958	18678.402222025496	0.010502108686252712	23	0.028505665722379604	0.02638101983002833													
24	TrialState.COMPLETE	0.4562194179757919	2019-12-28 02:01:25.110534	2019-12-28 02:55:37.481176	0.6262947452392447	18.65058333045221	450.0	1	80.0	0.001241866002235735	600.0	0.1185141520948341	0.0018027298480556271	0.4562194179757919	0.29864151429307234	0.3782030646407417	2401.825762941025	0.17174520943906466	0.0018027298480556271	0.4562194179757919	0.29864151429307234	0.3782030646407417	2401.823074942055	0.17174520979860197	0.0018027298480556271	0.4562194179757919	0.29864151429307234	0.3782030646407417	2401.828450939995	0.17174520908027469	24								0.453847969782814	0.45515226628895183						
25	TrialState.COMPLETE	0.0032312322946175635	2019-12-28 02:55:37.482237	2019-12-28 03:04:53.835251	0.7074667776384034	24.105829829423232	250.0	1	80.0	0.038420515236528674	500.0	0.9731973400130655	0.000708215297450425	0.0032312322946175635	0.0014606940509915014	0.002080382436260623	19729.857383144477	0.0019964738484829435	0.000708215297450425	0.0032312322946175635	0.0014606940509915014	0.002080382436260623	19729.84454674221	0.0019964741506425764	0.000708215297450425	0.0032312322946175635	0.0014606940509915014	0.002080382436260623	19729.87021954674	0.0019964735466213453	25	0.004337818696883853	0.003600094428706327													
26	TrialState.COMPLETE	0.3402974504249292	2019-12-28 03:04:53.836422	2019-12-28 03:15:36.250090	0.8463136506549501	15.673159630867351	350.0	1	70.0	0.004267482287811609	1900.0	0.14937714851768122	0.000796742209631728	0.3402974504249292	0.1998495042492918	0.26628895184135976	3027.7032135269124	0.12337796961234744	0.000796742209631728	0.3402974504249292	0.1998495042492918	0.26628895184135976	3027.7002478753543	0.12337800417722612	0.000796742209631728	0.3402974504249292	0.1998495042492918	0.26628895184135976	3027.7061791784704	0.1233779358434151	26	0.3436614730878187	0.34141879131255903													
27	TrialState.COMPLETE	0.011626534466477809	2019-12-28 03:15:36.251023	2019-12-28 03:37:38.381001	0.24041731763270918	23.355860567655164	450.0	2	10.0	0.015618039764634209	1100.0	0.9094037999201756	0.002065627950897073	0.011626534466477809	0.005813267233238904	0.008203493862134089	18435.654759796977	0.005737715957404029	0.002065627950897073	0.011626534466477809	0.005842776203966006	0.008203493862134089	18435.556480169973	0.005739243865829452	0.002065627950897073	0.011626534466477809	0.005813267233238904	0.008203493862134089	18435.753039423984	0.005736547240591082	27			0.012128186968838528	0.011827195467422096											
28	TrialState.COMPLETE	0.4515999227401494	2019-12-28 03:37:38.381892	2019-12-28 04:33:08.563321	0.16381733648038307	19.87572839881163	450.0	1	90.0	0.0011445610610445454	1100.0	0.14976713193151375	0.001126706155034767	0.4515999227401494	0.3076068761267062	0.3813739376770538	3035.1931737702807	0.17356578146055168	0.001126706155034767	0.4515999227401494	0.3076068761267062	0.3813739376770538	3035.189222250837	0.17356578371224737	0.001126706155034767	0.4515999227401494	0.3076068761267062	0.3813739376770538	3035.197125289724	0.17356577922270533	28								0.45111347182876926	0.4513810198300283						
29	TrialState.COMPLETE	0.013557264265479563	2019-12-28 04:33:08.564445	2019-12-28 04:53:07.470676	0.9712134742655208	25.69268631231053	50.0	1	50.0	0.01163036922866706	1900.0	0.3491800696247286	0.001340550384459733	0.013557264265479563	0.004426345609065156	0.006930392553622015	7078.896764973695	0.00675852247636302	0.001340550384459733	0.013557264265479563	0.004426345609065156	0.006930392553622015	7078.891668352893	0.006758525359988524	0.001340550384459733	0.013557264265479563	0.004426345609065156	0.006930392553622015	7078.901861594496	0.006758519607943391	29				0.012464589235127478	0.013101983002832862										
30	TrialState.COMPLETE	0.020051345609065154	2019-12-28 04:53:07.471767	2019-12-28 05:01:59.827619	0.5886533328296755	3.0533909769692698	250.0	2	30.0	0.06587423139927309	1400.0	0.8972854186519104	0.0037623937677053825	0.020051345609065154	0.010136331444759207	0.014297096317280454	18190.410941926344	0.009772673708341721	0.0037623937677053825	0.020051345609065154	0.010136331444759207	0.014297096317280454	18190.39956621813	0.009772674316501207	0.0037623937677053825	0.020051345609065154	0.010136331444759207	0.014297096317280454	18190.422317634562	0.009772673101513252	30	0.017262747875354107	0.019121813031161474													
31	TrialState.COMPLETE	0.002700070821529745	2019-12-28 05:01:59.828742	2019-12-28 05:10:03.781401	0.5566178255446446	21.114817429253225	50.0	1	70.0	0.045714157270685896	1500.0	0.9326054189903958	0.0003098441926345609	0.002700070821529745	0.0006639518413597734	0.0013279036827195468	18906.221759915014	0.001565084807548209	0.0003098441926345609	0.002700070821529745	0.0006639518413597734	0.0013279036827195468	18906.2121990085	0.0015650851720851583	0.0003098441926345609	0.002700070821529745	0.0006639518413597734	0.0013279036827195468	18906.23132082153	0.001565084443349964	31	0.0023902266288951843	0.0025967894239848914													
32	TrialState.COMPLETE	0.05599327195467422	2019-12-28 05:10:03.782940	2019-12-28 05:21:12.561343	0.39208819300380426	21.450637170105033	450.0	1	30.0	0.06171094805213412	1700.0	1.0631176772101665	0.0007524787535410764	0.05599327195467422	0.04638810198300283	0.05165545325779037	21553.277996635978	0.024681247465028186	0.0007524787535410764	0.05599327195467422	0.04638810198300283	0.05165545325779037	21553.26699716714	0.02468150026228371	0.0007524787535410764	0.05599327195467422	0.04638810198300283	0.05165545325779037	21553.288996104817	0.02468101268397602	32	0.05320467422096317	0.05506373937677054													
33	TrialState.COMPLETE	0.010658640226628895	2019-12-28 05:21:12.562435	2019-12-28 05:34:35.874396	0.8246236365167319	18.755814071048185	250.0	2	90.0	0.023845259178572154	1600.0	0.9276380878728832	0.0019475920679886685	0.010658640226628895	0.004426345609065156	0.006515580736543909	18805.417351274788	0.005186158630993168	0.0019475920679886685	0.010658640226628895	0.004426345609065156	0.006515580736543909	18805.33395892351	0.0051863061768785	0.0019475920679886685	0.010658640226628895	0.004426345609065156	0.006515580736543909	18805.500743626064	0.005186020639319745	33		0.011272426817752597	0.010888810198300283												
34	TrialState.COMPLETE	0.013662653446647782	2019-12-28 05:34:35.875453	2019-12-28 05:58:44.656301	0.691592969135767	17.79671837658558	450.0	2	80.0	0.004673886345462228	600.0	0.9308925912014387	0.0041017469310670445	0.013662653446647782	0.006846081208687441	0.008941218130311615	18870.991191572237	0.008130354536655903	0.0041017469310670445	0.013662653446647782	0.006846081208687441	0.008941218130311615	18870.890934844192	0.008130437644874183	0.0041017469310670445	0.013662653446647782	0.006846081208687441	0.008941218130311615	18871.09144830028	0.008130275014864323	34			0.013677407932011332	0.013668555240793202											
35	TrialState.COMPLETE	0.029390934844192633	2019-12-28 05:58:44.657355	2019-12-28 06:11:15.879343	0.7052688463262965	18.432849398485757	450.0	1	90.0	0.008101399235203238	1000.0	0.7963924052765993	0.000708215297450425	0.029390934844192633	0.017661118980169973	0.022353045325779038	16143.240350566572	0.012704835598771993	0.000708215297450425	0.029390934844192633	0.017661118980169973	0.022353045325779038	16143.229771600567	0.01270483593415167	0.000708215297450425	0.029390934844192633	0.017661118980169973	0.022353045325779038	16143.250929532578	0.012704835263646177	35	0.03541076487252125	0.0313975448536355													
36	TrialState.COMPLETE	0.02635151085930123	2019-12-28 06:11:15.880246	2019-12-28 06:26:47.874258	0.5928889299665479	22.797802364880624	150.0	1	40.0	0.00828270656176407	1500.0	0.33007357115853364	0.0026262983947119923	0.02635151085930123	0.009383852691218131	0.01448890462700661	6691.611957034938	0.01271999068914763	0.0026262983947119923	0.02635151085930123	0.009383852691218131	0.01448890462700661	6691.60676345609	0.012719992752611117	0.0026262983947119923	0.02635151085930123	0.009383852691218131	0.01448890462700661	6691.617150613786	0.012719988636204552	36			0.027753186968838526	0.026912181303116147											
37	TrialState.COMPLETE	0.0053558781869688385	2019-12-28 06:26:47.875308	2019-12-28 06:37:40.097824	0.5998299542779844	28.395606707120923	350.0	1	100.0	0.040162463524757816	1500.0	0.9815882083847703	0.0008852691218130312	0.0053558781869688385	0.0018590651558073655	0.0025672804532577906	19899.84000973796	0.0026134904631530823	0.0008852691218130312	0.0053558781869688385	0.0018590651558073655	0.0025672804532577906	19899.827992209634	0.002613490663931987	0.0008852691218130312	0.0053558781869688385	0.0018590651558073655	0.0025672804532577906	19899.85202726629	0.0026134902625792595	37	0.004691926345609066	0.005134560906515581													
38	TrialState.COMPLETE	0.04625531161473088	2019-12-28 06:37:40.098949	2019-12-28 06:48:11.728796	0.1449222470503626	1.991217977028945	350.0	1	80.0	0.04188207207025728	700.0	1.107867424719122	0.000708215297450425	0.04625531161473088	0.03749114730878187	0.04182896600566572	22460.63912004249	0.020359008454495845	0.000708215297450425	0.04625531161473088	0.03749114730878187	0.04182896600566572	22460.629116501415	0.020359008562952224	0.000708215297450425	0.04625531161473088	0.03749114730878187	0.04182896600566572	22460.64912358357	0.02035900834607467	38	0.049486543909348445	0.04733238904627007													
39	TrialState.COMPLETE	0.002345963172804533	2019-12-28 06:48:11.729702	2019-12-28 06:56:09.296768	0.2910550363709888	19.290118075071682	150.0	1	10.0	0.06873361284625405	900.0	0.9914853517783467	0.0006196883852691218	0.002345963172804533	0.0011508498583569404	0.0015049575070821529	20100.37978045326	0.001468146823018134	0.0006196883852691218	0.002345963172804533	0.0011508498583569404	0.0015049575070821529	20100.367121104817	0.0014681471805531349	0.0006196883852691218	0.002345963172804533	0.0011508498583569404	0.0015049575070821529	20100.3924398017	0.0014681464662206416	39	0.002213172804532578	0.002301699716713881													
40	TrialState.COMPLETE	0.11377478753541076	2019-12-28 06:56:09.297638	2019-12-28 07:46:14.960504	0.30785455452515986	28.26940918153944	50.0	1	10.0	0.003947734608172014	1100.0	0.16520220811080624	0.014046270066100094	0.11377478753541076	0.04176109537299339	0.06575779036827195	3348.550637393768	0.048415301133494626	0.014046270066100094	0.11377478753541076	0.04176109537299339	0.06575779036827195	3348.547450424929	0.04841531157258047	0.014046270066100094	0.11377478753541076	0.04176109537299339	0.06575779036827195	3348.553824362606	0.04841529084323984	40												0.11294672041839181	0.1133903278025091		
41	TrialState.COMPLETE	0.046211048158640224	2019-12-28 07:46:14.961571	2019-12-28 08:09:04.062266	0.66240912007043	12.840179907516426	450.0	1	50.0	0.09828801287582291	1900.0	1.0731395925431693	0.000708215297450425	0.046211048158640224	0.0369452313503305	0.04122403210576015	21756.296860245515	0.02042296740325746	0.000708215297450425	0.046211048158640224	0.0369452313503305	0.04122403210576015	21756.28523371105	0.020422967856957738	0.000708215297450425	0.046211048158640224	0.0369452313503305	0.04122403210576015	21756.30848677998	0.02042296695021738	41			0.04408640226628895	0.04536118980169972											
42	TrialState.COMPLETE	0.018723441926345608	2019-12-28 08:09:04.063150	2019-12-28 08:17:26.231125	0.17255235600169871	7.27040146678671	150.0	2	100.0	0.002281038386969886	1100.0	0.7514134489092177	0.005267351274787536	0.018723441926345608	0.008631373937677054	0.013588881019830029	15231.61833834986	0.010878778540371316	0.005267351274787536	0.018723441926345608	0.008719900849858356	0.013588881019830029	15231.595387747875	0.010883615305968196	0.005267351274787536	0.018723441926345608	0.008631373937677054	0.013588881019830029	15231.641288951841	0.010875078984868426	42	0.0227514164305949	0.020066100094428708													
43	TrialState.COMPLETE	0.37264382218348224	2019-12-28 08:17:26.232204	2019-12-28 09:03:02.033269	0.25992026344879127	2.0093092964035817	50.0	1	10.0	0.00135337024594142	600.0	0.10243019921968366	0.013101983002832862	0.37264382218348224	0.20577740248420134	0.28392623665286554	2076.1908572129005	0.13801190559385387	0.013101983002832862	0.37264382218348224	0.20577740248420134	0.28392623665286554	2076.190237524515	0.13801190600592572	0.013101983002832862	0.37264382218348224	0.20577740248420134	0.28392623665286554	2076.1914769012856	0.1380119051839667	43															
44	TrialState.COMPLETE	0.010888810198300283	2019-12-28 09:03:02.034168	2019-12-28 09:12:18.147458	0.619465572446681	17.238946348237658	250.0	2	100.0	0.07495400496073702	700.0	0.8912330622937351	0.0015049575070821529	0.010888810198300283	0.004470609065155807	0.006683781869688385	18067.156205736545	0.005040556824956461	0.0015049575070821529	0.010888810198300283	0.004470609065155807	0.006683781869688385	18067.07971848442	0.0050407254718594805	0.0015049575070821529	0.010888810198300283	0.004470609065155807	0.006683781869688385	18067.23269298867	0.005040395277423413	44	0.010092067988668555	0.010623229461756374													
