number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
45	TrialState.COMPLETE	0.012393767705382436	2019-12-28 09:12:18.148497	2019-12-28 09:28:21.592495	0.5753435367879237	20.03623536451766	50.0	2	50.0	0.004876170629492383	1100.0	1.0526542185955383	0.002921388101983003	0.012393767705382436	0.005016525023607177	0.007111661945231351	21340.488624291786	0.006754393366803119	0.002921388101983003	0.012452785646836639	0.005075542965061379	0.007111661945231351	21340.436880311616	0.006758856656073204	0.002921388101983003	0.012393767705382436	0.005016525023607177	0.007111661945231351	21340.540368271955	0.006750839217332902	45			0.010888810198300283	0.011791784702549575											
46	TrialState.COMPLETE	0.012181303116147308	2019-12-28 09:28:21.593559	2019-12-28 09:41:42.840681	0.9356525469068633	24.630231975657647	250.0	2	60.0	0.015414250550503243	1400.0	0.9071417959600648	0.0010977337110481585	0.012181303116147308	0.003930594900849858	0.007046742209631728	18389.581497875355	0.00496422256590347	0.0010977337110481585	0.012181303116147308	0.00396600566572238	0.007046742209631728	18389.4986898017	0.004966480129539127	0.0010977337110481585	0.012181303116147308	0.003930594900849858	0.007046742209631728	18389.66430594901	0.004962439416639104	46		0.012393767705382436	0.012260977337110481												
47	TrialState.COMPLETE	0.01136685552407932	2019-12-28 09:41:42.841906	2019-12-28 09:54:08.591725	0.7887419976362898	24.93597407532021	150.0	2	20.0	0.00274216322712161	2000.0	1.0331823109071294	0.0030807365439093483	0.01136685552407932	0.0050991501416430595	0.0076841359773371105	20945.719900849857	0.00673295467368236	0.0030807365439093483	0.01136685552407932	0.0050991501416430595	0.0076841359773371105	20945.676062322946	0.006733083433893979	0.0030807365439093483	0.01136685552407932	0.0050991501416430595	0.0076841359773371105	20945.76373937677	0.006732829469932906	47		0.010092067988668555	0.010888810198300283												
48	TrialState.COMPLETE	0.010180594900849858	2019-12-28 09:54:08.593421	2019-12-28 10:07:02.151521	0.7924370655612787	13.822570221114146	450.0	2	100.0	0.08751667245963707	1500.0	0.9128218832394408	0.0011951133144475921	0.010180594900849858	0.004160764872521246	0.006639518413597734	18505.064248406514	0.004837775077382325	0.0011951133144475921	0.010180594900849858	0.004160764872521246	0.006639518413597734	18505.017749645893	0.004837781759157034	0.0011951133144475921	0.010180594900849858	0.004160764872521246	0.006639518413597734	18505.11074716714	0.004837768448255721	48	0.0113314447592068	0.010564211520302172													
49	TrialState.COMPLETE	0.01830293909348442	2019-12-28 10:07:02.152633	2019-12-28 10:30:58.848142	0.4072660768765489	18.998209404188277	50.0	2	60.0	0.0028047985078052894	1300.0	1.0322358995689522	0.003961579320113314	0.01830293909348442	0.007524787535410765	0.01080028328611898	20926.361311526205	0.009022293393374873	0.003961579320113314	0.01830293909348442	0.007524787535410765	0.01080028328611898	20926.296388101982	0.009023027600159635	0.003961579320113314	0.01830293909348442	0.007524787535410765	0.01080028328611898	20926.426234950424	0.00902163003320167	49					0.017970963172804534	0.018160663698907325									
50	TrialState.COMPLETE	0.017203729933899906	2019-12-28 10:30:58.849887	2019-12-28 10:49:22.869882	0.6264129640412845	12.282494326055764	250.0	2	100.0	0.001546868434929181	1200.0	0.9764620826219307	0.0033640226628895184	0.017203729933899906	0.006905099150141643	0.010092067988668555	19795.599902620397	0.008245589315759454	0.0033640226628895184	0.017203729933899906	0.006905099150141643	0.010092067988668555	19795.551699716714	0.008245883099539249	0.0033640226628895184	0.017203729933899906	0.006905099150141643	0.010092067988668555	19795.64810552408	0.008245330819809334	50			0.016156161473087818	0.01678470254957507											
51	TrialState.COMPLETE	0.037181303116147306	2019-12-28 10:49:22.871654	2019-12-28 10:59:39.369502	0.3467394158944795	18.173567789176477	350.0	1	50.0	0.012366790725552785	1400.0	0.9925917551808083	0.000708215297450425	0.037181303116147306	0.024654745042492918	0.029745042492917848	20122.359994688384	0.015364122443673123	0.000708215297450425	0.037181303116147306	0.024654745042492918	0.029745042492917848	20122.347645184134	0.01536412899464062	0.000708215297450425	0.037181303116147306	0.024654745042492918	0.029745042492917848	20122.372344192634	0.01536411596589947	51	0.03859773371104816	0.037653446647780926													
52	TrialState.COMPLETE	0.011198654390934844	2019-12-28 10:59:39.370588	2019-12-28 11:08:32.592922	0.49027860622685937	12.191407142482419	250.0	2	30.0	0.06904081890074502	1900.0	0.8859400012411162	0.002478753541076487	0.011198654390934844	0.0056657223796034	0.007613314447592068	17959.941085339942	0.006069903871125458	0.002478753541076487	0.011198654390934844	0.0056657223796034	0.007613314447592068	17959.902310552407	0.006069959642961217	0.002478753541076487	0.011198654390934844	0.0056657223796034	0.007613314447592068	17959.979860127478	0.0060698506732425545	52	0.011597025495750708	0.0113314447592068													
53	TrialState.COMPLETE	0.012429178470254957	2019-12-28 11:08:32.594014	2019-12-28 11:24:48.956188	0.9149190358987199	20.509812789238683	350.0	2	100.0	0.008651231957801488	1500.0	0.940524520309258	0.0029390934844192636	0.012429178470254957	0.005807365439093485	0.007719546742209631	19066.381869688386	0.006695538045829049	0.0029390934844192636	0.012429178470254957	0.005807365439093485	0.007719546742209631	19066.298512747875	0.006695996120882515	0.0029390934844192636	0.012429178470254957	0.005807365439093485	0.007719546742209631	19066.465226628894	0.006695107407372948	53		0.012570821529745042	0.01248229461756374												
54	TrialState.COMPLETE	0.010658640226628895	2019-12-28 11:24:48.957236	2019-12-28 11:39:41.466952	0.4306254246599376	23.565333775335677	350.0	2	30.0	0.03047043102587373	1700.0	0.9039008216474436	0.0007436260623229462	0.010658640226628895	0.004284702549575071	0.006480169971671388	18324.049699008498	0.004305764505284649	0.0007436260623229462	0.010658640226628895	0.004284702549575071	0.006480169971671388	18323.950283286118	0.004305962189469791	0.0007436260623229462	0.010658640226628895	0.004284702549575071	0.006480169971671388	18324.149114730877	0.0043055757356525	54		0.010564211520302172	0.010623229461756374												
55	TrialState.COMPLETE	0.10251416430594901	2019-12-28 11:39:41.468048	2019-12-28 12:06:56.244949	0.4325307675359866	3.6195895680597236	250.0	2	100.0	0.00270197425033604	2000.0	0.4762770940470417	0.009826487252124646	0.10251416430594901	0.03749114730878187	0.06039748583569405	9652.710273548159	0.039549787699312736	0.009826487252124646	0.10251416430594901	0.03749114730878187	0.06039748583569405	9652.705426699717	0.039549797824742106	0.009826487252124646	0.10251416430594901	0.03749114730878187	0.06039748583569405	9652.7151203966	0.03954977782465499	55					0.10109773371104816	0.10190712262242008									
56	TrialState.COMPLETE	0.3859773371104816	2019-12-28 12:06:56.245809	2019-12-28 12:33:46.559457	0.8218450541775162	13.622013819041904	350.0	1	100.0	0.0031243495655958347	600.0	0.12142414510343685	0.002048765681910158	0.3859773371104816	0.2357598138405504	0.30926244435451233	2460.9357926952653	0.14231365478867478	0.002048765681910158	0.3859773371104816	0.2357598138405504	0.30926244435451233	2460.934237150951	0.1423136549496682	0.002048765681910158	0.3859773371104816	0.2357598138405504	0.30926244435451233	2460.937348239579	0.14231365462790832	56				0.38774787535410765	0.38671506137865913										
57	TrialState.COMPLETE	0.10780807365439093	2019-12-28 12:33:46.560322	2019-12-28 13:06:57.220145	0.9461484594501524	2.5283103280325174	150.0	2	90.0	0.005416652151141741	800.0	0.37593094562815493	0.017917847025495752	0.10780807365439093	0.04938031161473088	0.07289305949008498	7619.064385623229	0.04862961539420919	0.017917847025495752	0.10780807365439093	0.04938031161473088	0.07289305949008498	7619.06111898017	0.048629683046915444	0.017917847025495752	0.10780807365439093	0.04938031161473088	0.07289305949008498	7619.067652266289	0.04862955062649837	57							0.10709543201133144	0.10749134403525339							
58	TrialState.COMPLETE	0.48645538243626063	2019-12-28 13:06:57.221000	2019-12-28 14:25:20.218386	0.17862327161513808	20.124172088989614	250.0	1	70.0	0.001060250679382836	1700.0	0.10938734820088719	0.00851628895184136	0.48645538243626063	0.3520626770538244	0.41805949008498583	2216.854156338527	0.19887138255777348	0.00851628895184136	0.48645538243626063	0.3520626770538244	0.41805949008498583	2216.8517174220965	0.19887138613572344	0.00851628895184136	0.48645538243626063	0.3520626770538244	0.41805949008498583	2216.8565952549575	0.19887137904371738	58														0.4846946805162103	0.4856213657372894
59	TrialState.COMPLETE	0.01451841359773371	2019-12-28 14:25:20.219234	2019-12-28 14:41:29.044203	0.3373596719919672	25.63206973756878	450.0	2	10.0	0.004181400686931763	600.0	0.9966978498830148	0.0019121813031161474	0.01451841359773371	0.006055240793201133	0.008817280453257791	20205.39789305949	0.006768048783184934	0.0019121813031161474	0.01451841359773371	0.006055240793201133	0.008817280453257791	20205.331090651558	0.006768742216110648	0.0019121813031161474	0.01451841359773371	0.006055240793201133	0.008817280453257791	20205.46469546742	0.006767439832821496	59		0.013456090651558074	0.014120042492917846												
60	TrialState.COMPLETE	0.043130311614730875	2019-12-28 14:41:29.045051	2019-12-28 14:59:34.608318	0.8128371007930276	20.786563210074117	450.0	1	80.0	0.014372300542651643	1600.0	1.0309397282785528	0.000708215297450425	0.043130311614730875	0.033958923512747874	0.0379957507082153	20899.91699716714	0.01908865874598486	0.000708215297450425	0.043130311614730875	0.033958923512747874	0.0379957507082153	20899.90559490085	0.019088658950947687	0.000708215297450425	0.043130311614730875	0.033958923512747874	0.0379957507082153	20899.92839943343	0.019088658541156964	60		0.042374881964117095	0.04284702549575071												
61	TrialState.COMPLETE	0.02983356940509915	2019-12-28 14:59:34.609163	2019-12-28 15:08:15.973174	0.4587028215577169	6.800443495564829	250.0	1	60.0	0.01547762337824994	1400.0	1.0094085325349265	0.0007524787535410764	0.02983356940509915	0.01925460339943343	0.023636685552407933	20463.407312322946	0.01238700494409309	0.0007524787535410764	0.02983356940509915	0.01925460339943343	0.023636685552407933	20463.394077549576	0.012387005248587506	0.0007524787535410764	0.02983356940509915	0.01925460339943343	0.023636685552407933	20463.420547096317	0.012387004639887686	61	0.02779745042492918	0.029154863078375826													
62	TrialState.COMPLETE	0.012629839471199245	2019-12-28 15:08:15.974018	2019-12-28 15:33:36.495773	0.5735647444368077	17.455408706246885	450.0	2	100.0	0.001912652411546166	800.0	1.0293090722335065	0.003098441926345609	0.012629839471199245	0.0054591595845136925	0.0076723323890462705	20866.98872757318	0.006945419607813683	0.003098441926345609	0.012629839471199245	0.0054591595845136925	0.0076723323890462705	20866.9152207271	0.006946072615314783	0.003098441926345609	0.012629839471199245	0.0054591595845136925	0.0076723323890462705	20867.062234419263	0.006944839182624144	62			0.010977337110481586	0.011968838526912181											
63	TrialState.COMPLETE	0.018723441926345608	2019-12-28 15:33:36.496620	2019-12-28 15:42:26.101018	0.8799313191166497	5.173908758059015	250.0	2	10.0	0.044937703925938634	1200.0	0.8975589543871119	0.0037623937677053825	0.018723441926345608	0.009162535410764873	0.012172450424929178	18195.826487252125	0.009304381865317336	0.0037623937677053825	0.018723441926345608	0.009162535410764873	0.012172450424929178	18195.805506373938	0.00930445752897942	0.0037623937677053825	0.018723441926345608	0.009162535410764873	0.012172450424929178	18195.847468130312	0.009304310339142403	63	0.018502124645892352	0.018649669499527857													
64	TrialState.COMPLETE	0.015270892351274788	2019-12-28 15:42:26.101859	2019-12-28 16:13:07.111439	0.37266011336805493	29.38892635332499	350.0	2	60.0	0.0010224330757325026	700.0	1.0872038932873132	0.0034968130311614732	0.015270892351274788	0.00681657223796034	0.009317457507082154	22041.130466536826	0.008038261847755846	0.0034968130311614732	0.015270892351274788	0.00681657223796034	0.009317457507082154	22041.080869334277	0.008039170185142483	0.0034968130311614732	0.015270892351274788	0.00681657223796034	0.009317457507082154	22041.180063739375	0.00803743624824025	64					0.013987252124645893	0.01472076082557669									
65	TrialState.COMPLETE	0.013152569809793607	2019-12-28 16:13:07.112272	2019-12-28 16:32:51.252702	0.10159923710036693	23.06787336566003	50.0	2	10.0	0.0018292266984512764	600.0	1.0859108424434816	0.002934034803723189	0.013152569809793607	0.005362201537838932	0.007765074868474302	22014.892275394577	0.00685537289727203	0.002934034803723189	0.013152569809793607	0.005362201537838932	0.007765074868474302	22014.845027316875	0.00685613067709203	0.002934034803723189	0.013152569809793607	0.005362201537838932	0.007765074868474302	22014.93952347228	0.0068546887692563	65				0.012039660056657223	0.012688857412653447										
66	TrialState.COMPLETE	0.012172450424929178	2019-12-28 16:32:51.253591	2019-12-28 16:41:43.825231	0.6722481080807483	16.47416083743117	250.0	2	20.0	0.0759203038007566	600.0	0.889308157475449	0.0006639518413597734	0.012172450424929178	0.003098441926345609	0.006595254957507082	18028.255532932013	0.004243641753618513	0.0006639518413597734	0.012172450424929178	0.003098441926345609	0.006595254957507082	18028.179266997166	0.0042436472942082104	0.0006639518413597734	0.012172450424929178	0.003098441926345609	0.006595254957507082	18028.331798866857	0.0042436362322635195	66	0.011774079320113314	0.012039660056657223													
67	TrialState.COMPLETE	0.01136685552407932	2019-12-28 16:41:43.826357	2019-12-28 16:54:54.851547	0.3969970844022529	29.088950939335437	250.0	2	40.0	0.014979233877617158	1200.0	0.9195858069537661	0.0023725212464589234	0.01136685552407932	0.004851274787535411	0.007011331444759207	18642.032949716715	0.005731238751374852	0.0023725212464589234	0.01136685552407932	0.004851274787535411	0.007011331444759207	18641.95623229462	0.005732616482218366	0.0023725212464589234	0.01136685552407932	0.004851274787535411	0.007011331444759207	18642.10966713881	0.00573008175275319	67		0.010564211520302172	0.011065864022662889												
68	TrialState.COMPLETE	0.02216123701605288	2019-12-28 16:54:54.852410	2019-12-28 17:14:38.724165	0.33282778901719834	6.652429024380138	350.0	2	10.0	0.002312348200727933	1400.0	0.613056103469502	0.005016525023607177	0.02216123701605288	0.009413361661945232	0.013308545797922568	12426.116339117092	0.012003391456238036	0.005016525023607177	0.02216123701605288	0.009413361661945232	0.013308545797922568	12426.098737016053	0.012003421883675173	0.005016525023607177	0.02216123701605288	0.009413361661945232	0.013308545797922568	12426.13394121813	0.01200336165100801	68			0.02164483002832861	0.021954674220963172											
69	TrialState.COMPLETE	0.45986779981114256	2019-12-28 17:14:38.725026	2019-12-28 18:05:41.286634	0.8062134196271756	8.64272481065335	150.0	1	10.0	0.0020457118269711417	1900.0	0.07645471656290544	0.010257318224740321	0.45986779981114256	0.2887039660056657	0.37063267233238906	1549.4506964117093	0.17573942930972375	0.010257318224740321	0.45986779981114256	0.2887039660056657	0.37063267233238906	1549.4499763928234	0.17573942959900402	0.010257318224740321	0.45986779981114256	0.2887039660056657	0.37063267233238906	1549.451416430595	0.17573942902143147	69												0.4587056003486598	0.4593282072035613		
70	TrialState.COMPLETE	0.01304296506137866	2019-12-28 18:05:41.287483	2019-12-28 18:21:39.869637	0.6681047600664389	24.397218339594385	50.0	2	20.0	0.06473672092801565	2000.0	0.9093326274087994	0.0025672804532577906	0.01304296506137866	0.006432955618508027	0.009354343720491029	18434.36911296034	0.006292850224431823	0.0025672804532577906	0.01304296506137866	0.006432955618508027	0.009354343720491029	18434.310257318226	0.006292918152771671	0.0025672804532577906	0.01304296506137866	0.006432955618508027	0.009354343720491029	18434.427968602457	0.006292785761137385	70			0.01221671388101983	0.012712464589235127											
