number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.7471910112359551	2020-03-16 12:15:16.531398	2020-03-16 12:16:00.896370	256	0.005893342707990059	256	0.0018840563238792605	0.1876671326229844	0.19662921348314608	0.7471910112359551	0.4363295880149813	0.5720973782771536	9.143258426966293	0.36862259043778767	0.19662921348314608	0.7471910112359551	0.4363295880149813	0.5720973782771536	9.143258426966293	0.36862259043778767	2084042789	550.0	0.19662921348314608	0.7471910112359551	0.4363295880149813	0.5720973782771536	9.143258426966293	0.36862259043778767	0	COMPLETE
1	0.0950374531835206	2020-03-16 12:16:00.914541	2020-03-16 12:16:09.140847	64	0.0014380289219778322	512	0.371553953361129	1.0333866463627053	0.005149812734082397	0.0950374531835206	0.025280898876404494	0.042134831460674156	49.79634831460674	0.046729447712248864	0.005149812734082397	0.0950374531835206	0.025280898876404494	0.042134831460674156	49.79634831460674	0.046729447712248864	3488923683	150.0	0.005149812734082397	0.0950374531835206	0.025280898876404494	0.042134831460674156	49.79634831460674	0.046729447712248864	1	COMPLETE
2	0.6952247191011236	2020-03-16 12:16:09.152677	2020-03-16 12:16:21.782438	256	0.02935060167123579	512	0.15751476289447633	0.23073677250798025	0.19241573033707865	0.6952247191011236	0.39232209737827717	0.5159176029962547	11.24812734082397	0.34517887261888297	0.19241573033707865	0.6952247191011236	0.39232209737827717	0.5159176029962547	11.24812734082397	0.34517887261888297	2692948749	200.0	0.19241573033707865	0.6952247191011236	0.39232209737827717	0.5159176029962547	11.24812734082397	0.34517887261888297	2	COMPLETE
3	0.09410112359550561	2020-03-16 12:16:21.794282	2020-03-16 12:16:35.393625	64	0.0010720269517237586	256	0.002277531976093282	1.0056504558873003	0.0056179775280898875	0.09410112359550561	0.024344569288389514	0.0449438202247191	48.50374531835206	0.04786881056001722	0.0056179775280898875	0.09410112359550561	0.024344569288389514	0.0449438202247191	48.50374531835206	0.04786881056001722	3481186796	200.0	0.0056179775280898875	0.09410112359550561	0.024344569288389514	0.0449438202247191	48.50374531835206	0.04786881056001722	3	COMPLETE
4	0.10627340823970037	2020-03-16 12:16:35.405367	2020-03-16 12:16:44.786535	64	0.0012939781978726277	256	0.08555816861058654	0.9901483326466677	0.007958801498127341	0.10627340823970037	0.033707865168539325	0.054775280898876406	47.82209737827716	0.053109594926839504	0.007958801498127341	0.10627340823970037	0.033707865168539325	0.054775280898876406	47.82209737827716	0.053109594926839504	3337027451	150.0	0.007958801498127341	0.10627340823970037	0.033707865168539325	0.054775280898876406	47.82209737827716	0.053109594926839504	4	COMPLETE
5	0.8637640449438202	2020-03-16 12:16:44.798294	2020-03-16 12:17:25.199890	128	0.009047440992756775	128	0.49586411370621997	0.12406339233284223	0.3356741573033708	0.8637640449438202	0.6226591760299626	0.7439138576779026	6.026685393258427	0.5137243772288471	0.3356741573033708	0.8637640449438202	0.6226591760299626	0.7439138576779026	6.026685393258427	0.5137243772288471	2962213157	400.0	0.3356741573033708	0.8637640449438202	0.6226591760299626	0.7439138576779026	6.026685393258427	0.5137243772288471	5	COMPLETE
6	0.8848314606741573	2020-03-16 12:17:25.217694	2020-03-16 12:17:44.830197	64	0.02115741019627678	512	0.32810691748486315	0.10708076430812534	0.35908239700374533	0.8848314606741573	0.6680711610486891	0.7715355805243446	5.205992509363296	0.5401217478413467	0.35908239700374533	0.8848314606741573	0.6680711610486891	0.7715355805243446	5.205992509363296	0.5401217478413467	312196446	300.0	0.35908239700374533	0.8848314606741573	0.6680711610486891	0.7715355805243446	5.205992509363296	0.5401217478413467	6	COMPLETE
7	0.7574906367041199	2020-03-16 12:17:44.847817	2020-03-16 12:17:57.240491	256	0.05597628691362996	512	0.003990595821555297	0.1820324596500701	0.1999063670411985	0.7574906367041199	0.43679775280898875	0.576310861423221	8.839419475655431	0.3720367378900125	0.1999063670411985	0.7574906367041199	0.43679775280898875	0.576310861423221	8.839419475655431	0.3720367378900125	1110295544	200.0	0.1999063670411985	0.7574906367041199	0.43679775280898875	0.576310861423221	8.839419475655431	0.3720367378900125	7	COMPLETE
8	0.8249063670411985	2020-03-16 12:17:57.252295	2020-03-16 12:18:15.340647	128	0.031977169137042225	128	0.36616023271108206	0.14118587748541703	0.301498127340824	0.8249063670411985	0.5688202247191011	0.6802434456928839	6.844101123595506	0.4745997118341457	0.301498127340824	0.8249063670411985	0.5688202247191011	0.6802434456928839	6.844101123595506	0.4745997118341457	3251258771	200.0	0.301498127340824	0.8249063670411985	0.5688202247191011	0.6802434456928839	6.844101123595506	0.4745997118341457	8	COMPLETE
9	0.8384831460674157	2020-03-16 12:18:15.352649	2020-03-16 12:18:29.130119	64	0.018075760748653035	256	0.05127072019288936	0.13070043530803493	0.25749063670411987	0.8384831460674157	0.5299625468164794	0.6694756554307116	6.337078651685394	0.43887784549025877	0.25749063670411987	0.8384831460674157	0.5299625468164794	0.6694756554307116	6.337078651685394	0.43887784549025877	1466581963	200.0	0.25749063670411987	0.8384831460674157	0.5299625468164794	0.6694756554307116	6.337078651685394	0.43887784549025877	9	COMPLETE
