number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
12	TrialState.COMPLETE	0.3161660556573904	2019-12-25 23:22:52.405521	2019-12-26 00:32:41.593435	350.0	2	11.0	0.0010245426203310845	1500.0	0.28486444488573	0.035035827362106316	0.3161660556573904	0.15658848525245792	0.22783702716213963	5773.498010748209	0.12304356516820145	0.035035827362106316	0.3161660556573904	0.15658848525245792	0.22783702716213963	5773.495240376604	0.12304362410486544	0.035035827362106316	0.3161660556573904	0.15658848525245792	0.22783702716213963	5773.500781119813	0.12304350963242207	12											0.3150023607176582	0.31562057365439095		
13	TrialState.COMPLETE	0.04382082152974504	2019-12-26 00:32:41.594285	2019-12-26 00:43:05.046280	350.0	1	71.0	0.0389538925103997	900.0	1.1239166012448445	0.000708215297450425	0.04382082152974504	0.03576487252124646	0.03979284702549575	22786.258587110482	0.01935854857857819	0.000708215297450425	0.04382082152974504	0.03576487252124646	0.03979284702549575	22786.231055240794	0.019358548999543087	0.000708215297450425	0.04382082152974504	0.03576487252124646	0.03979284702549575	22786.28611898017	0.01935854815835648	13	0.043909348441926344	0.04385033050047214												
14	TrialState.COMPLETE	0.09087287535410765	2019-12-26 00:43:05.047909	2019-12-26 00:51:06.109846	350.0	1	1.0	0.00435059782000398	500.0	0.6282558022711803	0.000708215297450425	0.09087287535410765	0.050770184135977336	0.07006905099150142	12733.657909879603	0.032971634744141616	0.000708215297450425	0.09087287535410765	0.050770184135977336	0.07006905099150142	12733.653992563739	0.032971635342825024	0.000708215297450425	0.09087287535410765	0.050770184135977336	0.07006905099150142	12733.661827195467	0.03297163414702297	14	0.1674043909348442	0.1163833805476865												
15	TrialState.COMPLETE	0.21051699716713881	2019-12-26 00:51:06.110835	2019-12-26 01:01:42.568001	350.0	1	81.0	0.0017134053310166714	1400.0	0.18594870944554612	0.0009295325779036828	0.21051699716713881	0.11884737960339943	0.16302230878186968	3768.460472733711	0.0756735896974474	0.0009295325779036828	0.21051699716713881	0.11884737960339943	0.16302230878186968	3768.457551345609	0.07567384222805686	0.0009295325779036828	0.21051699716713881	0.11884737960339943	0.16302230878186968	3768.463394121813	0.07567335518237898	15	0.27673512747875356	0.2325897072710104												
16	TrialState.COMPLETE	0.04546742209631728	2019-12-26 01:01:42.569034	2019-12-26 01:16:06.602376	350.0	1	51.0	0.05836369407761478	2000.0	1.1009146974105766	0.0009206798866855524	0.04546742209631728	0.03689801699716714	0.04182011331444759	22319.80400141643	0.019992936475153014	0.0009206798866855524	0.04546742209631728	0.03689801699716714	0.04182011331444759	22319.449008498585	0.019992960863832406	0.0009206798866855524	0.04546742209631728	0.03689801699716714	0.04182011331444759	22320.158994334277	0.019992913004461835	16		0.046860245514636446	0.04598973087818697											
17	TrialState.COMPLETE	0.02439801699716714	2019-12-26 01:16:06.603977	2019-12-26 01:34:55.372140	450.0	2	91.0	0.011194823879002202	1000.0	0.7989243683325306	0.005771954674220963	0.02439801699716714	0.01189801699716714	0.016607648725212466	16196.086561614731	0.012482492279572493	0.005771954674220963	0.02439801699716714	0.01189801699716714	0.016607648725212466	16196.065368271955	0.012482499537089815	0.005771954674220963	0.02439801699716714	0.01189801699716714	0.016607648725212466	16196.107754957507	0.01248248513962509	17		0.024020302171860245	0.024256373937677055											
18	TrialState.COMPLETE	0.019962818696883853	2019-12-26 01:34:55.373031	2019-12-26 01:42:23.011176	50.0	1	41.0	0.01844043730860247	1900.0	0.578858560682822	0.0007524787535410764	0.019962818696883853	0.009206798866855524	0.013190509915014165	11734.79846848442	0.008201918466943677	0.0007524787535410764	0.019962818696883853	0.009206798866855524	0.013190509915014165	11734.79439624646	0.008201918620551888	0.0007524787535410764	0.019962818696883853	0.009206798866855524	0.013190509915014165	11734.80254072238	0.00820191831344507	18	0.028063031161473087	0.0226628895184136												
19	TrialState.COMPLETE	0.03943873937677054	2019-12-26 01:42:23.011989	2019-12-26 01:51:46.568350	350.0	1	21.0	0.006879474400253489	1200.0	0.663811478617171	0.000708215297450425	0.03943873937677054	0.020892351274787536	0.028195821529745042	13454.635446175638	0.015583078917769107	0.000708215297450425	0.03943873937677054	0.020892351274787536	0.028195821529745042	13454.629780453257	0.015583079996779863	0.000708215297450425	0.03943873937677054	0.020892351274787536	0.028195821529745042	13454.641111898018	0.01558307784289874	19	0.06506728045325778	0.04798158640226629												
20	TrialState.COMPLETE	0.0907892666037142	2019-12-26 01:51:46.569359	2019-12-26 02:18:54.287328	150.0	2	31.0	0.0059420816550581875	900.0	0.44174576167319246	0.020833333333333332	0.0907892666037142	0.046211048158640224	0.06232294617563739	8953.359409427132	0.045226246121036706	0.020833333333333332	0.0907892666037142	0.046211048158640224	0.06232294617563739	8953.354481429022	0.04522633774572722	0.020833333333333332	0.0907892666037142	0.046211048158640224	0.06232294617563739	8953.364337425244	0.04522616121017788	20						0.09022157021448807	0.09054089943342776							
21	TrialState.COMPLETE	0.08325070821529745	2019-12-26 02:18:54.288105	2019-12-26 02:52:34.851403	250.0	2	71.0	0.004597616675502909	1600.0	0.47395306792406117	0.01705028328611898	0.08325070821529745	0.03911118980169972	0.055046033994334276	9605.996883852691	0.03974662320370832	0.01705028328611898	0.08325070821529745	0.03911118980169972	0.055046033994334276	9605.98757082153	0.03974669982311863	0.01705028328611898	0.08325070821529745	0.03911118980169972	0.055046033994334276	9606.006196883853	0.03974655137830698	21							0.08325956090651558	0.08325464274472773						
22	TrialState.COMPLETE	0.021919263456090653	2019-12-26 02:52:34.852442	2019-12-26 03:03:37.661184	150.0	1	51.0	0.02622807782880291	1900.0	1.0667473054764947	0.000708215297450425	0.021919263456090653	0.017988668555240794	0.019652974504249292	21626.493342776204	0.010338904007786913	0.000708215297450425	0.021919263456090653	0.017988668555240794	0.019652974504249292	21626.487110481587	0.010338904080456762	0.000708215297450425	0.021919263456090653	0.017988668555240794	0.019652974504249292	21626.499575070822	0.010338903935139402	22		0.022013692162417376	0.021954674220963172											
23	TrialState.COMPLETE	0.0261685552407932	2019-12-26 03:03:37.662163	2019-12-26 03:16:45.436470	250.0	2	81.0	0.01955535532375707	800.0	0.8585610287496552	0.005630311614730878	0.0261685552407932	0.012677053824362607	0.0176699716713881	17405.2434490085	0.012770685744072672	0.005630311614730878	0.0261685552407932	0.012677053824362607	0.0176699716713881	17405.222485835693	0.012770689468837792	0.005630311614730878	0.0261685552407932	0.012677053824362607	0.0176699716713881	17405.264412181303	0.012770682053354656	23		0.0255547686496695	0.025938385269121813											
24	TrialState.COMPLETE	0.1396600566572238	2019-12-26 03:16:45.437273	2019-12-26 03:47:43.926524	150.0	2	31.0	0.002845850292176479	1400.0	0.42758088148690804	0.022556657223796035	0.1396600566572238	0.06051699716713881	0.08728753541076487	8665.647122875354	0.06027281562704929	0.022556657223796035	0.1396600566572238	0.06051699716713881	0.08728753541076487	8665.642705382435	0.06027286937393693	0.022556657223796035	0.1396600566572238	0.06051699716713881	0.08728753541076487	8665.651540368272	0.06027276461868151	24							0.137703611898017	0.13879052565313188						
25	TrialState.COMPLETE	0.12869845766446333	2019-12-26 03:47:43.927517	2019-12-26 04:25:53.470413	450.0	2	41.0	0.0032427400627178435	1700.0	0.45201480029279834	0.021187440982058547	0.12869845766446333	0.05830972615675165	0.08364809568775575	9161.266416824048	0.05616781269365781	0.021187440982058547	0.12873780295876613	0.05830972615675165	0.08364809568775575	9161.261724897702	0.05616810348306238	0.021187440982058547	0.12869845766446333	0.05830972615675165	0.08364809568775575	9161.271108750394	0.05616754410329956	25						0.12702347227842978	0.12796565155807366							
26	TrialState.COMPLETE	0.028063031161473087	2019-12-26 04:25:53.471394	2019-12-26 04:36:07.456731	350.0	2	61.0	0.022155308704399423	1800.0	0.8697656987939817	0.006550991501416431	0.028063031161473087	0.014651203966005666	0.02018413597733711	17632.196264164308	0.014280812836027895	0.006550991501416431	0.028063031161473087	0.014651203966005666	0.02018413597733711	17632.174442280455	0.01428086224566599	0.006550991501416431	0.028063031161473087	0.014651203966005666	0.02018413597733711	17632.21808604816	0.014280765654811688	26	0.028505665722379604	0.028210576015108593												
27	TrialState.COMPLETE	0.11552762039660057	2019-12-26 04:36:07.457627	2019-12-26 04:47:25.305763	450.0	1	51.0	0.0026725255554225797	1200.0	0.5826199126930911	0.000708215297450425	0.11552762039660057	0.06568696883852691	0.090828611898017	11808.887482294618	0.04136537281684552	0.000708215297450425	0.11552762039660057	0.06568696883852691	0.090828611898017	11808.883321529745	0.041365373387457396	0.000708215297450425	0.11552762039660057	0.06568696883852691	0.090828611898017	11808.89164305949	0.04136537224753408	27	0.20343484419263455	0.1448300283286119												
28	TrialState.COMPLETE	0.022087464589235127	2019-12-26 04:47:25.306757	2019-12-26 04:57:07.318627	350.0	2	21.0	0.04417512899951908	1800.0	0.9069021063345011	0.0053558781869688385	0.022087464589235127	0.010888810198300283	0.015359419263456091	18385.316218130312	0.011029344920724134	0.0053558781869688385	0.022087464589235127	0.010888810198300283	0.015359419263456091	18385.304886685553	0.011029345186860325	0.0053558781869688385	0.022087464589235127	0.010888810198300283	0.015359419263456091	18385.32754957507	0.011029344654799112	28	0.023105524079320112	0.02242681775259679												
29	TrialState.COMPLETE	0.3220609065155807	2019-12-26 04:57:07.319604	2019-12-26 05:04:55.714723	150.0	1	71.0	0.0017903974187637713	1100.0	0.15790798345450482	0.0056657223796034	0.3220609065155807	0.1747078611898017	0.24353753541076487	3200.400407223796	0.11549072139975539	0.0056657223796034	0.3220609065155807	0.1747078611898017	0.24353753541076487	3200.3990350566573	0.1154907215325111	0.0056657223796034	0.3220609065155807	0.1747078611898017	0.24353753541076487	3200.4017793909347	0.115490721267266	29	0.3234773371104816	0.32253305004721433												
30	TrialState.COMPLETE	0.22069759206798867	2019-12-26 05:04:55.715700	2019-12-26 05:12:33.929614	50.0	1	91.0	0.007661776654274574	600.0	0.1428797504164788	0.0032312322946175635	0.22069759206798867	0.1065421388101983	0.1535941926345609	2895.9012039660056	0.07789970059422457	0.0032312322946175635	0.22069759206798867	0.1065421388101983	0.1535941926345609	2895.9000973796033	0.0778997015484916	0.0032312322946175635	0.22069759206798867	0.1065421388101983	0.1535941926345609	2895.902310552408	0.07789969964438322	30	0.23955382436260622	0.22698300283286119												
31	TrialState.COMPLETE	0.336166194523135	2019-12-26 05:12:33.931250	2019-12-26 05:27:55.783292	150.0	1	81.0	0.0015488573890798008	1500.0	0.12781264543757573	0.007200188857412654	0.336166194523135	0.1791489612842304	0.2507967422096317	2590.4524315391877	0.12115125987398274	0.007200188857412654	0.336166194523135	0.1791489612842304	0.2507967422096317	2590.451133144476	0.12115126966867676	0.007200188857412654	0.336166194523135	0.1791489612842304	0.2507967422096317	2590.4537299339	0.12115125029428106	31			0.33613668555240794	0.33615439093484417										
32	TrialState.COMPLETE	0.07484065155807365	2019-12-26 05:27:55.784052	2019-12-26 05:59:25.228379	150.0	2	81.0	0.003921110219338507	1500.0	0.4884014136775982	0.01391643059490085	0.07484065155807365	0.03319759206798867	0.047344192634560904	9898.626327903683	0.035075162626654686	0.01391643059490085	0.07484065155807365	0.03319759206798867	0.047344192634560904	9898.61650141643	0.035075441604948	0.01391643059490085	0.07484065155807365	0.03319759206798867	0.047344192634560904	9898.636154390935	0.03507490470139993	32							0.07465031869688385	0.07475605917532263						
33	TrialState.COMPLETE	0.22623052407932012	2019-12-26 05:59:25.229158	2019-12-26 06:09:40.110047	350.0	1	71.0	0.001464981947328639	1000.0	0.17354523282250559	0.0012393767705382436	0.22623052407932012	0.12668201133144477	0.17417669971671387	3517.000863137394	0.08188196684955926	0.0012393767705382436	0.22623052407932012	0.12668201133144477	0.17417669971671387	3516.998495042493	0.08188197410401725	0.0012393767705382436	0.22623052407932012	0.12668201133144477	0.17417669971671387	3517.0032312322946	0.08188195971853254	33	0.2817811614730878	0.244747403210576												
34	TrialState.COMPLETE	0.04147485835694051	2019-12-26 06:09:40.110836	2019-12-26 06:20:42.164268	450.0	1	41.0	0.011110844714350976	1200.0	1.0002506853791426	0.000708215297450425	0.04147485835694051	0.02903682719546742	0.035145184135977336	20277.253762393768	0.0175253931917906	0.000708215297450425	0.04147485835694051	0.02903682719546742	0.035145184135977336	20277.242785056656	0.01752539340392394	0.000708215297450425	0.04147485835694051	0.02903682719546742	0.035145184135977336	20277.26473973088	0.017525392979798257	34	0.042050283286118983	0.041666666666666664												
35	TrialState.COMPLETE	0.2771334985835694	2019-12-26 06:20:42.165291	2019-12-26 06:27:38.959248	250.0	2	1.0	0.0018178400103484786	1100.0	0.14377686699155462	0.003806657223796034	0.2771334985835694	0.1479284702549575	0.20299220963172804	2914.235415191218	0.09833387035933235	0.003806657223796034	0.2771334985835694	0.1479284702549575	0.20299220963172804	2914.2333126770536	0.09833387049489056	0.003806657223796034	0.2771334985835694	0.1479284702549575	0.20299220963172804	2914.2375177053823	0.09833387022392392	35	0.3207330028328612	0.2916666666666667												
36	TrialState.COMPLETE	0.12084907145105446	2019-12-26 06:27:38.960240	2019-12-26 06:58:36.550505	250.0	2	91.0	0.0012593893009398235	800.0	0.4907864327701957	0.01593484419263456	0.12084907145105446	0.044165092854894554	0.07074283915643689	9946.56554926031	0.04865194454123119	0.01593484419263456	0.12084907145105446	0.044165092854894554	0.07074283915643689	9946.555083412024	0.04865427614766136	0.01593484419263456	0.12084907145105446	0.044165092854894554	0.07074283915643689	9946.576015108592	0.04865029293780292	36						0.11971367867260219	0.12035233711048159							
37	TrialState.COMPLETE	0.17630134560906516	2019-12-26 06:58:36.551486	2019-12-26 07:08:11.803811	350.0	1	31.0	0.0016436829538536647	1500.0	0.2294581387160868	0.0007524787535410764	0.17630134560906516	0.10308958923512748	0.1377921388101983	4650.486543909348	0.06460236880410336	0.0007524787535410764	0.17630134560906516	0.10308958923512748	0.1377921388101983	4650.483312677054	0.06460236925381051	0.0007524787535410764	0.17630134560906516	0.10308958923512748	0.1377921388101983	4650.489775141643	0.06460236835485385	37	0.24849504249291784	0.20036591123701605												
38	TrialState.COMPLETE	0.11822769121813032	2019-12-26 07:08:11.805456	2019-12-26 07:18:16.008588	350.0	1	61.0	0.003112215537222464	1000.0	0.5232668612164508	0.000796742209631728	0.11822769121813032	0.06546565155807366	0.09087287535410765	10605.884251062324	0.04191874851799887	0.000796742209631728	0.11822769121813032	0.06546565155807366	0.09087287535410765	10605.880267351275	0.04191875206664672	0.000796742209631728	0.11822769121813032	0.06546565155807366	0.09087287535410765	10605.88823477337	0.04191874500797711	38	0.2072415014164306	0.1478989612842304												
39	TrialState.COMPLETE	0.025185906515580735	2019-12-26 07:18:16.009636	2019-12-26 07:26:31.839344	250.0	1	41.0	0.01000303973178748	1300.0	0.75143723459389	0.000708215297450425	0.025185906515580735	0.013721671388101982	0.0184578611898017	15231.70279302408	0.010586007637490522	0.000708215297450425	0.025185906515580735	0.013721671388101982	0.0184578611898017	15231.692900141643	0.010586007764905704	0.000708215297450425	0.025185906515580735	0.013721671388101982	0.0184578611898017	15231.712685906516	0.010586007510119896	39	0.03266643059490085	0.027679414542020775												
40	TrialState.COMPLETE	0.1788243626062323	2019-12-26 07:26:31.840331	2019-12-26 07:34:57.384442	250.0	1	61.0	0.002464016842875541	1900.0	0.20421715928618497	0.000796742209631728	0.1788243626062323	0.09600743626062323	0.13438385269121814	4138.840673689801	0.06331721490353114	0.000796742209631728	0.1788243626062323	0.09600743626062323	0.13438385269121814	4138.838172804532	0.06331721590886911	0.000796742209631728	0.1788243626062323	0.09600743626062323	0.13438385269121814	4138.84317457507	0.06331721390122302	40	0.2526558073654391	0.20343484419263455												
41	TrialState.COMPLETE	0.13581637908833377	2019-12-26 07:34:57.386057	2019-12-26 08:12:04.938624	250.0	2	31.0	0.0034882142817718826	900.0	0.4217543238698005	0.023709116662374453	0.13581637908833377	0.061920551120267835	0.08880054081895442	8547.840184779809	0.060404882970303074	0.023709116662374453	0.13581637908833377	0.061920551120267835	0.08880054081895442	8547.836353978882	0.06040496387792652	0.023709116662374453	0.13581637908833377	0.061920551120267835	0.08880054081895442	8547.844015580737	0.06040480639818961	41								0.13460025180988353	0.13526912181303116					
42	TrialState.COMPLETE	0.23543732294617564	2019-12-26 08:12:04.939605	2019-12-26 08:19:31.796398	150.0	1	31.0	0.002487142447953136	1700.0	0.15851855381570576	0.002921388101983003	0.23543732294617564	0.12579674220963172	0.1780718838526912	3212.5816218130312	0.08489383087501451	0.002921388101983003	0.23543732294617564	0.12579674220963172	0.1780718838526912	3212.580116855524	0.08489383364077947	0.002921388101983003	0.23543732294617564	0.12579674220963172	0.1780718838526912	3212.5831267705385	0.08489382813913345	42	0.2842599150141643	0.25171152030217187												
43	TrialState.COMPLETE	0.07272485835694051	2019-12-26 08:19:31.797371	2019-12-26 08:29:05.394897	350.0	1	31.0	0.005317629266489948	1400.0	0.6366458391483033	0.000708215297450425	0.07272485835694051	0.04005842776203966	0.05661296033994334	12903.865217776203	0.02730637774284545	0.000708215297450425	0.07272485835694051	0.04005842776203966	0.05661296033994334	12903.859596317281	0.027306382462756556	0.000708215297450425	0.07272485835694051	0.04005842776203966	0.05661296033994334	12903.870839235127	0.027306373058034936	43	0.12703611898016998	0.090828611898017												
44	TrialState.COMPLETE	0.07422981586402266	2019-12-26 08:29:05.395680	2019-12-26 08:39:53.472008	450.0	1	21.0	0.004607531256282363	1500.0	0.6259851722728127	0.000708215297450425	0.07422981586402266	0.04098796033994334	0.056657223796033995	12687.584521069404	0.027865483603755854	0.000708215297450425	0.07422981586402266	0.04098796033994334	0.056657223796033995	12687.579497167138	0.027865521583500384	0.000708215297450425	0.07422981586402266	0.04098796033994334	0.056657223796033995	12687.589544971672	0.02786544712996787	44	0.12597379603399433	0.09147780925401322												
45	TrialState.COMPLETE	0.08281692634560907	2019-12-26 08:39:53.472786	2019-12-26 09:03:43.058074	150.0	2	81.0	0.0025578994637575903	2000.0	0.500867245002277	0.011309313031161472	0.08281692634560907	0.03051965297450425	0.04798158640226629	10151.155486455382	0.03510540173953095	0.011309313031161472	0.08281692634560907	0.03051965297450425	0.04798158640226629	10151.14593661473	0.03510550278126125	0.011309313031161472	0.08281692634560907	0.03051965297450425	0.04798158640226629	10151.165036296034	0.03510530517052915	45					0.08162181303116148	0.08230473492513153								
46	TrialState.COMPLETE	0.038376416430594903	2019-12-26 09:03:43.058854	2019-12-26 09:14:18.556716	350.0	1	81.0	0.006948546334276741	500.0	0.666029041961333	0.000708215297450425	0.038376416430594903	0.02040545325779037	0.028195821529745042	13499.966780276203	0.015151483081163345	0.000708215297450425	0.038376416430594903	0.02040545325779037	0.028195821529745042	13499.958702195467	0.015151483519639818	0.000708215297450425	0.038376416430594903	0.02040545325779037	0.028195821529745042	13499.97485835694	0.015151482643278452	46	0.06329674220963173	0.046683191690273844												
47	TrialState.COMPLETE	0.028372875354107648	2019-12-26 09:14:18.557490	2019-12-26 09:22:19.633778	150.0	2	31.0	0.034338946409580524	1300.0	0.8748595185718643	0.006550991501416431	0.028372875354107648	0.014120042492917846	0.018767705382436262	17735.564381196884	0.013840757837252013	0.006550991501416431	0.028372875354107648	0.014120042492917846	0.018767705382436262	17735.553957152973	0.013840757967402414	0.006550991501416431	0.028372875354107648	0.014120042492917846	0.018767705382436262	17735.574805240794	0.01384075770718928	47	0.02894830028328612	0.028564683663833804												
48	TrialState.COMPLETE	0.02669086402266289	2019-12-26 09:22:19.634557	2019-12-26 09:33:04.618570	450.0	1	21.0	0.007542691908067029	700.0	0.7539282350342761	0.000708215297450425	0.02669086402266289	0.014606940509915014	0.018369334277620396	15281.954851274788	0.011211739317889286	0.000708215297450425	0.02669086402266289	0.014606940509915014	0.018369334277620396	15281.94644121813	0.01121173959420209	0.000708215297450425	0.02669086402266289	0.014606940509915014	0.018369334277620396	15281.963261331444	0.011211739041809212	48	0.03355169971671388	0.02897780925401322												
