number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
49	TrialState.COMPLETE	0.01960871104815864	2019-12-26 09:33:04.619336	2019-12-26 09:45:00.343000	450.0	2	71.0	0.06478012864154169	1700.0	0.9052994226317298	0.002921388101983003	0.01960871104815864	0.008985481586402267	0.012659348441926345	18352.744732648724	0.009112883332106483	0.002921388101983003	0.01960871104815864	0.008985481586402267	0.012659348441926345	18352.72202549575	0.009112884170273871	0.002921388101983003	0.01960871104815864	0.008985481586402267	0.012659348441926345	18352.7674398017	0.009112882496776747	49	0.02044971671388102	0.0198890462700661												
50	TrialState.COMPLETE	0.2630134560906516	2019-12-26 09:45:00.343772	2019-12-26 09:50:58.317543	150.0	2	1.0	0.002081684305577016	1900.0	0.15987032704566576	0.004913243626062323	0.2630134560906516	0.14274964589235128	0.19529036827195467	3240.421587287535	0.09541092684532793	0.004913243626062323	0.2630134560906516	0.14274964589235128	0.19529036827195467	3240.4197060906517	0.09541092688591409	0.004913243626062323	0.2630134560906516	0.14274964589235128	0.19529036827195467	3240.423468484419	0.09541092680476353	50	0.2894830028328612	0.27183663833805477												
51	TrialState.COMPLETE	0.06554532577903682	2019-12-26 09:50:58.318348	2019-12-26 10:22:07.303127	150.0	2	91.0	0.005911720398086133	600.0	0.4948962596138819	0.016005665722379603	0.06554532577903682	0.0324185552407932	0.044050991501416434	10030.529966359773	0.033189839321428286	0.016005665722379603	0.06554532577903682	0.0324185552407932	0.044050991501416434	10030.518732294617	0.03319004055215469	0.016005665722379603	0.06554532577903682	0.0324185552407932	0.044050991501416434	10030.541200424928	0.03318965214616029	51							0.06431480169971672	0.06499842618822789						
52	TrialState.COMPLETE	0.03976628895184136	2019-12-26 10:22:07.303901	2019-12-26 10:36:16.403734	350.0	1	31.0	0.0260878058331318	1900.0	1.1139012789184781	0.000708215297450425	0.03976628895184136	0.03271954674220963	0.03587110481586402	22583.10639164306	0.01765838545232967	0.000708215297450425	0.03976628895184136	0.03271954674220963	0.03587110481586402	22583.093484419263	0.01765838561111654	0.000708215297450425	0.03976628895184136	0.03271954674220963	0.03587110481586402	22583.119298866855	0.01765838529362403	52		0.03818460812086875	0.03917315864022663											
53	TrialState.COMPLETE	0.09571529745042492	2019-12-26 10:36:16.404719	2019-12-26 11:11:32.141268	250.0	2	91.0	0.0025328371938313173	1400.0	0.4871623219080695	0.012712464589235127	0.09571529745042492	0.03657932011331445	0.05685198300283286	9873.181604107649	0.03983575163809587	0.012712464589235127	0.09571529745042492	0.03657932011331445	0.05685198300283286	9873.172184844192	0.039835823010501405	0.012712464589235127	0.09571529745042492	0.03657932011331445	0.05685198300283286	9873.191023371104	0.03983568333489509	53							0.09370573654390935	0.09482215926975134						
54	TrialState.COMPLETE	0.013987252124645893	2019-12-26 11:11:32.142073	2019-12-26 11:22:25.475598	450.0	2	11.0	0.037767239544197154	1700.0	0.9043713493142149	0.002788597733711048	0.013987252124645893	0.007037889518413598	0.00907400849858357	18333.988491501415	0.007132728112010372	0.002788597733711048	0.013987252124645893	0.007037889518413598	0.00907400849858357	18333.97928470255	0.007132728791466637	0.002788597733711048	0.013987252124645893	0.007037889518413598	0.00907400849858357	18333.99769830028	0.007132727434700412	54	0.014695467422096316	0.014223323890462701												
55	TrialState.COMPLETE	0.043245396600566574	2019-12-26 11:22:25.476613	2019-12-26 11:33:06.193087	450.0	1	11.0	0.09645720683318902	600.0	1.055090863100327	0.0008852691218130312	0.043245396600566574	0.033773016997167137	0.038376416430594903	21390.579652089236	0.018761515253040456	0.0008852691218130312	0.043245396600566574	0.033773016997167137	0.038376416430594903	21387.646556303116	0.018761594948001836	0.0008852691218130312	0.043245396600566574	0.033773016997167137	0.038376416430594903	21393.512747875353	0.018761440564792696	55	0.0425814447592068	0.04302407932011332												
56	TrialState.COMPLETE	0.28815509915014165	2019-12-26 11:33:06.194073	2019-12-26 11:41:17.677563	350.0	2	1.0	0.0011053396138114545	1000.0	0.1576663726647883	0.004382082152974504	0.28815509915014165	0.16111898016997167	0.2191041076487252	3195.7552230878186	0.10522968118565487	0.004382082152974504	0.28815509915014165	0.16111898016997167	0.2191041076487252	3195.7520803824364	0.10522968126530838	0.004382082152974504	0.28815509915014165	0.16111898016997167	0.2191041076487252	3195.758365793201	0.10522968110605688	56	0.32666430594900847	0.3009915014164306												
57	TrialState.COMPLETE	0.2044971671388102	2019-12-26 11:41:17.678862	2019-12-26 11:50:44.272961	350.0	1	11.0	0.0010751045521393417	1100.0	0.1980767605564746	0.0009295325779036828	0.2044971671388102	0.11849327195467423	0.1580648016997167	4014.5737650495753	0.0747449926028671	0.0009295325779036828	0.2044971671388102	0.11849327195467423	0.1580648016997167	4014.5711313739375	0.07474499306013155	0.0009295325779036828	0.2044971671388102	0.11849327195467423	0.1580648016997167	4014.5763987252126	0.07474499214655717	57	0.27000708215297453	0.22633380547686496												
58	TrialState.COMPLETE	0.023990793201133145	2019-12-26 11:50:44.273979	2019-12-26 11:59:16.085515	250.0	2	21.0	0.036771735765146626	800.0	0.8980557805216132	0.004647662889518413	0.023990793201133145	0.01080028328611898	0.01593484419263456	18206.01991855524	0.011455068345933529	0.004647662889518413	0.023990793201133145	0.01080028328611898	0.01593484419263456	18206.008764164308	0.011463922553544541	0.004647662889518413	0.023990793201133145	0.01080028328611898	0.01593484419263456	18206.031072946174	0.011449165042669754	58	0.022839943342776205	0.023607176581680833												
59	TrialState.COMPLETE	0.4041522970809213	2019-12-26 11:59:16.086337	2019-12-26 13:15:26.886545	50.0	1	31.0	0.0010299419548870088	1300.0	0.08472868150711331	0.02350966867840867	0.4041522970809213	0.23171726813647	0.3128618056410888	1717.4213842529869	0.15624592916490912	0.02350966867840867	0.4041522970809213	0.23171726813647	0.3128618056410888	1717.4208415445253	0.1562459293967524	0.02350966867840867	0.4041522970809213	0.23171726813647	0.3128618056410888	1717.4219269614484	0.15624592893396255	59													0.4025107918521516	0.40336885140355394
60	TrialState.COMPLETE	0.11291607648725212	2019-12-26 13:15:26.887332	2019-12-26 13:21:19.789995	150.0	1	1.0	0.002865013938576029	900.0	0.4519555131150842	0.000708215297450425	0.11291607648725212	0.06820998583569406	0.09012039660056657	9161.370219546743	0.041045619211707206	0.000708215297450425	0.11291607648725212	0.06820998583569406	0.09012039660056657	9161.367608002833	0.04104561993716635	0.000708215297450425	0.11291607648725212	0.06820998583569406	0.09012039660056657	9161.372831090652	0.04104561848803172	60	0.20352337110481586	0.14311850802644005												
61	TrialState.COMPLETE	0.0454143059490085	2019-12-26 13:21:19.790769	2019-12-26 13:31:24.678980	350.0	1	61.0	0.07687525996843546	1200.0	1.0906995023393655	0.000708215297450425	0.0454143059490085	0.03722556657223796	0.04098796033994334	22112.674287358357	0.020186551894756467	0.000708215297450425	0.0454143059490085	0.03722556657223796	0.04098796033994334	22110.540146954674	0.020186671214817434	0.000708215297450425	0.0454143059490085	0.03722556657223796	0.04098796033994334	22114.80842776204	0.020186440647137833	61	0.044794617563739376	0.04520774315391879												
62	TrialState.COMPLETE	0.15000885269121814	2019-12-26 13:31:24.679969	2019-12-26 13:38:57.818066	50.0	1	31.0	0.008326878001250333	1700.0	0.15844178132566328	0.0016820113314447592	0.15000885269121814	0.07183958923512748	0.10410764872521247	3211.212132613314	0.05411867356695892	0.0016820113314447592	0.15000885269121814	0.07183958923512748	0.10410764872521247	3211.211225212465	0.054118673693512226	0.0016820113314447592	0.15000885269121814	0.07183958923512748	0.10410764872521247	3211.213040014164	0.05411867344052165	62	0.1870573654390935	0.1623583569405099												
63	TrialState.COMPLETE	0.08711048158640226	2019-12-26 13:38:57.819062	2019-12-26 13:44:44.955632	50.0	1	1.0	0.0038805434881317366	1100.0	0.2451952412211152	0.0009737960339943342	0.08711048158640226	0.04780453257790368	0.06311968838526912	4969.957595609065	0.03371985839549366	0.0009737960339943342	0.08711048158640226	0.04780453257790368	0.06311968838526912	4969.956002124646	0.03371985859123363	0.0009737960339943342	0.08711048158640226	0.04780453257790368	0.06311968838526912	4969.959189093484	0.03371985819989554	63	0.12269830028328611	0.09897308781869689												
64	TrialState.COMPLETE	0.02496458923512748	2019-12-26 13:44:44.956652	2019-12-26 14:00:21.647429	150.0	1	91.0	0.0327573539753378	1400.0	1.0847564021752536	0.000708215297450425	0.02496458923512748	0.02042020774315392	0.022308781869688384	21991.99309490085	0.011647412334576057	0.000708215297450425	0.02496458923512748	0.02042020774315392	0.022308781869688384	21991.98654390935	0.011647412629330518	0.000708215297450425	0.02496458923512748	0.02042020774315392	0.022308781869688384	21991.999645892352	0.011647412040470557	64			0.025407223796033995	0.025141643059490085										
65	TrialState.COMPLETE	0.11094192634560907	2019-12-26 14:00:21.648446	2019-12-26 14:47:19.496298	450.0	2	71.0	0.003113041415211313	1300.0	0.46767644232271255	0.0181657223796034	0.11094192634560907	0.05123937677053824	0.0722556657223796	9478.654346671388	0.04927661934269171	0.0181657223796034	0.11094192634560907	0.05123937677053824	0.0722556657223796	9478.646175637394	0.049276637882937964	0.0181657223796034	0.11094192634560907	0.05123937677053824	0.0722556657223796	9478.662517705383	0.04927660107933982	65							0.1095520538243626	0.11032420522505508						
66	TrialState.COMPLETE	0.19735063095544683	2019-12-26 14:47:19.497285	2019-12-26 15:36:18.467190	450.0	2	41.0	0.0011290542147615972	700.0	0.44616896225502045	0.022904326551635334	0.19735063095544683	0.07854751480813804	0.12567602369302086	9042.206380375997	0.0752455316716146	0.022904326551635334	0.19735063095544683	0.07854751480813804	0.12567602369302086	9042.201487252125	0.07524619848453336	0.022904326551635334	0.19735063095544683	0.07854751480813804	0.12567602369302086	9042.211273499872	0.07524498410730565	66								0.19572316650928548	0.1966182719546742					
67	TrialState.COMPLETE	0.18258675637393768	2019-12-26 15:36:18.468140	2019-12-26 15:47:23.035810	450.0	1	41.0	0.0012842738002351423	1300.0	0.2133483425009697	0.000708215297450425	0.18258675637393768	0.10640934844192634	0.14186437677053823	4323.897596494335	0.06685964075295352	0.000708215297450425	0.18258675637393768	0.10640934844192634	0.14186437677053823	4323.894520184136	0.06685967013786857	0.000708215297450425	0.18258675637393768	0.10640934844192634	0.14186437677053823	4323.900672804532	0.06685961233323781	67	0.2534525495750708	0.20620868744098206												
68	TrialState.COMPLETE	0.17023725212464588	2019-12-26 15:47:23.036793	2019-12-26 15:53:21.498793	50.0	2	1.0	0.010894926397960202	900.0	0.14013667620769418	0.003585339943342776	0.17023725212464588	0.0893679178470255	0.12522131728045327	2840.4328302053823	0.06370024266340006	0.003585339943342776	0.17023725212464588	0.0893679178470255	0.12522131728045327	2840.431967067989	0.06370024274797452	0.003585339943342776	0.17023725212464588	0.0893679178470255	0.12522131728045327	2840.433693342776	0.06370024257888993	68	0.22060906515580736	0.1870278564683664												
69	TrialState.COMPLETE	0.09786650141643059	2019-12-26 15:53:21.499677	2019-12-26 16:03:59.651660	450.0	1	21.0	0.0034018773806189107	1100.0	0.626427583697874	0.000708215297450425	0.09786650141643059	0.056568696883852694	0.07737252124645892	12696.661716536828	0.03598361229240144	0.000708215297450425	0.09786650141643059	0.056568696883852694	0.07737252124645892	12696.657091005665	0.035983613406602055	0.000708215297450425	0.09786650141643059	0.056568696883852694	0.07737252124645892	12696.666342067989	0.03598361118404342	69	0.1817457507082153	0.12582625118035884												
70	TrialState.COMPLETE	0.07979225684608121	2019-12-26 16:03:59.653230	2019-12-26 16:36:42.119972	350.0	2	31.0	0.0055135214633481346	1100.0	0.45876984914498026	0.016072552722694367	0.07979225684608121	0.03836166194523135	0.05345058231035568	9298.708894003777	0.037840105449982654	0.016072552722694367	0.07979225684608121	0.03836166194523135	0.05345058231035568	9298.703375826251	0.03784011523464543	0.016072552722694367	0.07979225684608121	0.03836166194523135	0.05345058231035568	9298.714412181303	0.03784009582318563	70						0.07987656819101578	0.07982914305949008							
71	TrialState.COMPLETE	0.05301497369486038	2019-12-26 16:36:42.121003	2019-12-26 16:57:45.552116	250.0	2	61.0	0.006661157609818684	900.0	0.5308175477058423	0.012115540267098341	0.05301497369486038	0.026026912181303118	0.03644779441521651	10759.228171792796	0.026846871575937167	0.012115540267098341	0.05301497369486038	0.026026912181303118	0.03644779441521651	10759.21861088628	0.026846988741385636	0.012115540267098341	0.05301497369486038	0.026026912181303118	0.03644779441521651	10759.237732699312	0.02684676196219717	71				0.052620396600566575	0.05285056657223796									
72	TrialState.COMPLETE	0.307767834148854	2019-12-26 16:57:45.553112	2019-12-26 17:31:33.937249	150.0	1	21.0	0.0012503969308860078	1000.0	0.1015822310006992	0.006180788050476436	0.307767834148854	0.15585565284573782	0.2224922740149369	2058.86228431625	0.10898374228984432	0.006180788050476436	0.307767834148854	0.15585565284573782	0.2224922740149369	2058.861447334535	0.10898374245649788	0.006180788050476436	0.307767834148854	0.15585565284573782	0.2224922740149369	2058.8631212979653	0.10898374212367035	72								0.3068342776203966	0.3073477337110482					
73	TrialState.COMPLETE	0.023769475920679888	2019-12-26 17:31:33.938251	2019-12-26 17:44:11.866938	450.0	2	91.0	0.028961528473320976	1700.0	0.8820424147982652	0.00540014164305949	0.023769475920679888	0.01137570821529745	0.016156161473087818	17881.079430771955	0.011633838157848289	0.00540014164305949	0.023769475920679888	0.01137570821529745	0.016156161473087818	17881.054045679888	0.011633843777574369	0.00540014164305949	0.023769475920679888	0.01137570821529745	0.016156161473087818	17881.104815864022	0.011633832598606116	73	0.024521954674220962	0.024020302171860245												
74	TrialState.COMPLETE	0.25526735127478756	2019-12-26 17:44:11.867931	2019-12-26 17:50:25.277284	150.0	2	1.0	0.0023695647151230057	1600.0	0.14840097494838908	0.003806657223796034	0.25526735127478756	0.13982825779036828	0.19219192634560905	3007.896003009915	0.09267489534555957	0.003806657223796034	0.25526735127478756	0.13982825779036828	0.19219192634560905	3007.8941218130312	0.09267489551800842	0.003806657223796034	0.25526735127478756	0.13982825779036828	0.19219192634560905	3007.897884206799	0.09267489517341383	74	0.297893059490085	0.2694759206798867												
75	TrialState.COMPLETE	0.15447946175637395	2019-12-26 17:50:25.278278	2019-12-26 17:59:58.629573	350.0	1	31.0	0.0018679088820978884	1300.0	0.28694083767245837	0.000708215297450425	0.15447946175637395	0.0894564447592068	0.12212287535410765	5815.999468838527	0.05612641814147799	0.000708215297450425	0.15447946175637395	0.0894564447592068	0.12212287535410765	5815.996104815864	0.056126716223973284	0.000708215297450425	0.15447946175637395	0.0894564447592068	0.12212287535410765	5816.00283286119	0.056126142775333884	75	0.23353399433427763	0.18083097261567516												
76	TrialState.COMPLETE	0.15266466005665721	2019-12-26 17:59:58.630577	2019-12-26 18:10:39.741499	450.0	1	11.0	0.0012217315041002197	1700.0	0.30918296652451654	0.000708215297450425	0.15266466005665721	0.09171388101983002	0.12340651558073655	6266.884450247875	0.056111374663135295	0.000708215297450425	0.15266466005665721	0.09171388101983002	0.12340651558073655	6266.881196883853	0.05611137502084165	0.000708215297450425	0.15266466005665721	0.09171388101983002	0.12340651558073655	6266.887703611898	0.05611137430584958	76	0.23663243626062322	0.18065391879131257												
77	TrialState.COMPLETE	0.06434922883223167	2019-12-26 18:10:39.742471	2019-12-26 18:37:24.631418	50.0	2	31.0	0.00969364655309207	2000.0	0.4592271523708388	0.01733160214038401	0.06434922883223167	0.03377793515895499	0.0454438149197356	9307.767213566258	0.03373336280997712	0.01733160214038401	0.06434922883223167	0.03377793515895499	0.0454438149197356	9307.761803588292	0.03373336811760024	0.01733160214038401	0.06434922883223167	0.03377793515895499	0.0454438149197356	9307.772623544224	0.033733357546471596	77						0.06330938891137192	0.06389429886685552							
78	TrialState.COMPLETE	0.1808202420808653	2019-12-26 18:37:24.632422	2019-12-26 19:12:39.093977	150.0	2	31.0	0.0011121358974737739	1900.0	0.43843243047236946	0.022775560133917076	0.1808202420808653	0.06695853721349472	0.10964460468709761	8885.329062580478	0.06971341511672066	0.022775560133917076	0.1808202420808653	0.06695853721349472	0.10964460468709761	8885.324298223024	0.06971346757181873	0.022775560133917076	0.1808202420808653	0.06695853721349472	0.10964460468709761	8885.333826937935	0.0697133654733773	78								0.1789030531948379	0.17995750708215297					
79	TrialState.COMPLETE	0.04275849858356941	2019-12-26 19:12:39.094827	2019-12-26 19:22:26.738462	350.0	1	51.0	0.028931053390332483	1200.0	1.1225939350075285	0.000708215297450425	0.04275849858356941	0.0355435552407932	0.03811083569405099	22759.451354461755	0.019189814473153162	0.000708215297450425	0.04275849858356941	0.0355435552407932	0.03811083569405099	22759.44020007082	0.019189814799141395	0.000708215297450425	0.04275849858356941	0.0355435552407932	0.03811083569405099	22759.462508852692	0.019189814147520388	79	0.04373229461756374	0.04308309726156752												
80	TrialState.COMPLETE	0.028549929178470254	2019-12-26 19:22:26.739246	2019-12-26 19:33:55.682830	450.0	2	51.0	0.016282383810287383	1200.0	0.8510898077792254	0.006506728045325779	0.028549929178470254	0.014695467422096316	0.020361189801699715	17253.42037004249	0.01428990124613163	0.006506728045325779	0.028549929178470254	0.014695467422096316	0.020361189801699715	17253.406072946174	0.014289976082417239	0.006506728045325779	0.028549929178470254	0.014695467422096316	0.020361189801699715	17253.43466713881	0.0142898305433518	80	0.030541784702549576	0.029213881019830027												
81	TrialState.COMPLETE	0.028904036827195466	2019-12-26 19:33:55.683765	2019-12-26 19:44:59.475279	450.0	1	41.0	0.007844524843765206	1100.0	0.7749243682770878	0.000708215297450425	0.028904036827195466	0.01646600566572238	0.02071529745042493	15707.76867917847	0.012307509827864332	0.000708215297450425	0.028904036827195466	0.01646600566572238	0.02071529745042493	15707.760136331444	0.01230751142043482	0.000708215297450425	0.028904036827195466	0.01646600566572238	0.02071529745042493	15707.777222025496	0.012307508240784075	81	0.03585339943342776	0.0312204910292729												
82	TrialState.COMPLETE	0.34735009442870635	2019-12-26 19:44:59.476234	2019-12-26 20:21:09.488324	150.0	1	51.0	0.0012659305764319167	1300.0	0.09376997390811274	0.00821824834749764	0.34735009442870635	0.18415073182247405	0.25854284702549574	1900.5002139400378	0.12540627294001166	0.00821824834749764	0.34735009442870635	0.18415073182247405	0.25854284702549574	1900.499513101983	0.12540628703002552	0.00821824834749764	0.34735009442870635	0.18415073182247405	0.25854284702549574	1900.5009147780925	0.12540625924277615	82									0.34610481586402264	0.34678405871748647				
