number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.36225212464589235	2020-04-03 18:31:42.764748	2020-04-03 18:47:07.741544	4.236547497788847	128	2	19	0.004642279028700308	128	0.3791391752875675	0.000708215297450425	0.36225212464589235	0.2388456090651558	0.3125	7685.359861898017	0.13105538876842004	0.000708215297450425	0.36225212464589235	0.2388456090651558	0.3125	7685.355169971672	0.13105539731405055	3419247905	300	0.000708215297450425	0.36225212464589235	0.2388456090651558	0.3125	7685.364553824363	0.1310553803008103	0	COMPLETE
1	0.3776558073654391	2020-04-03 18:47:07.799541	2020-04-03 18:55:35.951740	5.444131277724818	256	2	33	0.0023423296164405303	256	0.39522202226702646	0.000708215297450425	0.3776558073654391	0.2584985835694051	0.33746458923512745	8011.188385269122	0.13790517682052664	0.000708215297450425	0.3776558073654391	0.2584985835694051	0.33746458923512745	8011.1818342776205	0.1379051773171264	2576896930	250	0.000708215297450425	0.3776558073654391	0.2584985835694051	0.33746458923512745	8011.194936260623	0.13790517632462765	1	COMPLETE
2	0.385800283286119	2020-04-03 18:55:36.010023	2020-04-03 19:07:41.941314	1.1601572177225148	256	2	100	0.001946457462570581	512	0.3617901260734898	0.000708215297450425	0.385800283286119	0.25442634560906513	0.330028328611898	7332.123849150142	0.13849706671978934	0.000708215297450425	0.385800283286119	0.25442634560906513	0.330028328611898	7332.119688385269	0.13849708706079786	1786483530	400	0.000708215297450425	0.385800283286119	0.25442634560906513	0.330028328611898	7332.128009915014	0.13849704667993754	2	COMPLETE
3	0.385800283286119	2020-04-03 19:07:42.003137	2020-04-03 19:23:39.618202	9.970372566941556	256	1	64	0.09403129091332874	256	0.3004856294034238	0.000708215297450425	0.385800283286119	0.2416784702549575	0.3213526912181303	6089.93829674221	0.13709241902325725	0.000708215297450425	0.385800283286119	0.2416784702549575	0.3213526912181303	6089.933604815864	0.13709242344389055	507105307	400	0.000708215297450425	0.385800283286119	0.2416784702549575	0.3213526912181303	6089.942988668555	0.1370924146332266	3	COMPLETE
4	0.3764164305949009	2020-04-03 19:23:39.661107	2020-04-03 19:42:30.421391	4.004524263349692	128	2	50	0.010369865337709882	256	0.3117380341698833	0.000708215297450425	0.3764164305949009	0.23371104815864022	0.3125	6318.3248052407935	0.1326910659955714	0.000708215297450425	0.3764164305949009	0.23371104815864022	0.3125	6318.320467422096	0.13269106877500073	1980453646	500	0.000708215297450425	0.3764164305949009	0.23371104815864022	0.3125	6318.32914305949	0.13269106323097	4	COMPLETE
5	0.37747875354107646	2020-04-03 19:42:30.456539	2020-04-03 19:49:20.291869	6.982352142159387	128	2	70	0.0017360455396836206	256	0.3943751168988497	0.000708215297450425	0.37747875354107646	0.27160056657223797	0.34861898016997167	7993.607648725212	0.141287049846093	0.000708215297450425	0.37747875354107646	0.27160056657223797	0.34861898016997167	7993.601983002833	0.14128705059398736	2703909544	200	0.000708215297450425	0.37747875354107646	0.27160056657223797	0.34861898016997167	7993.613314447592	0.1412870490997322	5	COMPLETE
6	0.380842776203966	2020-04-03 19:49:20.326484	2020-04-03 20:08:58.305543	7.998146114623861	256	2	48	0.00889898796416061	256	0.30627822574418395	0.000708215297450425	0.380842776203966	0.23937677053824363	0.3188739376770538	6207.681126062323	0.1350767360357158	0.000708215297450425	0.380842776203966	0.23937677053824363	0.3188739376770538	6207.677939093484	0.1350767371273922	3067149177	500	0.000708215297450425	0.380842776203966	0.23937677053824363	0.3188739376770538	6207.684313031162	0.13507673494769457	6	COMPLETE
7	0.37907223796033995	2020-04-03 20:08:58.340847	2020-04-03 20:32:40.652177	8.078110582394983	128	2	87	0.005274528758885808	128	0.336414051330185	0.000708215297450425	0.37907223796033995	0.2526558073654391	0.32666430594900847	6818.416253541077	0.1370570461250403	0.000708215297450425	0.37907223796033995	0.2526558073654391	0.32666430594900847	6818.410941926346	0.1370570799230862	2480965553	350	0.000708215297450425	0.37907223796033995	0.2526558073654391	0.32666430594900847	6818.421565155807	0.13705701297520678	7	COMPLETE
8	0.3781869688385269	2020-04-03 20:32:40.691853	2020-04-03 20:41:06.611945	8.18705846544098	128	2	48	0.006569614254158829	512	0.32272385889724375	0.000708215297450425	0.3781869688385269	0.24043909348441928	0.3263101983002833	6541.322060906516	0.13517860702539314	0.000708215297450425	0.3781869688385269	0.24043909348441928	0.3263101983002833	6541.318519830028	0.1351786159337578	58354013	350	0.000708215297450425	0.3781869688385269	0.24043909348441928	0.3263101983002833	6541.325601983003	0.13517859820429814	8	COMPLETE
9	0.3764164305949009	2020-04-03 20:41:06.658607	2020-04-03 20:59:46.403600	3.215786645127265	128	1	74	0.03822355093673895	128	0.330594761083503	0.000708215297450425	0.3764164305949009	0.24309490084985835	0.323300283286119	6700.522751416431	0.13497672488080864	0.000708215297450425	0.3764164305949009	0.24309490084985835	0.323300283286119	6700.519121813031	0.1349767249735384	1110833266	300	0.000708215297450425	0.3764164305949009	0.24309490084985835	0.323300283286119	6700.52638101983	0.13497672478811654	9	COMPLETE
