number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
11	TrialState.COMPLETE	0.02191041076487252	2020-01-01 07:49:08.347757	2020-01-01 08:27:47.098082	0.710182798015677	26.167300613375332	150.0	130.0	0.004230104522367663	900.0	0.5122790648299362	0.010601097733711049	0.02191041076487252	0.014806126062322946	0.017572592067988668	10385.011076929886	0.015958803847207357	0.010601097733711049	0.02191041076487252	0.014806126062322946	0.017572592067988668	10385.008100212464	0.01595880388234467	0.010601097733711049	0.02191041076487252	0.014806126062322946	0.017572592067988668	10385.014053647308	0.01595880381208714	11					0.024020302171860245	0.02281464993929583					
12	TrialState.COMPLETE	0.007152974504249292	2020-01-01 08:27:47.100555	2020-01-01 08:48:09.845915	0.9997422253927478	17.677603991783666	250.0	70.0	0.010100574710541984	500.0	0.8021505763744746	0.004426345609065156	0.007152974504249292	0.005842776203966006	0.006196883852691218	16262.284614022663	0.005703297991044907	0.004426345609065156	0.007152974504249292	0.005842776203966006	0.006196883852691218	16262.278434844193	0.005703298011990281	0.004426345609065156	0.007152974504249292	0.005842776203966006	0.006196883852691218	16262.290793201133	0.005703297970101996	12		0.007436260623229462	0.007259206798866855								
13	TrialState.COMPLETE	0.0008852691218130312	2020-01-01 08:48:09.848019	2020-01-01 09:01:46.226583	0.8721842441524853	28.630140521776482	150.0	180.0	0.032648260663378496	900.0	0.9889498278383095	0.0002655807365439094	0.0008852691218130312	0.0003098441926345609	0.000398371104815864	20049.02255223088	0.000582158388467436	0.0002655807365439094	0.0008852691218130312	0.0003098441926345609	0.000398371104815864	20049.019166076487	0.0005821584335630167	0.0002655807365439094	0.0008852691218130312	0.0003098441926345609	0.000398371104815864	20049.025938385268	0.0005821583433983883	13	0.0005311614730878187	0.000767233238904627									
14	TrialState.COMPLETE	0.10906515580736544	2020-01-01 09:01:46.228583	2020-01-01 09:43:32.146743	0.7381759554439188	10.433713156187114	50.0	150.0	0.004218612069049065	500.0	0.4815211761604337	0.02616462071136292	0.10906515580736544	0.05006688700031476	0.06911000944287063	9761.549811142588	0.05475963138983424	0.02616462071136292	0.10906515580736544	0.05006688700031476	0.06911000944287063	9761.546663519042	0.05475963147672445	0.02616462071136292	0.10906515580736544	0.05006688700031476	0.06911000944287063	9761.552958766131	0.054759631303054244	14						0.11523674625657629	0.11176522662889518				
15	TrialState.COMPLETE	0.02018413597733711	2020-01-01 09:43:32.147984	2020-01-01 10:19:05.643353	0.5421472887898983	15.026920179425737	350.0	160.0	0.003135081734122035	1000.0	0.5413378699801962	0.008203493862134089	0.02018413597733711	0.012718366383380548	0.015816808309726156	10974.085103871577	0.014600452054194217	0.008203493862134089	0.02018413597733711	0.012718366383380548	0.015816808309726156	10974.081503777148	0.014600452078815248	0.008203493862134089	0.02018413597733711	0.012718366383380548	0.015816808309726156	10974.088703966007	0.014600452029579008	15			0.0255842776203966	0.022344192634560906							
16	TrialState.COMPLETE	0.0007524787535410764	2020-01-01 10:19:05.644461	2020-01-01 10:41:09.790019	0.48704489275000085	5.811316755103446	450.0	200.0	0.053826476119837076	500.0	0.9230366804407755	0.00017705382436260624	0.0007524787535410764	0.0003098441926345609	0.0003541076487252125	18712.725455913598	0.0005876991646321586	0.00017705382436260624	0.0007524787535410764	0.0003098441926345609	0.0003541076487252125	18712.723353399433	0.0005876991709345924	0.00017705382436260624	0.0007524787535410764	0.0003098441926345609	0.0003541076487252125	18712.727558427763	0.0005876991583302685	16	0.0011508498583569404	0.0008852691218130312									
17	TrialState.COMPLETE	0.03051965297450425	2020-01-01 10:41:09.792832	2020-01-01 11:32:00.064545	0.30809083953079375	7.0269653792729585	450.0	110.0	0.005227116644272397	500.0	0.5395626497788488	0.015182365439093485	0.03051965297450425	0.022131728045325778	0.025717067988668556	10938.304587907223	0.020947545982691003	0.015182365439093485	0.03051965297450425	0.022131728045325778	0.025717067988668556	10938.295790545326	0.020947546027081522	0.015182365439093485	0.03051965297450425	0.022131728045325778	0.025717067988668556	10938.313385269123	0.020947545938315784	17					0.029951605288007555	0.030276203966005666					
18	TrialState.COMPLETE	0.030077018413597733	2020-01-01 11:32:00.065644	2020-01-01 12:04:44.787089	0.7496242920339419	23.450705048650246	50.0	150.0	0.005176015685224612	500.0	0.5023353387361057	0.012659348441926345	0.030077018413597733	0.019143944759206798	0.023415368271954673	10183.687345077904	0.020316514441151956	0.012659348441926345	0.030077018413597733	0.019143944759206798	0.023415368271954673	10183.683693342777	0.020316514483785415	0.012659348441926345	0.030077018413597733	0.019143944759206798	0.023415368271954673	10183.690996813031	0.02031651439855379	18					0.03006964117091596	0.030073856738162687					
19	TrialState.COMPLETE	0.3857536901744446	2020-01-01 12:04:44.788157	2020-01-01 14:36:55.823844	0.2101703266232288	13.006812374049517	350.0	180.0	0.0011825525752316433	900.0	0.46173109752008623	0.1289417772476517	0.3857536901744446	0.2741165946026539	0.33088564186670644	9359.73703313702	0.21815250384788237	0.1289417772476517	0.3857536901744446	0.2741165946026539	0.33088564186670644	9359.733944013717	0.21815250818900517	0.1289417772476517	0.3857536901744446	0.2741165946026539	0.33088564186670644	9359.740122260326	0.218152499590369	19											
20	TrialState.COMPLETE	0.026406313233508703	2020-01-01 14:36:55.825300	2020-01-01 15:05:51.921852	0.6778897686324095	8.853809554101852	250.0	30.0	0.0072156459544657275	700.0	0.597017135738724	0.016643059490084985	0.026406313233508703	0.021221165520032375	0.023269931201942533	12102.973656920276	0.020518728166619843	0.016643059490084985	0.026406313233508703	0.021221165520032375	0.023269931201942533	12102.970684945367	0.020518729516909782	0.016643059490084985	0.026406313233508703	0.021221165520032375	0.023269931201942533	12102.976628895183	0.020518726829976745	20				0.025849858356940508	0.02617445703493862						
21	TrialState.COMPLETE	0.0004868980169971671	2020-01-01 15:05:51.923035	2020-01-01 15:18:14.170967	0.3698732179645735	8.217114970091075	150.0	180.0	0.06247172605882783	900.0	0.9400541908783333	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003098441926345609	19058.1003009915	0.0004570081937512082	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003098441926345609	19058.09711402266	0.00045700820719820197	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003098441926345609	19058.10348796034	0.00045700818030672627	21	0.0004426345609065156	0.00047214353163361664									
22	TrialState.COMPLETE	0.028879446018256216	2020-01-01 15:18:14.172193	2020-01-01 15:54:46.424598	0.269218247389281	29.294359432317272	50.0	30.0	0.00618927877472783	600.0	0.5069056191787733	0.014105288007554296	0.028879446018256216	0.020262826565942714	0.023744885111740634	10276.1624665565	0.02027715904790747	0.014105288007554296	0.028879446018256216	0.020262826565942714	0.023744885111740634	10276.157991029273	0.020277159173957483	0.014105288007554296	0.028879446018256216	0.020262826565942714	0.023744885111740634	10276.166942083726	0.02027715892201075	22						0.027468636179684338	0.02826221671388102				
23	TrialState.COMPLETE	0.2374038850667746	2020-01-01 15:54:46.426920	2020-01-01 16:23:22.922822	0.2643173404425997	6.391100808794501	250.0	10.0	0.001988599842514766	900.0	0.4346361606524823	0.09583670578713072	0.2374038850667746	0.1553267907729664	0.19116754350465398	8811.04898067584	0.1420936947663908	0.09583670578713072	0.2374038850667746	0.1553267907729664	0.19116754350465398	8811.047829825982	0.14209369480335585	0.09583670578713072	0.2374038850667746	0.1553267907729664	0.19116754350465398	8811.050131525699	0.1420936947294499	23				0.25396600566572236	0.2443047686496695						
24	TrialState.COMPLETE	0.3824244570349386	2020-01-01 16:23:22.924124	2020-01-01 17:51:50.356367	0.7910675736053009	4.112162072001782	250.0	100.0	0.0019751254428798633	700.0	0.4445789873897838	0.17165958451369218	0.3824244570349386	0.2977219074598678	0.34081680830972616	9012.035941926346	0.2474173978602798	0.17165958451369218	0.3824244570349386	0.2977219074598678	0.34081680830972616	9012.03341595845	0.24741739788566963	0.17165958451369218	0.3824244570349386	0.2977219074598678	0.34081680830972616	9012.03846789424	0.24741739783490274	24											
25	TrialState.COMPLETE	0.16055462110481586	2020-01-01 17:51:50.357583	2020-01-01 19:08:36.855166	0.9150358483129922	2.3420967309964262	50.0	130.0	0.006729478937578272	800.0	0.28271701331571825	0.05520759560906516	0.16055462110481586	0.0935729461756374	0.11746414660056657	5731.109009826488	0.0921071558926847	0.05520759560906516	0.16055462110481586	0.0935729461756374	0.11746414660056657	5731.108533994335	0.09210715673525069	0.05520759560906516	0.16055462110481586	0.0935729461756374	0.11746414660056657	5731.109485658641	0.09210715506034114	25										0.15923462161068394	0.15993862134088763
26	TrialState.COMPLETE	0.08678588290840415	2020-01-01 19:08:36.857153	2020-01-01 20:04:00.685336	0.9956312923097517	5.147934320198031	150.0	10.0	0.0046267234567339095	600.0	0.37225385097510366	0.045399551463644945	0.08678588290840415	0.06340002360717659	0.07163302644003777	7546.007089530217	0.06127841345258553	0.045399551463644945	0.08678588290840415	0.06340002360717659	0.07163302644003777	7546.003806657224	0.061278417625594106	0.045399551463644945	0.08678588290840415	0.06340002360717659	0.07163302644003777	7546.010372403211	0.061278409375708026	26								0.08519830028328612	0.08606425444244141		
27	TrialState.COMPLETE	0.38838526912181304	2020-01-01 20:04:00.687075	2020-01-01 21:33:55.581196	0.869361293827337	5.225131605342954	50.0	40.0	0.0017911908418903582	700.0	0.4345913245409789	0.1389636449480642	0.38838526912181304	0.28882200188857415	0.3396010387157696	8809.932524787535	0.2288250959222606	0.1389636449480642	0.38838526912181304	0.28882200188857415	0.3396010387157696	8809.931751652502	0.2288250959611536	0.1389636449480642	0.38838526912181304	0.28882200188857415	0.3396010387157696	8809.93329792257	0.22882509588343042	27											
28	TrialState.COMPLETE	0.0010623229461756375	2020-01-01 21:33:55.592516	2020-01-01 21:53:35.542441	0.2882047055286164	22.684672937051925	450.0	70.0	0.014702774193495808	800.0	0.973027372434504	0.000398371104815864	0.0010623229461756375	0.0006639518413597734	0.0008852691218130312	19726.641620927763	0.0008057243768860736	0.000398371104815864	0.0010623229461756375	0.0006639518413597734	0.0008852691218130312	19726.614686614732	0.0008057244991435129	0.000398371104815864	0.0010623229461756375	0.0006639518413597734	0.0008852691218130312	19726.668555240794	0.000805724254662443	28	0.0005311614730878187	0.0008852691218130312									
29	TrialState.COMPLETE	0.013683731282881424	2020-01-01 21:53:35.551582	2020-01-01 22:52:01.171252	0.9672830196224199	4.606019021267905	450.0	170.0	0.012908095206591566	600.0	0.7962122021793238	0.004729866450829624	0.013683731282881424	0.01057264265479563	0.012090246863617968	16141.596494334277	0.00846277667860173	0.004729866450829624	0.013683731282881424	0.01057264265479563	0.012090246863617968	16141.593939700526	0.008462776694649427	0.004729866450829624	0.013683731282881424	0.01057264265479563	0.012090246863617968	16141.59904896803	0.00846277666255835	29				0.013208215297450424	0.013485599622285174						
30	TrialState.COMPLETE	0.019728854714690408	2020-01-01 22:52:01.174228	2020-01-01 23:29:08.475499	0.6927341083102247	20.48415188298455	150.0	70.0	0.006634495039137264	700.0	0.5729733252238216	0.01102792391744233	0.019728854714690408	0.01484722784297855	0.016971873735329827	11615.51984267503	0.014456127724133057	0.01102792391744233	0.019728854714690408	0.01484722784297855	0.016971873735329827	11615.514619587211	0.01445612775865608	0.01102792391744233	0.019728854714690408	0.01484722784297855	0.016971873735329827	11615.52506576285	0.014456127689618247	30				0.018555240793201134	0.019239848914069876						
