number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301	451	501	551	601	1701	1751
0	TrialState.COMPLETE	0.471604394763035	2019-12-28 11:51:39.836342	2019-12-28 14:27:36.670807	9.572308286359727	250.0	1	11.0	0.058992091373228285	2000.0	0.21594244446327096	0.018030778654008116	0.471604394763035	0.3929350738840824	0.43296359390552025	4377.128387948856	0.212939378783799	0.018030778654008116	0.471604394763035	0.3929350738840824	0.43296359390552025	4377.125076563816	0.21293938379339436	0.018030778654008116	0.471604394763035	0.3929350738840824	0.43296359390552025	4377.131699333895	0.21293937389290857	0										0.46979967624443547	0.4707271010387158
1	TrialState.COMPLETE	0.015302509105625252	2019-12-28 14:27:36.671794	2019-12-28 14:48:02.682460	0.9279423125170319	50.0	1	26.0	0.06380677043780153	1800.0	0.5960965309365528	0.0015428976123027115	0.015302509105625252	0.006449817887494941	0.009257385673816268	12082.74883650344	0.007424603358594108	0.0015428976123027115	0.015302509105625252	0.006449817887494941	0.009257385673816268	12082.744233104006	0.00742460581451479	0.0015428976123027115	0.015302509105625252	0.006449817887494941	0.009257385673816268	12082.753439902874	0.00742460092139439	1			0.014695467422096316	0.01504957507082153							
2	TrialState.COMPLETE	0.00199185552407932	2019-12-28 14:48:02.683259	2019-12-28 14:56:37.597987	1.0718349066803374	50.0	1	36.0	0.004125743650765102	2000.0	0.9382742742159531	0.000708215297450425	0.00199185552407932	0.0013279036827195468	0.0016820113314447592	19021.25885269122	0.0014051697712610467	0.000708215297450425	0.00199185552407932	0.0013279036827195468	0.0016820113314447592	19021.25088526912	0.0014051698927181509	0.000708215297450425	0.00199185552407932	0.0013279036827195468	0.0016820113314447592	19021.266820113313	0.0014051696498534306	2	0.0013279036827195468	0.0017705382436260624									
3	TrialState.COMPLETE	0.3652466436753295	2019-12-28 14:56:37.599107	2019-12-28 16:25:10.866284	3.9126785139513163	150.0	1	16.0	0.032144368914004025	1100.0	0.410682804930106	0.004333969700702057	0.3652466436753295	0.32488606971301887	0.3485958861928809	8323.808200671265	0.16712384533921118	0.004333969700702057	0.3652466436753295	0.32488606971301887	0.3485958861928809	8323.802854415568	0.16712464177427774	0.004333969700702057	0.3652466436753295	0.32488606971301887	0.3485958861928809	8323.813546926962	0.16712330748433793	3											
4	TrialState.COMPLETE	0.030997065965196278	2019-12-28 16:25:10.867370	2019-12-28 17:32:34.863198	5.605099693374099	350.0	2	36.0	0.006093958219158279	1300.0	0.8346334922582764	0.008422703358963982	0.030997065965196278	0.016288951841359773	0.021689093484419265	16919.745175283286	0.015780982216404078	0.008422703358963982	0.030997065965196278	0.016288951841359773	0.021689093484419265	16919.722341663295	0.015780982760691138	0.008422703358963982	0.030997065965196278	0.016288951841359773	0.021689093484419265	16919.768008903276	0.015780981672642858	4								0.029317162417374882	0.030221725866201785		
5	TrialState.COMPLETE	0.334185552407932	2019-12-28 17:32:34.864016	2019-12-28 19:20:09.574841	5.347405047902297	250.0	1	16.0	0.010260108801958226	1200.0	0.44369403795684115	0.004844192634560906	0.334185552407932	0.2871388101983003	0.3124787535410765	8992.409451133144	0.15075122689477574	0.004844192634560906	0.334185552407932	0.2871388101983003	0.3124787535410765	8992.402677053824	0.150751267217706	0.004844192634560906	0.334185552407932	0.2871388101983003	0.3124787535410765	8992.416225212464	0.1507511892045638	5											
6	TrialState.COMPLETE	0.3754966143854073	2019-12-28 19:20:09.575713	2019-12-28 22:05:58.278394	5.088741948495657	150.0	1	21.0	0.017312501296420108	2000.0	0.37949445693829537	0.008079700131278933	0.3754966143854073	0.3293330684723278	0.35571840668831617	7691.612113936295	0.17237652690672794	0.008079700131278933	0.3754966143854073	0.3293330684723278	0.35571840668831617	7691.607657361985	0.1723765274797511	0.008079700131278933	0.3754966143854073	0.3293330684723278	0.35571840668831617	7691.616570510606	0.1723765263368856	6											
7	TrialState.COMPLETE	0.034820585457979225	2019-12-28 22:05:58.279213	2019-12-28 22:46:43.900934	5.379502848833208	50.0	2	16.0	0.023486479209109602	800.0	0.7964488721091829	0.0084985835694051	0.034820585457979225	0.01732176581680831	0.023400613786591123	16145.378068932956	0.017054870242321614	0.0084985835694051	0.034820585457979225	0.01732176581680831	0.023400613786591123	16145.369585103872	0.017054870814401202	0.0084985835694051	0.034820585457979225	0.01732176581680831	0.023400613786591123	16145.38655276204	0.01705486967195752	7						0.03346317280453258	0.034203579706412565				
8	TrialState.COMPLETE	0.4275957163705039	2019-12-28 22:46:43.901731	2019-12-29 01:16:34.167429	6.934506169263768	250.0	1	31.0	0.038456658095279664	1600.0	0.31013748163853694	0.010601768392136664	0.4275957163705039	0.3729504678513177	0.4023467679629153	6286.172654305091	0.19644939611573986	0.010601768392136664	0.4275957163705039	0.3729504678513177	0.4023467679629153	6286.167605588463	0.1964493998998668	0.010601768392136664	0.4275957163705039	0.3729504678513177	0.4023467679629153	6286.177703021719	0.1964493923957298	8											
9	TrialState.COMPLETE	0.01646600566572238	2019-12-29 01:16:34.168342	2019-12-29 01:42:00.667410	0.8815778138343333	150.0	1	26.0	0.021624643692414985	800.0	0.6131861583184781	0.000708215297450425	0.01646600566572238	0.00823300283286119	0.011154390934844192	12429.061658994335	0.0076025396579257574	0.000708215297450425	0.01646600566572238	0.00823300283286119	0.011154390934844192	12429.054864553824	0.007602542626659012	0.000708215297450425	0.01646600566572238	0.00823300283286119	0.011154390934844192	12429.068453434844	0.007602536721155907	9				0.015344664778092541	0.015985430999595304						
10	TrialState.COMPLETE	0.2898885132047884	2019-12-29 01:42:00.668248	2019-12-29 04:17:58.480871	7.86890319490646	350.0	1	16.0	0.0038265185366273577	1500.0	0.4822413584148041	0.008190167230192818	0.2898885132047884	0.2379317828748972	0.26532372292789913	9773.51202823723	0.12904554119343176	0.008190167230192818	0.2898885132047884	0.2379317828748972	0.26532372292789913	9773.504911815773	0.12904555611532664	0.008190167230192818	0.2898885132047884	0.2379317828748972	0.26532372292789913	9773.519144658685	0.1290455269313152	10											
11	TrialState.COMPLETE	0.035819350621050336	2019-12-29 04:17:58.481885	2019-12-29 05:26:30.338564	9.269917951940801	450.0	2	26.0	0.00917734585028363	1200.0	0.7796772077301245	0.00937023316626716	0.035819350621050336	0.01830464153410329	0.02444704728699063	15805.099429341904	0.01787783975405958	0.00937023316626716	0.035819350621050336	0.01830464153410329	0.02444704728699063	15805.074526040531	0.017877841985236044	0.00937023316626716	0.035819350621050336	0.01830464153410329	0.02444704728699063	15805.124332643278	0.017877837533869276	11							0.03441282513520474	0.03517469310670444			
12	TrialState.COMPLETE	0.001106586402266289	2019-12-29 05:26:30.339524	2019-12-29 05:35:11.042821	6.88336385035965	50.0	2	36.0	0.0013162884578511846	1400.0	0.9891371144460889	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20053.06520007082	0.000988959685363293	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20053.05842776204	0.0009889597967882484	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20053.071972379603	0.0009889595740157585	12	0.0011508498583569404	0.0011213408876298394									
13	TrialState.COMPLETE	0.15234800610154717	2019-12-29 05:35:11.043636	2019-12-29 06:55:39.689098	2.9417720356099157	450.0	2	46.0	0.03588927580405595	600.0	0.5937062115260485	0.010541512312050555	0.15234800610154717	0.10300446720418392	0.12534048812377424	12033.105646655045	0.06556901995252849	0.010541512312050555	0.15234800610154717	0.10300446720418392	0.12534048812377424	12033.089521137503	0.06557077167303604	0.010541512312050555	0.15234800610154717	0.10300446720418392	0.12534048812377424	12033.121772172586	0.06556777141176875	13											
14	TrialState.COMPLETE	0.036489183620911664	2019-12-29 06:55:39.690118	2019-12-29 07:39:22.237971	5.575278615719499	150.0	2	41.0	0.02121193582584347	500.0	0.7504027809868661	0.010092067988668555	0.036489183620911664	0.018638938964718	0.024819727015194436	15211.630182848314	0.018788257597673063	0.010092067988668555	0.036489183620911664	0.018638938964718	0.024819727015194436	15211.616050733968	0.018788292853108866	0.010092067988668555	0.036489183620911664	0.018638938964718	0.024819727015194436	15211.644314962658	0.01878822450684158	14											
15	TrialState.COMPLETE	0.06988237467668432	2019-12-29 07:39:22.238885	2019-12-29 08:44:06.453806	0.648381807195586	50.0	2	1.0	0.034973239507046214	1100.0	0.6196388954371691	0.008105985958861929	0.06988237467668432	0.037781746520507455	0.0505296218746151	12559.818011762532	0.030138412837529285	0.008105985958861929	0.06988237467668432	0.037781746520507455	0.0505296218746151	12559.811691710802	0.03013841391527531	0.008105985958861929	0.06988237467668432	0.037781746520507455	0.0505296218746151	12559.824331814263	0.030138411766333136	15											
16	TrialState.COMPLETE	0.08018998645153344	2019-12-29 08:44:06.454620	2019-12-29 10:45:26.793747	3.8737906904402104	350.0	2	31.0	0.014988117108848894	1100.0	0.6304603314406247	0.010346101736667078	0.08018998645153344	0.04434043601428747	0.058173728291661536	12778.718465174283	0.0354093853465852	0.010346101736667078	0.08018998645153344	0.04434043601428747	0.058173728291661536	12778.701294802315	0.035409474732830064	0.010346101736667078	0.08018998645153344	0.04434043601428747	0.058173728291661536	12778.735635546249	0.03540930579375971	16											
17	TrialState.COMPLETE	0.380296218746151	2019-12-29 10:45:26.794820	2019-12-29 12:40:20.584450	7.969635496660787	350.0	1	16.0	0.01644596933256155	1100.0	0.38853994614144116	0.009545510530853554	0.380296218746151	0.3351628895184136	0.3605123783717207	7874.842364361374	0.17617202003112314	0.009545510530853554	0.380296218746151	0.3351628895184136	0.3605123783717207	7874.836864145831	0.17617202523574726	0.009545510530853554	0.380296218746151	0.3351628895184136	0.3605123783717207	7874.847864576918	0.17617201492051449	17											
