number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.07018144471071551	2020-03-21 14:45:41.466357	2020-03-21 16:45:14.953461	128	1	0.047370383683180944	512	0.26150870824829636	0.16552912234282813	0.005135227661759671	0.07018144471071551	0.011982197877439232	0.0244493894784891	1150.50989957777	0.02839167376572451	0.005135227661759671	0.07018144471071551	0.011982197877439232	0.0244493894784891	1150.5088725322378	0.028391677436109864	824340306	300	0.005135227661759671	0.07018144471071551	0.011982197877439232	0.0244493894784891	1150.5109266233026	0.028391670129063556	0	COMPLETE
1	0.06849823119936095	2020-03-21 16:45:15.009265	2020-03-21 18:42:39.408006	128	2	0.031553299819909654	256	0.5507489333555843	0.5569266349277596	0.005135227661759671	0.06849823119936095	0.01589067670888965	0.031239301609038	3957.736733995207	0.02173205123317729	0.005135227661759671	0.06849823119936095	0.01589067670888965	0.031239301609038	3957.734309026589	0.021732055341996934	2244231965	300	0.005135227661759671	0.06849823119936095	0.01589067670888965	0.031239301609038	3957.739158963825	0.02173204716678806	1	COMPLETE
2	0.010441629578911331	2020-03-21 18:42:39.455517	2020-03-21 19:54:42.572719	128	1	0.010935571531656344	512	0.6213684360610844	0.8024220543390835	0.005135227661759671	0.010441629578911331	0.005734337555631633	0.006761383087983568	5683.567785005135	0.009837550347336748	0.005135227661759671	0.010441629578911331	0.005734337555631633	0.006761383087983568	5683.566301494921	0.009837643777712433	736236665	200	0.005135227661759671	0.010441629578911331	0.005734337555631633	0.006761383087983568	5683.569268515349	0.009837459414438374	2	COMPLETE
3	0.06667237247517974	2020-03-21 19:54:42.618946	2020-03-21 22:42:31.620828	128	2	0.02256075497287987	128	0.17867396137372835	0.5116513427510236	0.005135227661759671	0.06667237247517974	0.014121876069839097	0.031011069268515348	3628.1991755106696	0.02178907560914199	0.005135227661759671	0.06667237247517974	0.014121876069839097	0.031011069268515348	3628.1966792194453	0.02178907610817432	3173925429	400	0.005135227661759671	0.06667237247517974	0.014121876069839097	0.031011069268515348	3628.2016718018945	0.02178907511093508	3	COMPLETE
4	0.04399178363574118	2020-03-21 22:42:31.677778	2020-03-21 23:32:56.724445	64	2	0.005251981179630854	256	0.0016651902179650477	0.6980918614617893	0.005135227661759671	0.04399178363574118	0.008216364258815475	0.013750998516489787	4966.015248773251	0.01617578357642531	0.005135227661759671	0.04399178363574118	0.008216364258815475	0.013750998516489787	4966.012638365856	0.016176579369032048	3382152219	200	0.005135227661759671	0.04399178363574118	0.008216364258815475	0.013750998516489787	4966.017859180646	0.016175146319764647	4	COMPLETE
5	0.08795503822891704	2020-03-21 23:32:56.763949	2020-03-22 00:58:26.001858	64	1	0.020340433554354602	128	0.936248081716643	0.2488199748305929	0.005135227661759671	0.08795503822891704	0.02156795617939062	0.04404884172087185	1750.2259214880748	0.032475414502742904	0.005135227661759671	0.08795503822891704	0.02156795617939062	0.04404884172087185	1750.224723268287	0.032475424288374966	2997248146	300	0.005135227661759671	0.08795503822891704	0.02156795617939062	0.04404884172087185	1750.2271197078626	0.032475404849667565	5	COMPLETE
6	0.017459774049982883	2020-03-22 00:58:26.072790	2020-03-22 02:11:17.938980	128	1	0.005781035402508196	256	0.0016973396361789485	0.5553304774052626	0.005135227661759671	0.017459774049982883	0.006761383087983568	0.009300467876298072	3942.0567442656625	0.013037020828153272	0.005135227661759671	0.017459774049982883	0.006761383087983568	0.009300467876298072	3942.054747232683	0.013037051711774694	3878777115	200	0.005135227661759671	0.017459774049982883	0.006761383087983568	0.009300467876298072	3942.058741298642	0.013036991115727151	6	COMPLETE
7	0.03406367682300582	2020-03-22 02:11:17.977117	2020-03-22 04:04:28.414575	256	2	0.014841658999425696	512	0.036639950057253	0.5548646661620203	0.005135227661759671	0.03406367682300582	0.007816957662900833	0.012524249686180532	3944.8750713226063	0.016106517724527772	0.005135227661759671	0.03406367682300582	0.007816957662900833	0.012524249686180532	3944.8719901860095	0.016106588455556493	2867510433	200	0.005135227661759671	0.03406367682300582	0.007816957662900833	0.012524249686180532	3944.8781524592036	0.016106451678994858	7	COMPLETE
8	0.07220700673285405	2020-03-22 04:04:28.482664	2020-03-22 10:02:58.025611	256	1	0.014553466803177154	128	0.0018592057831103104	0.2312878808078445	0.005135227661759671	0.07220700673285405	0.015947734794020313	0.03166723724751797	1615.3699075659022	0.028663288812590473	0.005135227661759671	0.07220700673285405	0.015947734794020313	0.03166723724751797	1615.3693084560082	0.028663289483662792	3966312300	500	0.005135227661759671	0.07220700673285405	0.015947734794020313	0.03166723724751797	1615.370506675796	0.02866328814450515	8	COMPLETE
9	0.009500171174255391	2020-03-22 10:02:58.061869	2020-03-22 10:52:24.028043	64	1	0.0255523993380513	512	0.001228650849725752	0.5024618111145164	0.005135227661759671	0.009500171174255391	0.005734337555631633	0.0067899121305488985	3563.9078083989502	0.008973537713461389	0.005135227661759671	0.009500171174255391	0.005734337555631633	0.0067899121305488985	3563.9070238502795	0.008973558981082215	3317159767	200	0.005135227661759671	0.009500171174255391	0.005734337555631633	0.0067899121305488985	3563.9085929476205	0.008973516940050818	9	COMPLETE
