number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1865228802921374	2020-03-23 03:03:57.001410	2020-03-23 03:23:35.999240	5.520527108037526	256	2	35	0.007341902771192309	0.04481470905871123	256	0.28771281584044983	0.08370421088668265	0.1865228802921374	0.12698276845829054	0.1498630605956864	2037.55682985279	0.11939628714615462	0.08370421088668265	0.1865228802921374	0.12698276845829054	0.1498630605956864	2037.5461885199134	0.11939629028524366	4069343334	150	0.08370421088668265	0.1865228802921374	0.12698276845829054	0.1498630605956864	2037.567471185667	0.1193962840152545	0	COMPLETE
1	0.24911559968047473	2020-03-23 03:23:36.054678	2020-03-23 04:10:39.411942	4.215194397937191	256	1	11	0.003395291260557415	0.052246466818310876	128	0.10880587008050503	0.09600022823234053	0.24911559968047473	0.15959146411046446	0.1989330138080566	762.7471185667009	0.14792899182256894	0.09600022823234053	0.24911559968047473	0.15959146411046446	0.1989330138080566	762.7469473924455	0.14792899204006021	283813075	200	0.09600022823234053	0.24911559968047473	0.15959146411046446	0.1989330138080566	762.7472897409563	0.14792899160548778	1	COMPLETE
2	0.11223325345201415	2020-03-23 04:10:39.466322	2020-03-23 04:48:17.007312	2.1130167353142144	256	1	77	0.026137051532802037	0.014060710574496378	128	0.5131557881597637	0.05548898778956978	0.11223325345201415	0.06795617939061965	0.07905397694853361	3633.6126183955266	0.073586780871965	0.05566016204496177	0.11223325345201415	0.06795617939061965	0.07905397694853361	3632.7100593404084	0.07364469354042699	1764977199	150	0.05548898778956978	0.11223325345201415	0.06795617939061965	0.07905397694853361	3634.515177450645	0.07355746141669924	2	COMPLETE
3	0.24920118680817072	2020-03-23 04:48:17.048088	2020-03-23 06:11:05.646933	9.59485371912475	128	2	78	0.0011550350003775266	0.22845267382550202	256	0.08841335414391621	0.08495948875955722	0.24920118680817072	0.1547415268743581	0.18971813305945454	617.600579139564	0.14152896583836552	0.08495948875955722	0.24920118680817072	0.1547415268743581	0.18974666210201985	617.6002795846172	0.14152948490235068	2132115255	450	0.08495948875955722	0.24920118680817072	0.1547415268743581	0.18971813305945454	617.600878694511	0.14152853322689044	3	COMPLETE
4	0.01831564532694283	2020-03-23 06:11:05.694337	2020-03-23 06:24:41.543116	1.3926401713549759	256	2	46	0.07588721677516354	0.19112173733851562	512	0.8454634421347745	0.01454981170831907	0.01831564532694283	0.015348624900148352	0.016233025219673628	6024.607825516376	0.016874000537970862	0.01454981170831907	0.01831564532694283	0.015348624900148352	0.016233025219673628	6018.508644299897	0.016874771306883363	483529599	150	0.01454981170831907	0.01831564532694283	0.015348624900148352	0.016233025219673628	6030.707006732854	0.016873239911404873	4	COMPLETE
5	0.26637567043250027	2020-03-23 06:24:41.583046	2020-03-23 06:57:23.808300	3.260649879880417	256	1	44	0.0012271254676864544	0.012047456944288595	512	0.07653755171351692	0.10855300696108638	0.26637567043250027	0.17128837156225038	0.20646468104530413	532.9949931530298	0.16218772216306432	0.10855300696108638	0.26637567043250027	0.17128837156225038	0.20646468104530413	532.9948647723382	0.16218772230717327	1350789813	300	0.10855300696108638	0.26637567043250027	0.17128837156225038	0.20646468104530413	532.9951215337213	0.16218772201917414	5	COMPLETE
6	0.23276845829053977	2020-03-23 06:57:23.866984	2020-03-23 07:14:48.401729	3.017237364440712	64	2	36	0.0016897974347427033	0.1155754080675015	512	0.08719623769359776	0.08621476663243181	0.23276845829053977	0.14022024420860435	0.17513979230857013	609.7635370306972	0.13486265918839352	0.08621476663243181	0.23276845829053977	0.14022024420860435	0.17513979230857013	609.7633515919206	0.13486265985342524	3614466986	200	0.08621476663243181	0.23276845829053977	0.14022024420860435	0.17513979230857013	609.7637224694739	0.13486265852643953	6	COMPLETE
7	0.10518657993837727	2020-03-23 07:14:48.436045	2020-03-23 07:46:18.577721	1.8243876485955095	128	1	15	0.09870142273600578	0.01733689276872596	128	0.7112546494513372	0.07366198790368596	0.10518657993837727	0.08775533493095972	0.09602875727490585	5053.604958347598	0.08561844447016698	0.07366198790368596	0.10518657993837727	0.08775533493095972	0.09602875727490585	5045.045988816615	0.08562530843486191	3601262382	150	0.07366198790368596	0.10518657993837727	0.08775533493095972	0.09602875727490585	5062.163927878581	0.08561203208710222	7	COMPLETE
8	0.20495264178934156	2020-03-23 07:46:18.613081	2020-03-23 08:54:34.345201	6.869286319232965	256	2	44	0.0038529461106917356	0.17613416759751965	128	0.20352762303360922	0.0812221841834988	0.20495264178934156	0.13251740271596485	0.16375670432500286	1439.9116170261325	0.1224566909502849	0.08125071322606413	0.20495264178934156	0.13251740271596485	0.16375670432500286	1439.9084788314503	0.1224662015366359	2177404408	250	0.0812221841834988	0.20495264178934156	0.13251740271596485	0.16375670432500286	1439.9147552208149	0.12245193520676981	8	COMPLETE
9	0.11029327855757161	2020-03-23 08:54:34.391105	2020-03-23 09:10:46.600814	7.044081431683228	256	2	81	0.021120365046468623	0.022901798233491158	512	0.5340142759630058	0.058826885769713566	0.11029327855757161	0.08758416067556773	0.09754079653086842	3779.2086471528014	0.0806593482903336	0.058826885769713566	0.11029327855757161	0.08758416067556773	0.09754079653086842	3778.908193541025	0.08065953553468225	1331826657	150	0.058826885769713566	0.11029327855757161	0.08758416067556773	0.09754079653086842	3779.5091007645783	0.0806591635429902	9	COMPLETE
