number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.20871847540796531	2020-01-19 01:55:22.157779	2020-01-19 04:08:20.357689	8.818504561182275	150.0	21.0	0.006707788713119028	800.0	0.08513535304785451	0.05808513066301495	0.20871847540796531	0.11063562706835559	0.14706721442428392	597.1050439347256	0.10942520295732301	0.05808513066301495	0.20871847540796531	0.11063562706835559	0.14706721442428392	597.1049868766404	0.10942520308710706	859209427	0.05808513066301495	0.20871847540796531	0.11063562706835559	0.14706721442428392	597.1051009928107	0.10942520282781962	0
1	TrialState.COMPLETE	0.021482369051694625	2020-01-19 04:08:20.358498	2020-01-19 06:13:52.546013	7.772940904451386	450.0	26.0	0.0646120862162014	700.0	0.7174687529873118	0.007617254364943512	0.021482369051694625	0.011668378409220586	0.014778044048841721	5126.959716991898	0.013547699736005966	0.007617254364943512	0.021482369051694625	0.011668378409220586	0.014778044048841721	5126.95963140477	0.01354769977326656	3978895943	0.007617254364943512	0.021482369051694625	0.011668378409220586	0.014778044048841721	5126.959802579026	0.01354769969878778	1
2	TrialState.COMPLETE	0.3188405797101449	2020-01-19 06:13:52.546810	2020-01-19 09:03:16.715786	3.772193406062284	350.0	21.0	0.0010306764458925869	1000.0	0.07774813635811446	0.0889250256761383	0.3188405797101449	0.17713682528814334	0.23285404541823576	536.0519656510328	0.16384173205818675	0.0889250256761383	0.3188405797101449	0.17713682528814334	0.23285404541823576	536.0519513865115	0.16384173206322727	861602764	0.0889250256761383	0.3188405797101449	0.17713682528814334	0.23285404541823576	536.051979915554	0.16384173205314922	2
3	TrialState.COMPLETE	0.04815702385027958	2020-01-19 09:03:16.716581	2020-01-19 11:25:55.292263	9.042205747242672	250.0	6.0	0.03227172663798914	900.0	0.4813352321110204	0.0124957206436152	0.04815702385027958	0.02176765947734794	0.030069610863859408	3438.4216877781582	0.025930569060191977	0.0124957206436152	0.04815702385027958	0.02176765947734794	0.030069610863859408	3438.4216021910306	0.025930603041966108	260645341	0.0124957206436152	0.04815702385027958	0.02176765947734794	0.030069610863859408	3438.421773365286	0.02593053620079104	3
4	TrialState.COMPLETE	0.21336870934611435	2020-01-19 11:25:55.293020	2020-01-19 13:11:43.379560	2.9745804302874856	250.0	36.0	0.006152071871601333	600.0	0.08977228479659406	0.059882460344630836	0.21336870934611435	0.11249001483510214	0.14869336985050782	630.9427992696565	0.11142045931155392	0.059882460344630836	0.21336870934611435	0.11249001483510214	0.14869336985050782	630.9427422115714	0.11142045966563836	852101324	0.059882460344630836	0.21336870934611435	0.11249001483510214	0.14869336985050782	630.9428563277417	0.1114204589588222	4
5	TrialState.COMPLETE	0.31342006162273195	2020-01-19 13:11:43.380378	2020-01-19 15:29:41.958059	6.6677407618426825	250.0	31.0	0.0015492973583003272	800.0	0.0739934406687813	0.08821179961200502	0.31342006162273195	0.17291452698847426	0.22723382403286546	511.9906282095173	0.16166730646199226	0.08821179961200502	0.31342006162273195	0.17291452698847426	0.22723382403286546	511.990613944996	0.16166730646262437	3315985752	0.08821179961200502	0.31342006162273195	0.17291452698847426	0.22723382403286546	511.99064247403857	0.16166730646136018	5
6	TrialState.COMPLETE	0.15143215793677964	2020-01-19 15:29:41.958859	2020-01-19 16:52:29.024271	8.85969769672011	50.0	26.0	0.016745269818858734	500.0	0.11016368263943328	0.039512723952984136	0.15143215793677964	0.0766004792879151	0.1025904370649321	777.7021710601392	0.0788280178736248	0.039512723952984136	0.15143215793677964	0.0766004792879151	0.1025904370649321	777.7020426794477	0.07882801881324089	1649378843	0.039512723952984136	0.15143215793677964	0.0766004792879151	0.1025904370649321	777.7022994408308	0.07882801693940673	6
7	TrialState.COMPLETE	0.31088097683441746	2020-01-19 16:52:29.025079	2020-01-19 19:07:44.658283	4.7554770965213935	150.0	31.0	0.0020342703655858983	800.0	0.06888503615241896	0.08521625014264521	0.31088097683441746	0.17134542964738103	0.22569325573433754	476.73259728403514	0.1589714948516668	0.08521625014264521	0.31088097683441746	0.17134542964738103	0.22569325573433754	476.73259728403514	0.1589714948516668	1322530233	0.08521625014264521	0.31088097683441746	0.17134542964738103	0.22569325573433754	476.73259728403514	0.1589714948516668	7
8	TrialState.COMPLETE	0.296559397466621	2020-01-19 19:07:44.659088	2020-01-19 21:36:28.220392	7.0463356714210414	350.0	16.0	0.0018660008606171713	900.0	0.080579007470646	0.09015177450644757	0.296559397466621	0.16846399634828255	0.21599338126212483	562.7118138765263	0.15840938374965627	0.09015177450644757	0.296559397466621	0.16846399634828255	0.21599338126212483	562.711799612005	0.1584093837517988	364520566	0.09015177450644757	0.296559397466621	0.16846399634828255	0.21599338126212483	562.7118281410476	0.15840938374751454	8
9	TrialState.COMPLETE	0.18886226178249457	2020-01-19 21:36:28.221185	2020-01-19 23:03:24.825790	1.137749770482813	50.0	46.0	0.01321771797298377	500.0	0.08853788017204192	0.04732968161588497	0.18886226178249457	0.0962569896154285	0.12943626611890904	621.8631033892502	0.0956080497571039	0.04732968161588497	0.18886226178249457	0.0962569896154285	0.12943626611890904	621.863089124729	0.09560804992759855	2998205073	0.04732968161588497	0.18886226178249457	0.0962569896154285	0.12943626611890904	621.8631176537715	0.09560804958719714	9
10	TrialState.COMPLETE	0.3187835216250143	2020-01-19 23:03:24.826591	2020-01-20 02:03:59.346540	6.878267059347927	250.0	41.0	0.0016212996488887907	1000.0	0.0741323114979529	0.08935296131461828	0.3187835216250143	0.17288599794590895	0.2305431929704439	511.74880178021226	0.16309936071303874	0.08935296131461828	0.3187835216250143	0.17288599794590895	0.2305431929704439	511.74877325116967	0.16309936439527845	1888961312	0.08935296131461828	0.3187835216250143	0.17288599794590895	0.2305431929704439	511.7488303092548	0.16309935708923054	10
