number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.002921388101983003	2020-01-07 17:01:51.143252	2020-01-07 17:44:21.596147	6.305426167878162	200.0	100.0	2	41.0	0.013589035897784542	600.0	0.7205035616510785	0.0005311614730878187	0.002921388101983003	0.0013279036827195468	0.0017705382436260624	14607.308472025496	0.0017884591750614138	0.0005311614730878187	0.002921388101983003	0.0013279036827195468	0.0017705382436260624	14607.287092776203	0.0017885945215345826	0.0005311614730878187	0.002921388101983003	0.0013279036827195468	0.0017705382436260624	14607.329851274788	0.0017883308353953996	9	0.005311614730878187	0.003718130311614731			
10	TrialState.COMPLETE	0.001106586402266289	2020-01-07 17:44:21.597066	2020-01-07 18:11:33.484691	5.922431307895165	50.0	150.0	2	31.0	0.035458476486149436	600.0	0.814785214657254	0.0002655807365439094	0.001106586402266289	0.0004426345609065156	0.0005754249291784702	16518.60426257082	0.0008537167948720911	0.0002655807365439094	0.001106586402266289	0.0004426345609065156	0.0005754249291784702	16518.593218838527	0.0008537200956830069	0.0002655807365439094	0.001106586402266289	0.0004426345609065156	0.0005754249291784702	16518.615306303116	0.0008537135137702775	10	0.0016820113314447592	0.0012983947119924457			
11	TrialState.COMPLETE	0.009029745042492918	2020-01-07 18:11:33.485749	2020-01-07 18:33:06.483419	4.375211110555394	50.0	150.0	1	11.0	0.004942226334124091	600.0	0.6828790820259841	0.0011508498583569404	0.009029745042492918	0.003319759206798867	0.004736189801699717	13843.78667227337	0.004471724584478309	0.0011508498583569404	0.009029745042492918	0.003319759206798867	0.004736189801699717	13843.601407577904	0.004471724913760959	0.0011508498583569404	0.009029745042492918	0.003319759206798867	0.004736189801699717	13843.97193696884	0.0044717242553612745	11	0.016288951841359773	0.011449480642115203			
12	TrialState.COMPLETE	0.024787535410764873	2020-01-07 18:33:06.484572	2020-01-07 19:02:57.088351	9.859417524895838	150.0	50.0	2	36.0	0.0017132124537897568	700.0	0.6921204341998952	0.0012836402266288953	0.024787535410764873	0.01305771954674221	0.01792669971671388	14031.109308604817	0.010442623125425286	0.0012836402266288953	0.024787535410764873	0.01305771954674221	0.01792669971671388	14031.076044617565	0.010442624501882354	0.0012836402266288953	0.024787535410764873	0.01305771954674221	0.01792669971671388	14031.142572592067	0.01044262175110518	12	0.046919263456090654	0.03216477809254013			
13	TrialState.COMPLETE	0.0006639518413597734	2020-01-07 19:02:57.089184	2020-01-07 19:23:43.725739	5.1229905939780025	50.0	200.0	1	1.0	0.08954207121708817	500.0	0.8985770296934213	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.000398371104815864	18216.679178470255	0.0005040751865680215	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.000398371104815864	18216.673866855523	0.0005040752222041647	8.852691218130312e-05	0.0006639518413597734	0.0002213172804532578	0.000398371104815864	18216.684490084986	0.0005040751509396434	13	0.0006196883852691218	0.0006491973559962229			
14	TrialState.COMPLETE	0.009737960339943343	2020-01-07 19:23:43.726727	2020-01-07 20:09:57.571327	0.6867577926758294	50.0	200.0	1	41.0	0.07027440922207503	900.0	0.7397657327734127	0.0009560906515580737	0.009737960339943343	0.0047804532577903685	0.006515580736543909	14997.450672804533	0.004736931554850147	0.0009560906515580737	0.009737960339943343	0.0047804532577903685	0.006515580736543909	14997.444759206799	0.0047369318548034995	0.0009560906515580737	0.009737960339943343	0.0047804532577903685	0.006515580736543909	14997.456586402266	0.004736931255200568	14		0.008911709159584514	0.009428116147308782		
15	TrialState.COMPLETE	0.017218484419263456	2020-01-07 20:09:57.572205	2020-01-07 20:38:25.009757	8.312973053187001	100.0	100.0	2	31.0	0.0030391483788575185	600.0	0.6747135249945796	0.0012836402266288953	0.017218484419263456	0.007834631728045325	0.011065864022662889	13678.321773194051	0.007459398106276529	0.0012836402266288953	0.017218484419263456	0.007834631728045325	0.011065864022662889	13678.283507436261	0.007459400416478034	0.0012836402266288953	0.017218484419263456	0.007834631728045325	0.011065864022662889	13678.360038951841	0.007459395803013766	15	0.03266643059490085	0.022367799811142588			
16	TrialState.COMPLETE	0.006196883852691218	2020-01-07 20:38:25.010794	2020-01-07 21:04:41.594430	9.703353117490128	50.0	200.0	1	21.0	0.001347325689225854	800.0	0.7623863333864662	0.0003541076487252125	0.006196883852691218	0.0028771246458923513	0.003939447592067989	15455.903594192634	0.0029750094282549413	0.0003541076487252125	0.006196883852691218	0.0028771246458923513	0.003939447592067989	15455.89469723796	0.002975010485224909	0.0003541076487252125	0.006196883852691218	0.0028771246458923513	0.003939447592067989	15455.912491147308	0.0029750083764263895	16	0.010446175637393768	0.007613314447592068			
17	TrialState.COMPLETE	0.046078257790368275	2020-01-07 21:04:41.595313	2020-01-07 22:13:44.269363	5.502472689576531	200.0	200.0	2	46.0	0.00206938171642779	500.0	0.6658170437456024	0.0012836402266288953	0.046078257790368275	0.028195821529745042	0.03665014164305949	13498.030298335694	0.018837319056042613	0.0012836402266288953	0.046078257790368275	0.028195821529745042	0.03665014164305949	13498.010357648725	0.018837320138687014	0.0012836402266288953	0.046078257790368275	0.028195821529745042	0.03665014164305949	13498.050239022663	0.01883731797652263	17	0.09038597733711048	0.06084749763928234			
18	TrialState.COMPLETE	0.0069936260623229465	2020-01-07 22:13:44.270514	2020-01-07 22:37:53.911680	6.5639894860402554	50.0	100.0	1	16.0	0.0022786987394786077	1000.0	0.7805201631573983	0.0004868980169971671	0.0069936260623229465	0.002301699716713881	0.003939447592067989	15823.460207152975	0.003166028426943243	0.0004868980169971671	0.0069936260623229465	0.002301699716713881	0.003939447592067989	15823.451575779036	0.003166028545463653	0.0004868980169971671	0.0069936260623229465	0.002301699716713881	0.003939447592067989	15823.468838526913	0.003166028308485491	18	0.012924929178470254	0.008970727101038715			
19	TrialState.COMPLETE	0.006418201133144476	2020-01-07 22:37:53.912511	2020-01-07 23:05:56.417048	1.2445327851521826	50.0	200.0	2	31.0	0.0950717812757494	1000.0	0.822978928806115	0.0009737960339943342	0.006418201133144476	0.0033640226628895184	0.004160764872521246	16684.0852292847	0.0033660992110781467	0.0009737960339943342	0.006418201133144476	0.0033640226628895184	0.004160764872521246	16684.079762747875	0.0033660992538460193	0.0009737960339943342	0.006418201133144476	0.0033640226628895184	0.004160764872521246	16684.09069582153	0.0033660991683241025	19	0.00540014164305949	0.006078847969782814			
20	TrialState.COMPLETE	0.010871104815864023	2020-01-07 23:05:56.417867	2020-01-07 23:44:48.845239	0.5037338372301601	50.0	150.0	1	26.0	0.0719850458298511	900.0	0.7951158321330791	0.0007436260623229462	0.010871104815864023	0.006232294617563739	0.008321529745042492	16118.968325070822	0.005027067381479821	0.0007436260623229462	0.010871104815864023	0.006232294617563739	0.008321529745042492	16118.961685552407	0.0050270675336651655	0.0007436260623229462	0.010871104815864023	0.006232294617563739	0.008321529745042492	16118.974964589235	0.005027067229441608	20		0.009147780925401323	0.01022485835694051		
21	TrialState.COMPLETE	0.019121813031161474	2020-01-07 23:44:48.846149	2020-01-08 00:13:18.247968	9.66065876635717	100.0	50.0	2	46.0	0.005380821389926265	900.0	0.6773145044072115	0.0019475920679886685	0.019121813031161474	0.010401912181303116	0.013987252124645893	13731.263256905098	0.008825750710285268	0.0019475920679886685	0.019121813031161474	0.010401912181303116	0.013987252124645893	13731.222689447592	0.008825752136620698	0.0019475920679886685	0.019121813031161474	0.010401912181303116	0.013987252124645893	13731.303824362607	0.00882574928793179	21	0.037004249291784704	0.025082625118035884			
22	TrialState.COMPLETE	0.007524787535410765	2020-01-08 00:13:18.249017	2020-01-08 00:36:15.331786	8.81572129524333	50.0	50.0	2	16.0	0.007045704521583877	500.0	0.7505169448177595	0.0009295325779036828	0.007524787535410765	0.003186968838526912	0.005267351274787536	15215.310508144476	0.0038123391062908647	0.0009295325779036828	0.007524787535410765	0.003186968838526912	0.005267351274787536	15215.233533994335	0.0038123880215445785	0.0009295325779036828	0.007524787535410765	0.003186968838526912	0.005267351274787536	15215.387482294618	0.0038122917518995697	22	0.01451841359773371	0.009855996222851746			
23	TrialState.COMPLETE	0.2642823418319169	2020-01-08 00:36:15.332603	2020-01-08 01:41:53.231819	2.503360187904133	200.0	100.0	1	26.0	0.0013691662045968835	800.0	0.4966613461437639	0.0048689801699716715	0.2642823418319169	0.13459041548630785	0.19295915958451368	10067.28592717186	0.09094299024952823	0.0048689801699716715	0.2642823418319169	0.13459041548630785	0.19295915958451368	10067.282784466477	0.09094299040076327	0.0048689801699716715	0.2642823418319169	0.13459041548630785	0.19295915958451368	10067.289069877243	0.09094299009846966	23			0.2669086402266289	0.2653328611898017	
24	TrialState.COMPLETE	0.0018590651558073655	2020-01-08 01:41:53.232744	2020-01-08 02:05:52.448971	6.676440357475349	200.0	200.0	1	6.0	0.01541679120847987	800.0	0.8031801592816792	0.0002655807365439094	0.0018590651558073655	0.0006639518413597734	0.001106586402266289	16282.885733888103	0.0010527741626975024	0.0002655807365439094	0.0018590651558073655	0.0006639518413597734	0.001106586402266289	16282.870750708214	0.0010527783347506524	0.0002655807365439094	0.0018590651558073655	0.0006639518413597734	0.001106586402266289	16282.900717067989	0.0010527700161553878	24	0.002301699716713881	0.0020066100094428708			
25	TrialState.COMPLETE	0.32157803244913724	2020-01-08 02:05:52.449732	2020-01-08 04:35:45.617585	2.178698117485567	150.0	200.0	1	16.0	0.002924305663971515	500.0	0.3345866432013916	0.0060842132371877414	0.32157803244913724	0.2015677311357198	0.26001158897759463	6782.091488539789	0.12125078451949273	0.0060842132371877414	0.32157803244913724	0.2015677311357198	0.26001158897759463	6782.089122456863	0.12125078467787068	0.0060842132371877414	0.32157803244913724	0.2015677311357198	0.26001158897759463	6782.093854622714	0.12125078436143402	25					
26	TrialState.COMPLETE	0.014783994334277621	2020-01-08 04:35:45.618379	2020-01-08 05:03:25.860965	9.181435565111629	150.0	50.0	1	36.0	0.008366220454268245	600.0	0.6433562452093725	0.0018148016997167138	0.014783994334277621	0.006418201133144476	0.008941218130311615	13042.772817811614	0.006633180856303932	0.0018148016997167138	0.014783994334277621	0.006418201133144476	0.008941218130311615	13042.708702195467	0.006633198122104914	0.0018148016997167138	0.014783994334277621	0.006418201133144476	0.008941218130311615	13042.836933427761	0.006633163796623553	26	0.028151558073654392	0.019239848914069876			
27	TrialState.COMPLETE	0.06156414407122623	2020-01-08 05:03:25.861731	2020-01-08 05:51:39.383689	3.3832991877446865	50.0	150.0	2	11.0	0.006882961460880089	700.0	0.4299985390808395	0.0018970052610279239	0.06156414407122623	0.023497571833265885	0.037889518413597736	8716.485848340753	0.022977742589535766	0.0018970052610279239	0.06156414407122623	0.023497571833265885	0.037889518413597736	8716.48262343181	0.022977743441322338	0.0018970052610279239	0.06156414407122623	0.023497571833265885	0.037889518413597736	8716.489073249697	0.02297774174118087	27				0.06473087818696883	0.06288361661945231
28	TrialState.COMPLETE	0.042802762039660054	2020-01-08 05:51:39.384437	2020-01-08 06:14:13.246692	1.043185332472345	50.0	100.0	1	16.0	0.025739646986430362	800.0	0.38640234342824475	0.00340828611898017	0.042802762039660054	0.0212907223796034	0.030763101983002833	7833.26755046034	0.018542543325172755	0.00340828611898017	0.042802762039660054	0.0212907223796034	0.030763101983002833	7833.264783994335	0.018542543965633852	0.00340828611898017	0.042802762039660054	0.0212907223796034	0.030763101983002833	7833.270316926346	0.01854254268601598	28	0.039925637393767706	0.041843720491029274			
29	TrialState.COMPLETE	0.03824362606232295	2020-01-08 06:14:13.247506	2020-01-08 06:55:03.218897	4.43809982764089	150.0	150.0	2	36.0	0.0029558872593652185	1000.0	0.6012897391930524	0.0016377478753541077	0.03824362606232295	0.02040545325779037	0.02748760623229462	12189.494998229462	0.015619467681058543	0.0016377478753541077	0.03824362606232295	0.02040545325779037	0.02748760623229462	12189.320865793201	0.015619469145467465	0.0016377478753541077	0.03824362606232295	0.02040545325779037	0.02748760623229462	12189.669130665723	0.015619466221772741	29	0.07365439093484419	0.05004721435316336			
30	TrialState.COMPLETE	0.0327992209631728	2020-01-08 06:55:03.219689	2020-01-08 07:16:16.476858	7.8623769314258345	200.0	150.0	2	1.0	0.0022023357593695526	500.0	0.6494956285201845	0.001593484419263456	0.0327992209631728	0.0170856940509915	0.02381373937677054	13166.113469369688	0.013026445436350818	0.001593484419263456	0.0327992209631728	0.0170856940509915	0.02381373937677054	13166.092422096317	0.013026446831226033	0.001593484419263456	0.0327992209631728	0.0170856940509915	0.02381373937677054	13166.13451664306	0.01302644404438888	30	0.06418201133144476	0.04326015108593012			
31	TrialState.COMPLETE	0.037446883852691216	2020-01-08 07:16:16.477710	2020-01-08 08:00:03.716060	9.561308823340525	200.0	100.0	1	46.0	0.00463964484008532	500.0	0.6366105140688233	0.003718130311614731	0.037446883852691216	0.023415368271954673	0.029302407932011332	12905.963703966007	0.01679637643403084	0.003718130311614731	0.037446883852691216	0.023415368271954673	0.029302407932011332	12905.948742917846	0.016796378224298778	0.003718130311614731	0.037446883852691216	0.023415368271954673	0.029302407932011332	12905.978665014165	0.016796374649783348	31	0.07330028328611898	0.049398016997167137			
32	TrialState.COMPLETE	0.05603753541076487	2020-01-08 08:00:03.716830	2020-01-08 08:38:39.806283	9.344120224390425	200.0	100.0	2	36.0	0.004111552017982168	900.0	0.6191941597018906	0.00199185552407932	0.05603753541076487	0.035145184135977336	0.04492740793201133	12552.550570998583	0.022370643385880403	0.00199185552407932	0.05603753541076487	0.035145184135977336	0.04492740793201133	12552.518590651558	0.022370646271325702	0.00199185552407932	0.05603753541076487	0.035145184135977336	0.04492740793201133	12552.58255134561	0.02237064050606278	32	0.1110127478753541	0.07436260623229461			
33	TrialState.COMPLETE	0.008852691218130312	2020-01-08 08:38:39.807057	2020-01-08 09:01:52.384033	4.805830138434032	100.0	50.0	1	16.0	0.009143509160947376	600.0	0.6519501965930252	0.0016377478753541077	0.008852691218130312	0.004027974504249292	0.005798512747875354	13216.624778682719	0.004669586863657073	0.0016377478753541077	0.008852691218130312	0.004027974504249292	0.005798512747875354	13216.604461756375	0.004669587301818887	0.0016377478753541077	0.008852691218130312	0.004027974504249292	0.005798512747875354	13216.645095609065	0.004669586426697294	33	0.0169971671388102	0.011567516525023608			
34	TrialState.COMPLETE	0.004160764872521246	2020-01-08 09:01:52.384718	2020-01-08 09:27:51.058952	7.6012424527205535	50.0	100.0	1	46.0	0.01448557722933218	600.0	0.7037983484047327	0.0008852691218130312	0.004160764872521246	0.002124645892351275	0.0028328611898017	14268.424176699717	0.0025751340139489563	0.0008852691218130312	0.004160764872521246	0.002124645892351275	0.0028328611898017	14268.396689093484	0.002575134628872617	0.0008852691218130312	0.004160764872521246	0.002124645892351275	0.0028328611898017	14268.451664305949	0.0025751333999334512	34	0.007082152974504249	0.005134560906515581			
35	TrialState.COMPLETE	0.0935729461756374	2020-01-08 09:27:51.059689	2020-01-08 09:47:10.188900	1.373201197576387	50.0	100.0	1	6.0	0.01562172982493797	900.0	0.2934160064795583	0.005621458923512748	0.0935729461756374	0.04851274787535411	0.0667050283286119	5947.727890403683	0.037872676977160874	0.005621458923512748	0.0935729461756374	0.04851274787535411	0.0667050283286119	5947.725610835694	0.03787267790003557	0.005621458923512748	0.0935729461756374	0.04851274787535411	0.0667050283286119	5947.730169971672	0.037872676057627695	35	0.09879603399433427	0.09531397544853636			
36	TrialState.COMPLETE	0.0032312322946175635	2020-01-08 09:47:10.189692	2020-01-08 10:11:25.777624	4.4992054455175605	100.0	50.0	1	26.0	0.0157026966155234	700.0	0.7041270933026876	0.000398371104815864	0.0032312322946175635	0.001106586402266289	0.0017262747875354107	14275.19068696884	0.001738060368306758	0.000398371104815864	0.0032312322946175635	0.001106586402266289	0.0017262747875354107	14275.157622167138	0.0017380604727084987	0.000398371104815864	0.0032312322946175635	0.001106586402266289	0.0017262747875354107	14275.223751770538	0.001738060263937064	36	0.004691926345609066	0.003718130311614731			
37	TrialState.COMPLETE	0.010844546742209632	2020-01-08 10:11:25.778434	2020-01-08 10:31:15.705019	8.757474791914547	100.0	100.0	1	6.0	0.0014530674163203332	800.0	0.7506797096305702	0.0006639518413597734	0.010844546742209632	0.00482471671388102	0.007082152974504249	15218.45347910765	0.004853900064584787	0.0006639518413597734	0.010844546742209632	0.00482471671388102	0.007082152974504249	15218.445157577904	0.004853900508405131	0.0006639518413597734	0.010844546742209632	0.00482471671388102	0.007082152974504249	15218.461800637393	0.00485389962183698	37	0.020272662889518414	0.013987252124645893			
38	TrialState.COMPLETE	0.0018148016997167138	2020-01-08 10:31:15.705831	2020-01-08 10:56:27.528989	4.230620785782492	100.0	50.0	1	36.0	0.02462566375866255	700.0	0.734869161795967	8.852691218130312e-05	0.0018148016997167138	0.0006639518413597734	0.0009295325779036828	14898.184866324362	0.001064913816274546	8.852691218130312e-05	0.0018148016997167138	0.0006639518413597734	0.0009295325779036828	14898.174088172804	0.001064913913300605	8.852691218130312e-05	0.0018148016997167138	0.0006639518413597734	0.0009295325779036828	14898.19564447592	0.0010649137192938636	38	0.0025672804532577906	0.002065627950897073			
