number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4998229461756374	2020-05-10 17:28:20.529044	2020-05-10 18:25:18.278341	128	0.25080139575212623	0.17244091174308174	38	0.3571554387997359	0.0078040231347127195	256	0.010264404400241097	0.219193884109667	0.41324362606232296	0.4998229461756374	0.4527266288951841	0.4730878186968839	4443.208303824363	0.4432676766857277	0.41324362606232296	0.4998229461756374	0.4527266288951841	0.4730878186968839	4443.207861189801	0.4432676766870887	2044424236	300	0.41324362606232296	0.4998229461756374	0.4527266288951841	0.4730878186968839	4443.208746458923	0.4432676766843667	0	COMPLETE
1	0.5384206798866855	2020-05-10 18:25:18.328312	2020-05-10 20:36:52.085237	128	0.3793974314019544	0.4167188813942929	41	0.48563428565116373	0.0014588671004445452	512	0.08986575884683062	0.1633123694927417	0.4027974504249292	0.5384206798866855	0.4702549575070821	0.5007082152974505	3310.5052230878186	0.44958041943656907	0.4027974504249292	0.5384206798866855	0.4702549575070821	0.5007082152974505	3310.504780453258	0.4495804210438635	571430474	650	0.4027974504249292	0.5384206798866855	0.4702549575070821	0.5007082152974505	3310.5056657223795	0.4495804178359763	1	COMPLETE
2	0.4969900849858357	2020-05-10 20:36:52.139010	2020-05-10 21:33:53.900519	128	0.45773983774611504	0.19402274357365534	31	0.3281095613175454	0.011699278911271413	256	0.009648032342531237	0.20561534101400777	0.4031515580736544	0.4969900849858357	0.45254957507082155	0.47291076487252126	4168.145449716714	0.436742437715537	0.4031515580736544	0.4969900849858357	0.45254957507082155	0.47291076487252126	4168.144652974504	0.4367424419710296	1311773828	300	0.4031515580736544	0.4969900849858357	0.45254957507082155	0.47291076487252126	4168.146246458923	0.43674243348881603	2	COMPLETE
3	0.5299220963172805	2020-05-10 21:33:53.937985	2020-05-10 22:53:37.657620	128	0.14361294882902087	0.3059949417362009	33	0.444490534437821	0.025697293294804423	256	0.4668839769895158	0.15483371980496394	0.32754957507082155	0.5299220963172805	0.4569759206798867	0.49097025495750707	3138.360835694051	0.40415879715268055	0.32754957507082155	0.5299220963172805	0.4569759206798867	0.49097025495750707	3138.360304532578	0.4041587974666811	1909235054	400	0.32754957507082155	0.5299220963172805	0.4569759206798867	0.49097025495750707	3138.361366855524	0.4041587968391787	3	COMPLETE
4	0.4573300283286119	2020-05-10 22:53:37.697522	2020-05-11 00:25:27.767510	256	0.4676886724150779	0.04101582469806436	50	0.00814712529092182	0.016977379006558237	128	0.004014826737765339	0.35382383729874517	0.36951133144475923	0.4573300283286119	0.4215651558073654	0.4380311614730878	7172.839943342776	0.40216384858095794	0.36951133144475923	0.4573300283286119	0.4215651558073654	0.4380311614730878	7172.838172804532	0.402163848623963	891697376	400	0.36951133144475923	0.4573300283286119	0.4215651558073654	0.4380311614730878	7172.84171388102	0.40216384853796777	4	COMPLETE
5	0.5072592067988668	2020-05-11 00:25:27.810249	2020-05-11 01:39:06.064471	128	0.4349398802399229	0.3130292978787166	19	0.3261247215392965	0.01776881579483067	128	0.06090861546713818	0.19414071964252855	0.4004957507082153	0.5072592067988668	0.4576841359773371	0.47839943342776203	3935.214766288952	0.43848609289943785	0.4004957507082153	0.5072592067988668	0.4576841359773371	0.47839943342776203	3935.2140580736545	0.4384860929313552	2696541975	350	0.4004957507082153	0.5072592067988668	0.4576841359773371	0.47839943342776203	3935.2154745042494	0.43848609286753726	5	COMPLETE
6	0.5131019830028328	2020-05-11 01:39:06.102361	2020-05-11 02:50:57.192315	128	0.2807854511389014	0.16905673057849574	23	0.43843218490646757	0.002528704215021349	512	0.03609643132967214	0.20287783206581209	0.41076487252124644	0.5131019830028328	0.46388101983002833	0.48707507082152973	4112.286030453258	0.4480694783248666	0.41076487252124644	0.5131019830028328	0.46388101983002833	0.48707507082152973	4112.285056657224	0.4480694783674549	1585299178	400	0.41076487252124644	0.5131019830028328	0.46388101983002833	0.48707507082152973	4112.287004249291	0.4480694782822967	6	COMPLETE
7	0.5074362606232294	2020-05-11 02:50:57.229454	2020-05-11 05:01:56.375128	256	0.48743376953987255	0.29399473484279687	30	0.13976889243577623	0.004257894864962261	256	0.1533155129164967	0.2341779933458454	0.39890226628895187	0.5074362606232294	0.45821529745042494	0.48070113314447593	4746.5528505665725	0.43793581192370656	0.39890226628895187	0.5074362606232294	0.45821529745042494	0.48070113314447593	4746.552053824363	0.4379358119294048	2342556828	600	0.39890226628895187	0.5074362606232294	0.45821529745042494	0.48070113314447593	4746.553647308782	0.437935811918009	7	COMPLETE
8	0.4672450424929179	2020-05-11 05:01:56.415807	2020-05-11 06:43:26.211518	256	0.375289105649648	0.11540003807438537	28	0.06279107117415816	0.005905132183396187	128	0.006655694794879317	0.33737202690944385	0.3742917847025496	0.4672450424929179	0.4297096317280453	0.44458215297450426	6839.260800283286	0.40846306567671886	0.3742917847025496	0.4672450424929179	0.4297096317280453	0.44458215297450426	6839.25973796034	0.408463065704659	1028763903	450	0.3742917847025496	0.4672450424929179	0.4297096317280453	0.44458215297450426	6839.261862606232	0.40846306564878615	8	COMPLETE
9	0.5249645892351275	2020-05-11 06:43:26.246813	2020-05-11 07:56:20.119634	64	0.1973495624228438	0.3850527696049521	47	0.4464301466772007	0.009092048033621387	128	0.008707365766051536	0.1501482682457484	0.32524787535410765	0.5249645892351275	0.44228045325779036	0.4780453257790368	3043.11526203966	0.39825596177992384	0.32524787535410765	0.5249645892351275	0.44228045325779036	0.4780453257790368	3043.115084985836	0.39825596178049943	2223181865	350	0.32524787535410765	0.5249645892351275	0.44228045325779036	0.4780453257790368	3043.1154390934844	0.3982559617793483	9	COMPLETE
