number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.39058073654390935	2020-05-09 23:27:45.042413	2020-05-09 23:57:39.552148	64	0.393131883615303	64	12	0.004632425983405459	128	0.33974043062039916	0.17705382436260622	0.39058073654390935	0.3551699716713881	0.375885269121813	6885.132436260623	0.2694213566518384	0.17705382436260622	0.39058073654390935	0.3551699716713881	0.375885269121813	6885.132259206799	0.26942135671285783	1627004996	200	0.17705382436260622	0.39058073654390935	0.3551699716713881	0.375885269121813	6885.132613314448	0.2694213565908685	0	COMPLETE
1	0.08905807365439093	2020-05-09 23:57:39.599763	2020-05-10 00:32:07.252717	64	0.13145736342791406	16	2	0.001058228950796373	256	0.4932591644688456	0.02301699716713881	0.08905807365439093	0.05276203966005666	0.06657223796033994	9996.16271246459	0.04609644394629235	0.02301699716713881	0.08905807365439093	0.05276203966005666	0.06657223796033994	9996.162004249292	0.04609644396585298	2222673362	500	0.02301699716713881	0.08905807365439093	0.05276203966005666	0.06657223796033994	9996.163420679886	0.04609644392673867	1	COMPLETE
2	0.40881728045325777	2020-05-10 00:32:07.289220	2020-05-10 01:21:15.914225	64	0.11254853642981835	16	19	0.018366257404557492	128	0.2881096894053138	0.16890934844192634	0.40881728045325777	0.3618980169971671	0.3861543909348442	5838.812322946175	0.2706837827166501	0.16908640226628896	0.40881728045325777	0.3618980169971671	0.3861543909348442	5838.811614730878	0.2707605060425644	1299774450	350	0.16890934844192634	0.40881728045325777	0.3618980169971671	0.3861543909348442	5838.813031161473	0.2706424701556085	2	COMPLETE
3	0.3960694050991501	2020-05-10 01:21:15.964227	2020-05-10 02:37:52.256341	64	0.32027228160334076	128	12	0.002643790482010458	256	0.2719935218466676	0.24521954674220964	0.3960694050991501	0.358356940509915	0.3735835694050991	5511.852337110482	0.30764752326432465	0.24521954674220964	0.3960694050991501	0.358356940509915	0.3735835694050991	5511.851628895184	0.30764752543545526	60900612	450	0.24521954674220964	0.3960694050991501	0.358356940509915	0.3735835694050991	5511.853045325779	0.3076475211037084	3	COMPLETE
4	0.397485835694051	2020-05-10 02:37:52.296146	2020-05-10 02:56:32.313774	32	0.4146980095966672	32	19	0.061795081058353865	512	0.3111135673341497	0.009206798866855524	0.397485835694051	0.37606232294617564	0.3886331444759207	6305.723973087819	0.21921607467671753	0.18891643059490085	0.397485835694051	0.3764164305949009	0.3886331444759207	6305.620750708215	0.28309625139877675	339564309	300	0.009206798866855524	0.397485835694051	0.374114730878187	0.38827903682719545	6305.827195467422	0.18925477357856318	4	COMPLETE
5	0.3787181303116147	2020-05-10 02:56:32.347219	2020-05-10 04:20:56.245137	16	0.2565655221183322	256	22	0.04133536282533015	128	0.28244725048624925	0.1336756373937677	0.3787181303116147	0.3209985835694051	0.35587818696883855	5724.774079320114	0.2437906255481715	0.2496458923512748	0.37960339943342775	0.33463172804532576	0.35941926345609065	5724.6306657223795	0.29800427781125605	1228613737	450	0.1336756373937677	0.3780099150141643	0.29922096317280455	0.346671388101983	5724.917492917847	0.223897053669021	5	COMPLETE
6	0.3578257790368272	2020-05-10 04:20:56.279806	2020-05-10 05:10:15.077006	32	0.3714997480499511	16	38	0.0010114867739078946	256	0.23637914101983168	0.001593484419263456	0.3578257790368272	0.18696883852691218	0.278328611898017	4790.242032577904	0.11962015337268608	0.001593484419263456	0.3578257790368272	0.18696883852691218	0.278328611898017	4790.241501416431	0.11962015346034954	3423022877	500	0.001593484419263456	0.3578257790368272	0.18696883852691218	0.278328611898017	4790.242563739377	0.1196201532850841	6	COMPLETE
7	0.233356940509915	2020-05-10 05:10:15.114894	2020-05-10 05:52:04.420615	16	0.2561066134391122	256	49	0.002486126210124274	256	0.42670071797520626	0.0012393767705382436	0.233356940509915	0.15208923512747877	0.1929886685552408	8648.278948300283	0.0898811722123986	0.0012393767705382436	0.233356940509915	0.15208923512747877	0.1929886685552408	8648.278328611897	0.08988117222788164	2715530632	200	0.0012393767705382436	0.233356940509915	0.15208923512747877	0.1929886685552408	8648.27956798867	0.08988117219692027	7	COMPLETE
8	0.3452549575070821	2020-05-10 05:52:04.456611	2020-05-10 06:27:58.580055	16	0.2439662318382445	256	22	0.00413183873377061	512	0.35616089537977774	0.000708215297450425	0.3452549575070821	0.26345609065155806	0.3096671388101983	7218.2669971671385	0.13976778048004868	0.000708215297450425	0.3452549575070821	0.26345609065155806	0.3096671388101983	7218.26664305949	0.13976778048514904	1121512147	300	0.000708215297450425	0.3452549575070821	0.26345609065155806	0.3096671388101983	7218.267351274788	0.13976778047494925	8	COMPLETE
9	0.25619688385269124	2020-05-10 06:27:58.618900	2020-05-10 08:54:58.451455	64	0.22823910728210822	512	24	0.01179937729801907	128	0.44079165684360994	0.05010623229461757	0.25619688385269124	0.1813031161473088	0.21441218130311615	8933.371458923513	0.1263465363475923	0.05010623229461757	0.25619688385269124	0.1813031161473088	0.21441218130311615	8933.371104815864	0.12634653634816492	1161564851	200	0.05010623229461757	0.25619688385269124	0.1813031161473088	0.21441218130311615	8933.37181303116	0.1263465363470197	9	COMPLETE
