number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.18305243445692884	2020-04-08 16:08:16.068107	2020-04-08 16:14:36.781731	7.911382143442484	0.017363280615572414	128	65	128	0.714733566196761	0.013576779026217229	0.18305243445692884	0.05664794007490637	0.0997191011235955	34.140917602996254	0.07963428079559752	0.013576779026217229	0.18305243445692884	0.05664794007490637	0.0997191011235955	34.140449438202246	0.07963475741910696	1797395371	600.0	0.013576779026217229	0.18305243445692884	0.05664794007490637	0.0997191011235955	34.14138576779026	0.07963382062311981	10	COMPLETE
11	0.14372659176029962	2020-04-08 16:14:36.810198	2020-04-08 16:18:21.739902	2.7626211693598735	0.047484678835272055	64	70	256	0.7897147613722301	0.013576779026217229	0.14372659176029962	0.04447565543071161	0.07069288389513109	37.81039325842696	0.06987697191313387	0.013576779026217229	0.14372659176029962	0.04447565543071161	0.07069288389513109	37.81039325842696	0.06987697191313387	113670511	650.0	0.013576779026217229	0.14372659176029962	0.04447565543071161	0.07069288389513109	37.81039325842696	0.06987697191313387	11	COMPLETE
12	0.18773408239700373	2020-04-08 16:18:21.767262	2020-04-08 16:21:07.663578	2.7748673331792446	0.013302440789011327	256	16	256	0.6901849263447096	0.020131086142322098	0.18773408239700373	0.060861423220973786	0.10159176029962547	32.92673220973783	0.08566106536927746	0.020131086142322098	0.18773408239700373	0.060861423220973786	0.10159176029962547	32.92649812734082	0.08566133898984672	146967821	500.0	0.020131086142322098	0.18773408239700373	0.060861423220973786	0.10159176029962547	32.92696629213483	0.08566080086939384	12	COMPLETE
13	0.11844569288389513	2020-04-08 16:21:07.691377	2020-04-08 16:21:47.655519	1.7225983511984353	0.011739416470634147	128	80	512	0.9445797057032292	0.013576779026217229	0.11844569288389513	0.035580524344569285	0.054775280898876406	45.45692883895131	0.05926428844182275	0.013576779026217229	0.11844569288389513	0.035580524344569285	0.054775280898876406	45.45692883895131	0.05926428844182275	3388427156	200.0	0.013576779026217229	0.11844569288389513	0.035580524344569285	0.054775280898876406	45.45692883895131	0.05926428844182275	13	COMPLETE
14	0.12453183520599251	2020-04-08 16:21:47.683105	2020-04-08 16:23:44.691396	3.3636625008557437	0.046735856936958226	256	82	256	0.9196895603805585	0.011704119850187267	0.12453183520599251	0.04400749063670412	0.06647940074906367	44.2439138576779	0.06186832296516625	0.011704119850187267	0.12453183520599251	0.04400749063670412	0.06647940074906367	44.243445692883896	0.061868465927713674	95459688	300.0	0.011704119850187267	0.12453183520599251	0.04400749063670412	0.06647940074906367	44.24438202247191	0.06186818249026292	14	COMPLETE
15	0.5205992509363296	2020-04-08 16:23:44.749264	2020-04-08 16:34:13.012720	6.607526930012991	0.0683674441396006	128	12	128	0.2806314999588211	0.06601123595505617	0.5205992509363296	0.18820224719101122	0.2883895131086142	13.460908239700375	0.1956047127562532	0.06601123595505617	0.5205992509363296	0.18820224719101122	0.2883895131086142	13.460674157303371	0.19560498637682247	2301045844		0.06601123595505617	0.5205992509363296	0.18820224719101122	0.2883895131086142	13.461142322097379	0.1956044482563696	15	COMPLETE
16	0.10720973782771535	2020-04-08 16:34:13.059591	2020-04-08 16:34:51.970813	1.3138626350170033	0.02920613811237342	64	84	256	0.9916386553060179	0.007958801498127341	0.10720973782771535	0.02949438202247191	0.05196629213483146	47.7940074906367	0.05201852058599963	0.007958801498127341	0.10720973782771535	0.02949438202247191	0.05196629213483146	47.7940074906367	0.05201852058599963	2416224415	150.0	0.007958801498127341	0.10720973782771535	0.02949438202247191	0.05196629213483146	47.7940074906367	0.05201852058599963	16	COMPLETE
17	0.10861423220973783	2020-04-08 16:34:52.022613	2020-04-08 16:35:15.892181	1.7241154737590767	0.013247516838260906	64	74	512	0.9819936415569487	0.011704119850187267	0.10861423220973783	0.03745318352059925	0.05664794007490637	47.36001872659176	0.057703753945932176	0.011704119850187267	0.10861423220973783	0.03745318352059925	0.05664794007490637	47.36001872659176	0.057703753945932176	1898527860	150.0	0.011704119850187267	0.10861423220973783	0.03745318352059925	0.05664794007490637	47.36001872659176	0.057703753945932176	17	COMPLETE
18	0.5112359550561798	2020-04-08 16:35:15.932917	2020-04-08 16:46:25.059527	6.480757582354189	0.0954175932237391	256	9	128	0.2878615574567659	0.07069288389513109	0.5112359550561798	0.1891385767790262	0.29119850187265917	13.814840823970037	0.19890282866608563	0.07069288389513109	0.5112359550561798	0.1891385767790262	0.29119850187265917	13.814606741573034	0.19890556647189855	2536319057		0.07069288389513109	0.5112359550561798	0.1891385767790262	0.29119850187265917	13.815074906367041	0.19890036464085403	18	COMPLETE
19	0.11750936329588015	2020-04-08 16:46:25.105074	2020-04-08 16:47:22.490407	2.3934140083918454	0.021560171574978092	256	60	512	0.9551748736458046	0.014044943820224719	0.11750936329588015	0.039794007490636704	0.06320224719101124	45.90660112359551	0.06039377537500409	0.014044943820224719	0.11750936329588015	0.039794007490636704	0.06320224719101124	45.90589887640449	0.06044072702038028	2554494857	250.0	0.014044943820224719	0.11750936329588015	0.039794007490636704	0.06320224719101124	45.907303370786515	0.060362431606658544	19	COMPLETE
20	0.13389513108614232	2020-04-08 16:47:22.540748	2020-04-08 16:49:34.180251	4.8505591655406315	0.0338912513695222	64	86	256	0.8990667634774419	0.013108614232209739	0.13389513108614232	0.04260299625468165	0.0749063670411985	43.179307116104866	0.06446127013740298	0.013108614232209739	0.13389513108614232	0.04260299625468165	0.0749063670411985	43.179307116104866	0.06446127013740298	1735882600	400.0	0.013108614232209739	0.13389513108614232	0.04260299625468165	0.0749063670411985	43.179307116104866	0.06446127013740298	20	COMPLETE
21	0.17134831460674158	2020-04-08 16:49:34.224666	2020-04-08 16:53:53.220656	4.871391065696601	0.08858769367021872	128	42	256	0.7025565607848225	0.01544943820224719	0.17134831460674158	0.04962546816479401	0.08146067415730338	33.56132958801498	0.0781626887912514	0.01544943820224719	0.17134831460674158	0.04962546816479401	0.08146067415730338	33.56132958801498	0.0781626887912514	1130010928	750.0	0.01544943820224719	0.17134831460674158	0.04962546816479401	0.08146067415730338	33.56132958801498	0.0781626887912514	21	COMPLETE
22	0.49391385767790263	2020-04-08 16:53:53.270998	2020-04-08 17:05:12.961839	9.1372948334096	0.030911117407355682	64	39	128	0.36137340558180064	0.11142322097378277	0.49391385767790263	0.24625468164794007	0.3211610486891386	17.175093632958802	0.23196256793089506	0.11142322097378277	0.49391385767790263	0.24625468164794007	0.3211610486891386	17.175093632958802	0.23196256793089506	2561213683		0.11142322097378277	0.49391385767790263	0.24625468164794007	0.3211610486891386	17.175093632958802	0.23196256793089506	22	COMPLETE
23	0.15355805243445692	2020-04-08 17:05:12.989025	2020-04-08 17:08:42.509259	9.752278008747979	0.02069522204013034	256	51	128	0.7838179658625749	0.011704119850187267	0.15355805243445692	0.04073033707865169	0.07584269662921349	37.434925093632955	0.06963016881805198	0.011704119850187267	0.15355805243445692	0.04073033707865169	0.07584269662921349	37.43445692883895	0.06963471665369475	82075346	350.0	0.011704119850187267	0.15355805243445692	0.04073033707865169	0.07584269662921349	37.43539325842696	0.06962618003535971	23	COMPLETE
24	0.11282771535580524	2020-04-08 17:08:42.530982	2020-04-08 17:09:49.016615	5.609379207117844	0.027275242316412363	256	61	256	0.9345019603643413	0.01451310861423221	0.11282771535580524	0.035580524344569285	0.0599250936329588	44.96535580524345	0.059860054933361384	0.01451310861423221	0.11282771535580524	0.035580524344569285	0.0599250936329588	44.96488764044944	0.059860501334446696	1825603610	200.0	0.01451310861423221	0.11282771535580524	0.035580524344569285	0.0599250936329588	44.965823970037455	0.05985962284138546	24	COMPLETE
25	0.25374531835205993	2020-04-08 17:09:49.044066	2020-04-08 17:21:11.938454	5.459990303102727	0.09422925529388816	64	59	128	0.6332218236410257	0.024812734082397005	0.25374531835205993	0.07350187265917603	0.13389513108614232	30.2125468164794	0.09967692727127822	0.024812734082397005	0.25374531835205993	0.07350187265917603	0.13389513108614232	30.2125468164794	0.09967692727127822	2138241290		0.024812734082397005	0.25374531835205993	0.07350187265917603	0.13389513108614232	30.2125468164794	0.09967692727127822	25	COMPLETE
26	0.19803370786516855	2020-04-08 17:21:11.965960	2020-04-08 17:24:34.732468	5.444224444378182	0.012640920088713736	256	14	128	0.6811996928001108	0.016853932584269662	0.19803370786516855	0.06694756554307116	0.10627340823970037	32.50795880149813	0.08652327154268141	0.016853932584269662	0.19803370786516855	0.06694756554307116	0.10627340823970037	32.50702247191011	0.0865269904602266	848261964	350.0	0.016853932584269662	0.19803370786516855	0.06694756554307116	0.10627340823970037	32.50889513108614	0.08651987426655824	26	COMPLETE
27	0.4854868913857678	2020-04-08 17:24:34.794089	2020-04-08 17:30:36.738481	5.8759480267387785	0.0983988252981112	64	7	256	0.30211489453688545	0.07724719101123595	0.4854868913857678	0.18071161048689138	0.27902621722846443	14.492041198501873	0.19657586326662244	0.07724719101123595	0.4854868913857678	0.18071161048689138	0.27902621722846443	14.492041198501873	0.19657586326662244	1617960732		0.07724719101123595	0.4854868913857678	0.18071161048689138	0.27902621722846443	14.492041198501873	0.19657586326662244	27	COMPLETE
28	0.11563670411985019	2020-04-08 17:30:36.775420	2020-04-08 17:32:21.556743	9.401875434564964	0.08348671586463953	64	79	128	0.9098433360042336	0.013576779026217229	0.11563670411985019	0.039794007490636704	0.06367041198501873	43.765449438202246	0.06182550159790168	0.013576779026217229	0.11563670411985019	0.039794007490636704	0.06367041198501873	43.765449438202246	0.06182550159790168	2490348140	200.0	0.013576779026217229	0.11563670411985019	0.039794007490636704	0.06367041198501873	43.765449438202246	0.06182550159790168	28	COMPLETE
29	0.4794007490636704	2020-04-08 17:32:21.584392	2020-04-08 17:38:23.360416	6.194076526972635	0.06771750522463024	128	8	256	0.31005819505847965	0.0650749063670412	0.4794007490636704	0.17883895131086142	0.2705992509363296	14.875	0.1887147802569591	0.0650749063670412	0.4794007490636704	0.17883895131086142	0.2705992509363296	14.875	0.1887147802569591	1154396455		0.0650749063670412	0.4794007490636704	0.17883895131086142	0.2705992509363296	14.875	0.1887147802569591	29	COMPLETE
30	0.1343632958801498	2020-04-08 17:38:23.445882	2020-04-08 17:40:58.457908	4.492530187704396	0.024726998356867275	256	99	128	0.8748608753120017	0.0149812734082397	0.1343632958801498	0.03885767790262172	0.06460674157303371	41.988061797752806	0.06477885282120172	0.0149812734082397	0.1343632958801498	0.03885767790262172	0.06460674157303371	41.987827715355806	0.06477922000927544	4259887807	250.0	0.0149812734082397	0.1343632958801498	0.03885767790262172	0.06460674157303371	41.98829588014981	0.06477849975574619	30	COMPLETE
31	0.4592696629213483	2020-04-08 17:40:58.498015	2020-04-08 17:45:30.682739	8.097353681936875	0.05562733925366465	64	7	256	0.31994526765016273	0.0599250936329588	0.4592696629213483	0.1704119850187266	0.2631086142322097	15.359550561797754	0.18010084715342328	0.0599250936329588	0.4592696629213483	0.1704119850187266	0.2631086142322097	15.359550561797754	0.18010084715342328	801663364	800.0	0.0599250936329588	0.4592696629213483	0.1704119850187266	0.2631086142322097	15.359550561797754	0.18010084715342328	31	COMPLETE
32	0.11750936329588015	2020-04-08 17:45:30.709808	2020-04-08 17:46:24.169183	8.787383019895792	0.019979134787972287	128	82	512	0.9847038423577986	0.011235955056179775	0.11750936329588015	0.03838951310861423	0.05945692883895131	47.37851123595506	0.05791997168413384	0.011235955056179775	0.11750936329588015	0.03838951310861423	0.05945692883895131	47.37827715355805	0.057920038364776764	3880235185	250.0	0.011235955056179775	0.11750936329588015	0.03838951310861423	0.05945692883895131	47.37874531835206	0.057919906114834954	32	COMPLETE
33	0.19288389513108614	2020-04-08 17:46:24.196246	2020-04-08 17:49:47.629207	8.61729063472787	0.021526011364257906	256	16	128	0.6926222831448575	0.015917602996254682	0.19288389513108614	0.05571161048689138	0.0945692883895131	33.05758426966292	0.08102050117423876	0.015917602996254682	0.19288389513108614	0.05571161048689138	0.0945692883895131	33.05711610486891	0.0810219695519825	1166236357	350.0	0.015917602996254682	0.19288389513108614	0.05571161048689138	0.0945692883895131	33.058052434456926	0.08101912093022001	33	COMPLETE
34	0.12078651685393259	2020-04-08 17:49:47.667803	2020-04-08 17:50:57.583978	9.059865546797658	0.011662294886132457	256	56	512	0.9323160914487941	0.010767790262172285	0.12078651685393259	0.037921348314606744	0.06132958801498127	44.97120786516854	0.059614942615893535	0.010767790262172285	0.12078651685393259	0.037921348314606744	0.06132958801498127	44.97003745318352	0.059620504305650274	1331942553	300.0	0.010767790262172285	0.12078651685393259	0.037921348314606744	0.06132958801498127	44.97237827715356	0.05960998897142472	34	COMPLETE
35	0.15917602996254682	2020-04-08 17:50:57.611493	2020-04-08 17:56:37.593825	9.039710165505072	0.011409887992329025	256	91	128	0.8054224977466846	0.011704119850187267	0.15917602996254682	0.04447565543071161	0.07584269662921349	38.491807116104866	0.06974483374664843	0.011704119850187267	0.15917602996254682	0.04447565543071161	0.07584269662921349	38.49110486891386	0.06974501300924806	1060886566	500.0	0.011704119850187267	0.15917602996254682	0.04447565543071161	0.07584269662921349	38.49250936329588	0.06974465732880684	35	COMPLETE
36	0.29634831460674155	2020-04-08 17:56:37.621250	2020-04-08 18:00:19.481188	8.657950426195153	0.06078941297723806	256	3	256	0.5849284966369874	0.04868913857677903	0.29634831460674155	0.10627340823970037	0.1704119850187266	27.93071161048689	0.1307237546251879	0.04868913857677903	0.29634831460674155	0.10627340823970037	0.1704119850187266	27.93071161048689	0.1307237546251879	4292547361	750.0	0.04868913857677903	0.29634831460674155	0.10627340823970037	0.1704119850187266	27.93071161048689	0.1307237546251879	36	COMPLETE
37	0.2607677902621723	2020-04-08 18:00:19.507772	2020-04-08 18:03:38.673416	3.8915756273077142	0.012904948704393923	64	7	512	0.5967950730153782	0.03089887640449438	0.2607677902621723	0.07911985018726592	0.1301498127340824	28.462078651685392	0.10758710544507062	0.03089887640449438	0.2607677902621723	0.07911985018726592	0.1301498127340824	28.462078651685392	0.10758710544507062	3400811840	1000.0	0.03089887640449438	0.2607677902621723	0.07911985018726592	0.1301498127340824	28.462078651685392	0.10758710544507062	37	COMPLETE
38	0.10814606741573034	2020-04-08 18:03:38.721178	2020-04-08 18:04:27.170174	8.326137365274938	0.07179227591872943	256	86	256	0.9399394653999152	0.009831460674157303	0.10814606741573034	0.033707865168539325	0.050093632958801496	45.280196629213485	0.05584330734247831	0.009831460674157303	0.10814606741573034	0.033707865168539325	0.050093632958801496	45.27996254681648	0.055843356155406476	4061246280	150.0	0.009831460674157303	0.10814606741573034	0.033707865168539325	0.050093632958801496	45.280430711610485	0.05584325922687769	38	COMPLETE
39	0.13623595505617977	2020-04-08 18:04:27.204184	2020-04-08 18:06:15.782182	5.060350809850367	0.0889567781641173	64	48	512	0.8776146149958661	0.011235955056179775	0.13623595505617977	0.03838951310861423	0.06554307116104868	42.14161985018727	0.06311449990989626	0.011235955056179775	0.13623595505617977	0.03838951310861423	0.06554307116104868	42.14138576779026	0.06311471165335805	1728571666	550.0	0.011235955056179775	0.13623595505617977	0.03838951310861423	0.06554307116104868	42.14185393258427	0.06311429439418335	39	COMPLETE
40	0.15730337078651685	2020-04-08 18:06:15.809488	2020-04-08 18:11:57.194714	6.087492797969338	0.021097366151715428	256	70	256	0.8081475384899656	0.01451310861423221	0.15730337078651685	0.048220973782771535	0.08426966292134831	38.58848314606742	0.07221977378807846	0.01451310861423221	0.15730337078651685	0.048220973782771535	0.08426966292134831	38.58848314606742	0.07221977378807846	3665378932	800.0	0.01451310861423221	0.15730337078651685	0.048220973782771535	0.08426966292134831	38.58848314606742	0.07221977378807846	40	COMPLETE
41	0.18632958801498128	2020-04-08 18:11:57.247190	2020-04-08 18:16:00.212689	4.902140618993008	0.03776955296377765	128	40	256	0.7047564782950441	0.017790262172284643	0.18632958801498128	0.060861423220973786	0.09316479400749064	33.64653558052434	0.08257229216005996	0.017790262172284643	0.18632958801498128	0.060861423220973786	0.09316479400749064	33.64653558052434	0.08257229216005996	993149371	700.0	0.017790262172284643	0.18632958801498128	0.060861423220973786	0.09316479400749064	33.64653558052434	0.08257229216005996	41	COMPLETE
42	0.16853932584269662	2020-04-08 18:16:00.239402	2020-04-08 18:20:57.116341	6.545247724052226	0.07348901886431689	256	83	128	0.8098898929236841	0.01638576779026217	0.16853932584269662	0.05383895131086142	0.09550561797752809	38.74485018726592	0.07639553728777893	0.01638576779026217	0.16853932584269662	0.05383895131086142	0.09550561797752809	38.74438202247191	0.07639602809299338	1165636878	450.0	0.01638576779026217	0.16853932584269662	0.05383895131086142	0.09550561797752809	38.745318352059925	0.07639506422429983	42	COMPLETE
43	0.10861423220973783	2020-04-08 18:20:57.156977	2020-04-08 18:21:32.512845	9.53000263911032	0.03775349708877471	64	86	512	0.9509516044411711	0.009831460674157303	0.10861423220973783	0.035580524344569285	0.05805243445692884	45.8375468164794	0.05601032324968145	0.009831460674157303	0.10861423220973783	0.035580524344569285	0.05805243445692884	45.8375468164794	0.05601032324968145	1287142670	200.0	0.009831460674157303	0.10861423220973783	0.035580524344569285	0.05805243445692884	45.8375468164794	0.05601032324968145	43	COMPLETE
44	0.15636704119850187	2020-04-08 18:21:32.539648	2020-04-08 18:26:25.643245	4.717430350284995	0.03665467691682142	256	76	128	0.7946285421494395	0.021067415730337078	0.15636704119850187	0.05196629213483146	0.08052434456928839	37.94686329588015	0.07663208302741198	0.021067415730337078	0.15636704119850187	0.05196629213483146	0.08052434456928839	37.94616104868914	0.07663248634398259	532058274	450.0	0.021067415730337078	0.15636704119850187	0.05196629213483146	0.08052434456928839	37.947565543071164	0.07663168924473983	44	COMPLETE
45	0.13295880149812733	2020-04-08 18:26:25.669638	2020-04-08 18:27:20.240499	2.0435314276215677	0.04497833082846381	256	48	512	0.9258794340702674	0.010767790262172285	0.13295880149812733	0.03885767790262172	0.06694756554307116	44.49438202247191	0.06175312221304234	0.010767790262172285	0.13295880149812733	0.03885767790262172	0.06694756554307116	44.4939138576779	0.061766212535121434	1687712673	250.0	0.010767790262172285	0.13295880149812733	0.03885767790262172	0.06694756554307116	44.49485018726592	0.061742634424305665	45	COMPLETE
46	0.15355805243445692	2020-04-08 18:27:20.267639	2020-04-08 18:31:47.101219	8.762505092278465	0.012731133834051243	256	95	128	0.8294662446505652	0.015917602996254682	0.15355805243445692	0.04962546816479401	0.07818352059925093	39.708567415730336	0.07250849977043348	0.015917602996254682	0.15355805243445692	0.04962546816479401	0.07818352059925093	39.70786516853933	0.07250972604038934	1092340431	400.0	0.015917602996254682	0.15355805243445692	0.04962546816479401	0.07818352059925093	39.70926966292135	0.07250733368125105	46	COMPLETE
47	0.1544943820224719	2020-04-08 18:31:47.142298	2020-04-08 18:34:46.129993	2.0190570699938166	0.024044375457426527	256	41	256	0.7971230585473391	0.012640449438202247	0.1544943820224719	0.039794007490636704	0.07116104868913857	38.13436329588015	0.06860949691352046	0.012640449438202247	0.1544943820224719	0.039794007490636704	0.07116104868913857	38.13389513108614	0.06861099071799082	1096675975	500.0	0.012640449438202247	0.1544943820224719	0.039794007490636704	0.07116104868913857	38.13483146067416	0.06860810248328707	47	COMPLETE
48	0.4911048689138577	2020-04-08 18:34:46.152175	2020-04-08 18:46:01.063223	4.499532939663941	0.017621320390762706	128	27	128	0.29502419811021185	0.06320224719101124	0.4911048689138577	0.17649812734082396	0.2701310861423221	14.146067415730338	0.18887911590815507	0.06320224719101124	0.4911048689138577	0.17649812734082396	0.2701310861423221	14.146067415730338	0.18887911590815507	3509732302		0.06320224719101124	0.4911048689138577	0.17649812734082396	0.2701310861423221	14.146067415730338	0.18887911590815507	48	COMPLETE
49	0.35252808988764045	2020-04-08 18:46:01.104461	2020-04-08 18:52:08.443503	6.409175509669364	0.030647889145358646	128	13	256	0.5434164815287591	0.04353932584269663	0.35252808988764045	0.12359550561797752	0.20271535580524344	25.911516853932586	0.13910964002208281	0.04353932584269663	0.35252808988764045	0.12359550561797752	0.20271535580524344	25.91104868913858	0.1391098436510434	2115701740		0.04353932584269663	0.35252808988764045	0.12359550561797752	0.20271535580524344	25.911985018726593	0.13910944108528678	49	COMPLETE
50	0.10299625468164794	2020-04-08 18:52:08.498777	2020-04-08 18:52:47.025609	4.032795360295719	0.04044514744803428	64	35	256	0.949519675382856	0.011235955056179775	0.10299625468164794	0.027153558052434457	0.04447565543071161	45.72799625468165	0.054141640563410684	0.011235955056179775	0.10299625468164794	0.027153558052434457	0.04447565543071161	45.72752808988764	0.05414178825049593	138080020	150.0	0.011235955056179775	0.10299625468164794	0.027153558052434457	0.04447565543071161	45.72846441947566	0.05414149552713645	50	COMPLETE
51	0.15355805243445692	2020-04-08 18:52:47.067708	2020-04-08 18:56:49.202574	1.2659778486276547	0.011047014679065237	64	91	128	0.7883552164972972	0.017322097378277154	0.15355805243445692	0.04588014981273408	0.07209737827715355	37.713951310861425	0.07289767865935547	0.017322097378277154	0.15355805243445692	0.04588014981273408	0.07209737827715355	37.713951310861425	0.07289767865935547	3467932481	400.0	0.017322097378277154	0.15355805243445692	0.04588014981273408	0.07209737827715355	37.713951310861425	0.07289767865935547	51	COMPLETE
