number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201
0	TrialState.COMPLETE	0.007152974504249292	2020-01-08 05:01:44.232687	2020-01-08 05:14:30.280907	50.0	1	21.0	0.009606254435651544	1800.0	0.8281647613162147	0.001593484419263456	0.007152974504249292	0.003434844192634561	0.005063739376770539	16788.347716005665	0.003975014643666229	0.001593484419263456	0.007152974504249292	0.003434844192634561	0.005063739376770539	16788.343413597733	0.003975014738250625	0.001593484419263456	0.007152974504249292	0.003434844192634561	0.005063739376770539	16788.352018413596	0.003975014549153446	0		0.005783758262511804	0.006639518413597734	
1	TrialState.COMPLETE	8.852691218130312e-05	2020-01-08 05:14:30.282519	2020-01-08 05:28:02.829538	50.0	1	81.0	0.041305722021106314	1200.0	1.000005031531325	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20273.387283109067	0.00024152804168917067	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20273.38248052408	0.0002415281044616647	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20273.39208569405	0.00024152797895599	1	0.00017705382436260624	0.00011803588290840416		
2	TrialState.COMPLETE	0.0026558073654390935	2020-01-08 05:28:02.830458	2020-01-08 09:24:53.630011	450.0	2	31.0	0.009461702822313879	1600.0	1.069092766653971	0.001593484419263456	0.0026558073654390935	0.00199185552407932	0.002124645892351275	21674.32088792493	0.0020822310803486586	0.001593484419263456	0.0026558073654390935	0.00199185552407932	0.002124645892351275	21674.31599681303	0.002082231136601678	0.001593484419263456	0.0026558073654390935	0.00199185552407932	0.002124645892351275	21674.325779036826	0.0020822310241153815	2	0.0017705382436260624	0.002360717658168083		
3	TrialState.COMPLETE	0.0033640226628895184	2020-01-08 09:24:53.631081	2020-01-08 10:53:05.874434	150.0	2	81.0	0.0024126615440361776	1000.0	0.7907060596428223	0.0007436260623229462	0.0033640226628895184	0.0014872521246458925	0.002124645892351275	16028.031515580737	0.0020636927916616566	0.0007436260623229462	0.0033640226628895184	0.0014872521246458925	0.002124645892351275	16028.029107648725	0.002063707981159729	0.0007436260623229462	0.0033640226628895184	0.0014872521246458925	0.002124645892351275	16028.033923512749	0.002063678033495729	3		0.0025377714825306893	0.0030541784702549576	
4	TrialState.COMPLETE	0.016318460812086873	2020-01-08 10:53:05.875381	2020-01-08 12:02:14.834859	150.0	1	41.0	0.006107943963177312	2000.0	0.7989878850813571	0.0040132200188857416	0.016318460812086873	0.008380547686496695	0.011508498583569405	16196.325911827196	0.008284642394077953	0.0040132200188857416	0.016318460812086873	0.008380547686496695	0.011508498583569405	16196.319877242682	0.008284642632342241	0.0040132200188857416	0.016318460812086873	0.008380547686496695	0.011508498583569405	16196.331946411708	0.008284642156205441	4			0.015625	0.016041076487252125
5	TrialState.COMPLETE	0.0004868980169971671	2020-01-08 12:02:14.836426	2020-01-08 12:41:20.426421	350.0	2	1.0	0.04370996530320565	1600.0	1.1041709136749827	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003541076487252125	22385.730590474504	0.00037366736531042064	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003541076487252125	22385.726717422098	0.00037366748473338527	8.852691218130312e-05	0.0004868980169971671	0.0002213172804532578	0.0003541076487252125	22385.73446352691	0.0003736672459995582	5	0.0002655807365439094	0.00041312559017941453		
6	TrialState.COMPLETE	0.0005754249291784702	2020-01-08 12:41:20.427907	2020-01-08 18:04:11.040216	350.0	2	81.0	0.08430440554684326	2000.0	1.1069795671689855	0.0001327903682719547	0.0005754249291784702	0.0002655807365439094	0.0003541076487252125	22442.724924752125	0.00043385559304710635	0.0001327903682719547	0.0005754249291784702	0.0002655807365439094	0.0003541076487252125	22442.720741855523	0.0004338556861787212	0.0001327903682719547	0.0005754249291784702	0.0002655807365439094	0.0003541076487252125	22442.729107648724	0.00043385549999541516	6	0.000796742209631728	0.0006491973559962229		
7	TrialState.COMPLETE	0.010947828139754485	2020-01-08 18:04:11.041750	2020-01-08 20:01:56.152632	150.0	1	81.0	0.002036582439059832	1400.0	0.8853518817006246	0.0027738432483474977	0.010947828139754485	0.005901794145420208	0.007583805476864967	17948.942103399433	0.005925799818498175	0.0027738432483474977	0.010947828139754485	0.005901794145420208	0.007583805476864967	17948.936142587347	0.005925799974322585	0.0027738432483474977	0.010947828139754485	0.005901794145420208	0.007583805476864967	17948.94806421152	0.005925799662786689	7			0.01022485835694051	0.010658640226628895
8	TrialState.COMPLETE	0.0013279036827195468	2020-01-08 20:01:56.154084	2020-01-08 21:08:32.334816	150.0	2	91.0	0.008381219178671049	600.0	0.9948676205479936	0.0004868980169971671	0.0013279036827195468	0.0009737960339943342	0.001106586402266289	20169.304089943344	0.001011481002164204	0.0004868980169971671	0.0013279036827195468	0.0009737960339943342	0.001106586402266289	20169.30006196884	0.001011481053241635	0.0004868980169971671	0.0013279036827195468	0.0009737960339943342	0.001106586402266289	20169.308117917848	0.0010114809511094197	8	0.000708215297450425	0.0011213408876298394		
