number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.07397003745318352	2020-05-22 01:09:11.558704	2020-05-22 01:31:56.733558	0.9901009274668301	28.830671740327723	256	256	1	56	0.03772595038992162	256	1.1267086395371202	0.006086142322097378	0.07397003745318352	0.02200374531835206	0.035580524344569285	54.4190074906367	0.04224357555710595	0.006086142322097378	0.07397003745318352	0.02200374531835206	0.035580524344569285	54.41760299625468	0.04224388570573153		2047819436.0	150.0	0.006086142322097378	0.07397003745318352	0.02200374531835206	0.035580524344569285	54.420411985018724	0.04224327104815908	10		COMPLETE
11		2020-05-22 01:31:56.831496	2020-05-22 01:32:01.266786	0.6492984105718186	4.42975006400234	256	256	2	97	0.0011964530471405485	128														CUDA out of memory. Tried to allocate 2.65 GiB (GPU 0; 10.92 GiB total capacity; 5.42 GiB already allocated; 2.29 GiB free; 2.64 GiB cached)									11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12	0.07069288389513109	2020-05-22 01:32:01.322867	2020-05-22 01:34:46.301383	0.21749002753241017	22.63864134895068	64	64	2	5	0.0011594297571168484	256	1.175119471056945	0.011704119850187267	0.07069288389513109	0.024812734082397005	0.040262172284644196	56.76638576779026	0.04484728748142416	0.011704119850187267	0.07069288389513109	0.024812734082397005	0.040262172284644196	56.76170411985019	0.04484803349545631		658927279.0	200.0	0.011704119850187267	0.07069288389513109	0.024812734082397005	0.040262172284644196	56.771067415730336	0.044846552282001254	12		COMPLETE
13	0.07584269662921349	2020-05-22 01:34:46.400998	2020-05-22 01:48:41.987658	0.21307913352912855	19.30806255148651	64	256	2	80	0.0072932129564514	256	1.1781538893732029	0.007022471910112359	0.07584269662921349	0.025749063670411985	0.039794007490636704	56.877808988764045	0.043072023240276175	0.007022471910112359	0.07584269662921349	0.025749063670411985	0.039794007490636704	56.862827715355806	0.04307638609960056		3629666105.0	200.0	0.007022471910112359	0.07584269662921349	0.025749063670411985	0.039794007490636704	56.892790262172284	0.04306780905551556	13		COMPLETE
14	0.07069288389513109	2020-05-22 01:48:42.151081	2020-05-22 02:02:05.524472	0.9111862018294525	18.82479507737208	128	128	1	49	0.005699841322653469	512	1.2034925450457519	0.0056179775280898875	0.07069288389513109	0.016853932584269662	0.0299625468164794	58.172050561797754	0.038654591214267967	0.0056179775280898875	0.07069288389513109	0.016853932584269662	0.0299625468164794	58.16807116104869	0.03866849023346511		1194159238.0	300.0	0.0056179775280898875	0.07069288389513109	0.016853932584269662	0.0299625468164794	58.176029962546814	0.038643312006526404	14		COMPLETE
15	0.1446629213483146	2020-05-22 02:02:05.612547	2020-05-22 02:10:52.042432	0.7960122156859651	7.603353236108682	64	256	1	21	0.003860198587606246	512	0.9069110234206967	0.02153558052434457	0.1446629213483146	0.056179775280898875	0.09082397003745318	43.86423220973783	0.07328531901346472	0.02153558052434457	0.1446629213483146	0.056179775280898875	0.09082397003745318	43.86423220973783	0.07328531901346472		4247864924.0	350.0	0.02153558052434457	0.1446629213483146	0.056179775280898875	0.09082397003745318	43.86423220973783	0.07328531901346472	15		COMPLETE
16	0.07584269662921349	2020-05-22 02:10:52.113197	2020-05-22 02:17:20.072718	0.8720723317502116	16.061588963031987	128	64	2	1	0.003859620164615136	128	1.1791263241320848	0.00749063670411985	0.07584269662921349	0.02153558052434457	0.03745318352059925	56.99040262172284	0.04215480311889356	0.00749063670411985	0.07584269662921349	0.02153558052434457	0.03745318352059925	56.99016853932584	0.0421548318582916		617969289.0	250.0	0.00749063670411985	0.07584269662921349	0.02153558052434457	0.03745318352059925	56.99063670411985	0.04215477469531309	16		COMPLETE
17	0.09316479400749064	2020-05-22 02:17:20.187948	2020-05-22 03:05:20.516532	0.6733118351347931	8.744316613707415	256	256	1	45	0.025824468099940205	256	1.0693443141867187	0.011704119850187267	0.09316479400749064	0.03136704119850187	0.04728464419475655	51.66807116104869	0.05098085195361329	0.011704119850187267	0.09316479400749064	0.03136704119850187	0.04728464419475655	51.66807116104869	0.05098085195361329		1493847199.0	300.0	0.011704119850187267	0.09316479400749064	0.03136704119850187	0.04728464419475655	51.66807116104869	0.05098085195361329	17		COMPLETE
18	0.08567415730337079	2020-05-22 03:05:20.618860	2020-05-22 03:16:50.791706	0.8612293361397099	13.728397041477807	256	64	2	45	0.024768199525219414	256	1.1461877803926876	0.009363295880149813	0.08567415730337079	0.025749063670411985	0.0449438202247191	55.359316479400746	0.0463949129169198	0.009363295880149813	0.08567415730337079	0.025749063670411985	0.0449438202247191	55.3562734082397	0.04639546805868195		2152890617.0	250.0	0.009363295880149813	0.08567415730337079	0.025749063670411985	0.0449438202247191	55.3623595505618	0.0463943654266	18		COMPLETE
19	0.06975655430711611	2020-05-22 03:16:50.887704	2020-05-22 03:34:00.950119	0.7653096832684835	22.162825583695742	64	256	1	97	0.025968295198609024	128	1.1696919699841308	0.0046816479400749065	0.06975655430711611	0.02153558052434457	0.035580524344569285	56.50702247191011	0.04005228478651862	0.0046816479400749065	0.06975655430711611	0.02153558052434457	0.035580524344569285	56.50514981273408	0.040052741475049954		4157939696.0	200.0	0.0046816479400749065	0.06975655430711611	0.02153558052434457	0.035580524344569285	56.50889513108614	0.040051836132810305	19		COMPLETE
20	0.06554307116104868	2020-05-22 03:34:01.054163	2020-05-22 04:26:01.939884	0.7424269041604924	17.028907583285715	256	256	2	63	0.001483691675925771	256	1.181049742721098	0.005149812734082397	0.06554307116104868	0.017322097378277154	0.03089887640449438	57.06601123595506	0.038196589047603875	0.005149812734082397	0.06601123595505617	0.017322097378277154	0.03089887640449438	57.050561797752806	0.03820512135163227		3643942597.0	250.0	0.005149812734082397	0.06554307116104868	0.017322097378277154	0.03089887640449438	57.081460674157306	0.03818889194072381	20		COMPLETE
21	0.14185393258426968	2020-05-22 04:26:02.022593	2020-05-22 04:39:01.905476	0.6937526804685779	6.9845732710255195	128	64	2	70	0.037667639518270964	512	0.8791863155413475	0.01544943820224719	0.14185393258426968	0.05102996254681648	0.07818352059925093	42.53558052434457	0.06864364957087378	0.01544943820224719	0.14185393258426968	0.05102996254681648	0.07818352059925093	42.53558052434457	0.06864364957087378		2683341561.0	350.0	0.01544943820224719	0.14185393258426968	0.05102996254681648	0.07818352059925093	42.53558052434457	0.06864364957087378	21		COMPLETE
22	0.07584269662921349	2020-05-22 04:39:01.997959	2020-05-22 05:39:37.301080	0.5508091168956837	14.849910192982069	256	128	1	99	0.0012931919308853833	128	1.1901957743525617	0.00749063670411985	0.07584269662921349	0.027153558052434457	0.04073033707865169	57.515683520599254	0.043401099079862754	0.00749063670411985	0.07584269662921349	0.027153558052434457	0.04073033707865169	57.49953183520599	0.04340619881087324		2765222091.0	350.0	0.00749063670411985	0.07584269662921349	0.027153558052434457	0.04073033707865169	57.53183520599251	0.04339616581584817	22		COMPLETE
23	0.07350187265917603	2020-05-22 05:39:37.401279	2020-05-22 05:58:57.022863	0.30536305750870235	20.579357739956073	64	256	2	34	0.004573037839386707	256	1.189738264638749	0.008895131086142321	0.07350187265917603	0.02294007490636704	0.03698501872659176	57.51638576779026	0.042651196985587586	0.008895131086142321	0.07397003745318352	0.02294007490636704	0.03698501872659176	57.50374531835206	0.04266009643113263		449614981.0	450.0	0.008895131086142321	0.07350187265917603	0.02294007490636704	0.03698501872659176	57.52902621722846	0.042643090982530274	23		COMPLETE
24	0.07209737827715355	2020-05-22 05:58:57.164843	2020-05-22 06:16:19.042214	0.24993431168865243	17.975107642033656	256	64	2	38	0.003805692016706069	128	1.1966173568049843	0.007022471910112359	0.07209737827715355	0.02200374531835206	0.037921348314606744	57.88038389513109	0.041347734671626425	0.007022471910112359	0.07209737827715355	0.02200374531835206	0.037921348314606744	57.87546816479401	0.041352785397741475		2262380143.0	350.0	0.007022471910112359	0.07209737827715355	0.02200374531835206	0.037921348314606744	57.885299625468164	0.041343087770378914	24		COMPLETE
25	0.06694756554307116	2020-05-22 06:16:19.177561	2020-05-22 06:20:59.368171	0.8622958364991732	14.950572248687292	64	256	1	9	0.0023586435870006075	256	1.1824484840881302	0.00749063670411985	0.06694756554307116	0.02247191011235955	0.03745318352059925	57.109784644194754	0.041530807378610396	0.00749063670411985	0.06694756554307116	0.02247191011235955	0.03745318352059925	57.10486891385768	0.0415320768085787		8647782.0	250.0	0.00749063670411985	0.06694756554307116	0.02247191011235955	0.03745318352059925	57.114700374531836	0.04152956869737203	25		COMPLETE
26	0.07397003745318352	2020-05-22 06:20:59.476356	2020-05-22 06:29:00.189857	0.6842342820531562	23.328832893353063	128	64	2	26	0.01608357288860708	128	1.1418710179933895	0.006086142322097378	0.07397003745318352	0.02153558052434457	0.037921348314606744	55.173455056179776	0.04220854193262715	0.006086142322097378	0.07397003745318352	0.02153558052434457	0.037921348314606744	55.17134831460674	0.042211567041178975		4238431578.0	250.0	0.006086142322097378	0.07397003745318352	0.02153558052434457	0.037921348314606744	55.175561797752806	0.042205794810174786	26		COMPLETE
27	0.11891385767790262	2020-05-22 06:29:00.272277	2020-05-22 06:36:15.681658	0.4235749892737821	9.636481598956543	64	64	1	46	0.0038716225752018314	512	1.0233728248767262	0.016853932584269662	0.11891385767790262	0.040262172284644196	0.060393258426966294	49.482209737827716	0.059730693732067644	0.016853932584269662	0.11891385767790262	0.040262172284644196	0.060393258426966294	49.482209737827716	0.059730693732067644		959417752.0	450.0	0.016853932584269662	0.11891385767790262	0.040262172284644196	0.060393258426966294	49.482209737827716	0.059730693732067644	27		COMPLETE
28	0.075374531835206	2020-05-22 06:36:15.780323	2020-05-22 06:40:53.441088	0.759307802201602	21.18836248494715	64	128	2	75	0.002776237351073053	512	1.1628988857105487	0.006086142322097378	0.075374531835206	0.020599250936329586	0.03464419475655431	56.164559925093634	0.041150427488008484	0.006086142322097378	0.075374531835206	0.020599250936329586	0.03464419475655431	56.15262172284644	0.041203037914566705		3881020024.0	150.0	0.006086142322097378	0.075374531835206	0.020599250936329586	0.03464419475655431	56.17649812734082	0.04111376862124233	28		COMPLETE
29	0.09316479400749064	2020-05-22 06:40:53.535078	2020-05-22 06:45:13.978236	0.44951528063981483	10.16542077385291	256	64	1	4	0.008396180430321667	512	1.105284264087956	0.012640449438202247	0.09316479400749064	0.03277153558052434	0.050093632958801496	53.40964419475655	0.05132825895754818	0.012640449438202247	0.09316479400749064	0.03277153558052434	0.050093632958801496	53.40964419475655	0.05132825895754818		2221173302.0	400.0	0.012640449438202247	0.09316479400749064	0.03277153558052434	0.050093632958801496	53.40964419475655	0.05132825895754818	29		COMPLETE
30	0.5374531835205992	2020-05-22 06:45:14.087157	2020-05-22 07:12:31.869619	0.61795314319386	2.586474269733672	128	128	2	73	0.026660441984315573	128	0.278919108590453	0.02153558052434457	0.5374531835205992	0.15543071161048688	0.28136704119850187	13.403558052434457	0.16407999528624315	0.02153558052434457	0.5374531835205992	0.15543071161048688	0.28136704119850187	13.403558052434457	0.16407999528624315		4227687049.0	350.0	0.02153558052434457	0.5374531835205992	0.15543071161048688	0.28136704119850187	13.403558052434457	0.16407999528624315	30		COMPLETE
31	0.1999063670411985	2020-05-22 07:12:32.026988	2020-05-22 07:42:03.803401	0.4748121853041629	5.465566398998714	256	128	2	59	0.04308698991016045	256	0.6352711490186259	0.015917602996254682	0.1999063670411985	0.05196629213483146	0.0950374531835206	30.72799625468165	0.08407605775900465	0.015917602996254682	0.1999063670411985	0.05196629213483146	0.0950374531835206	30.72799625468165	0.08407605775900465		318699451.0	300.0	0.015917602996254682	0.1999063670411985	0.05196629213483146	0.0950374531835206	30.72799625468165	0.08407605775900465	31		COMPLETE
32	0.4892322097378277	2020-05-22 07:42:03.902190	2020-05-22 08:31:16.888871	0.4178343471694477	1.2486868266719613	128	256	1	62	0.05874447202202227	128	0.29620422649612366	0.0800561797752809	0.4892322097378277	0.20880149812734083	0.2991573033707865	14.23876404494382	0.20743652880259203	0.0800561797752809	0.4892322097378277	0.20880149812734083	0.2991573033707865	14.23876404494382	0.20743652880259203		1200338669.0	400.0	0.0800561797752809	0.4892322097378277	0.20880149812734083	0.2991573033707865	14.23876404494382	0.20743652880259203	32		COMPLETE
33	0.11797752808988764	2020-05-22 08:31:16.967508	2020-05-22 08:40:59.855050	0.20607792274626807	9.084445608064613	256	64	1	29	0.007957023909411566	256	1.0145813582686547	0.020131086142322098	0.11797752808988764	0.046348314606741575	0.06413857677902622	49.0374531835206	0.06411689703464547	0.020131086142322098	0.11797752808988764	0.046348314606741575	0.06413857677902622	49.0374531835206	0.06411689703464547		1435690846.0	300.0	0.020131086142322098	0.11797752808988764	0.046348314606741575	0.06413857677902622	49.0374531835206	0.06411689703464547	33		COMPLETE
34	0.07958801498127341	2020-05-22 08:40:59.981051	2020-05-22 09:07:52.938183	0.643583205487017	12.506051330748681	128	256	1	45	0.0012507363591176982	128	1.1861451532655092	0.00749063670411985	0.07958801498127341	0.025749063670411985	0.040262172284644196	57.31086142322097	0.04363814327679185	0.00749063670411985	0.07958801498127341	0.025749063670411985	0.040262172284644196	57.30149812734082	0.04364652051320948		3716298185.0	300.0	0.00749063670411985	0.07958801498127341	0.025749063670411985	0.040262172284644196	57.32022471910113	0.043630700376313586	34		COMPLETE
35	0.07209737827715355	2020-05-22 09:07:53.019262	2020-05-22 09:18:57.936986	0.3983282671561629	24.328168814582174	128	128	1	74	0.020125638402037613	512	1.1980575655145773	0.007958801498127341	0.07209737827715355	0.023876404494382022	0.03932584269662921	57.912687265917604	0.04203203688675334	0.007958801498127341	0.07209737827715355	0.023876404494382022	0.03932584269662921	57.909176029962545	0.042033423850736294		2694873526.0	200.0	0.007958801498127341	0.07209737827715355	0.023876404494382022	0.03932584269662921	57.91619850187266	0.04203069417017208	35		COMPLETE
36	0.07865168539325842	2020-05-22 09:18:58.013099	2020-05-22 09:24:49.737054	0.12581910011054415	13.72738235565387	256	64	1	38	0.07530758011675583	128	1.1278112299124665	0.0046816479400749065	0.07865168539325842	0.02294007490636704	0.03838951310861423	54.436797752808985	0.042188958724009774	0.0046816479400749065	0.07865168539325842	0.02294007490636704	0.03838951310861423	54.43632958801498	0.042189165662061136		129829409.0	150.0	0.0046816479400749065	0.07865168539325842	0.02294007490636704	0.03838951310861423	54.43726591760299	0.04218875670956781	36		COMPLETE
37	0.07865168539325842	2020-05-22 09:24:49.828617	2020-05-22 09:58:25.988796	0.7293132882691469	15.047383093223138	256	128	1	55	0.0014533619960869525	256	1.197729333168705	0.007022471910112359	0.07865168539325842	0.023876404494382022	0.03651685393258427	57.87874531835206	0.042614520077225854	0.007022471910112359	0.07865168539325842	0.023876404494382022	0.03651685393258427	57.864700374531836	0.04262111305938103		1952439592.0	350.0	0.007022471910112359	0.07865168539325842	0.023876404494382022	0.03651685393258427	57.892790262172284	0.042608353767629274	37		COMPLETE
38	0.07116104868913857	2020-05-22 09:58:26.089692	2020-05-22 10:19:16.048864	0.4363842577003585	23.597290131322463	256	64	1	81	0.0021211283174823754	128	1.2029986566452358	0.006086142322097378	0.07116104868913857	0.019194756554307114	0.035580524344569285	58.15051498127341	0.03992268925525581	0.006086142322097378	0.07116104868913857	0.019194756554307114	0.035580524344569285	58.146067415730336	0.03992445052103226		1510110952.0	250.0	0.006086142322097378	0.07116104868913857	0.019194756554307114	0.035580524344569285	58.15496254681648	0.03992100326382563	38		COMPLETE
39	0.6933520599250936	2020-05-22 10:19:16.165889	2020-05-22 10:28:45.651758	0.922641507183421	1.2891914623282934	256	128	2	31	0.0017776611956824416	512	0.20273504485132013	0.12734082397003746	0.6933520599250936	0.3061797752808989	0.4396067415730337	9.664325842696629	0.28457497320516695	0.12734082397003746	0.6933520599250936	0.3061797752808989	0.4396067415730337	9.664325842696629	0.28457497320516695		3981763400.0	200.0	0.12734082397003746	0.6933520599250936	0.3061797752808989	0.4396067415730337	9.664325842696629	0.28457497320516695	39		COMPLETE
40	0.09925093632958802	2020-05-22 10:28:45.732992	2020-05-22 11:01:37.232458	0.27444606614947625	10.680572730677845	64	256	1	89	0.0038643938893527835	128	1.104666939474405	0.008426966292134831	0.09925093632958802	0.0299625468164794	0.052434456928838954	53.38061797752809	0.04929759258815245	0.008426966292134831	0.09925093632958802	0.0299625468164794	0.052434456928838954	53.38061797752809	0.04929759258815245		2208854376.0	350.0	0.008426966292134831	0.09925093632958802	0.0299625468164794	0.052434456928838954	53.38061797752809	0.04929759258815245	40		COMPLETE
41	0.07865168539325842	2020-05-22 11:01:37.312310	2020-05-22 11:05:38.376526	0.37578555867311136	17.792946953883433	64	256	1	17	0.0600653634275054	512	1.1565827263130244	0.006554307116104869	0.07865168539325842	0.021067415730337078	0.040262172284644196	55.861657303370784	0.04285969376481577	0.006554307116104869	0.07865168539325842	0.021067415730337078	0.040262172284644196	55.86048689138577	0.04285996970489648		3766768007.0	200.0	0.006554307116104869	0.07865168539325842	0.021067415730337078	0.040262172284644196	55.862827715355806	0.04285942211738206	41		COMPLETE
42	0.5383895131086143	2020-05-22 11:05:38.496090	2020-05-22 11:12:10.608902	0.827976987169325	2.4959333615100947	128	128	2	16	0.030554236409272056	128	0.27345583963640424	0.037921348314606744	0.5383895131086143	0.16245318352059926	0.28558052434456926	13.110018726591761	0.17492255725877717	0.037921348314606744	0.5383895131086143	0.16245318352059926	0.28558052434456926	13.110018726591761	0.17492255725877717		2999418008.0	200.0	0.037921348314606744	0.5383895131086143	0.16245318352059926	0.28558052434456926	13.110018726591761	0.17492255725877717	42		COMPLETE
43	0.6034644194756554	2020-05-22 11:12:10.762583	2020-05-22 11:52:36.996401	0.5034057740117187	1.7610472609872014	256	128	2	87	0.03580592866289729	256	0.2429033522276131	0.10533707865168539	0.6034644194756554	0.26170411985018727	0.38764044943820225	11.610955056179776	0.24956299838058676	0.10533707865168539	0.6034644194756554	0.26170411985018727	0.38764044943820225	11.610955056179776	0.24956299838058676		2095543729.0	300.0	0.10533707865168539	0.6034644194756554	0.26170411985018727	0.38764044943820225	11.610955056179776	0.24956299838058676	43		COMPLETE
44	0.08286516853932584	2020-05-22 11:52:37.117661	2020-05-22 12:01:41.101546	0.5570568300339893	22.60914808722478	128	64	1	73	0.008691636345350282	128	1.1785654973767155	0.0056179775280898875	0.08286516853932584	0.018726591760299626	0.03745318352059925	57.002574906367045	0.04178918705990705	0.0056179775280898875	0.08286516853932584	0.018726591760299626	0.03745318352059925	57.00046816479401	0.041790319345046505		1081813931.0	200.0	0.0056179775280898875	0.08286516853932584	0.018726591760299626	0.03745318352059925	57.004681647940075	0.04178809884831215	44		COMPLETE
45	0.07350187265917603	2020-05-22 12:01:41.227012	2020-05-22 12:26:23.282332	0.3648542715250884	25.323861770809515	128	256	1	60	0.0011720626081294194	512	1.178541508665455	0.006554307116104869	0.07350187265917603	0.026217228464419477	0.04119850187265917	56.922284644194754	0.042726698431132186	0.006554307116104869	0.07350187265917603	0.026217228464419477	0.04119850187265917	56.8937265917603	0.04273270732704605		851724758.0	250.0	0.006554307116104869	0.07350187265917603	0.026217228464419477	0.04119850187265917	56.950842696629216	0.04272083055476791	45		COMPLETE
46	0.07911985018726592	2020-05-22 12:26:23.351568	2020-05-22 13:22:39.451296	0.17587625705514653	10.653897830101814	256	256	2	69	0.013821400329461803	256	1.1589529892588417	0.009831460674157303	0.07911985018726592	0.02855805243445693	0.04353932584269663	55.94850187265918	0.04629444130495864	0.009831460674157303	0.07911985018726592	0.02855805243445693	0.04353932584269663	55.94850187265918	0.04629444130495864		930570069.0	250.0	0.009831460674157303	0.07911985018726592	0.02855805243445693	0.04353932584269663	55.94850187265918	0.04629444130495864	46		COMPLETE
47	0.08661048689138577	2020-05-22 13:22:39.536087	2020-05-22 13:34:14.912858	0.31640927391000356	10.79179939935658	64	128	2	67	0.0010732453595763147	256	1.1495784486326552	0.008895131086142321	0.08661048689138577	0.027153558052434457	0.04681647940074907	55.52387640449438	0.046284009739412706	0.008895131086142321	0.08661048689138577	0.027153558052434457	0.04681647940074907	55.52387640449438	0.046284009739412706		2982875980.0	300.0	0.008895131086142321	0.08661048689138577	0.027153558052434457	0.04681647940074907	55.52387640449438	0.046284009739412706	47		COMPLETE
48	0.07397003745318352	2020-05-22 13:34:14.989192	2020-05-22 13:40:47.996682	0.4236061669974446	16.9638712002992	256	64	2	35	0.08077048576114522	512	1.1593377499035402	0.009363295880149813	0.07397003745318352	0.023876404494382022	0.03464419475655431	55.98057116104869	0.04366243392394981	0.009363295880149813	0.07397003745318352	0.023876404494382022	0.0351123595505618	55.97940074906367	0.04367115285798342		4194741707.0	200.0	0.009363295880149813	0.07397003745318352	0.023876404494382022	0.03464419475655431	55.98174157303371	0.043655136868317485	48		COMPLETE
