number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.3188739376770538	2020-05-06 22:31:22.906681	2020-05-07 03:43:05.488887	128	0.007254966782397902	512	0.04858832227355605	0.41669145780943134	0.25902974504249293	0.3188739376770538	0.28806657223796034	0.30258498583569404	8446.414660056656	0.2806363745752874	0.25902974504249293	0.3188739376770538	0.28806657223796034	0.30258498583569404	8446.386508498583	0.28063644137410354		1839400445.0	350.0	0.25902974504249293	0.3188739376770538	0.28806657223796034	0.30258498583569404	8446.44281161473	0.2806363091047413	0		COMPLETE
1	0.18271954674220964	2020-05-07 03:43:05.542292	2020-05-07 06:11:39.398847	64	0.045526481698206736	256	0.49821326509541647	0.616404085646258	0.11543909348441926	0.18271954674220964	0.1481940509915014	0.1653682719546742	12495.8401203966	0.1395532666904405	0.11543909348441926	0.18271954674220964	0.1481940509915014	0.1653682719546742	12495.837818696884	0.13955326675907417		3217578816.0	300.0	0.11543909348441926	0.18271954674220964	0.1481940509915014	0.1653682719546742	12495.842422096317	0.13955326662183376	1		COMPLETE
2	0.0	2020-05-07 06:11:39.431736	2020-05-07 06:13:04.741851	128	0.0033554534761470528	256	0.745761706385047														CUDA out of memory. Tried to allocate 9.36 GiB (GPU 0; 31.75 GiB total capacity; 14.19 GiB already allocated; 7.45 GiB free; 9.27 GiB cached; 0 bytes inactive)									2	Setting status of trial#2 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
3	0.3850920679886686	2020-05-07 06:13:04.748947	2020-05-07 08:41:37.417235	64	0.002159447005331957	256	0.10556570592913543	0.2709251070834756	0.3001062322946176	0.3850920679886686	0.34242209631728043	0.3606586402266289	5491.32710694051	0.3305178539829246	0.3001062322946176	0.3850920679886686	0.34242209631728043	0.3606586402266289	5491.325601983003	0.33051785421997054		2331893581.0	300.0	0.3001062322946176	0.3850920679886686	0.34242209631728043	0.3606586402266289	5491.328611898017	0.33051785374622744	3		COMPLETE
4	0.052053824362606235	2020-05-07 08:41:37.471630	2020-05-07 15:18:38.331944	256	0.03811988460788739	512	0.0019688799412368872	0.706413091904439	0.02018413597733711	0.052053824362606235	0.032400849858356943	0.03824362606232295	14319.422804532578	0.031196153737850372	0.02018413597733711	0.052053824362606235	0.032400849858356943	0.03824362606232295	14319.409171388103	0.031196173419570566		3124574485.0	250.0	0.02018413597733711	0.052053824362606235	0.032400849858356943	0.03824362606232295	14319.436437677054	0.031196134404798393	4		COMPLETE
5	0.0	2020-05-07 15:18:38.371690	2020-05-07 17:04:06.149348	128	0.020573095775888468	128	0.7565142004585812	1.1574612508568685	0.0	0.0	0.0	0.0	23468.6628009915	0.00017335188148277097	0.0	0.0	0.0	0.0	23468.617917847027	0.00017335206107700445		2513436351.0	150.0	0.0	0.0	0.0	0.0	23468.707684135978	0.00017335170191164304	5		COMPLETE
6	0.05223087818696884	2020-05-07 17:04:06.216995	2020-05-07 22:15:39.013368	128	0.07047087977124193	512	0.003506443891481544	0.6700804631143559	0.01823654390934844	0.05223087818696884	0.029922096317280454	0.037889518413597736	13583.427142351275	0.02985314125158733	0.01823654390934844	0.05223087818696884	0.029922096317280454	0.037889518413597736	13583.425283286118	0.029853141264228448		3685492216.0	350.0	0.01823654390934844	0.05223087818696884	0.029922096317280454	0.037889518413597736	13583.42900141643	0.029853141238948167	6		COMPLETE
7	0.019830028328611898	2020-05-07 22:15:39.053906	2020-05-07 23:44:21.697389	64	0.05910846717636209	256	0.003589853175286986	0.7449777849750473	0.0056657223796034	0.019830028328611898	0.010623229461756374	0.014164305949008499	15101.628541076487	0.010629386349465671	0.0056657223796034	0.019830028328611898	0.010623229461756374	0.014164305949008499	15101.59861898017	0.010629386897864308		648390834.0	200.0	0.0056657223796034	0.019830028328611898	0.010623229461756374	0.014164305949008499	15101.658463172804	0.010629385802715392	7		COMPLETE
