number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0009699874472212713	2020-01-22 01:38:38.262417	2020-01-22 02:01:59.324493	0.9124312335742444	10.923299934376082	150.0	50.0	0.023177081078186508	1000.0	1.001609204752804	0.00019970329795732054	0.0009699874472212713	0.0003708775533493096	0.0004564646810453041	7155.863691800753	0.0008553840174891815	0.00019970329795732054	0.0009699874472212713	0.0003708775533493096	0.0004564646810453041	7155.863552721671	0.0008553840264312581	0.00019970329795732054	0.0009699874472212713	0.0003708775533493096	0.0004564646810453041	7155.863830879835	0.0008553840085518254	0	0.0009699874472212713	0.0009699874472212713
1	TrialState.COMPLETE	0.0007988131918292822	2020-01-22 02:01:59.325342	2020-01-22 02:25:32.540998	0.8152518583369535	19.956112543957975	50.0	200.0	0.0015099264680334362	1000.0	1.0020855642346225	0.00011411617026132602	0.0007988131918292822	0.0003138194682186466	0.00048499372361063563	7159.473396667808	0.0007655997630580849	0.00011411617026132602	0.0007988131918292822	0.0003138194682186466	0.00048499372361063563	7159.47330394842	0.0007655997871652351	0.00011411617026132602	0.0007988131918292822	0.0003138194682186466	0.00048499372361063563	7159.473489387196	0.000765599738985475	1	0.0007988131918292822	0.0007988131918292822
2	TrialState.COMPLETE	0.0006276389364372932	2020-01-22 02:25:32.541878	2020-01-22 02:59:41.779630	0.36879265965630936	6.624186649245582	250.0	140.0	0.0016211797769737056	600.0	1.0023701304846615	0.00011411617026132602	0.0006276389364372932	0.0003138194682186466	0.0003708775533493096	7161.172454496177	0.0007523631323173366	0.00011411617026132602	0.0006276389364372932	0.0003138194682186466	0.0003708775533493096	7161.172329681616	0.0007523631478248895	0.00011411617026132602	0.0006276389364372932	0.0003138194682186466	0.0003708775533493096	7161.172579310738	0.0007523631168191047	2	0.0006276389364372932	0.0006276389364372932
3	TrialState.COMPLETE	0.0005135227661759672	2020-01-22 02:59:41.780489	2020-01-22 03:44:37.184208	0.28311046073866786	27.04745736757615	350.0	170.0	0.021349799758923947	900.0	1.0009929512725155	2.8529042565331506e-05	0.0005135227661759672	0.00011411617026132602	0.00017117425539198904	7153.145883259158	0.0006269538106289128	2.8529042565331506e-05	0.0005135227661759672	0.00011411617026132602	0.00017117425539198904	7153.145712084903	0.000626953885106115	2.8529042565331506e-05	0.0005135227661759672	0.00011411617026132602	0.00017117425539198904	7153.146054433413	0.0006269537362626216	3	0.0005135227661759672	0.0005135227661759672
4	TrialState.COMPLETE	0.0007988131918292822	2020-01-22 03:44:37.185075	2020-01-22 04:07:24.258342	0.6290319256759	25.400861688686433	50.0	50.0	0.004510818257232775	1000.0	0.9954131941731612	0.0	0.0007988131918292822	0.0002567613830879836	0.00034234851078397807	7111.845436779642	0.0006904203306454959	0.0	0.0007988131918292822	0.0002567613830879836	0.00034234851078397807	7111.845272737647	0.0006904203472971201	0.0	0.0007988131918292822	0.0002567613830879836	0.00034234851078397807	7111.845600821636	0.0006904203140182424	4	0.0007988131918292822	0.0007988131918292822
5	TrialState.COMPLETE	0.0007417551066986192	2020-01-22 04:07:24.259212	2020-01-22 04:42:47.982640	0.911040834803223	18.107740831146238	250.0	150.0	0.005265313726188078	600.0	0.9982464907739632	8.558712769599452e-05	0.0007417551066986192	0.0002567613830879836	0.00034234851078397807	7132.6541459831105	0.0007406288063668328	8.558712769599452e-05	0.0007417551066986192	0.0002567613830879836	0.00034234851078397807	7132.6540639621135	0.0007406288227515658	8.558712769599452e-05	0.0007417551066986192	0.0002567613830879836	0.00034234851078397807	7132.6542280041085	0.0007406287899999521	5	0.0007417551066986192	0.0007417551066986192
6	TrialState.COMPLETE	0.0009057971014492754	2020-01-22 04:42:47.983509	2020-01-22 05:15:07.259538	0.9322255305403482	17.201542925150584	250.0	120.0	0.051813412934194	1000.0	1.0020547914751465	5.705808513066301e-05	0.0009057971014492754	0.0002567613830879836	0.00034234851078397807	7160.612885855301	0.0007546058280833418	5.705808513066301e-05	0.0009057971014492754	0.0002567613830879836	0.00034234851078397807	7160.612796702043	0.0007546058780153866	5.705808513066301e-05	0.0009057971014492754	0.0002567613830879836	0.00034234851078397807	7160.612975008558	0.0007546057782719746	6	0.0008986648408079424	0.0009034196812354977
7	TrialState.COMPLETE	0.0007417551066986192	2020-01-22 05:15:07.260394	2020-01-22 05:38:28.256621	0.7053856689326322	20.20628907992999	50.0	150.0	0.0069950359503190285	900.0	1.0006627934390553	0.0	0.0007417551066986192	0.00017117425539198904	0.0003138194682186466	7152.777280896953	0.0006673018343674695	0.0	0.0007417551066986192	0.00017117425539198904	0.0003138194682186466	7152.777166780783	0.0006673018482605439	0.0	0.0007417551066986192	0.00017117425539198904	0.0003138194682186466	7152.777395013123	0.0006673018204823504	7	0.0007417551066986192	0.0007417551066986192
8	TrialState.COMPLETE	0.0006846970215679561	2020-01-22 05:38:28.257479	2020-01-22 06:01:20.419939	0.90437572301503	17.230210935184456	50.0	80.0	0.06247317534472011	700.0	1.0017130916455481	0.00011411617026132602	0.0006846970215679561	0.00026389364372931645	0.0003994065959146411	7156.949856641561	0.0007730056896304977	0.00011411617026132602	0.0006846970215679561	0.00026389364372931645	0.0003994065959146411	7156.949724694739	0.0007730057103146879	0.00011411617026132602	0.0006846970215679561	0.00026389364372931645	0.0003994065959146411	7156.949988588383	0.0007730056689719648	8	0.0006846970215679561	0.0006846970215679561
