number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4405430711610487	2020-05-17 19:50:29.717637	2020-05-17 19:52:39.644374	64	128	1	512	0.006141432238706335	0.3789046643448345	0.07069288389513109	0.4405430711610487	0.1793071161048689	0.25702247191011235	18.174157303370787	0.18407814451494953	0.07069288389513109	0.4405430711610487	0.1793071161048689	0.25702247191011235	18.174157303370787	0.18407814451494953	1013910160		0.07069288389513109	0.4405430711610487	0.1793071161048689	0.25702247191011235	18.174157303370787	0.18407814451494953	0	COMPLETE
1	0.4438202247191011	2020-05-17 19:52:39.662502	2020-05-17 19:55:51.057901	128	256	2	256	0.02722854719448766	0.3792386770672217	0.07303370786516854	0.4438202247191011	0.1750936329588015	0.2495318352059925	18.1938202247191	0.18368660342658477	0.07303370786516854	0.4438202247191011	0.1750936329588015	0.2495318352059925	18.1938202247191	0.18368660342658477	1361047807		0.07303370786516854	0.4438202247191011	0.1750936329588015	0.2495318352059925	18.1938202247191	0.18368660342658477	1	COMPLETE
2	0.5978464419475655	2020-05-17 19:55:51.075939	2020-05-17 19:58:12.120087	128	64	1	256	0.0044199009708625735	0.26942653933013283	0.13295880149812733	0.5978464419475655	0.2954119850187266	0.41058052434456926	12.963014981273409	0.2731013184697978	0.13295880149812733	0.5978464419475655	0.2954119850187266	0.41058052434456926	12.963014981273409	0.2731013184697978	2026692735	850.0	0.13295880149812733	0.5978464419475655	0.2954119850187266	0.41058052434456926	12.963014981273409	0.2731013184697978	2	COMPLETE
3	0.42930711610486894	2020-05-17 19:58:12.139060	2020-05-17 20:00:15.218474	64	128	2	512	0.001797767346646438	0.3872851615384472	0.0650749063670412	0.42930711610486894	0.16760299625468164	0.25795880149812733	18.553370786516854	0.177540875468348	0.0650749063670412	0.42930711610486894	0.16760299625468164	0.25795880149812733	18.553370786516854	0.177540875468348	3652782894		0.0650749063670412	0.42930711610486894	0.16760299625468164	0.25795880149812733	18.553370786516854	0.177540875468348	3	COMPLETE
4	0.4447565543071161	2020-05-17 20:00:15.230211	2020-05-17 20:03:13.201167	128	256	2	256	0.004300408249657616	0.37913797901897983	0.06694756554307116	0.4447565543071161	0.18211610486891386	0.26264044943820225	18.18492509363296	0.18304298571138117	0.06694756554307116	0.4447565543071161	0.18211610486891386	0.26264044943820225	18.18492509363296	0.18304298571138117	2102958898		0.06694756554307116	0.4447565543071161	0.18211610486891386	0.26264044943820225	18.18492509363296	0.18304298571138117	4	COMPLETE
5	0.3838951310861423	2020-05-17 20:03:13.213090	2020-05-17 20:06:04.649256	64	256	1	256	0.0025244566848656854	0.4474022279533624	0.054775280898876406	0.3838951310861423	0.14372659176029962	0.22191011235955055	21.36563670411985	0.15805829906160415	0.054775280898876406	0.3838951310861423	0.14372659176029962	0.22191011235955055	21.36563670411985	0.15805829906160415	1362142851		0.054775280898876406	0.3838951310861423	0.14372659176029962	0.22191011235955055	21.36563670411985	0.15805829906160415	5	COMPLETE
6	0.6156367041198502	2020-05-17 20:06:04.659870	2020-05-17 20:09:16.474041	256	64	1	128	0.0010533513434966136	0.2660697578707159	0.14559925093632958	0.6156367041198502	0.3080524344569288	0.4241573033707865	12.798220973782772	0.2854866780107696	0.14559925093632958	0.6156367041198502	0.3080524344569288	0.4241573033707865	12.798220973782772	0.2854866780107696	2768236669	700.0	0.14559925093632958	0.6156367041198502	0.3080524344569288	0.4241573033707865	12.798220973782772	0.2854866780107696	6	COMPLETE
7	0.5870786516853933	2020-05-17 20:09:16.492457	2020-05-17 20:10:43.894617	256	64	1	512	0.6572708941684726	0.29009454002628304	0.05149812734082397	0.5870786516853933	0.24297752808988765	0.3796816479400749	13.901685393258427	0.21166405258010598	0.05149812734082397	0.5870786516853933	0.24297752808988765	0.3796816479400749	13.901685393258427	0.21166405258010598	1378598015	750.0	0.05149812734082397	0.5870786516853933	0.24297752808988765	0.3796816479400749	13.901685393258427	0.21166405258010598	7	COMPLETE
8	0.3464419475655431	2020-05-17 20:10:43.912762	2020-05-17 20:13:08.390154	128	256	2	512	0.04982896106705719	0.4824811741421941	0.037921348314606744	0.3464419475655431	0.12640449438202248	0.1947565543071161	23.08567415730337	0.1390756266958733	0.037921348314606744	0.3464419475655431	0.12640449438202248	0.1947565543071161	23.08567415730337	0.1390756266958733	1646206409		0.037921348314606744	0.3464419475655431	0.12640449438202248	0.1947565543071161	23.08567415730337	0.1390756266958733	8	COMPLETE
9	0.5894194756554307	2020-05-17 20:13:08.404003	2020-05-17 20:18:05.330804	128	128	1	128	0.09431897545706178	0.26814347211784273	0.13764044943820225	0.5894194756554307	0.28323970037453183	0.40730337078651685	12.89747191011236	0.2721478911375741	0.13764044943820225	0.5894194756554307	0.28323970037453183	0.40730337078651685	12.89747191011236	0.2721478911375741	1710577635		0.13764044943820225	0.5894194756554307	0.28323970037453183	0.40730337078651685	12.89747191011236	0.2721478911375741	9	COMPLETE
10	0.5121722846441947	2020-05-17 20:18:05.342546	2020-05-17 20:20:30.921264	64	128	1	256	0.003078872841214181	0.31647255259639256	0.09550561797752809	0.5121722846441947	0.2209737827715356	0.3150749063670412	15.22378277153558	0.21996717625339132	0.09550561797752809	0.5121722846441947	0.2209737827715356	0.3150749063670412	15.22378277153558	0.21996717625339132	3301542600		0.09550561797752809	0.5121722846441947	0.2209737827715356	0.3150749063670412	15.22378277153558	0.21996717625339132	10	COMPLETE
11	0.40215355805243447	2020-05-17 20:20:30.933036	2020-05-17 20:22:55.154519	64	256	1	256	0.0018724426526616673	0.43460083746679185	0.0552434456928839	0.40215355805243447	0.149812734082397	0.22659176029962547	20.777153558052433	0.16213699055026312	0.0552434456928839	0.40215355805243447	0.149812734082397	0.22659176029962547	20.777153558052433	0.16213699055026312	3109823541		0.0552434456928839	0.40215355805243447	0.149812734082397	0.22659176029962547	20.777153558052433	0.16213699055026312	11	COMPLETE
12	0.6100187265917603	2020-05-17 20:22:55.166546	2020-05-17 20:25:28.048952	128	64	2	128	0.40368413181776	0.2640055839281027	0.12172284644194757	0.6100187265917603	0.2851123595505618	0.41151685393258425	12.676029962546817	0.2665580716218527	0.12172284644194757	0.6100187265917603	0.2851123595505618	0.41151685393258425	12.676029962546817	0.2665580716218527	2539358106	700.0	0.12172284644194757	0.6100187265917603	0.2851123595505618	0.41151685393258425	12.676029962546817	0.2665580716218527	12	COMPLETE
13	0.5688202247191011	2020-05-17 20:25:28.060936	2020-05-17 20:27:21.171480	256	128	1	512	0.1827103181798502	0.29164546298051486	0.10252808988764045	0.5688202247191011	0.24906367041198502	0.3618913857677903	14.037921348314606	0.23774389930776232	0.10252808988764045	0.5688202247191011	0.24906367041198502	0.3618913857677903	14.037921348314606	0.23774389930776232	2883822627		0.10252808988764045	0.5688202247191011	0.24906367041198502	0.3618913857677903	14.037921348314606	0.23774389930776232	13	COMPLETE
14	0.5856741573033708	2020-05-17 20:27:21.182731	2020-05-17 20:29:54.045718	256	64	2	128	0.7787172546308673	0.3010086847699425	0.017322097378277154	0.5856741573033708	0.21582397003745318	0.3684456928838951	14.383895131086142	0.18675416183532503	0.017322097378277154	0.5856741573033708	0.21582397003745318	0.3684456928838951	14.383895131086142	0.18675416183532503	664762228	700.0	0.017322097378277154	0.5856741573033708	0.21582397003745318	0.3684456928838951	14.383895131086142	0.18675416183532503	14	COMPLETE
15	0.5159176029962547	2020-05-17 20:29:54.058093	2020-05-17 20:32:43.277903	256	256	1	256	0.006998121035482351	0.31827402271919847	0.09082397003745318	0.5159176029962547	0.21161048689138576	0.30758426966292135	15.316011235955056	0.21424726231209723	0.09082397003745318	0.5159176029962547	0.21161048689138576	0.30758426966292135	15.316011235955056	0.21424726231209723	648210755		0.09082397003745318	0.5159176029962547	0.21161048689138576	0.30758426966292135	15.316011235955056	0.21424726231209723	15	COMPLETE
16	0.49765917602996257	2020-05-17 20:32:43.289986	2020-05-17 20:35:43.297297	256	256	1	256	0.002124893667806738	0.3253605264275638	0.09082397003745318	0.49765917602996257	0.20084269662921347	0.300561797752809	15.657303370786517	0.2106944450655023	0.09082397003745318	0.49765917602996257	0.20084269662921347	0.300561797752809	15.657303370786517	0.2106944450655023	3688878350		0.09082397003745318	0.49765917602996257	0.20084269662921347	0.300561797752809	15.657303370786517	0.2106944450655023	16	COMPLETE
17	0.5819288389513109	2020-05-17 20:35:43.309489	2020-05-17 20:37:39.592551	128	64	1	512	0.006789643787606447	0.2754824764874837	0.12734082397003746	0.5819288389513109	0.273876404494382	0.38670411985018727	13.253277153558052	0.26286445535435876	0.12734082397003746	0.5819288389513109	0.273876404494382	0.38670411985018727	13.253277153558052	0.26286445535435876	143917466		0.12734082397003746	0.5819288389513109	0.273876404494382	0.38670411985018727	13.253277153558052	0.26286445535435876	17	COMPLETE
18	0.6025280898876404	2020-05-17 20:37:39.604558	2020-05-17 20:38:56.280019	256	64	1	256	0.007119466051368592	0.2725155715017897	0.13155430711610486	0.6025280898876404	0.28792134831460675	0.4049625468164794	13.097378277153558	0.270194028592707	0.13155430711610486	0.6025280898876404	0.28792134831460675	0.4049625468164794	13.097378277153558	0.270194028592707	843184277	500.0	0.13155430711610486	0.6025280898876404	0.28792134831460675	0.4049625468164794	13.097378277153558	0.270194028592707	18	COMPLETE
19	0.5978464419475655	2020-05-17 20:38:56.292639	2020-05-17 20:40:51.705460	128	64	2	512	0.15517448023232772	0.26890671258087684	0.13717228464419476	0.5978464419475655	0.2794943820224719	0.3951310861423221	12.933988764044944	0.2710991239039516	0.13717228464419476	0.5978464419475655	0.2794943820224719	0.3951310861423221	12.933988764044944	0.2710991239039516	1288022513		0.13717228464419476	0.5978464419475655	0.2794943820224719	0.3951310861423221	12.933988764044944	0.2710991239039516	19	COMPLETE
20	0.5514981273408239	2020-05-17 20:40:51.717186	2020-05-17 20:42:46.875975	64	64	1	512	0.07153455131063674	0.2900954793191651	0.11282771535580524	0.5514981273408239	0.2401685393258427	0.3445692883895131	13.960205992509364	0.24058701370380858	0.11282771535580524	0.5514981273408239	0.2401685393258427	0.3445692883895131	13.960205992509364	0.24058701370380858	3278934791		0.11282771535580524	0.5514981273408239	0.2401685393258427	0.3445692883895131	13.960205992509364	0.24058701370380858	20	COMPLETE
21	0.5870786516853933	2020-05-17 20:42:46.887920	2020-05-17 20:46:09.601169	64	64	2	128	0.06481130565442236	0.2691639789366181	0.12968164794007492	0.5870786516853933	0.28651685393258425	0.40262172284644193	12.94569288389513	0.26908784242929673	0.12968164794007492	0.5870786516853933	0.28651685393258425	0.40262172284644193	12.94569288389513	0.26908784242929673	3745426225	750.0	0.12968164794007492	0.5870786516853933	0.28651685393258425	0.40262172284644193	12.94569288389513	0.26908784242929673	21	COMPLETE
