number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.0007988131918292822	2020-01-20 21:09:50.414643	2020-01-22 01:48:45.543939	0.24411611161306	18.89390358510077	450.0	190.0	0.0013538723653468143	0.002426147490255488	700.0	0.9990142460480611	2.8529042565331506e-05	0.0007988131918292822	0.00028529042565331506	0.0004279356384799726	7136.40324375214	0.0006691583725789759	2.8529042565331506e-05	0.0007988131918292822	0.00028529042565331506	0.0004279356384799726	7136.403200958576	0.0006691583744733464	2332118406	2.8529042565331506e-05	0.0007988131918292822	0.00028529042565331506	0.0004279356384799726	7136.403286545704	0.0006691583706850095	0
