number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	451	501
0	TrialState.COMPLETE	0.03468287692791942	2020-01-07 01:32:17.462385	2020-01-07 05:26:38.615500	1.4391368820522492	350.0	2	26.0	0.009477481596801578	900.0	0.790309250518267	0.008282184450739692	0.03468287692791942	0.016269279194208373	0.0226432168712622	16020.332005429651	0.016929754063291287	0.008282184450739692	0.03468287692791942	0.016269279194208373	0.0226432168712622	16020.319050991502	0.01692975482971423	0.008282184450739692	0.03468287692791942	0.016269279194208373	0.0226432168712622	16020.3449598678	0.016929753299057656	0						0.033766693646297044	0.03428204674220963		
1	TrialState.COMPLETE	0.031058191690273844	2020-01-07 05:26:38.616567	2020-01-07 07:25:35.564693	6.9869026052326255	250.0	2	11.0	0.0011288561253849025	1100.0	0.8871832697603254	0.00910351746931067	0.031058191690273844	0.015993862134088762	0.021069405099150142	17985.193018177524	0.015823287116922623	0.00910351746931067	0.031058191690273844	0.015993862134088762	0.021069405099150142	17985.180255547686	0.015823287977575887	0.00910351746931067	0.031058191690273844	0.015993862134088762	0.021069405099150142	17985.205780807366	0.015823286259261896	1								0.02962110481586402	0.030404970383723924
2	TrialState.COMPLETE	0.28433116838250533	2020-01-07 07:25:35.565541	2020-01-07 12:00:35.971237	3.8210252331016283	150.0	1	26.0	0.09526597800223283	2000.0	0.5163545200509707	0.11428176604712223	0.28433116838250533	0.2024588889656602	0.2408147930629448	10465.601527413113	0.17122877984367998	0.11428176604712223	0.28433116838250533	0.2024588889656602	0.2408147930629448	10465.599448110273	0.17122878019165025	0.11428176604712223	0.28433116838250533	0.2024588889656602	0.2408147930629448	10465.603606715953	0.17122877949824294	2									
3	TrialState.COMPLETE	0.03454762747875354	2020-01-07 12:00:35.972069	2020-01-07 13:12:27.123319	4.549438934554367	350.0	1	1.0	0.0013991212699958507	1500.0	0.7886904547728532	0.008078080736543909	0.03454762747875354	0.015846317280453256	0.022485835694050993	15987.623561437676	0.016721297227712536	0.008078080736543909	0.03454762747875354	0.015846317280453256	0.022485835694050993	15987.611698831444	0.016721297798140453	0.008078080736543909	0.03454762747875354	0.015846317280453256	0.022485835694050993	15987.635424043909	0.01672129665896771	3					0.032843484419263456	0.03381728045325779			
4	TrialState.COMPLETE	0.031493449008498584	2020-01-07 13:12:27.125046	2020-01-07 13:31:29.690869	5.181645009868676	150.0	2	1.0	0.02654325582272872	1600.0	0.7998044751311413	0.004979638810198301	0.031493449008498584	0.013544617563739376	0.019409525495750708	16213.27084808782	0.013783319003022305	0.004979638810198301	0.031493449008498584	0.013544617563739376	0.019409525495750708	16213.254824716714	0.013783319295147003	0.004979638810198301	0.031493449008498584	0.013544617563739376	0.019409525495750708	16213.286871458924	0.013783318711123668	4					0.030541784702549576	0.03108559287737758			
5	TrialState.COMPLETE	0.0369747403210576	2020-01-07 13:31:29.691788	2020-01-07 15:49:42.763985	3.4174128297763096	450.0	1	11.0	0.003940518149682876	800.0	0.7213704252994483	0.010033050047214354	0.0369747403210576	0.01903328611898017	0.024315391879131256	14622.490350566572	0.019278752426506698	0.010033050047214354	0.0369747403210576	0.01903328611898017	0.024315391879131256	14622.479432247403	0.019278752643392214	0.010033050047214354	0.0369747403210576	0.01903328611898017	0.024315391879131256	14622.50126888574	0.019278752209784276	5			0.03580913597733711	0.03650849858356941					
6	TrialState.COMPLETE	0.03383941218130312	2020-01-07 15:49:42.764940	2020-01-07 19:37:03.514888	4.783381236649401	350.0	1	31.0	0.0017803845997486252	1700.0	0.7678023527275414	0.008255134560906515	0.03383941218130312	0.015359419263456091	0.021379249291784704	15564.238347645183	0.016802710921403567	0.008255134560906515	0.03383941218130312	0.015359419263456091	0.021379249291784704	15564.227115793201	0.0168027112175755	0.008255134560906515	0.03383941218130312	0.015359419263456091	0.021379249291784704	15564.249579497167	0.016802710625688208	6					0.03290250236071766	0.03343787940105221			
7	TrialState.COMPLETE	0.037092776203966005	2020-01-07 19:37:03.516806	2020-01-07 23:07:25.100458	2.0960933553336014	350.0	1	46.0	0.005105869895577836	1000.0	0.7421513986707484	0.008380547686496695	0.037092776203966005	0.0170856940509915	0.024020302171860245	15043.976274787536	0.0177636446425237	0.008380547686496695	0.037092776203966005	0.0170856940509915	0.024020302171860245	15043.96550401322	0.017763645950273632	0.008380547686496695	0.037092776203966005	0.0170856940509915	0.024020302171860245	15043.987045561851	0.017763643341677324	7			0.036163243626062325	0.03672096317280453					
8	TrialState.COMPLETE	0.03519436575385584	2020-01-07 23:07:25.101659	2020-01-08 01:27:24.087784	2.106056169991035	350.0	2	11.0	0.003465162562828673	1300.0	0.8232135864237002	0.008596946805162103	0.03519436575385584	0.01827588920365124	0.024610481586402267	16687.99730484734	0.01733021034383697	0.008596946805162103	0.03519436575385584	0.01827588920365124	0.024610481586402267	16687.98329792257	0.017330210736291884	0.008596946805162103	0.03519436575385584	0.01827588920365124	0.024610481586402267	16688.011311772112	0.017330209951802032	8						0.03381728045325779	0.034591890934844195		
