number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
48	TrialState.COMPLETE	0.009737960339943343	2020-01-07 16:56:22.543126	2020-01-07 17:01:49.041642	450.0	2	31.0	0.05274496328997492	1600.0	0.977425373170574	0.000708215297450425	0.009737960339943343	0.0074805240793201135	0.008144475920679886	19815.776181834277	0.004757026118678123	0.000708215297450425	0.009737960339943343	0.0074805240793201135	0.008144475920679886	19815.772662889518	0.004757027661368209	0.000708215297450425	0.009737960339943343	0.0074805240793201135	0.008144475920679886	19815.779700779036	0.004757024582238153	48	0.013987252124645893	0.011154390934844192													
49	TrialState.COMPLETE	0.37242534230406044	2020-01-07 17:01:49.042706	2020-01-07 17:41:43.592668	50.0	2	81.0	0.0058371486713247826	1400.0	0.08635418878679409	0.000708215297450425	0.37242534230406044	0.18405482766761094	0.2690037771482531	1750.0352669086403	0.12549519757306374	0.000708215297450425	0.37242534230406044	0.18405482766761094	0.2690037771482531	1750.0346213999055	0.12549519917519303	0.000708215297450425	0.37242534230406044	0.18405482766761094	0.2690037771482531	1750.035912417375	0.12549519599537376	49														0.3710967679629153	0.3717899371843823
50	TrialState.COMPLETE	0.11583746458923513	2020-01-07 17:41:43.593709	2020-01-07 17:45:35.178642	150.0	2	61.0	0.020188957803614457	1700.0	0.2927782206071325	0.000708215297450425	0.11583746458923513	0.06010977337110482	0.08511862606232294	5933.677275141643	0.04331732438529631	0.000708215297450425	0.11583746458923513	0.06010977337110482	0.08511862606232294	5933.675460339943	0.04331732672314589	0.000708215297450425	0.11583746458923513	0.06010977337110482	0.08511862606232294	5933.679089943343	0.04331732206050815	50	0.12243271954674222	0.11803588290840415													
51	TrialState.COMPLETE	0.00597556657223796	2020-01-07 17:45:35.179675	2020-01-07 17:49:27.208700	150.0	2	31.0	0.04888602233922051	600.0	0.9411570994301377	0.000708215297450425	0.00597556657223796	0.004691926345609066	0.005267351274787536	19079.446728930594	0.003215366281609457	0.000708215297450425	0.00597556657223796	0.004691926345609066	0.005267351274787536	19079.442059135978	0.003215366366172755	0.000708215297450425	0.00597556657223796	0.004691926345609066	0.005267351274787536	19079.451398725214	0.0032153661970713565	51	0.009295325779036826	0.007082152974504249													
52	TrialState.COMPLETE	0.03611898016997167	2020-01-07 17:49:27.209732	2020-01-07 17:52:36.714781	50.0	2	1.0	0.03471637227372383	1500.0	0.6351876452459001	0.000708215297450425	0.03611898016997167	0.027133498583569404	0.030851628895184138	12875.409237783286	0.01595743589027227	0.000708215297450425	0.03611898016997167	0.027133498583569404	0.030851628895184138	12875.407179532578	0.01595743616339919	0.000708215297450425	0.03611898016997167	0.027133498583569404	0.030851628895184138	12875.411296033993	0.01595743561754502	52	0.04762747875354108	0.039955146364494806													
53	TrialState.COMPLETE	0.36391370668991063	2020-01-07 17:52:36.715799	2020-01-07 18:17:03.588810	250.0	2	91.0	0.0032586146063950145	600.0	0.10378694212189424	0.000708215297450425	0.36391370668991063	0.18149378949662237	0.2644911745478318	2103.2500544780996	0.12273443062782415	0.000708215297450425	0.36391370668991063	0.18149378949662237	0.2644911745478318	2103.249182828503	0.12273443146195141	0.000708215297450425	0.36391370668991063	0.18149378949662237	0.2644911745478318	2103.250926127697	0.1227344298006161	53															
54	TrialState.COMPLETE	0.008852691218130312	2020-01-07 18:17:03.589897	2020-01-07 18:21:12.092572	250.0	2	41.0	0.03541753728733683	1000.0	0.9484484951294049	0.000708215297450425	0.008852691218130312	0.007214943342776204	0.008144475920679886	19227.57471671388	0.004497565549791212	0.000708215297450425	0.008852691218130312	0.007214943342776204	0.008144475920679886	19227.569316572237	0.00449756572623285	0.000708215297450425	0.008852691218130312	0.007214943342776204	0.008144475920679886	19227.580116855523	0.004497565373472977	54	0.012570821529745042	0.010092067988668555													
55	TrialState.COMPLETE	0.30821343372595794	2020-01-07 18:21:12.093607	2020-01-07 18:55:56.647416	250.0	2	91.0	0.007944854269802664	1400.0	0.0900809991386842	0.000708215297450425	0.30821343372595794	0.13706761592366185	0.20870918443417324	1825.4494278365887	0.10214621111142129	0.000708215297450425	0.30821343372595794	0.13706761592366185	0.20870918443417324	1825.4487196212913	0.10214623505976307	0.000708215297450425	0.30821343372595794	0.13706761592366185	0.20870918443417324	1825.4501360518861	0.10214618870065394	55									0.30677178803532745	0.3075326565942713					
56	TrialState.COMPLETE	0.18962464589235128	2020-01-07 18:55:56.648323	2020-01-07 19:01:41.132070	450.0	2	91.0	0.009733058363859058	1300.0	0.21066499382212253	0.000708215297450425	0.18962464589235128	0.09193519830028328	0.13606586402266288	4269.071662535411	0.0672444381923542	0.000708215297450425	0.18962464589235128	0.09193519830028328	0.13606586402266288	4269.070201841359	0.06724443888306156	0.000708215297450425	0.18962464589235128	0.09193519830028328	0.13606586402266288	4269.073123229462	0.06724443750338685	56	0.18980169971671387	0.18968366383380547													
57	TrialState.COMPLETE	0.09737960339943343	2020-01-07 19:01:41.132989	2020-01-07 19:07:23.277207	450.0	2	71.0	0.013880610167022954	1900.0	0.4026714273525899	0.000708215297450425	0.09737960339943343	0.051876770538243626	0.06940509915014165	8161.33536207507	0.03620563423530612	0.000708215297450425	0.09737960339943343	0.051876770538243626	0.06940509915014165	8161.333303824363	0.03620563437395228	0.000708215297450425	0.09737960339943343	0.051876770538243626	0.06940509915014165	8161.337420325779	0.036205634096788585	57	0.09968130311614731	0.09814683663833805													
58	TrialState.COMPLETE	0.34032274382840955	2020-01-07 19:07:23.278259	2020-01-07 19:53:07.324261	350.0	2	81.0	0.005505315136664651	1300.0	0.08588428586920047	0.000708215297450425	0.34032274382840955	0.1567769459058411	0.23683056792121948	1740.4294145420208	0.11280634945905149	0.000708215297450425	0.34032274382840955	0.1567769459058411	0.23683056792121948	1740.4286894644542	0.11280635337504837	0.000708215297450425	0.34032274382840955	0.1567769459058411	0.23683056792121948	1740.4301396195872	0.11280634561228049	58											0.3387785149843447	0.33958923512747874			
59	TrialState.COMPLETE	0.3844160442956477	2020-01-07 19:53:07.325924	2020-01-07 20:28:27.539197	50.0	2	71.0	0.0023828618527199454	1800.0	0.09531006750127437	0.000708215297450425	0.3844160442956477	0.19768864280195725	0.28659380633530773	1931.6299534831317	0.13067717443371485	0.000708215297450425	0.3844160442956477	0.19768864280195725	0.28659380633530773	1931.6290883337626	0.13067717483235258	0.000708215297450425	0.3844160442956477	0.19768864280195725	0.28659380633530773	1931.6308186325007	0.13067717403789247	59												0.38271954674220965	0.38360818831782006		
60	TrialState.COMPLETE	0.000708215297450425	2020-01-07 20:28:27.540227	2020-01-07 20:33:02.360357	450.0	1	1.0	0.003672732349406124	2000.0	0.989117108337526	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20052.385357648724	0.0009559873680235535	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20052.364199716714	0.0009559876313406651	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20052.406515580737	0.0009559871048115541	60	0.000708215297450425	0.000708215297450425													
61	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 20:33:02.362027	2020-01-07 20:36:33.145653	50.0	1	41.0	0.03204136459089703	1200.0	0.9681813400845486	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19628.632524787536	0.0009556446553403854	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19628.62783286119	0.0009556455932453282	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19628.63721671388	0.0009556437203149393	61	0.0008852691218130312	0.0008852691218130312													
62	TrialState.COMPLETE	0.000708215297450425	2020-01-07 20:36:33.146507	2020-01-07 20:41:42.450077	450.0	1	31.0	0.011177963161745777	1600.0	1.0110995838078412	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20498.42696529745	0.0009592153606209601	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20498.410587818697	0.0009592158406834271	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20498.443342776205	0.0009592148813558964	62	0.000708215297450425	0.000708215297450425													
63	TrialState.COMPLETE	0.0012393767705382436	2020-01-07 20:41:42.451143	2020-01-07 20:45:48.050110	250.0	1	71.0	0.004707110670985232	800.0	0.9955590259485602	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20183.069493626062	0.001033718501862415	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20183.05683427762	0.001033718572134856	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20183.082152974504	0.0010337184316014801	63	0.0012393767705382436	0.0012393767705382436													
64	TrialState.COMPLETE	0.000708215297450425	2020-01-07 20:45:48.051131	2020-01-07 20:51:26.495947	450.0	1	71.0	0.0013335064716418481	800.0	1.0033504897261525	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20341.074982294616	0.0008837353723653151	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20341.055771954674	0.0008837356618731386	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20341.094192634562	0.0008837350829749893	64	0.000708215297450425	0.000708215297450425													
65	TrialState.COMPLETE	0.3698840763381542	2020-01-07 20:51:26.496759	2020-01-07 21:24:15.990605	150.0	2	31.0	0.002361158842635513	900.0	0.09123361939738446	0.000708215297450425	0.3698840763381542	0.18902825406291934	0.2736786193529149	1848.9134346578203	0.12567882422221913	0.000708215297450425	0.3698840763381542	0.18902825406291934	0.2736786193529149	1848.91251677352	0.12567882621499968	0.000708215297450425	0.3698840763381542	0.18902825406291934	0.2736786193529149	1848.9143525421202	0.12567882226139884	65															
66	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 21:24:15.991629	2020-01-07 21:27:58.124970	150.0	1	11.0	0.02536442110101147	700.0	1.0098601226742232	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20473.320024787536	0.000996649707702615	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20473.310729461755	0.0009966499091771921	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20473.329320113313	0.0009966495063644743	66	0.0010623229461756375	0.0010623229461756375													
67	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 21:27:58.126009	2020-01-07 21:32:33.351736	450.0	1	1.0	0.014359658311443034	800.0	1.0122308666178437	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20521.095077903683	0.00098527659371423	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20521.077195467424	0.0009852768748062684	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20521.112960339942	0.0009852763127711256	67	0.0008852691218130312	0.0008852691218130312													
68	TrialState.COMPLETE	0.0019475920679886685	2020-01-07 21:32:33.352770	2020-01-07 21:36:14.089440	150.0	1	51.0	0.0030015860612254332	1700.0	0.9895835963104538	0.000708215297450425	0.0019475920679886685	0.0012393767705382436	0.00141643059490085	20062.274964589236	0.0012910203135830963	0.000708215297450425	0.0019475920679886685	0.0012393767705382436	0.00141643059490085	20062.26699716714	0.0012910206587173096	0.000708215297450425	0.0019475920679886685	0.0012393767705382436	0.00141643059490085	20062.28293201133	0.001291019968741262	68	0.0019475920679886685	0.0019475920679886685													
69	TrialState.COMPLETE	0.26203966005665724	2020-01-07 21:36:14.090511	2020-01-07 22:08:52.130383	150.0	2	11.0	0.008258808465888294	900.0	0.09394241837829012	0.000708215297450425	0.26203966005665724	0.11785261666915163	0.17730542716564784	1903.8077009094975	0.08847142080306052	0.000708215297450425	0.26203966005665724	0.11785261666915163	0.17730542716564784	1903.807104517668	0.08847142660534414	0.000708215297450425	0.26203966005665724	0.11785261666915163	0.17730542716564784	1903.808297301327	0.08847141512031041	69															
70	TrialState.COMPLETE	0.000708215297450425	2020-01-07 22:08:52.132086	2020-01-07 22:12:57.933077	250.0	1	71.0	0.004571756780591636	600.0	1.0017218882050434	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.52638101983	0.0009509217183201424	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.514695467424	0.0009509217600949158	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.538066572237	0.0009509216765500224	70	0.000708215297450425	0.000708215297450425													
71	TrialState.COMPLETE	0.000708215297450425	2020-01-07 22:12:57.934107	2020-01-07 22:16:27.635159	50.0	1	81.0	0.04902812818269453	1300.0	0.9956409478108182	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20184.911650141643	0.000883989575140455	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20184.906692634562	0.0008839896465859362	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20184.916607648724	0.0008839895037226486	71	0.000708215297450425	0.000708215297450425													
72	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 22:16:27.636201	2020-01-07 22:21:03.026326	350.0	1	31.0	0.004896045947209988	1900.0	1.003547077469501	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20345.070733002834	0.0010678792132253977	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20345.05028328612	0.001067879396318059	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20345.091182719545	0.0010678790301769168	72	0.0010623229461756375	0.0010623229461756375													
73	TrialState.COMPLETE	0.004470609065155807	2020-01-07 22:21:03.027365	2020-01-07 22:24:43.047267	50.0	2	21.0	0.09805200829305061	1300.0	0.973779262568871	0.000708215297450425	0.004470609065155807	0.0034968130311614732	0.003895184135977337	19741.441195998585	0.002503045526004111	0.000708215297450425	0.004470609065155807	0.0034968130311614732	0.003895184135977337	19741.437809844192	0.0025030456211030524	0.000708215297450425	0.004470609065155807	0.0034968130311614732	0.003895184135977337	19741.444582152973	0.0025030454309592194	73	0.00681657223796034	0.0052525967894239845													
74	TrialState.COMPLETE	0.30615135572642654	2020-01-07 22:24:43.048305	2020-01-07 22:53:03.690233	150.0	2	1.0	0.0020293432427275957	1000.0	0.09366993471356636	0.000708215297450425	0.30615135572642654	0.153328611898017	0.22173040604343722	1898.4055291380007	0.10441402793731501	0.000708215297450425	0.30615135572642654	0.153328611898017	0.22173040604343722	1898.404761904762	0.10441402948842744	0.000708215297450425	0.30615135572642654	0.153328611898017	0.22173040604343722	1898.4062963712397	0.10441402640624298	74															
75	TrialState.COMPLETE	0.00141643059490085	2020-01-07 22:53:03.691282	2020-01-07 22:58:23.386010	450.0	1	41.0	0.08421512980327323	1200.0	0.9835125043077437	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	19939.030984419263	0.0011149625591580035	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	19939.0138101983	0.0011149628902996436	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0010623229461756375	19939.048158640227	0.0011149622281982075	75	0.00141643059490085	0.00141643059490085													
76	TrialState.COMPLETE	0.0012393767705382436	2020-01-07 22:58:23.386952	2020-01-07 23:01:53.160674	50.0	1	11.0	0.004170706599771878	800.0	0.9930270386287744	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20132.11154390935	0.001141366696101082	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20132.10676345609	0.001141366773846906	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20132.116324362607	0.0011413666183815723	76	0.0012393767705382436	0.0012393767705382436													
77	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 23:01:53.162365	2020-01-07 23:06:02.823336	250.0	1	91.0	0.031402295712977576	1900.0	0.9902370032227723	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20075.237694759206	0.0009317509547782881	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20075.225389518415	0.0009317522453966246	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20075.25	0.0009317496686458891	77	0.0008852691218130312	0.0008852691218130312													
78	TrialState.COMPLETE	0.000708215297450425	2020-01-07 23:06:02.824383	2020-01-07 23:09:46.946416	150.0	1	21.0	0.005244956880849708	700.0	0.9838666414783642	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19945.87411473088	0.000940810232802672	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19945.86455382436	0.0009408103189797815	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19945.883675637393	0.000940810146648464	78	0.000708215297450425	0.000708215297450425													
79	TrialState.COMPLETE	0.000708215297450425	2020-01-07 23:09:46.947456	2020-01-07 23:13:30.026702	250.0	1	21.0	0.016440518730923604	600.0	1.015835638623852	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20594.72193696884	0.0008957636054547594	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20594.70980878187	0.000895763697382523	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20594.734065155808	0.0008957635135565893	79	0.000708215297450425	0.000708215297450425													
80	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 23:13:30.027732	2020-01-07 23:17:24.703918	350.0	1	1.0	0.0014840266976407928	600.0	1.0207593880202117	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20694.104461756375	0.0009457417715399827	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20694.086225212464	0.0009457434619603219	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20694.12269830028	0.0009457400858837137	80	0.0008852691218130312	0.0008852691218130312													
81	TrialState.COMPLETE	0.000708215297450425	2020-01-07 23:17:24.704951	2020-01-07 23:21:27.703305	250.0	1	61.0	0.052999850139204475	1200.0	1.0056841566600516	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20388.095874645893	0.0009265151219797333	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20388.084631728045	0.0009265152656323127	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20388.10711756374	0.0009265149784048242	81	0.000708215297450425	0.000708215297450425													
82	TrialState.COMPLETE	0.3820513610050499	2020-01-07 23:21:27.704342	2020-01-07 23:58:18.915737	50.0	2	51.0	0.002024523904669931	1900.0	0.09443603219910199	0.000708215297450425	0.3820513610050499	0.1977460278359404	0.28541076487252126	1913.9449054686538	0.12999982778536334	0.000708215297450425	0.3820513610050499	0.1977460278359404	0.28541076487252126	1913.9440740854784	0.1299998280030995	0.000708215297450425	0.3820513610050499	0.1977460278359404	0.28541076487252126	1913.945736851829	0.12999982756810732	82													0.38059827330365575	0.38135784187483907	
83	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 23:58:18.917377	2020-01-08 00:03:56.620717	450.0	1	71.0	0.09048042556720567	1900.0	1.0072682291687098	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20420.45945467422	0.0009051164379574855	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20420.44157223796	0.00090511663727132	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20420.477337110482	0.0009051162387232114	83	0.0008852691218130312	0.0008852691218130312													
84	TrialState.COMPLETE	0.00141643059490085	2020-01-08 00:03:56.621755	2020-01-08 00:09:07.981430	450.0	1	31.0	0.0309237688523747	1600.0	0.9869368583042208	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	20008.463349858357	0.001095153345859393	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	20008.445113314447	0.0010951543277538075	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	20008.481586402268	0.0010951523661502632	84	0.00141643059490085	0.00141643059490085													
85	TrialState.COMPLETE	0.000708215297450425	2020-01-08 00:09:07.982480	2020-01-08 00:12:42.552586	50.0	1	81.0	0.00665773010386299	1400.0	0.988472924549613	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20039.93546388102	0.0009142322670504542	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20039.930417847027	0.0009142324149738475	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20039.940509915014	0.0009142321192183436	85	0.000708215297450425	0.000708215297450425													
86	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 00:12:42.553619	2020-01-08 00:17:45.252871	450.0	1	21.0	0.017871290304276102	1800.0	0.9930111859343009	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20131.85800283286	0.0009116824292110387	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20131.839235127478	0.0009116870142353027	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20131.876770538245	0.0009116778748412399	86	0.0008852691218130312	0.0008852691218130312													
87	TrialState.COMPLETE	0.3061582539273757	2020-01-08 00:17:45.253923	2020-01-08 00:47:31.799359	50.0	2	1.0	0.002840981524733085	1800.0	0.09751483816238511	0.000708215297450425	0.3061582539273757	0.15339299510687612	0.22262104043265515	1976.4271021117693	0.10436308397955797	0.000708215297450425	0.3061582539273757	0.15339299510687612	0.22262104043265515	1976.426482423384	0.10436308535420473	0.000708215297450425	0.3061582539273757	0.15339299510687612	0.22262104043265515	1976.4277218001546	0.10436308261982838	87												0.3047273371104816	0.30547686496695		
88	TrialState.COMPLETE	0.000708215297450425	2020-01-08 00:47:31.800368	2020-01-08 00:51:04.041873	50.0	1	61.0	0.08798240086350996	500.0	0.9810323171808287	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19888.72432719547	0.0008831055777156333	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19888.71883852691	0.000883105653904542	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19888.729815864022	0.0008831055015484048	88	0.000708215297450425	0.000708215297450425													
89	TrialState.COMPLETE	0.000708215297450425	2020-01-08 00:51:04.042942	2020-01-08 00:54:39.851930	50.0	1	81.0	0.010950585267320314	600.0	1.0091254292872114	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20458.403328611897	0.0008978262336646724	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20458.399964589236	0.0008978263064903023	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20458.406692634562	0.0008978261608902794	89	0.000708215297450425	0.000708215297450425													
90	TrialState.COMPLETE	0.0010623229461756375	2020-01-08 00:54:39.852885	2020-01-08 00:59:15.010053	450.0	1	1.0	0.008176781644539001	500.0	0.9941170910300153	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20153.634915014165	0.0009881870993308365	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20153.617209631728	0.0009881872700140879	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20153.652620396602	0.0009881869286906975	90	0.0010623229461756375	0.0010623229461756375													
91	TrialState.COMPLETE	0.0033640226628895184	2020-01-08 00:59:15.010991	2020-01-08 01:03:55.018591	450.0	2	1.0	0.09912837113753983	1400.0	1.0378973573799593	0.000708215297450425	0.0033640226628895184	0.0023902266288951843	0.002921388101983003	21042.289195290366	0.0018563344837326757	0.000708215297450425	0.0033640226628895184	0.0023902266288951843	0.002921388101983003	21042.28443696884	0.001856334857566616	0.000708215297450425	0.0033640226628895184	0.0023902266288951843	0.002921388101983003	21042.293953611897	0.001856334110402978	91	0.0047804532577903685	0.0038361661945231352													
92	TrialState.COMPLETE	0.2273371104815864	2020-01-08 01:03:55.019391	2020-01-08 01:24:40.784971	350.0	2	51.0	0.009069175590781308	600.0	0.12353048628681276	0.000708215297450425	0.2273371104815864	0.10058266804017513	0.15276525882049963	2503.332877285604	0.07725385054645101	0.000708215297450425	0.2273371104815864	0.10058266804017513	0.15276525882049963	2503.3320885912954	0.07725385914984154	0.000708215297450425	0.2273371104815864	0.10058266804017513	0.15276525882049963	2503.3336659799124	0.07725384220252539	92					0.2245829398803903	0.22609773371104816									
93	TrialState.COMPLETE	0.008631373937677054	2020-01-08 01:24:40.785977	2020-01-08 01:29:57.529935	450.0	2	11.0	0.04451702220539403	1900.0	0.9646770249204852	0.000708215297450425	0.008631373937677054	0.007126416430594901	0.007746104815864022	19556.892749645893	0.0045593725511651586	0.000708215297450425	0.008631373937677054	0.007126416430594901	0.007746104815864022	19556.889385623228	0.004559373015674811	0.000708215297450425	0.008631373937677054	0.007126416430594901	0.007746104815864022	19556.896113668554	0.004559372088115327	93	0.012128186968838528	0.009796978281397545													
94	TrialState.COMPLETE	0.000708215297450425	2020-01-08 01:29:57.530976	2020-01-08 01:35:23.013535	450.0	1	51.0	0.004457729701677948	800.0	1.005535525026425	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20385.55692280453	0.0009066443571678965	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20385.53771246459	0.0009066446549586982	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20385.576133144477	0.000906644059511196	94	0.000708215297450425	0.000708215297450425													
95	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 01:35:23.014605	2020-01-08 01:39:07.913025	150.0	1	91.0	0.001394616008929758	1500.0	0.981364593868459	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19895.495662181303	0.001107160562162068	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19895.48707507082	0.0011071606712399333	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	19895.504249291786	0.0011071604531169034	95	0.0012393767705382436	0.0012393767705382436													
96	TrialState.COMPLETE	0.13580028328611898	2020-01-08 01:39:07.913841	2020-01-08 01:46:17.773338	50.0	2	51.0	0.026968638046283664	700.0	0.19116334215577233	0.000708215297450425	0.13580028328611898	0.06645420207743154	0.09251062322946176	3874.1407577903683	0.050239099229116	0.000708215297450425	0.13580028328611898	0.06645420207743154	0.09251062322946176	3874.1393118508026	0.05023909959356443	0.000708215297450425	0.13580028328611898	0.06645420207743154	0.09251062322946176	3874.142203729934	0.05023909886527065	96			0.13553470254957506	0.13569405099150142											
97	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 01:46:17.774236	2020-01-08 01:52:01.112577	450.0	1	91.0	0.006777428758771205	1200.0	0.9778324808806815	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19823.790722379603	0.0009079195974853818	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19823.77160056657	0.0009079199238980956	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19823.809844192634	0.0009079192712414956	97	0.0008852691218130312	0.0008852691218130312													
