number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.8834269662921348	2020-05-18 00:33:52.106395	2020-05-18 00:45:58.256180	64	0.34765925698903155	250	0.0032592661639774885	256	0.1692539983184139	0.11154503075664075	0.3038389513108614	0.8834269662921348	0.6142322097378277	0.7331460674157303	5.362827715355805	0.4953814764472016	0.3038389513108614	0.8834269662921348	0.6142322097378277	0.7331460674157303	5.362827715355805	0.4953814764472016	1362220031	650.0	0.3038389513108614	0.8834269662921348	0.6142322097378277	0.7331460674157303	5.362827715355805	0.4953814764472016	10	COMPLETE
11	0.0997191011235955	2020-05-18 00:45:58.367681	2020-05-18 00:51:17.271632	256	0.3447586914445486	100	0.007253567691237082	512	0.7957592794916352	1.0015004909708956	0.0	0.0997191011235955	0.02902621722846442	0.05196629213483146	48.28534644194757	0.04702577171465656	0.0	0.0997191011235955	0.02902621722846442	0.05196629213483146	48.28511235955056	0.04702588604061358	1195238583	150.0	0.0	0.0997191011235955	0.02902621722846442	0.05196629213483146	48.28558052434457	0.047025659874046416	11	COMPLETE
12	0.8637640449438202	2020-05-18 00:51:17.374273	2020-05-18 00:52:34.445739	64	0.4086381116959582	50	0.06240033891145503	128	0.12367006408442359	0.12438346486894435	0.272940074906367	0.8637640449438202	0.5767790262172284	0.7106741573033708	5.99812734082397	0.4643129724491859	0.272940074906367	0.8637640449438202	0.5767790262172284	0.7106741573033708	5.99812734082397	0.4643129724491859	3030765852	200.0	0.272940074906367	0.8637640449438202	0.5767790262172284	0.7106741573033708	5.99812734082397	0.4643129724491859	12	COMPLETE
13	0.8955992509363296	2020-05-18 00:52:34.568142	2020-05-18 00:54:53.767617	128	0.4532395156813034	50	0.03410056821234621	512	0.0033936111270287863	0.10665387661485803	0.2705992509363296	0.8955992509363296	0.5973782771535581	0.7514044943820225	5.148876404494382	0.4704822550267051	0.2705992509363296	0.8955992509363296	0.5973782771535581	0.7514044943820225	5.148876404494382	0.4704822550267051	1559810266	250.0	0.2705992509363296	0.8955992509363296	0.5973782771535581	0.7514044943820225	5.148876404494382	0.4704822550267051	13	COMPLETE
14	0.10674157303370786	2020-05-18 00:54:53.874318	2020-05-18 00:57:39.270611	256	0.2424151923729229	50	0.02241712604808112	128	0.6062162288327386	0.9973329209080768	0.0	0.10674157303370786	0.020599250936329586	0.048220973782771535	48.13483146067416	0.045494851895689824	0.0	0.10674157303370786	0.020599250936329586	0.048220973782771535	48.13483146067416	0.045494851895689824	1014346971	150.0	0.0	0.10674157303370786	0.020599250936329586	0.048220973782771535	48.13483146067416	0.045494851895689824	14	COMPLETE
15	0.8085205992509363	2020-05-18 00:57:39.390192	2020-05-18 01:50:42.892631	256	0.16179012174549295	500	0.007856978389098119	512	0.004353785930312426	0.14424923261320602	0.20739700374531836	0.8085205992509363	0.46629213483146065	0.6254681647940075	6.947097378277154	0.39142154160807474	0.20739700374531836	0.8085205992509363	0.46629213483146065	0.6254681647940075	6.947097378277154	0.39142154160807474	2220310290	400.0	0.20739700374531836	0.8085205992509363	0.46629213483146065	0.6254681647940075	6.947097378277154	0.39142154160807474	15	COMPLETE
16	0.7560861423220974	2020-05-18 01:50:42.992003	2020-05-18 02:08:56.234946	256	0.13342994226401889	200	0.009883683733008616	512	0.00221057083430832	0.1851170330181062	0.17415730337078653	0.7560861423220974	0.426498127340824	0.5674157303370787	8.926029962546817	0.35415836479543783	0.17415730337078653	0.7560861423220974	0.426498127340824	0.5674157303370787	8.926029962546817	0.35415836479543783	3297262837	350.0	0.17415730337078653	0.7560861423220974	0.426498127340824	0.5674157303370787	8.926029962546817	0.35415836479543783	16	COMPLETE
17	0.8796816479400749	2020-05-18 02:08:56.331211	2020-05-18 02:39:47.465720	256	0.18647217254388987	300	0.016132185850874527	512	0.41598158099030536	0.11363029453645317	0.25702247191011235	0.8796816479400749	0.5683520599250936	0.721441947565543	5.48314606741573	0.45499857669804267	0.25702247191011235	0.8796816479400749	0.5683520599250936	0.721441947565543	5.48314606741573	0.45499857669804267	1383510452	400.0	0.25702247191011235	0.8796816479400749	0.5683520599250936	0.721441947565543	5.48314606741573	0.45499857669804267	17	COMPLETE
18	0.8277153558052435	2020-05-18 02:39:47.573617	2020-05-18 02:51:14.133804	128	0.30022335213713436	300	0.011995349771002313	256	0.04923638827163482	0.13611198765703578	0.22612359550561797	0.8277153558052435	0.4948501872659176	0.6530898876404494	6.538389513108614	0.41232628514441755	0.22612359550561797	0.8277153558052435	0.4948501872659176	0.6530898876404494	6.538389513108614	0.41232628514441755	2577552347	300.0	0.22612359550561797	0.8277153558052435	0.4948501872659176	0.6530898876404494	6.538389513108614	0.41232628514441755	18	COMPLETE
19	0.8576779026217228	2020-05-18 02:51:14.238986	2020-05-18 03:04:53.042305	128	0.14986376537333218	300	0.009138269025447428	512	0.0010807811439289615	0.12767016046509594	0.2495318352059925	0.8576779026217228	0.5102996254681648	0.6699438202247191	6.138576779026217	0.43263334863161673	0.2495318352059925	0.8576779026217228	0.5102996254681648	0.6699438202247191	6.138576779026217	0.43263334863161673	3630541751	350.0	0.2495318352059925	0.8576779026217228	0.5102996254681648	0.6699438202247191	6.138576779026217	0.43263334863161673	19	COMPLETE
20	0.8281835205992509	2020-05-18 03:04:53.140794	2020-05-18 03:40:14.658864	128	0.2347181728196267	450	0.003749688586222975	512	0.11926293143043963	0.14058971840692927	0.23923220973782772	0.8281835205992509	0.5210674157303371	0.6549625468164794	6.772471910112359	0.4252412520602997	0.23923220973782772	0.8281835205992509	0.5210674157303371	0.6549625468164794	6.772471910112359	0.4252412520602997	1252892255	600.0	0.23923220973782772	0.8281835205992509	0.5210674157303371	0.6549625468164794	6.772471910112359	0.4252412520602997	20	COMPLETE
21	0.8441011235955056	2020-05-18 03:40:14.751890	2020-05-18 03:54:01.710748	128	0.22945395144892458	300	0.00494593266417337	256	0.025599719476820503	0.13234391395257236	0.2546816479400749	0.8441011235955056	0.5046816479400749	0.651685393258427	6.351591760299626	0.42902329345307405	0.2546816479400749	0.8441011235955056	0.5046816479400749	0.651685393258427	6.351591760299626	0.42902329345307405	3322996615	350.0	0.2546816479400749	0.8441011235955056	0.5046816479400749	0.651685393258427	6.351591760299626	0.42902329345307405	21	COMPLETE
22	0.8033707865168539	2020-05-18 03:54:01.802962	2020-05-18 04:01:50.237826	256	0.3587292016687703	100	0.04225437323817314	128	0.01730335006364768	0.15547526834100095	0.20177902621722846	0.8033707865168539	0.44335205992509363	0.6044007490636704	7.487359550561798	0.38128494457038364	0.20177902621722846	0.8033707865168539	0.44335205992509363	0.6044007490636704	7.487359550561798	0.38128494457038364	2501339900	200.0	0.20177902621722846	0.8033707865168539	0.44335205992509363	0.6044007490636704	7.487359550561798	0.38128494457038364	22	COMPLETE
23	0.8572097378277154	2020-05-18 04:01:50.324803	2020-05-18 04:11:55.066105	128	0.4539664322982284	100	0.0053278661286255856	512	0.013549087287124228	0.12433532610786764	0.29119850187265917	0.8572097378277154	0.5683520599250936	0.7083333333333334	6.0	0.4722767524966036	0.29119850187265917	0.8572097378277154	0.5683520599250936	0.7083333333333334	6.0	0.4722767524966036	789573728	550.0	0.29119850187265917	0.8572097378277154	0.5683520599250936	0.7083333333333334	6.0	0.4722767524966036	23	COMPLETE
24	0.8309925093632958	2020-05-18 04:11:55.171535	2020-05-18 04:42:15.430032	256	0.19354671900707615	500	0.056892616324408056	512	0.01955265195645993	0.1461809291103192	0.22846441947565543	0.8309925093632958	0.5131086142322098	0.6554307116104869	7.071161048689139	0.41623245868649567	0.22846441947565543	0.8309925093632958	0.5131086142322098	0.6554307116104869	7.071161048689139	0.41623245868649567	1616481960	250.0	0.22846441947565543	0.8309925093632958	0.5131086142322098	0.6554307116104869	7.071161048689139	0.41623245868649567	24	COMPLETE
25	0.8459737827715356	2020-05-18 04:42:15.525038	2020-05-18 05:18:52.295901	64	0.10224786736552588	500	0.001393148888017781	512	0.2731763293544887	0.12392217526299537	0.28885767790262173	0.8459737827715356	0.5655430711610487	0.7097378277153558	5.973314606741573	0.47102231290091057	0.28885767790262173	0.8459737827715356	0.5655430711610487	0.7097378277153558	5.973314606741573	0.47102231290091057	3114405306	1000.0	0.28885767790262173	0.8459737827715356	0.5655430711610487	0.7097378277153558	5.973314606741573	0.47102231290091057	25	COMPLETE
26	0.9063670411985019	2020-05-18 05:18:52.441025	2020-05-18 05:20:19.138728	64	0.30004258376808035	50	0.03761578781572347	256	0.08875371462475957	0.09911625360553798	0.3038389513108614	0.9063670411985019	0.6203183520599251	0.7710674157303371	4.762640449438202	0.5033471248573332	0.3038389513108614	0.9063670411985019	0.6203183520599251	0.7710674157303371	4.762640449438202	0.5033471248573332	1664606588	200.0	0.3038389513108614	0.9063670411985019	0.6203183520599251	0.7710674157303371	4.762640449438202	0.5033471248573332	26	COMPLETE
27	0.8848314606741573	2020-05-18 05:20:19.283545	2020-05-18 05:23:16.259047	128	0.2413073996061985	50	0.020304645271664583	512	0.0545497121669244	0.10883399883846749	0.2808988764044944	0.8848314606741573	0.5809925093632958	0.7284644194756554	5.246722846441948	0.47485530019564287	0.2808988764044944	0.8848314606741573	0.5809925093632958	0.7284644194756554	5.246722846441948	0.47485530019564287	3927436734	300.0	0.2808988764044944	0.8848314606741573	0.5809925093632958	0.7284644194756554	5.246722846441948	0.47485530019564287	27	COMPLETE
28	0.09737827715355805	2020-05-18 05:23:16.349633	2020-05-18 05:26:58.245595	64	0.4531601063409423	450	0.002026653359861274	256	0.8285070775928098	0.9848020801805518	0.0009363295880149813	0.09737827715355805	0.017790262172284643	0.03885767790262172	47.51451310861423	0.04431505259062496	0.0009363295880149813	0.09737827715355805	0.017790262172284643	0.03885767790262172	47.51451310861423	0.04431505259062496	937125560	150.0	0.0009363295880149813	0.09737827715355805	0.017790262172284643	0.03885767790262172	47.51451310861423	0.04431505259062496	28	COMPLETE
29	0.8347378277153558	2020-05-18 05:26:58.328984	2020-05-18 05:38:31.478409	128	0.1292097326427141	400	0.03976661872312168	256	0.013776495450927073	0.13903007420889113	0.21769662921348315	0.8347378277153558	0.49859550561797755	0.6596441947565543	6.688202247191011	0.41176052756551745	0.21769662921348315	0.8347378277153558	0.49859550561797755	0.6596441947565543	6.688202247191011	0.41176052756551745	2746104176	250.0	0.21769662921348315	0.8347378277153558	0.49859550561797755	0.6596441947565543	6.688202247191011	0.41176052756551745	29	COMPLETE
30	0.8979400749063671	2020-05-18 05:38:31.575031	2020-05-18 05:50:45.810200	64	0.36202489264769977	150	0.003937437525377361	512	0.021532509028509613	0.10195337340919378	0.3099250936329588	0.8979400749063671	0.6161048689138576	0.7598314606741573	4.913857677902621	0.5011336366476026	0.3099250936329588	0.8979400749063671	0.6161048689138576	0.7598314606741573	4.913857677902621	0.5011336366476026	3087023425	900.0	0.3099250936329588	0.8979400749063671	0.6161048689138576	0.7598314606741573	4.913857677902621	0.5011336366476026	30	COMPLETE
31	0.8127340823970037	2020-05-18 05:50:45.896281	2020-05-18 06:11:13.863875	256	0.30942349477518094	450	0.08787515433461206	256	0.07044134688835077	0.1481752888097215	0.22284644194756553	0.8127340823970037	0.4794007490636704	0.6240636704119851	7.110486891385768	0.4027537716684004	0.22284644194756553	0.8127340823970037	0.4794007490636704	0.6240636704119851	7.110486891385768	0.4027537716684004	4283792617	200.0	0.22284644194756553	0.8127340823970037	0.4794007490636704	0.6240636704119851	7.110486891385768	0.4027537716684004	31	COMPLETE
32	0.8759363295880149	2020-05-18 06:11:13.962777	2020-05-18 06:15:07.852696	64	0.132527835724903	300	0.0603486351939826	128	0.2634525051223771	0.11391805738562977	0.27715355805243447	0.8759363295880149	0.5692883895131086	0.7102059925093633	5.492041198501872	0.4669392452298026	0.27715355805243447	0.8759363295880149	0.5692883895131086	0.7102059925093633	5.492041198501872	0.4669392452298026	1861138733	200.0	0.27715355805243447	0.8759363295880149	0.5692883895131086	0.7102059925093633	5.492041198501872	0.4669392452298026	32	COMPLETE
33	0.8909176029962547	2020-05-18 06:15:07.947447	2020-05-18 06:19:29.409526	64	0.20389456286228788	200	0.03564488999705891	512	0.003243877234881083	0.11179021946398701	0.2841760299625468	0.8909176029962547	0.5936329588014981	0.7443820224719101	5.400280898876405	0.4784325015143832	0.2841760299625468	0.8909176029962547	0.5936329588014981	0.7443820224719101	5.400280898876405	0.4784325015143832	3484982994	300.0	0.2841760299625468	0.8909176029962547	0.5936329588014981	0.7443820224719101	5.400280898876405	0.4784325015143832	33	COMPLETE
34	0.10205992509363296	2020-05-18 06:19:29.503462	2020-05-18 06:23:07.346122	64	0.1462486876589391	450	0.009544106958686146	256	0.8115375224855169	0.9957768884217122	0.0023408239700374533	0.10205992509363296	0.020599250936329586	0.04588014981273408	48.032069288389515	0.046296205505605294	0.0023408239700374533	0.10205992509363296	0.020599250936329586	0.04588014981273408	48.03183520599251	0.04629721231161392	1079022159	150.0	0.0023408239700374533	0.10205992509363296	0.020599250936329586	0.04588014981273408	48.032303370786515	0.04629526162497222	34	COMPLETE
35	0.8206928838951311	2020-05-18 06:23:07.418777	2020-05-18 06:30:00.290067	128	0.11278221513103222	300	0.01184764990796341	128	0.0012993387651229857	0.15069442867887406	0.20411985018726592	0.8206928838951311	0.46722846441947563	0.6221910112359551	7.219101123595506	0.38818072555209265	0.20411985018726592	0.8206928838951311	0.46722846441947563	0.6221910112359551	7.219101123595506	0.38818072555209265	2644873160	200.0	0.20411985018726592	0.8206928838951311	0.46722846441947563	0.6221910112359551	7.219101123595506	0.38818072555209265	35	COMPLETE
36	0.8595505617977528	2020-05-18 06:30:00.372736	2020-05-18 06:36:50.528905	64	0.196203269568161	350	0.08075787679769839	512	0.40066909742493856	0.12777763221950064	0.2705992509363296	0.8595505617977528	0.5660112359550562	0.7027153558052435	6.159644194756554	0.4600807068804345	0.2705992509363296	0.8595505617977528	0.5660112359550562	0.7027153558052435	6.159644194756554	0.4600807068804345	1079210899	300.0	0.2705992509363296	0.8595505617977528	0.5660112359550562	0.7027153558052435	6.159644194756554	0.4600807068804345	36	COMPLETE
37	0.8885767790262172	2020-05-18 06:36:50.625189	2020-05-18 06:48:17.905973	64	0.420186981831125	350	0.0037142411573111876	128	0.08681133450396356	0.10650492371112276	0.3136704119850187	0.8885767790262172	0.6240636704119851	0.7579588014981273	5.135299625468165	0.50575355820862	0.3136704119850187	0.8885767790262172	0.6240636704119851	0.7579588014981273	5.135299625468165	0.50575355820862	1687995225	450.0	0.3136704119850187	0.8885767790262172	0.6240636704119851	0.7579588014981273	5.135299625468165	0.50575355820862	37	COMPLETE
38	0.8146067415730337	2020-05-18 06:48:18.002944	2020-05-18 07:01:18.212679	128	0.32143229002454876	450	0.02471425539941041	256	0.00768046992983588	0.14956551473605192	0.20739700374531836	0.8146067415730337	0.4653558052434457	0.6198501872659176	7.214887640449438	0.3906896697145165	0.20739700374531836	0.8146067415730337	0.4653558052434457	0.6198501872659176	7.214887640449438	0.3906896697145165	3975112616	250.0	0.20739700374531836	0.8146067415730337	0.4653558052434457	0.6198501872659176	7.214887640449438	0.3906896697145165	38	COMPLETE
39	0.10580524344569288	2020-05-18 07:01:18.309294	2020-05-18 07:06:39.929296	256	0.3423916554424804	100	0.04273004677926275	512	0.5408971474018441	0.9865758319102814	0.0	0.10580524344569288	0.025749063670411985	0.04915730337078652	47.598314606741575	0.046647589051273	0.0	0.10580524344569288	0.025749063670411985	0.04915730337078652	47.598314606741575	0.046647589051273	3942936142	150.0	0.0	0.10580524344569288	0.025749063670411985	0.04915730337078652	47.598314606741575	0.046647589051273	39	COMPLETE
40	0.8852996254681648	2020-05-18 07:06:40.039342	2020-05-18 07:22:14.315561	256	0.40035798473614614	250	0.052714240416464	512	0.47257442602115013	0.11369702417912722	0.28745318352059923	0.8852996254681648	0.5917602996254682	0.727996254681648	5.507958801498128	0.47861022826125227	0.28745318352059923	0.8852996254681648	0.5917602996254682	0.727996254681648	5.507958801498128	0.47861022826125227	3736037302	250.0	0.28745318352059923	0.8852996254681648	0.5917602996254682	0.727996254681648	5.507958801498128	0.47861022826125227	40	COMPLETE
41	0.795880149812734	2020-05-18 07:22:14.416179	2020-05-18 07:34:27.766505	128	0.10182633767706735	150	0.0016191211697412595	128	0.0011392033669168347	0.16731347929082865	0.2340823970037453	0.795880149812734	0.4887640449438202	0.6296816479400749	8.066479400749063	0.4092717898260285	0.2340823970037453	0.795880149812734	0.4887640449438202	0.6296816479400749	8.066479400749063	0.4092717898260285	1686033083	500.0	0.2340823970037453	0.795880149812734	0.4887640449438202	0.6296816479400749	8.066479400749063	0.4092717898260285	41	COMPLETE
42	0.7045880149812734	2020-05-18 07:34:27.861907	2020-05-18 07:49:25.350680	256	0.4729639361882161	100	0.0036523809475221282	256	0.005695426107199815	0.2022933674634396	0.15308988764044945	0.7045880149812734	0.36657303370786515	0.5084269662921348	9.739232209737828	0.31857700297688424	0.15308988764044945	0.7045880149812734	0.36657303370786515	0.5084269662921348	9.739232209737828	0.31857700297688424	1524200626	350.0	0.15308988764044945	0.7045880149812734	0.36657303370786515	0.5084269662921348	9.739232209737828	0.31857700297688424	42	COMPLETE
43	0.8328651685393258	2020-05-18 07:49:25.480820	2020-05-18 08:07:27.485553	128	0.352369902777362	300	0.0035474750459258127	128	0.31480242198762287	0.1330501100097256	0.25	0.8328651685393258	0.5201310861423221	0.6685393258426966	6.413389513108614	0.4335626468639735	0.25	0.8328651685393258	0.5201310861423221	0.6685393258426966	6.413389513108614	0.4335626468639735	1083759765	450.0	0.25	0.8328651685393258	0.5201310861423221	0.6685393258426966	6.413389513108614	0.4335626468639735	43	COMPLETE
44	0.8703183520599251	2020-05-18 08:07:27.576774	2020-05-18 08:22:20.769470	64	0.4219518467112986	150	0.0022233256026510592	256	0.005637181021319254	0.12004108633148425	0.28698501872659177	0.8703183520599251	0.5688202247191011	0.7120786516853933	5.773876404494382	0.4715701436489951	0.28698501872659177	0.8703183520599251	0.5688202247191011	0.7120786516853933	5.773876404494382	0.4715701436489951	1956809281		0.28698501872659177	0.8703183520599251	0.5688202247191011	0.7120786516853933	5.773876404494382	0.4715701436489951	44	COMPLETE
45	0.8820224719101124	2020-05-18 08:22:20.837433	2020-05-18 08:26:46.137008	64	0.3759719264669895	250	0.008173789972976353	128	0.0034062922172572833	0.10807979849170657	0.2916666666666667	0.8820224719101124	0.5847378277153558	0.7270599250936329	5.194288389513108	0.4807128821194163	0.2916666666666667	0.8820224719101124	0.5847378277153558	0.7270599250936329	5.194288389513108	0.4807128821194163	2185881862	250.0	0.2916666666666667	0.8820224719101124	0.5847378277153558	0.7270599250936329	5.194288389513108	0.4807128821194163	45	COMPLETE
46	0.8103932584269663	2020-05-18 08:26:46.269987	2020-05-18 08:47:29.160175	128	0.1154196077616808	350	0.0014697422500269586	128	0.11369615589332643	0.14884973482546232	0.24157303370786518	0.8103932584269663	0.5028089887640449	0.6427902621722846	7.176966292134831	0.4207612838136422	0.24157303370786518	0.8103932584269663	0.5028089887640449	0.6427902621722846	7.176966292134831	0.4207612838136422	367436589	450.0	0.24157303370786518	0.8103932584269663	0.5028089887640449	0.6427902621722846	7.176966292134831	0.4207612838136422	46	COMPLETE
47	0.8155430711610487	2020-05-18 08:47:29.257554	2020-05-18 08:54:22.462189	128	0.22704284652109452	300	0.01558143224184729	128	0.16330169006560938	0.14571116873139886	0.18071161048689138	0.8155430711610487	0.43820224719101125	0.602996254681648	7.008895131086143	0.3666665814510959	0.18071161048689138	0.8155430711610487	0.43820224719101125	0.602996254681648	7.008895131086143	0.3666665814510959	493526577	200.0	0.18071161048689138	0.8155430711610487	0.43820224719101125	0.602996254681648	7.008895131086143	0.3666665814510959	47	COMPLETE
48	0.8764044943820225	2020-05-18 08:54:22.554849	2020-05-18 09:23:30.995901	64	0.23259424793338312	400	0.002467782977528416	512	0.00655704409981149	0.11261675700070929	0.31086142322097376	0.8764044943820225	0.6062734082397003	0.7411048689138576	5.427902621722846	0.4965503393928926	0.31086142322097376	0.8764044943820225	0.6062734082397003	0.7411048689138576	5.427902621722846	0.4965503393928926	166713705	1000.0	0.31086142322097376	0.8764044943820225	0.6062734082397003	0.7411048689138576	5.427902621722846	0.4965503393928926	48	COMPLETE
49	0.08707865168539326	2020-05-18 09:23:31.093743	2020-05-18 09:30:19.063487	128	0.19484137381406988	450	0.0015180343490000924	512	0.5286118500948221	1.014663646121471	0.0	0.08707865168539326	0.020599250936329586	0.04119850187265917	48.953183520599254	0.04275420299659674	0.0	0.08707865168539326	0.020599250936329586	0.04119850187265917	48.953183520599254	0.04275420299659674	3561346497	150.0	0.0	0.08707865168539326	0.020599250936329586	0.04119850187265917	48.953183520599254	0.04275420299659674	49	COMPLETE
