number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.45318352059925093	2020-04-09 12:26:08.121812	2020-04-09 12:28:28.900396	64	64	128	0.0023813894760564692	0.4902590171116568	0.054307116104868915	0.45318352059925093	0.175561797752809	0.26779026217228463	23.116573033707866	0.17327152007779173	0.054307116104868915	0.45318352059925093	0.175561797752809	0.26779026217228463	23.116573033707866	0.17327152007779173	1574031553	500.0	0.054307116104868915	0.45318352059925093	0.175561797752809	0.26779026217228463	23.116573033707866	0.17327152007779173	0	COMPLETE
1	0.45318352059925093	2020-04-09 12:28:28.933012	2020-04-09 12:31:43.065358	256	128	128	0.005042258463856074	0.4560563717018255	0.06788389513108614	0.45318352059925093	0.1858614232209738	0.28792134831460675	21.51451310861423	0.18584921235875718	0.06788389513108614	0.45318352059925093	0.1858614232209738	0.28792134831460675	21.51451310861423	0.18584921235875718	934254117	600.0	0.06788389513108614	0.45318352059925093	0.1858614232209738	0.28792134831460675	21.51451310861423	0.18584921235875718	1	COMPLETE
2	0.44288389513108617	2020-04-09 12:31:43.086742	2020-04-09 12:34:22.616975	128	256	128	0.5902973752202284	0.47153458475791027	0.028089887640449437	0.44288389513108617	0.14606741573033707	0.25280898876404495	22.22799625468165	0.15120345515198202	0.028089887640449437	0.44288389513108617	0.14606741573033707	0.25280898876404495	22.22799625468165	0.15120345515198202	4041780091	550.0	0.028089887640449437	0.44288389513108617	0.14606741573033707	0.25280898876404495	22.22799625468165	0.15120345515198202	2	COMPLETE
3	0.45131086142322097	2020-04-09 12:34:22.644283	2020-04-09 12:36:56.764814	128	128	128	0.09349725384803483	0.49151172687662315	0.05149812734082397	0.45131086142322097	0.1699438202247191	0.2645131086142322	23.165262172284645	0.16975224854500215	0.05149812734082397	0.45131086142322097	0.1699438202247191	0.2645131086142322	23.165262172284645	0.16975224854500215	2128914060	550.0	0.05149812734082397	0.45131086142322097	0.1699438202247191	0.2645131086142322	23.165262172284645	0.16975224854500215	3	COMPLETE
4	0.4447565543071161	2020-04-09 12:36:56.786366	2020-04-09 12:40:18.692416	256	64	128	0.18099949609065064	0.4909256540861483	0.04728464419475655	0.4447565543071161	0.16853932584269662	0.26217228464419473	23.1437265917603	0.1668026849901232	0.04728464419475655	0.4447565543071161	0.16853932584269662	0.26217228464419473	23.1437265917603	0.1668026849901232	3644932042	700.0	0.04728464419475655	0.4447565543071161	0.16853932584269662	0.26217228464419473	23.1437265917603	0.1668026849901232	4	COMPLETE
5	0.4545880149812734	2020-04-09 12:40:18.719695	2020-04-09 12:43:20.024417	64	64	128	0.0034700297671629824	0.45643020111697724	0.06320224719101124	0.4545880149812734	0.18305243445692884	0.28651685393258425	21.535112359550563	0.1825430967761392	0.06320224719101124	0.4545880149812734	0.18305243445692884	0.28651685393258425	21.535112359550563	0.1825430967761392	1206081424	650.0	0.06320224719101124	0.4545880149812734	0.18305243445692884	0.28651685393258425	21.535112359550563	0.1825430967761392	5	COMPLETE
6	0.450374531835206	2020-04-09 12:43:20.066404	2020-04-09 12:46:52.614917	256	64	256	0.002805755837941893	0.4923983648112427	0.05898876404494382	0.450374531835206	0.16807116104868913	0.2645131086142322	23.211142322097377	0.17327069761223926	0.05898876404494382	0.450374531835206	0.16807116104868913	0.2645131086142322	23.211142322097377	0.17327069761223926	3925722271		0.05898876404494382	0.450374531835206	0.16807116104868913	0.2645131086142322	23.211142322097377	0.17327069761223926	6	COMPLETE
7	0.44756554307116103	2020-04-09 12:46:52.642517	2020-04-09 12:50:29.691771	256	128	128	0.008176682186313802	0.49089933385329554	0.05711610486891386	0.44756554307116103	0.1760299625468165	0.27574906367041196	23.15730337078652	0.1754855185067959	0.05711610486891386	0.44756554307116103	0.1760299625468165	0.27574906367041196	23.15730337078652	0.1754855185067959	3685839122	750.0	0.05711610486891386	0.44756554307116103	0.1760299625468165	0.27574906367041196	23.15730337078652	0.1754855185067959	7	COMPLETE
8	0.44709737827715357	2020-04-09 12:50:29.718871	2020-04-09 12:52:25.738416	64	64	128	0.010909212440637656	0.46065652510151267	0.05852059925093633	0.44709737827715357	0.1760299625468165	0.27808988764044945	21.73314606741573	0.17812077500040324	0.05852059925093633	0.44709737827715357	0.1760299625468165	0.27808988764044945	21.73314606741573	0.17812077500040324	2834065614	450.0	0.05852059925093633	0.44709737827715357	0.1760299625468165	0.27808988764044945	21.73314606741573	0.17812077500040324	8	COMPLETE
9	0.30102996254681647	2020-04-09 12:52:25.773275	2020-04-09 12:54:13.654996	256	128	128	0.2573513424159904	0.5456861121168409	0.025749063670411985	0.30102996254681647	0.09222846441947566	0.14840823970037453	25.683520599250937	0.11553617149746519	0.025749063670411985	0.30102996254681647	0.09222846441947566	0.14840823970037453	25.683520599250937	0.11553617149746519	1332363154	400.0	0.025749063670411985	0.30102996254681647	0.09222846441947566	0.14840823970037453	25.683520599250937	0.11553617149746519	9	COMPLETE
