number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.19195850199032027	2020-01-19 04:35:36.648120	2020-01-19 05:59:03.950919	0.5901439746549293	28.3149037299365	50.0	2	10.0	0.004213624688841899	1100.0	0.20579889635608792	0.04618516355532285	0.19195850199032027	0.0958810775251559	0.12781682340858289	1465.632360492982	0.0942387609026747	0.046201945345067164	0.1920138818964765	0.09590960656772124	0.12787555967268796	1465.6225741922924	0.09425494610953156	0.04618516355532285	0.19195682381134582	0.0958810775251559	0.12781514522960843	1465.6421467936711	0.09422765475209333	9												0.19051124044277074	0.19128009813990643			
10	TrialState.COMPLETE	0.210842938110997	2020-01-19 05:59:03.951831	2020-01-19 07:25:28.259756	0.7607575598690244	24.954067035277372	350.0	2	40.0	0.001068326698984482	2000.0	0.21346783725263707	0.05354140515044315	0.210842938110997	0.11247289740956294	0.14924873521244628	1521.536086385941	0.10657489503544144	0.05357944387386359	0.21089619232378562	0.11252995549469359	0.14929438168055081	1521.5240823157974	0.10660037292538642	0.05354140515044315	0.210842938110997	0.11247289740956294	0.14924873521244628	1521.5480904560843	0.10655877319934687	10										0.2092605272167066	0.21010824733864789					
11	TrialState.COMPLETE	0.19792023279698734	2020-01-19 07:25:28.260698	2020-01-19 07:42:25.420732	0.4864837645873288	15.178577229668266	350.0	2	90.0	0.0035478008117425315	1000.0	0.1468745724089573	0.0562949332420404	0.19792023279698734	0.11442285746890335	0.14383630035376013	1033.749165525505	0.10755466753919588	0.0563163300239644	0.19795589410019399	0.11445851877211001	0.14387196165696678	1033.7440017688007	0.10757393836148822	0.0562949332420404	0.19792023279698734	0.11442285746890335	0.14383630035376013	1033.7543292822093	0.1075425527107477	11	0.21191372817528245	0.20258473125641904														
12	TrialState.COMPLETE	0.056002510555745746	2020-01-19 07:42:25.421630	2020-01-19 07:53:55.173725	0.32071016035807787	6.858259449004967	50.0	1	100.0	0.05412129829144611	1300.0	0.7321157738529458	0.013358724181216478	0.056002510555745746	0.0349694739244551	0.04327142531096657	5209.556220044506	0.02927272939249162	0.013358724181216478	0.056002510555745746	0.0349694739244551	0.04327142531096657	5209.554262238959	0.02927273043260223	0.013358724181216478	0.056002510555745746	0.0349694739244551	0.04327142531096657	5209.558177850051	0.029272728361016215	12	0.057029556088097684	0.05634485906652973														
13	TrialState.COMPLETE	0.22206293506789912	2020-01-19 07:53:55.176525	2020-01-19 08:10:51.513561	0.571105862419002	2.515049962947378	350.0	2	90.0	0.00787330629914033	1200.0	0.09652621099314435	0.06951101221043021	0.22206293506789912	0.12470044505306402	0.16132460344630833	679.1947356784207	0.12051698051912624	0.06951101221043021	0.22206293506789912	0.12470044505306402	0.16132460344630833	679.1941187378751	0.12051708616809872	0.06951101221043021	0.22206293506789912	0.12470044505306402	0.16132460344630833	679.1953526189661	0.12051688814601598	13	0.2275048499372361	0.22387690669101146														
14	TrialState.COMPLETE	0.1923570694967477	2020-01-19 08:10:51.514514	2020-01-19 08:22:31.958557	0.5153889870847393	22.311760714780725	150.0	2	10.0	0.07741110832458367	900.0	0.32537965943723324	0.054625984251968504	0.1923570694967477	0.10521510898094259	0.13520626497774735	2297.617193740728	0.09936089106606373	0.0546901745977405	0.19238559853931303	0.10521510898094259	0.13520626497774735	2297.606605899806	0.09938541865368959	0.054625984251968504	0.1923570694967477	0.10521510898094259	0.13520626497774735	2297.62778158165	0.09934788982545895	14	0.19724980029670205	0.19398797976339913														
15	TrialState.COMPLETE	0.12601278101106927	2020-01-19 08:22:31.959523	2020-01-19 08:33:49.581194	0.40586675080215506	15.91478848013715	50.0	1	90.0	0.05885850673870789	1600.0	0.3670084686379737	0.04791452698847427	0.12601278101106927	0.07784149263950702	0.09493038913614059	2605.960487276047	0.07697363303582795	0.04791452698847427	0.12601278101106927	0.07784149263950702	0.09493038913614059	2605.9589823690517	0.0769736339457961	0.04791452698847427	0.12601278101106927	0.07784149263950702	0.09493038913614059	2605.961992183042	0.07697363212829052	15	0.12615542622389592	0.1260603294153448														
16	TrialState.COMPLETE	0.1370606527444939	2020-01-19 08:33:49.582105	2020-01-19 08:47:04.928470	0.2827303330859352	24.884209773171264	250.0	1	60.0	0.017776569682459813	1500.0	0.28892905285314496	0.03622475179732968	0.1370606527444939	0.08019513865114687	0.09904570352618966	2053.110364601164	0.07291513956562587	0.03622475179732968	0.1370606527444939	0.08019513865114687	0.09904570352618966	2053.108659990871	0.07291514252338234	0.03622475179732968	0.1370606527444939	0.08019513865114687	0.09904570352618966	2053.1120692114573	0.07291513663196061	16	0.13572692000456466	0.1366160751645175														
17	TrialState.COMPLETE	0.2056801323747575	2020-01-19 08:47:04.929400	2020-01-19 08:59:32.801935	0.6734878347086659	22.215929774328444	150.0	2	80.0	0.007080896926703023	1100.0	0.16480126004911416	0.053413499942941915	0.2056801323747575	0.11328169576629009	0.1466036174825973	1160.3229808570125	0.10628274736714517	0.05354188063448591	0.20573719045988817	0.11341007645783407	0.14674626269542393	1160.3138693940432	0.10635253462856667	0.053413499942941915	0.2056801323747575	0.11328169576629009	0.1466036174825973	1160.3320923199817	0.10624098915370334	17	0.21282665753737304	0.20806230742896267														
18	TrialState.COMPLETE	0.3605999657651489	2020-01-19 08:59:32.803091	2020-01-19 09:45:38.974274	0.12751004446302264	17.06925075055619	450.0	1	50.0	0.0016049498907823089	1700.0	0.037491462717758876	0.12188320209973753	0.3605999657651489	0.2192813534177793	0.2737468618053178	257.9236848111377	0.20098571753188635	0.12188320209973753	0.3605999657651489	0.2192813534177793	0.2737468618053178	257.9235350336643	0.20098593976506599	0.12188320209973753	0.3605999657651489	0.2192813534177793	0.2737468618053178	257.9238345886112	0.20098553596250987	18					0.36032180760013693	0.36048075512300093										
19	TrialState.COMPLETE	0.16499123380328448	2020-01-19 09:45:38.975182	2020-01-19 10:34:05.168518	0.1979834005800254	29.651864014644094	50.0	1	20.0	0.013085642804871298	1300.0	0.1194702185964991	0.04960681792246325	0.16499123380328448	0.08947226458352785	0.11329660867490378	836.4201977840714	0.09074081184241367	0.04960681792246325	0.16499123380328448	0.08947226458352785	0.11329660867490378	836.4194391708942	0.09074082338601165	0.04960681792246325	0.16499123380328448	0.08947226458352785	0.11329660867490378	836.4209563972488	0.09074080075896185	19								0.1647710702828813	0.16489216021910305							
20	TrialState.COMPLETE	0.20381148008672828	2020-01-19 10:34:05.169678	2020-01-19 10:45:36.845960	0.38944650819179183	3.545274395787401	50.0	2	30.0	0.0813933334758204	2000.0	0.18707223129522377	0.0614372931644414	0.20381148008672828	0.11602761611320324	0.14816558256304918	1320.0436922286888	0.10941933793284635	0.0614372931644414	0.20381148008672828	0.11602761611320324	0.14816558256304918	1320.0429005477577	0.1094195213052129	0.0614372931644414	0.20381148008672828	0.11602761611320324	0.14816558256304918	1320.0444839096199	0.10941917125839071	20	0.2067214424283921	0.20478146753394957														
21	TrialState.COMPLETE	0.25879407737076343	2020-01-19 10:45:36.852834	2020-01-19 10:58:15.008939	0.4833314099961925	3.3844563518567106	250.0	2	30.0	0.0012399631521177277	1500.0	0.08102126997428404	0.08494522423827457	0.25879407737076343	0.15269456807029555	0.1939903571836129	567.7838104815702	0.14341615540397207	0.08494522423827457	0.25879407737076343	0.15270883259157822	0.1939903571836129	567.7825088440032	0.14341707037387105	0.08494522423827457	0.25879407737076343	0.15269456807029555	0.1939903571836129	567.7851121191372	0.14341543325302542	21	0.2797415268743581	0.2657765605386283														
22	TrialState.COMPLETE	0.2083666172163262	2020-01-19 10:58:15.009889	2020-01-19 12:15:50.398431	0.7485781495336473	8.915702392076863	50.0	2	40.0	0.0016114011617175458	700.0	0.18055164158412743	0.05358514968237666	0.2083666172163262	0.1111358362813344	0.14393852942295257	1284.4264559321389	0.10614674985658817	0.053615580661113015	0.20839704819506258	0.11122142340903039	0.14398037201871505	1284.4206816539238	0.10617135796067009	0.05358514968237666	0.2083666172163262	0.1111358362813344	0.14393852942295257	1284.4322302103542	0.10613076053694855	22																
23	TrialState.COMPLETE	0.20415382859751227	2020-01-19 12:15:50.399326	2020-01-19 12:31:04.958113	0.7321603781963771	29.878232875762656	250.0	2	100.0	0.014227240947971306	1700.0	0.17913847955825224	0.05979687321693484	0.20415382859751227	0.11686922286888052	0.14666067556772794	1263.1412044961771	0.10906271418218326	0.05991098938719617	0.20419662216136025	0.11699047129978318	0.14668920461029328	1263.1313548442315	0.10913574623823978	0.05979687321693484	0.20415382859751227	0.11686922286888052	0.14666067556772794	1263.1510541481227	0.1090186511949907	23	0.20669291338582677	0.2050001901936171														
24	TrialState.COMPLETE	0.291031895469588	2020-01-19 12:31:04.959067	2020-01-19 12:44:19.514733	0.5564580224406894	8.243529201283646	250.0	1	60.0	0.0027591649233589333	1600.0	0.06395097413299458	0.11018629464795161	0.291031895469588	0.1838126212484309	0.22505848453725893	444.18668692228687	0.17163516873499385	0.11018629464795161	0.291031895469588	0.1838126212484309	0.22505848453725893	444.18654427707406	0.1716351693500861	0.11018629464795161	0.291031895469588	0.1838126212484309	0.22505848453725893	444.18682956749973	0.17163516812253674	24	0.2965736619879037	0.2928791509756933														
25	TrialState.COMPLETE	0.2042337099166952	2020-01-19 12:44:19.515641	2020-01-19 13:46:02.345487	0.5154012036826163	29.774882748685307	450.0	2	50.0	0.00214227002846797	1300.0	0.20817302171379484	0.052213853703069725	0.2042337099166952	0.110413100536346	0.1422372475179733	1480.4103531895469	0.10347256471891353	0.05236220472440945	0.20427079767203013	0.11050154056829853	0.14232854045418236	1480.3997945908936	0.10354515591687953	0.052213853703069725	0.2042337099166952	0.11041024763208947	0.14223154170946023	1480.4209117882003	0.10343213167529224	25							0.20321237019285632	0.2037797811505446								
26	TrialState.COMPLETE	0.1977347940203127	2020-01-19 13:46:02.346407	2020-01-19 13:58:58.541221	0.5859293490668759	26.495806451236298	250.0	2	50.0	0.041608782020550954	600.0	0.2330545842007554	0.05915496975921488	0.1977347940203127	0.10552892844916124	0.13611919433983796	1643.2309675624786	0.10362222306179687	0.05918349880178021	0.19777045532351933	0.10560025105557458	0.13616912016432728	1643.2207862604132	0.10364991669550504	0.05915496975921488	0.1977347940203127	0.10552892844916124	0.13611919433983796	1643.2411488645441	0.10360388241620522	26	0.20073034348967247	0.1987333105100993														
27	TrialState.COMPLETE	0.05593974666210202	2020-01-19 13:58:58.542366	2020-01-19 14:15:58.399643	0.7749348028155512	13.426104434664989	150.0	1	20.0	0.0485000039083771	1900.0	0.8545153760327934	0.005215108980942599	0.05593974666210202	0.042097455209403174	0.04869907565902088	6093.468421202784	0.02619622611321373	0.005215108980942599	0.05593974666210202	0.042097455209403174	0.04869907565902088	6093.465217391305	0.026196226740684152	0.005215108980942599	0.05593974666210202	0.042097455209403174	0.04869907565902088	6093.471625014265	0.02619622548751599	27		0.053767735554794784	0.05512524249686181													
28	TrialState.COMPLETE	0.19805574574917265	2020-01-19 14:15:58.400532	2020-01-19 14:30:56.872210	0.32703206213465064	25.98471456399807	250.0	2	100.0	0.038878421386069444	700.0	0.21017413101490323	0.04890591121761954	0.19805574574917265	0.11122760470158621	0.14479202327969873	1482.4073412358782	0.10023953551163654	0.0489629693027502	0.19805574574917265	0.11129892730799955	0.14485621362547074	1482.3973453725894	0.10028069630103227	0.04890591121761954	0.19805574574917265	0.11122760470158621	0.14479202327969873	1482.4173370991668	0.10021352974834415	28	0.20670717790710944	0.2009395564684849														
29	TrialState.COMPLETE	0.13947848910190574	2020-01-19 14:30:56.873120	2020-01-19 14:45:35.101506	0.11529683040304961	18.996792040716464	350.0	1	40.0	0.01786505766786069	1000.0	0.6105770064357349	0.005277872874586329	0.13947848910190574	0.08994493894784891	0.10882403286545704	4338.992457634372	0.05738982001822334	0.005277872874586329	0.13947848910190574	0.08994493894784891	0.10882403286545704	4338.98809625699	0.057389823098329074	0.005277872874586329	0.13947848910190574	0.08994493894784891	0.10882403286545704	4338.996819011754	0.05738981695729768	29	0.14041994750656167	0.1397923085701244														
30	TrialState.COMPLETE	0.23550724637681159	2020-01-19 14:45:35.102652	2020-01-19 14:58:38.412498	0.6277870200603505	12.240020673412467	150.0	1	100.0	0.009371103903650141	800.0	0.07786699102980206	0.07604416295789114	0.23550724637681159	0.14096199931530298	0.1765020540910647	543.9927072634943	0.13166758335754142	0.07604416295789114	0.23550724637681159	0.14096199931530298	0.1765020540910647	543.9924112746776	0.13166759384879856	0.07604416295789114	0.23550724637681159	0.14096199931530298	0.1765020540910647	543.9930032523108	0.13166757309071214	30	0.24657651489216023	0.23919700254859447														
31	TrialState.COMPLETE	0.09715565445623645	2020-01-19 14:58:38.413412	2020-01-19 15:13:57.766788	0.1530107867759128	29.778034351907593	350.0	1	60.0	0.03369941330359523	1900.0	0.6384433667672573	0.009079367796416752	0.09715565445623645	0.05604530411959375	0.0718717904827114	4547.5681701472095	0.04217758306684006	0.009079367796416752	0.09715565445623645	0.05604530411959375	0.0718717904827114	4547.564304461942	0.04217758656570228	0.009079367796416752	0.09715565445623645	0.05604530411959375	0.0718717904827114	4547.572035832477	0.04217757960764789	31	0.09953782951044163	0.09794971280763817														
32	TrialState.COMPLETE	0.18596941686636997	2020-01-19 15:13:57.767696	2020-01-19 15:34:18.399466	0.8958322168954181	28.020026213587048	250.0	1	80.0	0.005385949842526148	1500.0	0.06917597992059597	0.05042222982996691	0.18596941686636997	0.10045075887253224	0.12984708433184983	481.87046673513635	0.09863962161247977	0.05042222982996691	0.18596941686636997	0.10045075887253224	0.12984708433184983	481.87015862147666	0.09863965099796296	0.05042222982996691	0.18596941686636997	0.10045075887253224	0.12984708433184983	481.8707748487961	0.09863959385962641	32		0.18379360188672067	0.1851534862490015													
33	TrialState.COMPLETE	0.41082011487694475	2020-01-19 15:34:18.400356	2020-01-19 17:02:53.288882	0.8717911745856356	19.42598889763555	350.0	1	40.0	0.0011952645281315985	700.0	0.03480497260521545	0.13371181863136672	0.41082011487694475	0.24889117121229412	0.31283426528205716	237.13809673247366	0.2247191221319065	0.13371181863136672	0.41082011487694475	0.24889117121229412	0.31283426528205716	237.1378770588459	0.22471913565348361	0.13371181863136672	0.41082011487694475	0.24889117121229412	0.31283426528205716	237.1383164061014	0.22471910929670974	33										0.4092359483492657	0.41008460898909377					
34	TrialState.COMPLETE	0.19222155654456236	2020-01-19 17:02:53.289763	2020-01-19 17:14:54.957905	0.4423802649845562	4.58902213081263	50.0	2	90.0	0.015500771323821782	1000.0	0.10236491148063341	0.05164469930389136	0.19222155654456236	0.09724124158393245	0.13047757617254366	721.6719659363232	0.0983943412372518	0.05167322834645669	0.19223582106584503	0.0972555061052151	0.13049897295446763	721.6703825744607	0.09840722238885269	0.05164469930389136	0.19222155654456236	0.09724124158393245	0.13047757617254366	721.6735492981855	0.09838703801526408	34	0.20117254364943513	0.19520521891285328														
35	TrialState.COMPLETE	0.37318127353646013	2020-01-19 17:14:54.958849	2020-01-19 18:56:34.278682	0.9149385181006273	13.17110144706589	50.0	1	70.0	0.001072526480848946	1300.0	0.05327229423595333	0.13899920118680817	0.37318127353646013	0.23477832933926737	0.29037572749058543	368.9142609551524	0.21651677305207193	0.13900062763893645	0.37318127353646013	0.23477832933926737	0.29037572749058543	368.9140205979687	0.2165175160465828	0.13899920118680817	0.37318127353646013	0.23477832933926737	0.29037572749058543	368.914501312336	0.21651633132835119	35															0.37133877287078243	0.3723085100632444
36	TrialState.COMPLETE	0.20683555859865344	2020-01-19 18:56:34.279588	2020-01-19 19:14:39.900610	0.1129619742615604	4.905575471280693	450.0	1	70.0	0.003299012380844934	1000.0	0.1727894455241091	0.07892559625698961	0.20683555859865344	0.13433612917950474	0.16217334246262696	1217.7076629008332	0.12373487962276213	0.07892559625698961	0.20683555859865344	0.13433612917950474	0.1621804747232683	1217.7073205523222	0.1237350118612712	0.07892559625698961	0.20683555859865344	0.13433612917950474	0.16217334246262696	1217.7080052493438	0.12373476905549538	36	0.22632089467077485	0.2133306706226939														
37	TrialState.COMPLETE	0.1890833618623759	2020-01-19 19:14:39.901566	2020-01-19 19:27:22.232461	0.8989553357641374	15.867467207944443	250.0	2	20.0	0.09497975476911107	1000.0	0.3383049229592166	0.05720073034348967	0.1890833618623759	0.104173798927308	0.13823034348967247	2392.424633401803	0.1001366915038201	0.057214994864772335	0.18909762638365857	0.104173798927308	0.13823034348967247	2392.418250028529	0.1001424597120146	0.05720073034348967	0.1890833618623759	0.104173798927308	0.13823034348967247	2392.431016775077	0.10013347801459509	37	0.192984708433185	0.19038381071931226														
38	TrialState.COMPLETE	0.20473154170946023	2020-01-19 19:27:22.233417	2020-01-19 19:39:29.059512	0.979333636163577	4.031557590462924	150.0	2	20.0	0.015028066723538815	1800.0	0.11458650788688823	0.06345572292593861	0.20473154170946023	0.11232597284035148	0.14453526189661076	807.075256048157	0.11025153135348015	0.06345572292593861	0.20473154170946023	0.11233310510099281	0.14453526189661076	807.0743894784891	0.1102532602990147	0.06345572292593861	0.20473154170946023	0.11232597284035148	0.14453526189661076	807.0761226178249	0.11025023384824796	38	0.21158564418578113	0.20701624253490053														
39	TrialState.COMPLETE	0.1805603103959831	2020-01-19 19:39:29.060464	2020-01-19 19:59:49.692946	0.5830521806233349	22.102603225765154	450.0	1	100.0	0.01009976319177337	1100.0	0.21877893451742186	0.009115029099623417	0.1805603103959831	0.10522224124158393	0.13477119707862603	1550.2934675624786	0.07343875401825521	0.009115029099623417	0.1805603103959831	0.10522224124158393	0.13477119707862603	1550.2917665183156	0.07343876272735946	0.009115029099623417	0.1805603103959831	0.10522224124158393	0.13477119707862603	1550.2951686066415	0.07343874551733767	39	0.18395526646125757	0.18169196241774127														
40	TrialState.COMPLETE	0.12313847997261212	2020-01-19 19:59:49.693934	2020-01-19 20:11:02.679980	0.3306656005791442	22.148237206005977	50.0	1	70.0	0.07700981815064803	1400.0	0.47454234398263573	0.033764121876069836	0.12313847997261212	0.06943968960401689	0.08577969873331051	3371.486712598425	0.06654058435347307	0.033764121876069836	0.12313847997261212	0.06943968960401689	0.08577969873331051	3371.4847726235307	0.0665408111793776	0.033764121876069836	0.12313847997261212	0.06943968960401689	0.08577969873331051	3371.4886525733195	0.06654038618598623	40	0.1280811365970558	0.12478603218076001														
41	TrialState.COMPLETE	0.1967862033550154	2020-01-19 20:11:02.680860	2020-01-19 20:25:32.592617	0.9328743225842705	9.801799293282688	250.0	2	90.0	0.006767718477888916	600.0	0.11340162070793686	0.0592690859294762	0.1967862033550154	0.10981541709460231	0.1392145954581764	798.5236648408079	0.10705410053863393	0.05927621819011754	0.19682186465822207	0.1098368138765263	0.13922885997945908	798.5200915782266	0.10706184226115678	0.0592690859294762	0.1967862033550154	0.10981541709460231	0.1392145954581764	798.5272381033892	0.10704866276224415	41	0.21172828939860777	0.20176689870287953														
42	TrialState.COMPLETE	0.20396838982083762	2020-01-19 20:25:32.593509	2020-01-19 20:39:54.472730	0.9694831399157288	26.526917331099472	250.0	2	80.0	0.03238370027244726	900.0	0.20413456552858625	0.05752168207234965	0.20396838982083762	0.11103503366427023	0.14368652288029213	1439.6863017802123	0.10561307433672923	0.05769285632774164	0.2039826543421203	0.11114914983453156	0.14379350678991212	1439.676145441059	0.1056870078334685	0.05752168207234965	0.20396838982083762	0.11103503366427023	0.14368652288029213	1439.6964581193656	0.10557181523420428	42	0.20187150519228575	0.203269428277987														
43	TrialState.COMPLETE	0.14422857468903344	2020-01-19 20:39:54.473603	2020-01-19 21:09:08.259239	0.4546181726203269	29.55421649514719	450.0	1	40.0	0.010525578638082705	700.0	0.21196853125397314	0.025899615808893453	0.14422857468903344	0.08212084902430675	0.1031419985545285	1502.1766233025219	0.07088798990879314	0.025899615808893453	0.14422857468903344	0.08212084902430675	0.1031419985545285	1502.1751065084256	0.07088800190031538	0.025899615808893453	0.14422857468903344	0.08212084902430675	0.1031419985545285	1502.1781400966183	0.07088797830069556	43			0.14574774620563735	0.144836243295675												
44	TrialState.COMPLETE	0.19756361976492068	2020-01-19 21:09:08.269004	2020-01-19 21:25:00.411580	0.7004593513062507	16.202545983992312	450.0	2	50.0	0.00951215163722115	900.0	0.14378596171134583	0.05387709688462855	0.19756361976492068	0.10608524477918521	0.1374957206436152	1015.1408514492754	0.10249177714500195	0.05389849366655255	0.197570752025562	0.1061280383430332	0.13754564646810452	1015.1355343489672	0.10250903111493402	0.05387709688462855	0.19756361976492068	0.10608524477918521	0.1374957206436152	1015.1461685495834	0.10248055026987501	44	0.2109722697706265	0.20203316976682262														
45	TrialState.COMPLETE	0.18701500627638937	2020-01-19 21:25:00.412721	2020-01-19 21:38:10.356563	0.11921827541024771	14.384474730167343	350.0	2	20.0	0.08864757819614966	1200.0	0.3432857681157387	0.0582919662216136	0.18701500627638937	0.10554319297044391	0.135306116626726	2427.6583611491496	0.10033700211268835	0.05829909848225494	0.1870221385370307	0.10554319297044391	0.13534177792993268	2427.6530654456237	0.10034013160275504	0.0582919662216136	0.18701500627638937	0.10554319297044391	0.135306116626726	2427.663656852676	0.10033517539557946	45	0.19520997375328084	0.18974666210201985														
