number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
46	TrialState.COMPLETE	0.2122560766860664	2020-01-19 21:38:10.357477	2020-01-19 21:50:56.311863	0.8722153473768594	7.855415975597861	250.0	2	20.0	0.003950311831866402	2000.0	0.10633998381755479	0.06420461029327856	0.2122560766860664	0.11692628095401118	0.15086870934611435	748.6983446023052	0.11455120639722122	0.06421174255391988	0.21228460572863175	0.11692628095401118	0.150904370649321	748.6964509871049	0.11455598643879221	0.06420461029327856	0.2122560766860664	0.11692628095401118	0.15086870934611435	748.7002382175054	0.11454798407644587	46	0.23159876754536118	0.21870364030583134														
47	TrialState.COMPLETE	0.04169234280497546	2020-01-19 21:50:56.312757	2020-01-19 22:09:32.937123	0.22232438893466838	2.2805505476388577	250.0	1	30.0	0.0657801412896052	1900.0	0.977850823032323	0.004781467533949561	0.04169234280497546	0.03255734337555632	0.036865228802921375	6987.36076400776	0.020482092469290253	0.004781467533949561	0.04169234280497546	0.03255734337555632	0.036865228802921375	6987.3559968047475	0.020482097740497897	0.004781467533949561	0.04169234280497546	0.03255734337555632	0.036865228802921375	6987.365531210772	0.020482087332786385	47		0.03996918863402944	0.041046159990870704													
48	TrialState.COMPLETE	0.17506133744151547	2020-01-19 22:09:32.938066	2020-01-19 22:21:58.620174	0.1779073771862953	21.082278546266384	250.0	1	20.0	0.00879586675378672	1700.0	0.10485710542847135	0.05076743124500742	0.17506133744151547	0.10289712427250941	0.12780297843204383	735.7448719045989	0.09656396005873162	0.05076743124500742	0.17506133744151547	0.10289712427250941	0.12780297843204383	735.7442799269656	0.09656396765839967	0.05076743124500742	0.17506133744151547	0.10289712427250941	0.12780297843204383	735.7454638822321	0.09656395262826142	48	0.1787772452356499	0.1762999733728936														
49	TrialState.COMPLETE	0.2974010042222983	2020-01-19 22:21:58.621012	2020-01-19 22:35:45.362798	0.1659500765722986	1.418781403865058	250.0	2	60.0	0.0010983720094381983	1200.0	0.06405207002896032	0.10894528129635969	0.2974010042222983	0.18581678648864544	0.23045047358210657	446.25671502339384	0.17249384668327356	0.10894528129635969	0.2974010042222983	0.18581678648864544	0.23045047358210657	446.25646896040166	0.17249389832102105	0.10894528129635969	0.2974010042222983	0.18581678648864544	0.23045047358210657	446.25696108638596	0.17249379821496963	49	0.3116512609836814	0.302151089809426														
50	TrialState.COMPLETE	0.16586785347483737	2020-01-19 22:35:45.363690	2020-01-19 22:47:53.546124	0.2051579201962367	5.583007158958731	150.0	1	50.0	0.013609231468270528	1400.0	0.2529790007135412	0.038735307543078856	0.16586785347483737	0.09846085815360037	0.12409420289855072	1789.4268907622961	0.0843654153218254	0.038735307543078856	0.16586785347483737	0.09846085815360037	0.12409420289855072	1789.426323747575	0.08436541670864478	0.038735307543078856	0.16586785347483737	0.09846085815360037	0.12409420289855072	1789.427457777017	0.08436541394978642	50	0.18204382060938035	0.17125984251968504														
51	TrialState.COMPLETE	0.24796302636083534	2020-01-19 22:47:53.547024	2020-01-19 23:06:26.707074	0.8533364896666655	18.144725563167768	150.0	1	50.0	0.004560967422997185	800.0	0.04813597705880049	0.07789569782038115	0.24796302636083534	0.13937007874015747	0.1771254136711172	332.79813420061623	0.13607683617711683	0.07789569782038115	0.24796302636083534	0.13937007874015747	0.1771254136711172	332.7978660276161	0.1360768429186042	0.07789569782038115	0.24796302636083534	0.13937007874015747	0.1771254136711172	332.79840237361634	0.136076829566957	51		0.24671916010498687	0.24749657651489215													
52	TrialState.COMPLETE	0.14442114572634943	2020-01-19 23:06:26.707962	2020-01-19 23:21:01.528174	0.8547510264381069	11.85687264075205	250.0	1	50.0	0.018896008057156	1000.0	0.5753464194452601	0.005762866598196964	0.14442114572634943	0.08908193541024763	0.1105500399406596	4086.409377496291	0.05803994549708093	0.005762866598196964	0.14442114572634943	0.08908193541024763	0.1105500399406596	4086.4060467305717	0.05803994613142934	0.005762866598196964	0.14442114572634943	0.08908193541024763	0.1105500399406596	4086.4127082620107	0.0580399448644525	52	0.14885027958461713	0.14589752367910533														
53	TrialState.COMPLETE	0.19722840351477805	2020-01-19 23:21:01.529072	2020-01-19 23:36:42.608281	0.8721888099112651	5.149031338926006	250.0	2	80.0	0.00928985221662099	1500.0	0.10690361384073485	0.05389849366655255	0.19722840351477805	0.10079310738331622	0.1349138422914527	753.6804747232683	0.1010399797685634	0.05389849366655255	0.19723553577541938	0.10080737190459887	0.13492097455209404	753.6789912130549	0.1010418796469253	0.05389849366655255	0.19722840351477805	0.10079310738331622	0.1349138422914527	753.6819582334817	0.10103853617237436	53	0.2055945452470615	0.2000171174255392														
54	TrialState.COMPLETE	0.19284919548099966	2020-01-19 23:36:42.609371	2020-01-19 23:49:53.461708	0.24789657775147084	26.756465521350197	50.0	2	100.0	0.010463162568269388	600.0	0.19727419426077744	0.05737190459888166	0.19284919548099966	0.10785404541823576	0.13674683327627524	1392.0509386055005	0.10381752402640028	0.057650062763893645	0.19302750199703297	0.10806088097683442	0.13685381718589523	1392.0407965308684	0.10396439824749594	0.05737190459888166	0.19284206322035832	0.10783264863631177	0.1367325687549926	1392.0610806801324	0.10373403110913085	54	0.1960943740728061	0.19393092167826848														
55	TrialState.COMPLETE	0.12202584731256419	2020-01-19 23:49:53.462793	2020-01-20 00:09:32.433733	0.5963165038776935	14.704510940463388	450.0	1	80.0	0.018324613177580867	900.0	0.6787149868183865	0.005220814789455666	0.12202584731256419	0.08299811708319069	0.09878894214310167	4830.176641133174	0.05183862704960134	0.005220814789455666	0.12202584731256419	0.08299811708319069	0.09878894214310167	4830.172814675339	0.05183863008216662	0.005220814789455666	0.12202584731256419	0.08299811708319069	0.09878894214310167	4830.180467591008	0.05183862406300144	55	0.1267117425539199	0.1235878123930161														
56	TrialState.COMPLETE	0.1123972954467648	2020-01-20 00:09:32.434643	2020-01-20 00:26:11.947000	0.8158552125772024	27.702418706742616	250.0	1	100.0	0.03175643933182213	1700.0	0.5251941019282921	0.02848624900148351	0.1123972954467648	0.058256304918406936	0.07677878580394842	3739.999087070638	0.057083602914141086	0.02848624900148351	0.1123972954467648	0.05826343717904827	0.07677878580394842	3739.9962484309026	0.05708397193939257	0.02848624900148351	0.1123972954467648	0.058256304918406936	0.07677878580394842	3740.001925710373	0.05708331989857812	56	0.12092034691315759	0.11523831260222907														
57	TrialState.COMPLETE	0.20172885997945908	2020-01-20 00:26:11.947949	2020-01-20 01:24:18.319787	0.5884548222204203	12.519971524519443	350.0	2	10.0	0.0010841037545076483	700.0	0.19122420985130817	0.05403141306941375	0.20172885997945908	0.10954374280290062	0.14070264438289087	1358.8259909951967	0.1046990507095165	0.05407031630927557	0.20175220192337617	0.10957227184546596	0.14072857987613208	1358.8195097154357	0.10471820647826643	0.05403141306941375	0.20172885997945908	0.10954374280290062	0.14070264438289087	1358.8324722749578	0.1046877725444396	57								0.20040384444698037	0.20113260298984367							
