number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9218164794007491	2020-05-11 21:07:18.483600	2020-05-11 21:08:09.797838	128	0.2515137164356805	0.09515309053802629	53	0.4168361820720068	512	0.0010744873577499636	0.08490311617227027	0.3899812734082397	0.9218164794007491	0.6896067415730337	0.8160112359550562	4.092696629213483	0.5687288842122131	0.3899812734082397	0.9218164794007491	0.6896067415730337	0.8160112359550562	4.092696629213483	0.5687288842122131	3436820961	600.0	0.3899812734082397	0.9218164794007491	0.6896067415730337	0.8160112359550562	4.092696629213483	0.5687288842122131	0	COMPLETE
1	0.9199438202247191	2020-05-11 21:08:09.828402	2020-05-11 21:09:05.761871	128	0.1050881710610786	0.2497745728989611	38	0.23983642203936256	128	0.5400129055259103	0.08980196264785216	0.41198501872659177	0.9199438202247191	0.7191011235955056	0.827247191011236	4.351591760299626	0.5900113039065898	0.41198501872659177	0.9199438202247191	0.7191011235955056	0.827247191011236	4.351591760299626	0.5900113039065898	3997355658	400.0	0.41198501872659177	0.9199438202247191	0.7191011235955056	0.827247191011236	4.351591760299626	0.5900113039065898	1	COMPLETE
2	0.9044943820224719	2020-05-11 21:09:05.794909	2020-05-11 21:10:20.606482	64	0.028943145569373663	0.4594026970263692	56	0.1862759034039324	256	0.11581951575001118	0.09602443432027286	0.32818352059925093	0.9044943820224719	0.6413857677902621	0.7673220973782772	4.62312734082397	0.5198159507946	0.32818352059925093	0.9044943820224719	0.6413857677902621	0.7673220973782772	4.62312734082397	0.5198159507946	1316376680	650.0	0.32818352059925093	0.9044943820224719	0.6413857677902621	0.7673220973782772	4.62312734082397	0.5198159507946	2	COMPLETE
3	0.9372659176029963	2020-05-11 21:10:20.642445	2020-05-11 21:11:33.933026	128	0.0014485689298845972	0.30141193357474755	50	0.3189437364204703	128	0.001265802112242786	0.08036458245408809	0.3862359550561798	0.9372659176029963	0.7088014981273408	0.8239700374531835	3.8787453183520597	0.5748697845224303	0.3862359550561798	0.9372659176029963	0.7088014981273408	0.8239700374531835	3.8787453183520597	0.5748697845224303	2098834400	500.0	0.3862359550561798	0.9372659176029963	0.7088014981273408	0.8239700374531835	3.8787453183520597	0.5748697845224303	3	COMPLETE
4	0.8862359550561798	2020-05-11 21:11:33.964080	2020-05-11 21:12:47.707648	128	0.12939326760611541	0.03262667507922984	39	0.025586743505882192	512	0.07130422062425057	0.11823731223435215	0.3258426966292135	0.8862359550561798	0.6156367041198502	0.7439138576779026	5.736423220973783	0.5064362013528195	0.3258426966292135	0.8862359550561798	0.6156367041198502	0.7439138576779026	5.736423220973783	0.5064362013528195	269499889	900.0	0.3258426966292135	0.8862359550561798	0.6156367041198502	0.7439138576779026	5.736423220973783	0.5064362013528195	4	COMPLETE
5	0.10112359550561797	2020-05-11 21:12:47.752641	2020-05-11 21:13:13.466737	64	0.07571959605053169	0.029492225885700607	50	0.09186135458329875	128	0.9974308720485623	1.0129042738849778	0.012640449438202247	0.10112359550561797	0.03464419475655431	0.05852059925093633	48.837078651685395	0.054927972216001736	0.031835205992509365	0.22659176029962547	0.10580524344569288	0.14747191011235955	42.40074906367041	0.10295446692036635	1614131889	200.0	0.012640449438202247	0.10065543071161048	0.03464419475655431	0.05852059925093633	55.27340823970037	0.05312196982381169	5	COMPLETE
6	0.9026217228464419	2020-05-11 21:13:13.512629	2020-05-11 21:14:29.952108	256	0.3961557000932035	0.39791809584844773	63	0.46127287126331984	128	0.11953607941214886	0.09835361634478783	0.3450374531835206	0.9026217228464419	0.647003745318352	0.772003745318352	4.73876404494382	0.5311834776164694	0.3450374531835206	0.9026217228464419	0.647003745318352	0.772003745318352	4.73876404494382	0.5311834776164694	2302613598	500.0	0.3450374531835206	0.9026217228464419	0.647003745318352	0.772003745318352	4.73876404494382	0.5311834776164694	6	COMPLETE
7	0.8876404494382022	2020-05-11 21:14:29.979281	2020-05-11 21:15:37.048390	256	0.4137440580024657	0.005602283447809553	43	0.09348031001550883	512	0.05118158903705586	0.1125551543585705	0.3160112359550562	0.8876404494382022	0.6156367041198502	0.7406367041198502	5.450842696629214	0.4998175741443779	0.3160112359550562	0.8876404494382022	0.6156367041198502	0.7406367041198502	5.450842696629214	0.4998175741443779	3850713023	700.0	0.3160112359550562	0.8876404494382022	0.6156367041198502	0.7406367041198502	5.450842696629214	0.4998175741443779	7	COMPLETE
8	0.9382022471910112	2020-05-11 21:15:37.084620	2020-05-11 21:16:26.686709	128	0.15748132991923447	0.21476164268733977	30	0.3063121856408568	512	0.6665322879509195	0.08126550707931209	0.40074906367041196	0.9382022471910112	0.7406367041198502	0.8431647940074907	3.939138576779026	0.5916659113476114	0.40074906367041196	0.9382022471910112	0.7406367041198502	0.8431647940074907	3.939138576779026	0.5916659113476114	1948464052	600.0	0.40074906367041196	0.9382022471910112	0.7406367041198502	0.8431647940074907	3.939138576779026	0.5916659113476114	8	COMPLETE
9	0.9082397003745318	2020-05-11 21:16:26.719577	2020-05-11 21:17:31.382139	64	0.4317879475128165	0.4451230922820861	30	0.1579911403044898	512	0.01440365119027736	0.09441104870157016	0.32397003745318353	0.9082397003745318	0.6329588014981273	0.7584269662921348	4.543071161048689	0.5133549263000254	0.32397003745318353	0.9082397003745318	0.6329588014981273	0.7584269662921348	4.543071161048689	0.5133549263000254	3101396090	800.0	0.32397003745318353	0.9082397003745318	0.6329588014981273	0.7584269662921348	4.543071161048689	0.5133549263000254	9	COMPLETE
