number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11797752808988764	2020-05-12 09:53:45.059750	2020-05-12 10:13:56.806398	3.5157312226753326	128	80	128	0.9742780471864166	0.0009363295880149813	0.11797752808988764	0.030430711610486893	0.05945692883895131	47.01287453183521	0.05181851365731104	0.05852059925093633	0.14559925093632958	0.06460674157303371	0.08192883895131087	44.984082397003746	0.09612923893922916	2523379703	200	0.0009363295880149813	0.09784644194756555	0.010299625468164793	0.033707865168539325	49.041666666666664	0.04152171007401924	0	COMPLETE
1	0.10299625468164794	2020-05-12 10:13:56.825693	2020-05-12 10:21:34.759717	4.319323134042799	128	48	256	1.0060660463203206	0.00046816479400749064	0.10299625468164794	0.02762172284644195	0.05711610486891386	48.54822097378277	0.04912672002363384	0.05337078651685393	0.13249063670411984	0.060393258426966294	0.07397003745318352	46.524812734082396	0.08929768865904804	3122195635	150	0.00046816479400749064	0.08754681647940075	0.012640449438202247	0.0299625468164794	50.57162921348315	0.03967668528543832	1	COMPLETE
2	0.09222846441947566	2020-05-12 10:21:34.771883	2020-05-12 10:31:26.957434	7.106313645362271	128	61	512	1.012545135284666	0.0018726591760299626	0.09222846441947566	0.020599250936329586	0.0552434456928839	48.87195692883895	0.046370276107784845	0.050093632958801496	0.11657303370786516	0.05571161048689138	0.06975655430711611	46.791666666666664	0.08437594151722812	2481329550	150	0.0018726591760299626	0.07818352059925093	0.008426966292134831	0.024344569288389514	50.95224719101124	0.038059365808629196	2	COMPLETE
3	0.09831460674157304	2020-05-12 10:31:26.969957	2020-05-12 10:39:36.252844	1.8316184842246286	256	4	128	0.9901476161918962	0.00046816479400749064	0.09831460674157304	0.0299625468164794	0.05898876404494382	47.82537453183521	0.04913004463968956	0.05711610486891386	0.1301498127340824	0.062265917602996254	0.07818352059925093	45.06086142322097	0.09231196826988433	4092836117	200	0.00046816479400749064	0.07631086142322098	0.009831460674157303	0.03277153558052434	50.58988764044944	0.03850927509094498	3	COMPLETE
4	0.11329588014981273	2020-05-12 10:39:36.265004	2020-05-12 10:49:52.783403	1.4763644536062062	128	28	256	0.954128031299732	0.00046816479400749064	0.11329588014981273	0.031835205992509365	0.06601123595505617	46.00983146067416	0.05305697987747893	0.062265917602996254	0.1502808988764045	0.06741573033707865	0.08754681647940075	43.97191011235955	0.09914348782816416	299823397	250	0.00046816479400749064	0.09269662921348315	0.014044943820224719	0.03604868913857678	48.04775280898876	0.04227272521434179	4	COMPLETE
5	0.09737827715355805	2020-05-12 10:49:52.795663	2020-05-12 10:55:20.451807	1.657028559186298	64	15	256	1.0089850657068415	0.0018726591760299626	0.09737827715355805	0.024344569288389514	0.04728464419475655	48.66338951310861	0.04762422283557538	0.03745318352059925	0.11844569288389513	0.04447565543071161	0.06601123595505617	47.232677902621724	0.07491995821256109	1339492361	300	0.0018726591760299626	0.08239700374531835	0.012172284644194757	0.030430711610486893	50.09410112359551	0.04060823935583299	5	COMPLETE
6	0.10486891385767791	2020-05-12 10:55:20.463901	2020-05-12 11:06:45.530442	3.291359001479104	128	75	512	0.9721067739818036	0.0014044943820224719	0.10486891385767791	0.02762172284644195	0.060861423220973786	46.924157303370784	0.050575314318897426	0.054307116104868915	0.13717228464419476	0.06179775280898876	0.07911985018726592	44.9063670411985	0.0916535726450663	942851146	150	0.0014044943820224719	0.0852059925093633	0.008426966292134831	0.03136704119850187	48.941947565543074	0.0409070573929732	6	COMPLETE
7	0.10112359550561797	2020-05-12 11:06:45.543152	2020-05-12 11:12:31.931013	4.706249418910487	64	82	128	0.9957608559992067	0.0014044943820224719	0.10112359550561797	0.030430711610486893	0.05852059925093633	48.07607677902622	0.04878691397618451	0.04073033707865169	0.11750936329588015	0.05149812734082397	0.07162921348314606	46.61938202247191	0.0782566943433022	3959853484	150	0.0014044943820224719	0.08380149812734082	0.012172284644194757	0.04119850187265917	49.53277153558052	0.04121001380654442	7	COMPLETE
8	0.09597378277153558	2020-05-12 11:12:31.943168	2020-05-12 11:17:00.884330	2.368257551692557	64	61	512	1.0149447681881096	0.0014044943820224719	0.09597378277153558	0.026217228464419477	0.04260299625468165	48.95880149812734	0.0470411095372147	0.03417602996254682	0.11844569288389513	0.04119850187265917	0.0552434456928839	47.55898876404494	0.07055294866071342	3117494668	200	0.0014044943820224719	0.08380149812734082	0.013576779026217229	0.03136704119850187	50.35861423220974	0.04049601940328862	8	COMPLETE
9	0.10720973782771535	2020-05-12 11:17:00.896335	2020-05-12 11:35:20.767703	5.8884476364400165	128	76	256	1.0047053589445472	0.0014044943820224719	0.10720973782771535	0.024812734082397005	0.05805243445692884	48.47612359550562	0.04846519800540811	0.05383895131086142	0.13108614232209737	0.060861423220973786	0.07677902621722846	46.34784644194757	0.09007180033077658	3685361078	200	0.0014044943820224719	0.0852059925093633	0.007958801498127341	0.02762172284644195	50.60440074906367	0.03892681968508955	9	COMPLETE
